expedient	model	tokens	tipus_lexics	type_token_ratio	repeticio_3gram	marcadors_discursius	formes_territorials	formes_contacte	pronoms_clitics	perifrasi_past_aparent	primera_persona	negacio	nota	estat
lead-yt-052-valenti-closa	small	6023	1410	0.2341	0.0742	bé=25;bueno=39;clar=14;doncs=10;llavors=25;de fet=2;és a dir=2;o sigui=14;vull dir=1;a veure=3;aviam=4;per tant=2;a nivell=1;no?=19	parròquia=7;comú=2;padrí=1;Escaldes=7;Sant Julià=1	espanyola=1;francès=4;francesa=2	599	71	72	136	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
lead-yt-052-valenti-closa	base	6149	1509	0.2454	0.0722	bé=30;bueno=35;clar=11;doncs=4;llavors=9;de fet=2;o sigui=12;vull dir=1;a veure=4;aviam=1;per tant=1;a nivell=1;no?=25	parròquia=5;comú=2;padrí=1;Escaldes=6	espanyola=1;francesa=3	623	68	66	160	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
