id_persona	forma	interval_escolta	clip	token_start_abs	token_end_abs	token_p_min	punt	proporcio	temps_rel_s	f0_hz	f1_hz	f2_hz	f3_hz	intensity_db
pa-003	és a dir	65.05-70.51	clips/pa-003__s-a-dir__65.05.wav	65.050	65.540	0.5051	4	0.65	0.324		741.93	2057.42	3512.10	44.21
pa-003	és a dir	65.05-70.51	clips/pa-003__s-a-dir__65.05.wav	65.050	65.540	0.5051	5	0.80	0.395		672.95	2072.62	3098.62	49.91
pa-008	és a dir	1110.25-1114.75	clips/pa-008__s-a-dir__1110.25.wav	1112.600	1112.950	0.6889	1	0.20	2.420	128.77	341.03	2186.86	2741.36	60.77
pa-008	és a dir	1110.25-1114.75	clips/pa-008__s-a-dir__1110.25.wav	1112.600	1112.950	0.6889	2	0.35	2.472	126.87	343.39	2167.85	2772.56	61.64
pa-008	és a dir	1110.25-1114.75	clips/pa-008__s-a-dir__1110.25.wav	1112.600	1112.950	0.6889	3	0.50	2.525	124.17	337.88	2162.19	2794.36	59.64
pa-008	és a dir	1110.25-1114.75	clips/pa-008__s-a-dir__1110.25.wav	1112.600	1112.950	0.6889	4	0.65	2.577	120.24	293.07	2283.34	2789.69	58.16
pa-008	és a dir	1110.25-1114.75	clips/pa-008__s-a-dir__1110.25.wav	1112.600	1112.950	0.6889	5	0.80	2.630	117.72	295.55	2223.92	2788.88	56.44
pa-010	és a dir	243.25-249.55	clips/pa-010__s-a-dir__243.25.wav	243.250	243.630	0.1227	1	0.20	0.088	101.76	529.29	1409.01	2335.05	70.91
pa-010	és a dir	243.25-249.55	clips/pa-010__s-a-dir__243.25.wav	243.250	243.630	0.1227	2	0.35	0.143	99.63	540.88	1439.23	2441.22	65.90
pa-010	és a dir	243.25-249.55	clips/pa-010__s-a-dir__243.25.wav	243.250	243.630	0.1227	3	0.50	0.197	106.82	407.42	1290.95	1491.55	61.63
pa-010	és a dir	243.25-249.55	clips/pa-010__s-a-dir__243.25.wav	243.250	243.630	0.1227	4	0.65	0.252		595.96	1518.85	4241.83	61.67
pa-010	és a dir	243.25-249.55	clips/pa-010__s-a-dir__243.25.wav	243.250	243.630	0.1227	5	0.80	0.307		611.22	3552.88	4259.42	61.81
pa-011	és a dir	48.09-54.67	clips/pa-011__s-a-dir__48.09.wav	48.090	48.810	0.1383	1	0.20	0.156		567.89	1888.33	2663.71	67.29
pa-011	és a dir	48.09-54.67	clips/pa-011__s-a-dir__48.09.wav	48.090	48.810	0.1383	2	0.35	0.262	190.17	755.65	1955.46	2878.98	68.64
pa-011	és a dir	48.09-54.67	clips/pa-011__s-a-dir__48.09.wav	48.090	48.810	0.1383	3	0.50	0.367		705.57	1659.82	2857.55	51.60
pa-011	és a dir	48.09-54.67	clips/pa-011__s-a-dir__48.09.wav	48.090	48.810	0.1383	4	0.65	0.473	245.93	531.74	1815.89	2624.53	54.62
pa-011	és a dir	48.09-54.67	clips/pa-011__s-a-dir__48.09.wav	48.090	48.810	0.1383	5	0.80	0.579		512.99	2059.20	2161.73	55.31
pa-017	és a dir	487.25-494.75	clips/pa-017__s-a-dir__487.25.wav	488.850	489.220	0.2165	1	0.20	1.674	158.53	395.61	2539.53	3591.52	67.43
pa-017	és a dir	487.25-494.75	clips/pa-017__s-a-dir__487.25.wav	488.850	489.220	0.2165	2	0.35	1.730		460.28	1733.66	2998.68	50.42
pa-017	és a dir	487.25-494.75	clips/pa-017__s-a-dir__487.25.wav	488.850	489.220	0.2165	3	0.50	1.785		1101.15	1803.91	3066.34	47.88
pa-017	és a dir	487.25-494.75	clips/pa-017__s-a-dir__487.25.wav	488.850	489.220	0.2165	4	0.65	1.841	163.36	449.39	2381.17	2946.04	70.25
pa-017	és a dir	487.25-494.75	clips/pa-017__s-a-dir__487.25.wav	488.850	489.220	0.2165	5	0.80	1.896	153.96	450.34	2293.89	2989.59	69.04
pa-027	és a dir	185.61-192.87	clips/pa-027__s-a-dir__185.61.wav	187.610	188.190	0.0979	1	0.20	2.116		724.85	1216.59	2540.98	56.49
pa-027	és a dir	185.61-192.87	clips/pa-027__s-a-dir__185.61.wav	187.610	188.190	0.0979	2	0.35	2.203	115.88	722.17	1127.65	2359.38	71.31
pa-027	és a dir	185.61-192.87	clips/pa-027__s-a-dir__185.61.wav	187.610	188.190	0.0979	3	0.50	2.290	113.13	809.94	2257.49	3244.43	66.78
pa-027	és a dir	185.61-192.87	clips/pa-027__s-a-dir__185.61.wav	187.610	188.190	0.0979	4	0.65	2.377	113.20	596.75	963.93	2304.07	71.93
pa-027	és a dir	185.61-192.87	clips/pa-027__s-a-dir__185.61.wav	187.610	188.190	0.0979	5	0.80	2.464	94.10	419.78	1540.55	2711.75	58.16
pa-033	és a dir	39.29-44.27	clips/pa-033__s-a-dir__39.29.wav	40.290	40.800	0.5584	1	0.20	1.102	105.53	343.04	2292.03	2683.40	64.81
pa-033	és a dir	39.29-44.27	clips/pa-033__s-a-dir__39.29.wav	40.290	40.800	0.5584	2	0.35	1.178	101.42	368.18	1107.68	2520.87	64.01
pa-033	és a dir	39.29-44.27	clips/pa-033__s-a-dir__39.29.wav	40.290	40.800	0.5584	3	0.50	1.255	99.38	415.87	735.61	2488.28	61.45
pa-033	és a dir	39.29-44.27	clips/pa-033__s-a-dir__39.29.wav	40.290	40.800	0.5584	4	0.65	1.331	92.55	421.70	707.22	2440.21	59.51
pa-033	és a dir	39.29-44.27	clips/pa-033__s-a-dir__39.29.wav	40.290	40.800	0.5584	5	0.80	1.408	90.51	404.85	1027.98	2626.97	55.38
pa-059	és a dir	487.81-491.67	clips/pa-059__s-a-dir__487.81.wav	487.810	488.370	0.4489	1	0.20	0.124		654.72	1986.67	3239.14	36.41
pa-059	és a dir	487.81-491.67	clips/pa-059__s-a-dir__487.81.wav	487.810	488.370	0.4489	2	0.35	0.206		705.28	2051.39	2628.73	30.09
pa-059	és a dir	487.81-491.67	clips/pa-059__s-a-dir__487.81.wav	487.810	488.370	0.4489	3	0.50	0.288		793.92	1972.03	3272.65	43.07
pa-059	és a dir	487.81-491.67	clips/pa-059__s-a-dir__487.81.wav	487.810	488.370	0.4489	4	0.65	0.369		714.74	1895.72	2876.30	30.90
pa-059	és a dir	487.81-491.67	clips/pa-059__s-a-dir__487.81.wav	487.810	488.370	0.4489	5	0.80	0.451		813.71	1873.48	3033.21	35.86
pa-062	és a dir	973.65-980.31	clips/pa-062__s-a-dir__973.65.wav	975.650	976.090	0.2861	1	0.20	2.088		572.28	1544.22	2120.94	51.07
pa-062	és a dir	973.65-980.31	clips/pa-062__s-a-dir__973.65.wav	975.650	976.090	0.2861	2	0.35	2.154	187.84	388.21	1373.60	2632.86	57.26
pa-062	és a dir	973.65-980.31	clips/pa-062__s-a-dir__973.65.wav	975.650	976.090	0.2861	3	0.50	2.220	84.39	446.02	1380.76	2535.98	66.53
pa-062	és a dir	973.65-980.31	clips/pa-062__s-a-dir__973.65.wav	975.650	976.090	0.2861	4	0.65	2.286		456.95	1278.89	2589.77	64.59
pa-062	és a dir	973.65-980.31	clips/pa-062__s-a-dir__973.65.wav	975.650	976.090	0.2861	5	0.80	2.352	80.07	457.64	1359.51	2686.03	61.64
pa-006	aleshores	513.25-518.75	clips/pa-006__aleshores__513.25.wav	513.280	513.820	0.1618	1	0.20	0.138	130.73	502.89	1754.86	3101.20	51.10
pa-006	aleshores	513.25-518.75	clips/pa-006__aleshores__513.25.wav	513.280	513.820	0.1618	2	0.35	0.219		878.81	2439.37	2811.86	41.64
pa-006	aleshores	513.25-518.75	clips/pa-006__aleshores__513.25.wav	513.280	513.820	0.1618	3	0.50	0.300		501.21	1760.96	2856.50	43.95
pa-006	aleshores	513.25-518.75	clips/pa-006__aleshores__513.25.wav	513.280	513.820	0.1618	4	0.65	0.381		1580.26	2633.15	3229.58	37.54
pa-006	aleshores	513.25-518.75	clips/pa-006__aleshores__513.25.wav	513.280	513.820	0.1618	5	0.80	0.462		1480.58	2718.32	3483.56	37.92
pa-008	aleshores	1315.25-1319.75	clips/pa-008__aleshores__1315.25.wav	1316.250	1316.720	0.3096	1	0.20	1.094		806.96	1761.00	3099.15	43.90
pa-008	aleshores	1315.25-1319.75	clips/pa-008__aleshores__1315.25.wav	1316.250	1316.720	0.3096	2	0.35	1.165		1308.68	1705.16	2990.68	41.82
pa-008	aleshores	1315.25-1319.75	clips/pa-008__aleshores__1315.25.wav	1316.250	1316.720	0.3096	3	0.50	1.235		1664.16	2363.70	3128.22	39.60
pa-008	aleshores	1315.25-1319.75	clips/pa-008__aleshores__1315.25.wav	1316.250	1316.720	0.3096	4	0.65	1.306		677.10	1568.18	2828.87	36.45
pa-008	aleshores	1315.25-1319.75	clips/pa-008__aleshores__1315.25.wav	1316.250	1316.720	0.3096	5	0.80	1.376		1265.86	2282.77	3206.34	31.47
pa-030	aleshores	392.41-397.91	clips/pa-030__aleshores__392.41.wav	392.410	393.610	0.0184	1	0.20	0.252		893.19	1576.72	2427.51	47.47
pa-030	aleshores	392.41-397.91	clips/pa-030__aleshores__392.41.wav	392.410	393.610	0.0184	2	0.35	0.430		1014.92	2133.59	3124.07	37.08
pa-030	aleshores	392.41-397.91	clips/pa-030__aleshores__392.41.wav	392.410	393.610	0.0184	3	0.50	0.607		802.65	1698.97	2642.76	30.99
pa-030	aleshores	392.41-397.91	clips/pa-030__aleshores__392.41.wav	392.410	393.610	0.0184	4	0.65	0.785		782.40	1861.41	2979.23	40.83
pa-030	aleshores	392.41-397.91	clips/pa-030__aleshores__392.41.wav	392.410	393.610	0.0184	5	0.80	0.963		754.04	1822.50	2566.16	41.46
pa-032	aleshores	79.09-87.19	clips/pa-032__aleshores__79.09.wav	81.340	82.120	0.1872	1	0.20	2.406	107.21	829.62	2393.23	3608.26	63.52
pa-032	aleshores	79.09-87.19	clips/pa-032__aleshores__79.09.wav	81.340	82.120	0.1872	2	0.35	2.523	116.26	527.44	1203.83	2267.40	74.16
pa-032	aleshores	79.09-87.19	clips/pa-032__aleshores__79.09.wav	81.340	82.120	0.1872	3	0.50	2.640	107.16	436.26	1502.39	2267.47	68.98
pa-032	aleshores	79.09-87.19	clips/pa-032__aleshores__79.09.wav	81.340	82.120	0.1872	4	0.65	2.757	113.53	393.91	1836.59	3099.48	56.40
pa-032	aleshores	79.09-87.19	clips/pa-032__aleshores__79.09.wav	81.340	82.120	0.1872	5	0.80	2.874		532.03	1806.19	3236.77	40.60
pa-001	evidentment	1067.69-1071.19	clips/pa-001__evidentment__1067.69.wav	1069.100	1069.890	0.6919	1	0.20	1.568	355.44	714.34	1101.84	2526.58	71.75
pa-001	evidentment	1067.69-1071.19	clips/pa-001__evidentment__1067.69.wav	1069.100	1069.890	0.6919	2	0.35	1.687		784.65	2091.79	3066.70	40.29
pa-001	evidentment	1067.69-1071.19	clips/pa-001__evidentment__1067.69.wav	1069.100	1069.890	0.6919	3	0.50	1.805		888.35	2041.48	3210.17	62.00
pa-001	evidentment	1067.69-1071.19	clips/pa-001__evidentment__1067.69.wav	1069.100	1069.890	0.6919	4	0.65	1.924	127.07	304.01	1607.03	2531.79	72.01
pa-001	evidentment	1067.69-1071.19	clips/pa-001__evidentment__1067.69.wav	1069.100	1069.890	0.6919	5	0.80	2.042	118.98	289.86	2011.08	3118.80	69.23
pa-002	evidentment	205.25-209.75	clips/pa-002__evidentment__205.25.wav	205.860	206.960	0.5905	1	0.20	0.830		1320.85	2130.99	3458.45	36.27
pa-002	evidentment	205.25-209.75	clips/pa-002__evidentment__205.25.wav	205.860	206.960	0.5905	2	0.35	0.995		935.39	1655.08	2957.61	33.04
pa-002	evidentment	205.25-209.75	clips/pa-002__evidentment__205.25.wav	205.860	206.960	0.5905	3	0.50	1.160	74.13	426.97	1462.09	2411.67	63.48
pa-002	evidentment	205.25-209.75	clips/pa-002__evidentment__205.25.wav	205.860	206.960	0.5905	4	0.65	1.325	69.29	385.48	1643.24	2464.95	54.73
pa-002	evidentment	205.25-209.75	clips/pa-002__evidentment__205.25.wav	205.860	206.960	0.5905	5	0.80	1.490	86.19	351.72	1282.95	2597.67	60.97
pa-003	evidentment	158.81-165.19	clips/pa-003__evidentment__158.81.wav	159.790	160.620	0.5838	1	0.20	1.146	185.02	508.35	2106.94	2980.78	79.18
pa-003	evidentment	158.81-165.19	clips/pa-003__evidentment__158.81.wav	159.790	160.620	0.5838	2	0.35	1.270	183.34	400.24	912.00	2456.55	79.45
pa-003	evidentment	158.81-165.19	clips/pa-003__evidentment__158.81.wav	159.790	160.620	0.5838	3	0.50	1.395	175.07	525.53	665.80	2372.36	79.35
pa-003	evidentment	158.81-165.19	clips/pa-003__evidentment__158.81.wav	159.790	160.620	0.5838	4	0.65	1.519	232.19	533.70	2586.96	3538.47	70.81
pa-003	evidentment	158.81-165.19	clips/pa-003__evidentment__158.81.wav	159.790	160.620	0.5838	5	0.80	1.644		495.23	1678.68	2741.15	51.24
pa-004	evidentment	522.93-528.15	clips/pa-004__evidentment__522.93.wav	526.770	526.930	0.9396	1	0.20	3.872	150.23	337.32	2140.39	2791.40	52.92
pa-004	evidentment	522.93-528.15	clips/pa-004__evidentment__522.93.wav	526.770	526.930	0.9396	2	0.35	3.896	148.28	277.54	2070.03	2605.81	45.67
pa-004	evidentment	522.93-528.15	clips/pa-004__evidentment__522.93.wav	526.770	526.930	0.9396	3	0.50	3.920	155.00	340.73	2299.18	2867.39	48.91
pa-004	evidentment	522.93-528.15	clips/pa-004__evidentment__522.93.wav	526.770	526.930	0.9396	4	0.65	3.944	74.77	435.52	2051.31	2917.33	53.83
pa-004	evidentment	522.93-528.15	clips/pa-004__evidentment__522.93.wav	526.770	526.930	0.9396	5	0.80	3.968	74.76	430.42	2039.96	2875.58	53.83
pa-007	evidentment	778.25-783.75	clips/pa-007__evidentment__778.25.wav	782.240	782.860	0.6930	1	0.20	4.114	134.43	346.78	1913.62	2248.49	59.46
pa-007	evidentment	778.25-783.75	clips/pa-007__evidentment__778.25.wav	782.240	782.860	0.6930	2	0.35	4.207	144.84	516.51	1706.41	2602.87	68.43
pa-007	evidentment	778.25-783.75	clips/pa-007__evidentment__778.25.wav	782.240	782.860	0.6930	3	0.50	4.300	144.60	302.86	1465.74	2189.09	64.58
pa-007	evidentment	778.25-783.75	clips/pa-007__evidentment__778.25.wav	782.240	782.860	0.6930	4	0.65	4.393	150.17	441.01	1796.84	2175.92	72.49
pa-007	evidentment	778.25-783.75	clips/pa-007__evidentment__778.25.wav	782.240	782.860	0.6930	5	0.80	4.486	144.11	314.09	1550.86	2264.77	63.68
pa-009	evidentment	947.25-951.75	clips/pa-009__evidentment__947.25.wav	948.160	948.930	0.4761	1	0.20	1.064	161.03	486.86	1959.88	2541.04	64.23
pa-009	evidentment	947.25-951.75	clips/pa-009__evidentment__947.25.wav	948.160	948.930	0.4761	2	0.35	1.179	192.32	322.56	2256.15	3652.32	68.02
pa-009	evidentment	947.25-951.75	clips/pa-009__evidentment__947.25.wav	948.160	948.930	0.4761	3	0.50	1.295	153.64	621.08	1772.44	2446.18	67.11
pa-009	evidentment	947.25-951.75	clips/pa-009__evidentment__947.25.wav	948.160	948.930	0.4761	4	0.65	1.410	156.15	381.46	1936.23	2591.16	61.92
pa-009	evidentment	947.25-951.75	clips/pa-009__evidentment__947.25.wav	948.160	948.930	0.4761	5	0.80	1.526	148.26	544.22	1617.93	2390.58	62.88
pa-014	evidentment	28.65-37.55	clips/pa-014__evidentment__28.65.wav	30.460	31.550	0.8607	1	0.20	2.028		931.27	1541.89	2141.19	47.05
pa-014	evidentment	28.65-37.55	clips/pa-014__evidentment__28.65.wav	30.460	31.550	0.8607	2	0.35	2.191		798.49	2410.75	3431.05	46.48
pa-014	evidentment	28.65-37.55	clips/pa-014__evidentment__28.65.wav	30.460	31.550	0.8607	3	0.50	2.355	112.98	578.21	1263.09	2368.74	69.52
pa-014	evidentment	28.65-37.55	clips/pa-014__evidentment__28.65.wav	30.460	31.550	0.8607	4	0.65	2.518		519.89	1443.17	2239.23	66.82
pa-014	evidentment	28.65-37.55	clips/pa-014__evidentment__28.65.wav	30.460	31.550	0.8607	5	0.80	2.682	98.65	420.74	1840.73	2564.75	63.01
pa-016	evidentment	456.85-463.03	clips/pa-016__evidentment__456.85.wav	456.950	457.930	0.1128	1	0.20	0.296		415.49	1794.53	2612.51	49.71
pa-016	evidentment	456.85-463.03	clips/pa-016__evidentment__456.85.wav	456.950	457.930	0.1128	2	0.35	0.443		935.26	1985.83	2996.10	39.72
pa-016	evidentment	456.85-463.03	clips/pa-016__evidentment__456.85.wav	456.950	457.930	0.1128	3	0.50	0.590		820.91	1454.24	2734.08	36.74
pa-016	evidentment	456.85-463.03	clips/pa-016__evidentment__456.85.wav	456.950	457.930	0.1128	4	0.65	0.737		850.64	1573.42	2585.03	37.40
pa-016	evidentment	456.85-463.03	clips/pa-016__evidentment__456.85.wav	456.950	457.930	0.1128	5	0.80	0.884	144.08	404.97	1821.04	2577.24	64.51
pa-022	evidentment	303.01-309.59	clips/pa-022__evidentment__303.01.wav	303.130	304.430	0.2303	1	0.20	0.380		1064.21	2231.82	3194.19	45.89
pa-022	evidentment	303.01-309.59	clips/pa-022__evidentment__303.01.wav	303.130	304.430	0.2303	2	0.35	0.575		988.64	2149.31	3295.72	33.69
pa-022	evidentment	303.01-309.59	clips/pa-022__evidentment__303.01.wav	303.130	304.430	0.2303	3	0.50	0.770	232.84	462.06	1835.62	2554.83	48.98
pa-022	evidentment	303.01-309.59	clips/pa-022__evidentment__303.01.wav	303.130	304.430	0.2303	4	0.65	0.965	106.63	335.02	1958.38	2584.30	73.92
pa-022	evidentment	303.01-309.59	clips/pa-022__evidentment__303.01.wav	303.130	304.430	0.2303	5	0.80	1.160	105.01	327.86	2173.52	3070.27	68.44
pa-025	evidentment	1156.61-1160.31	clips/pa-025__evidentment__1156.61.wav	1157.090	1157.690	0.3611	1	0.20	0.600		1030.77	2297.18	3157.53	57.62
pa-025	evidentment	1156.61-1160.31	clips/pa-025__evidentment__1156.61.wav	1157.090	1157.690	0.3611	2	0.35	0.690		617.12	1832.04	3307.25	34.22
pa-025	evidentment	1156.61-1160.31	clips/pa-025__evidentment__1156.61.wav	1157.090	1157.690	0.3611	3	0.50	0.780	93.08	449.03	1971.42	2876.52	56.65
pa-025	evidentment	1156.61-1160.31	clips/pa-025__evidentment__1156.61.wav	1157.090	1157.690	0.3611	4	0.65	0.870	93.87	412.28	1941.75	2362.66	56.11
pa-025	evidentment	1156.61-1160.31	clips/pa-025__evidentment__1156.61.wav	1157.090	1157.690	0.3611	5	0.80	0.960	95.73	474.47	1840.53	2412.76	58.47
pa-027	evidentment	174.09-178.23	clips/pa-027__evidentment__174.09.wav	176.930	177.140	0.4455	1	0.20	2.882	89.56	330.21	1217.11	2712.22	58.88
pa-027	evidentment	174.09-178.23	clips/pa-027__evidentment__174.09.wav	176.930	177.140	0.4455	2	0.35	2.914		567.85	1034.47	2664.80	47.14
pa-027	evidentment	174.09-178.23	clips/pa-027__evidentment__174.09.wav	176.930	177.140	0.4455	3	0.50	2.945		735.48	1612.69	2784.15	57.01
pa-027	evidentment	174.09-178.23	clips/pa-027__evidentment__174.09.wav	176.930	177.140	0.4455	4	0.65	2.977	131.97	525.36	783.21	2589.37	70.29
pa-027	evidentment	174.09-178.23	clips/pa-027__evidentment__174.09.wav	176.930	177.140	0.4455	5	0.80	3.008	132.40	651.29	841.93	2499.22	73.28
pa-030	evidentment	43.53-48.63	clips/pa-030__evidentment__43.53.wav	44.900	45.540	0.5794	1	0.20	1.498	122.10	429.60	1907.81	2559.98	68.73
pa-030	evidentment	43.53-48.63	clips/pa-030__evidentment__43.53.wav	44.900	45.540	0.5794	2	0.35	1.594	114.84	279.92	1600.28	2173.98	65.84
pa-030	evidentment	43.53-48.63	clips/pa-030__evidentment__43.53.wav	44.900	45.540	0.5794	3	0.50	1.690	116.82	654.30	1572.80	2043.80	67.37
pa-030	evidentment	43.53-48.63	clips/pa-030__evidentment__43.53.wav	44.900	45.540	0.5794	4	0.65	1.786	112.78	284.75	1490.20	2270.00	62.41
pa-030	evidentment	43.53-48.63	clips/pa-030__evidentment__43.53.wav	44.900	45.540	0.5794	5	0.80	1.882	134.59	291.01	1482.36	2332.74	67.84
pa-036	evidentment	202.85-211.95	clips/pa-036__evidentment__202.85.wav	207.770	208.410	0.3747	1	0.20	5.048	93.07	360.59	1879.93	2549.22	68.54
pa-036	evidentment	202.85-211.95	clips/pa-036__evidentment__202.85.wav	207.770	208.410	0.3747	2	0.35	5.144	85.48	432.45	1620.80	2528.13	69.19
pa-036	evidentment	202.85-211.95	clips/pa-036__evidentment__202.85.wav	207.770	208.410	0.3747	3	0.50	5.240	91.40	516.06	1693.08	2505.07	65.39
pa-036	evidentment	202.85-211.95	clips/pa-036__evidentment__202.85.wav	207.770	208.410	0.3747	4	0.65	5.336	96.06	372.77	1751.54	2585.94	63.33
pa-036	evidentment	202.85-211.95	clips/pa-036__evidentment__202.85.wav	207.770	208.410	0.3747	5	0.80	5.432	94.57	361.58	1221.78	2383.62	60.03
pa-040	evidentment	103.93-106.95	clips/pa-040__evidentment__103.93.wav	105.050	105.760	0.3900	1	0.20	1.262	99.26	457.45	1427.54	2555.96	70.65
pa-040	evidentment	103.93-106.95	clips/pa-040__evidentment__103.93.wav	105.050	105.760	0.3900	2	0.35	1.369		1492.22	3158.75	4022.93	64.75
pa-040	evidentment	103.93-106.95	clips/pa-040__evidentment__103.93.wav	105.050	105.760	0.3900	3	0.50	1.475	85.31	345.20	1532.58	2872.96	63.31
pa-040	evidentment	103.93-106.95	clips/pa-040__evidentment__103.93.wav	105.050	105.760	0.3900	4	0.65	1.582	86.67	970.91	2675.34	3508.74	57.83
pa-040	evidentment	103.93-106.95	clips/pa-040__evidentment__103.93.wav	105.050	105.760	0.3900	5	0.80	1.688	84.94	326.15	1172.66	2711.21	62.72
pa-041	evidentment	353.25-360.75	clips/pa-041__evidentment__353.25.wav	356.410	357.130	0.3966	1	0.20	3.304	172.59	630.57	1434.48	2773.13	65.34
pa-041	evidentment	353.25-360.75	clips/pa-041__evidentment__353.25.wav	356.410	357.130	0.3966	2	0.35	3.412	148.32	448.70	2102.90	2790.45	67.34
pa-041	evidentment	353.25-360.75	clips/pa-041__evidentment__353.25.wav	356.410	357.130	0.3966	3	0.50	3.520	148.97	480.93	1871.78	2785.68	67.22
pa-041	evidentment	353.25-360.75	clips/pa-041__evidentment__353.25.wav	356.410	357.130	0.3966	4	0.65	3.628	186.66	540.85	1503.37	2561.24	64.93
pa-041	evidentment	353.25-360.75	clips/pa-041__evidentment__353.25.wav	356.410	357.130	0.3966	5	0.80	3.736	227.88	604.51	1620.84	2708.61	70.05
pa-045	evidentment	290.13-298.31	clips/pa-045__evidentment__290.13.wav	291.130	291.880	0.5521	1	0.20	1.150	69.85	365.59	1300.15	2375.39	60.37
pa-045	evidentment	290.13-298.31	clips/pa-045__evidentment__290.13.wav	291.130	291.880	0.5521	2	0.35	1.262	80.20	499.14	1741.17	2254.81	68.33
pa-045	evidentment	290.13-298.31	clips/pa-045__evidentment__290.13.wav	291.130	291.880	0.5521	3	0.50	1.375	76.71	370.18	1429.43	2213.07	61.49
pa-045	evidentment	290.13-298.31	clips/pa-045__evidentment__290.13.wav	291.130	291.880	0.5521	4	0.65	1.488	72.57	545.44	1431.06	2040.14	63.80
pa-045	evidentment	290.13-298.31	clips/pa-045__evidentment__290.13.wav	291.130	291.880	0.5521	5	0.80	1.600	73.10	560.09	1409.37	2078.95	62.88
pa-055	evidentment	1644.01-1651.31	clips/pa-055__evidentment__1644.01.wav	1649.590	1650.010	0.8184	1	0.20	5.664	126.68	488.83	1615.66	2395.46	71.23
pa-055	evidentment	1644.01-1651.31	clips/pa-055__evidentment__1644.01.wav	1649.590	1650.010	0.8184	2	0.35	5.727	114.80	298.82	1787.52	2449.32	63.07
pa-055	evidentment	1644.01-1651.31	clips/pa-055__evidentment__1644.01.wav	1649.590	1650.010	0.8184	3	0.50	5.790	354.51	354.99	1932.46	2301.59	72.14
pa-055	evidentment	1644.01-1651.31	clips/pa-055__evidentment__1644.01.wav	1649.590	1650.010	0.8184	4	0.65	5.853	116.75	332.13	1925.14	2620.65	60.94
pa-055	evidentment	1644.01-1651.31	clips/pa-055__evidentment__1644.01.wav	1649.590	1650.010	0.8184	5	0.80	5.916		525.65	1926.03	2363.48	69.72
pa-056	evidentment	43.45-48.59	clips/pa-056__evidentment__43.45.wav	44.610	45.310	0.1618	1	0.20	1.300	127.15	354.09	1983.62	2444.84	64.54
pa-056	evidentment	43.45-48.59	clips/pa-056__evidentment__43.45.wav	44.610	45.310	0.1618	2	0.35	1.405	116.64	308.42	1631.64	2028.26	64.96
pa-056	evidentment	43.45-48.59	clips/pa-056__evidentment__43.45.wav	44.610	45.310	0.1618	3	0.50	1.510	121.01	334.26	2073.13	2441.14	64.53
pa-056	evidentment	43.45-48.59	clips/pa-056__evidentment__43.45.wav	44.610	45.310	0.1618	4	0.65	1.615	117.35	278.82	1838.97	2187.04	66.97
pa-056	evidentment	43.45-48.59	clips/pa-056__evidentment__43.45.wav	44.610	45.310	0.1618	5	0.80	1.720	116.73	600.70	1592.02	1985.26	66.57
pa-061	evidentment	672.69-677.43	clips/pa-061__evidentment__672.69.wav	675.390	675.650	0.8425	1	0.20	2.752	125.77	345.63	1739.58	2634.85	69.45
pa-061	evidentment	672.69-677.43	clips/pa-061__evidentment__672.69.wav	675.390	675.650	0.8425	2	0.35	2.791	129.74	331.53	1558.75	2936.51	69.84
pa-061	evidentment	672.69-677.43	clips/pa-061__evidentment__672.69.wav	675.390	675.650	0.8425	3	0.50	2.830	126.63	1170.35	2344.93	2730.90	66.41
pa-061	evidentment	672.69-677.43	clips/pa-061__evidentment__672.69.wav	675.390	675.650	0.8425	4	0.65	2.869	103.82	660.81	1561.70	2610.03	61.64
pa-061	evidentment	672.69-677.43	clips/pa-061__evidentment__672.69.wav	675.390	675.650	0.8425	5	0.80	2.908	103.62	249.93	1557.42	2426.55	59.08
pa-007	diguem	585.25-591.75	clips/pa-007__diguem__585.25.wav	586.440	586.650	0.5012	1	0.20	1.232	174.52	189.60	1689.65	2825.58	65.59
pa-007	diguem	585.25-591.75	clips/pa-007__diguem__585.25.wav	586.440	586.650	0.5012	2	0.35	1.264	201.81	233.27	2008.18	2539.09	72.24
pa-007	diguem	585.25-591.75	clips/pa-007__diguem__585.25.wav	586.440	586.650	0.5012	3	0.50	1.295	205.34	1847.28	2529.41	4210.70	67.05
pa-007	diguem	585.25-591.75	clips/pa-007__diguem__585.25.wav	586.440	586.650	0.5012	4	0.65	1.327	311.40	316.23	1952.87	2401.59	73.93
pa-007	diguem	585.25-591.75	clips/pa-007__diguem__585.25.wav	586.440	586.650	0.5012	5	0.80	1.358	303.96	480.82	1832.85	2610.88	76.07
pa-018	diguem	715.49-721.19	clips/pa-018__diguem__715.49.wav	717.480	717.960	0.4927	1	0.20	2.086	149.48	387.21	1431.63	2624.66	58.35
pa-018	diguem	715.49-721.19	clips/pa-018__diguem__715.49.wav	717.480	717.960	0.4927	2	0.35	2.158		699.24	1558.63	2714.49	37.77
pa-018	diguem	715.49-721.19	clips/pa-018__diguem__715.49.wav	717.480	717.960	0.4927	3	0.50	2.230		969.91	1594.80	2604.66	39.36
pa-018	diguem	715.49-721.19	clips/pa-018__diguem__715.49.wav	717.480	717.960	0.4927	4	0.65	2.302		852.67	1657.54	2460.37	36.07
pa-018	diguem	715.49-721.19	clips/pa-018__diguem__715.49.wav	717.480	717.960	0.4927	5	0.80	2.374		789.80	2266.10	3511.59	39.11
pa-025	diguem	500.89-506.43	clips/pa-025__diguem__500.89.wav	504.040	504.510	0.4147	1	0.20	3.244	114.22	344.30	2257.33	2581.92	70.01
