id_persona	forma	interval_escolta	clip	token_start_abs	token_end_abs	token_p_min	punt	proporcio	temps_rel_s	f0_hz	f1_hz	f2_hz	f3_hz	intensity_db
pa-025	diguem	500.89-506.43	clips/pa-025__diguem__500.89.wav	504.040	504.510	0.4147	2	0.35	3.314	122.97	470.97	2062.90	2423.51	73.75
pa-025	diguem	500.89-506.43	clips/pa-025__diguem__500.89.wav	504.040	504.510	0.4147	3	0.50	3.385	125.02	305.72	944.40	2258.15	68.79
pa-025	diguem	500.89-506.43	clips/pa-025__diguem__500.89.wav	504.040	504.510	0.4147	4	0.65	3.455	124.86	375.93	2388.53	2697.73	68.87
pa-025	diguem	500.89-506.43	clips/pa-025__diguem__500.89.wav	504.040	504.510	0.4147	5	0.80	3.526	126.63	974.59	2335.61	3487.51	64.22
pa-034	diguem	504.45-508.51	clips/pa-034__diguem__504.45.wav	506.450	506.830	0.3271	1	0.20	2.076	131.88	380.45	2747.18	2997.36	63.01
pa-034	diguem	504.45-508.51	clips/pa-034__diguem__504.45.wav	506.450	506.830	0.3271	2	0.35	2.133	133.50	379.53	2514.31	2956.10	61.57
pa-034	diguem	504.45-508.51	clips/pa-034__diguem__504.45.wav	506.450	506.830	0.3271	3	0.50	2.190	134.87	568.38	2288.86	2860.31	61.74
pa-034	diguem	504.45-508.51	clips/pa-034__diguem__504.45.wav	506.450	506.830	0.3271	4	0.65	2.247	124.48	287.48	1516.34	2850.07	61.73
pa-034	diguem	504.45-508.51	clips/pa-034__diguem__504.45.wav	506.450	506.830	0.3271	5	0.80	2.304	141.43	290.06	1534.42	2620.30	59.47
pa-046	diguem	626.01-630.19	clips/pa-046__diguem__626.01.wav	627.990	628.420	0.3353	1	0.20	2.066		689.55	1902.63	3852.03	56.36
pa-046	diguem	626.01-630.19	clips/pa-046__diguem__626.01.wav	627.990	628.420	0.3353	2	0.35	2.131		814.69	1910.40	2504.48	53.59
pa-046	diguem	626.01-630.19	clips/pa-046__diguem__626.01.wav	627.990	628.420	0.3353	3	0.50	2.195	118.35	399.98	1432.10	2456.83	64.28
pa-046	diguem	626.01-630.19	clips/pa-046__diguem__626.01.wav	627.990	628.420	0.3353	4	0.65	2.259	122.35	398.42	1694.60	2568.02	66.24
pa-046	diguem	626.01-630.19	clips/pa-046__diguem__626.01.wav	627.990	628.420	0.3353	5	0.80	2.324	121.43	391.88	1568.30	2480.64	64.34
pa-058	diguem	715.21-718.91	clips/pa-058__diguem__715.21.wav	717.200	717.890	0.5113	1	0.20	2.128	152.20	718.78	1271.20	1635.78	74.56
pa-058	diguem	715.21-718.91	clips/pa-058__diguem__715.21.wav	717.200	717.890	0.5113	2	0.35	2.231	158.07	466.31	1503.64	2590.22	63.20
pa-058	diguem	715.21-718.91	clips/pa-058__diguem__715.21.wav	717.200	717.890	0.5113	3	0.50	2.335	146.96	333.75	1401.18	2520.73	57.66
pa-058	diguem	715.21-718.91	clips/pa-058__diguem__715.21.wav	717.200	717.890	0.5113	4	0.65	2.438		760.89	1440.73	2575.21	39.38
pa-058	diguem	715.21-718.91	clips/pa-058__diguem__715.21.wav	717.200	717.890	0.5113	5	0.80	2.542		838.93	1675.86	2447.46	36.46
pa-062	diguem	191.37-197.03	clips/pa-062__diguem__191.37.wav	195.150	195.490	0.8720	1	0.20	3.848	75.72	392.79	1435.78	2547.25	67.09
pa-062	diguem	191.37-197.03	clips/pa-062__diguem__191.37.wav	195.150	195.490	0.8720	2	0.35	3.899	73.84	389.05	1182.88	2578.41	67.31
pa-062	diguem	191.37-197.03	clips/pa-062__diguem__191.37.wav	195.150	195.490	0.8720	3	0.50	3.950	72.49	281.51	1290.87	2533.11	62.78
pa-062	diguem	191.37-197.03	clips/pa-062__diguem__191.37.wav	195.150	195.490	0.8720	4	0.65	4.001	73.93	369.76	1832.12	2847.59	63.45
pa-062	diguem	191.37-197.03	clips/pa-062__diguem__191.37.wav	195.150	195.490	0.8720	5	0.80	4.052	73.59	314.41	2125.24	2994.82	65.99
pa-001	crec	97.33-100.95	clips/pa-001__crec__97.33.wav	97.410	97.730	0.7998	1	0.20	0.144	94.34	694.78	1603.61	2703.23	69.73
pa-001	crec	97.33-100.95	clips/pa-001__crec__97.33.wav	97.410	97.730	0.7998	2	0.35	0.192	97.59	612.62	1816.10	2690.04	67.55
pa-001	crec	97.33-100.95	clips/pa-001__crec__97.33.wav	97.410	97.730	0.7998	3	0.50	0.240	97.46	358.26	1970.37	2931.82	67.48
pa-001	crec	97.33-100.95	clips/pa-001__crec__97.33.wav	97.410	97.730	0.7998	4	0.65	0.288	94.60	280.61	2021.38	3036.76	68.23
pa-001	crec	97.33-100.95	clips/pa-001__crec__97.33.wav	97.410	97.730	0.7998	5	0.80	0.336	93.01	283.40	2069.84	3014.71	67.63
pa-002	crec	248.25-254.75	clips/pa-002__crec__248.25.wav	248.810	248.810	0.9971	1	0.20	0.562		776.67	2078.73	2443.39	44.02
pa-002	crec	248.25-254.75	clips/pa-002__crec__248.25.wav	248.810	248.810	0.9971	2	0.35	0.564		734.80	2109.49	2529.77	44.84
pa-002	crec	248.25-254.75	clips/pa-002__crec__248.25.wav	248.810	248.810	0.9971	3	0.50	0.565		692.92	2140.24	2616.15	45.82
pa-002	crec	248.25-254.75	clips/pa-002__crec__248.25.wav	248.810	248.810	0.9971	4	0.65	0.567		695.02	2245.28	2593.16	46.97
pa-002	crec	248.25-254.75	clips/pa-002__crec__248.25.wav	248.810	248.810	0.9971	5	0.80	0.568		697.12	2350.32	2570.17	48.23
pa-003	crec	0.00-7.19	clips/pa-003__crec__0.00.wav	0.280	0.850	0.9921	1	0.20	0.394		632.91	1497.07	2641.42	48.43
pa-003	crec	0.00-7.19	clips/pa-003__crec__0.00.wav	0.280	0.850	0.9921	2	0.35	0.480		817.15	1547.74	3047.71	45.64
pa-003	crec	0.00-7.19	clips/pa-003__crec__0.00.wav	0.280	0.850	0.9921	3	0.50	0.565		712.70	1560.01	2964.78	44.24
pa-003	crec	0.00-7.19	clips/pa-003__crec__0.00.wav	0.280	0.850	0.9921	4	0.65	0.651		772.39	1483.62	2855.41	46.35
pa-003	crec	0.00-7.19	clips/pa-003__crec__0.00.wav	0.280	0.850	0.9921	5	0.80	0.736		708.15	1987.66	2586.89	44.49
pa-014	crec	153.25-160.55	clips/pa-014__crec__153.25.wav	153.500	153.850	0.9938	1	0.20	0.320		579.18	1765.89	2367.64	34.59
pa-014	crec	153.25-160.55	clips/pa-014__crec__153.25.wav	153.500	153.850	0.9938	2	0.35	0.372		574.63	1740.90	2463.89	32.61
pa-014	crec	153.25-160.55	clips/pa-014__crec__153.25.wav	153.500	153.850	0.9938	3	0.50	0.425		577.34	1729.95	2558.92	42.83
pa-014	crec	153.25-160.55	clips/pa-014__crec__153.25.wav	153.500	153.850	0.9938	4	0.65	0.477		770.21	1692.87	2808.48	30.24
pa-014	crec	153.25-160.55	clips/pa-014__crec__153.25.wav	153.500	153.850	0.9938	5	0.80	0.530		643.12	1599.91	2657.08	28.07
pa-018	crec	7.49-12.83	clips/pa-018__crec__7.49.wav	8.730	9.100	0.9970	1	0.20	1.314		439.64	2378.73	2632.92	40.38
pa-018	crec	7.49-12.83	clips/pa-018__crec__7.49.wav	8.730	9.100	0.9970	2	0.35	1.369	132.37	281.23	1854.48	2425.47	66.54
pa-018	crec	7.49-12.83	clips/pa-018__crec__7.49.wav	8.730	9.100	0.9970	3	0.50	1.425	122.54	321.36	2331.46	2816.40	67.31
pa-018	crec	7.49-12.83	clips/pa-018__crec__7.49.wav	8.730	9.100	0.9970	4	0.65	1.480	115.41	314.18	1935.43	2501.85	62.38
pa-018	crec	7.49-12.83	clips/pa-018__crec__7.49.wav	8.730	9.100	0.9970	5	0.80	1.536	126.14	415.80	1837.00	2461.27	69.25
pa-019	crec	27.25-31.75	clips/pa-019__crec__27.25.wav	28.530	28.800	0.9975	1	0.20	1.334	63.07	562.82	1355.90	2525.83	59.84
pa-019	crec	27.25-31.75	clips/pa-019__crec__27.25.wav	28.530	28.800	0.9975	2	0.35	1.375	69.29	585.57	1341.61	2481.44	60.92
pa-019	crec	27.25-31.75	clips/pa-019__crec__27.25.wav	28.530	28.800	0.9975	3	0.50	1.415	72.50	611.19	1274.38	2417.64	61.69
pa-019	crec	27.25-31.75	clips/pa-019__crec__27.25.wav	28.530	28.800	0.9975	4	0.65	1.456		595.70	1337.96	2533.08	59.00
pa-019	crec	27.25-31.75	clips/pa-019__crec__27.25.wav	28.530	28.800	0.9975	5	0.80	1.496	61.91	704.29	1335.02	2626.15	58.35
pa-021	crec	115.53-120.03	clips/pa-021__crec__115.53.wav	115.710	115.970	0.9899	1	0.20	0.232		646.22	1779.51	3706.39	57.79
pa-021	crec	115.53-120.03	clips/pa-021__crec__115.53.wav	115.710	115.970	0.9899	2	0.35	0.271		556.53	1694.85	2778.72	61.62
pa-021	crec	115.53-120.03	clips/pa-021__crec__115.53.wav	115.710	115.970	0.9899	3	0.50	0.310		391.09	1340.21	2593.66	67.81
pa-021	crec	115.53-120.03	clips/pa-021__crec__115.53.wav	115.710	115.970	0.9899	4	0.65	0.349	62.09	439.50	922.96	2674.87	60.19
pa-021	crec	115.53-120.03	clips/pa-021__crec__115.53.wav	115.710	115.970	0.9899	5	0.80	0.388	78.71	477.51	1768.54	3271.68	55.53
pa-022	crec	243.73-249.43	clips/pa-022__crec__243.73.wav	243.850	244.070	0.9922	1	0.20	0.164		363.90	1851.09	2632.54	54.13
pa-022	crec	243.73-249.43	clips/pa-022__crec__243.73.wav	243.850	244.070	0.9922	2	0.35	0.197		433.47	1799.69	2516.19	48.56
pa-022	crec	243.73-249.43	clips/pa-022__crec__243.73.wav	243.850	244.070	0.9922	3	0.50	0.230		1729.71	2502.14	4185.07	48.35
pa-022	crec	243.73-249.43	clips/pa-022__crec__243.73.wav	243.850	244.070	0.9922	4	0.65	0.263		1619.82	2564.70	3950.09	50.75
pa-022	crec	243.73-249.43	clips/pa-022__crec__243.73.wav	243.850	244.070	0.9922	5	0.80	0.296		1565.58	2441.48	3891.43	49.34
pa-024	crec	368.01-372.63	clips/pa-024__crec__368.01.wav	368.350	369.040	0.9878	1	0.20	0.478		645.51	1475.46	2616.96	51.22
pa-024	crec	368.01-372.63	clips/pa-024__crec__368.01.wav	368.350	369.040	0.9878	2	0.35	0.581		513.69	1429.29	2555.29	32.20
pa-024	crec	368.01-372.63	clips/pa-024__crec__368.01.wav	368.350	369.040	0.9878	3	0.50	0.685		704.92	1752.34	2749.11	24.64
pa-024	crec	368.01-372.63	clips/pa-024__crec__368.01.wav	368.350	369.040	0.9878	4	0.65	0.788		512.28	1500.04	2572.66	33.68
pa-024	crec	368.01-372.63	clips/pa-024__crec__368.01.wav	368.350	369.040	0.9878	5	0.80	0.892	110.87	252.36	1412.78	2934.45	57.38
pa-025	crec	4.25-9.11	clips/pa-025__crec__4.25.wav	4.460	4.890	0.9916	1	0.20	0.296		565.17	1469.02	2883.52	7.42
pa-025	crec	4.25-9.11	clips/pa-025__crec__4.25.wav	4.460	4.890	0.9916	2	0.35	0.360		696.14	1865.00	3084.12	5.23
pa-025	crec	4.25-9.11	clips/pa-025__crec__4.25.wav	4.460	4.890	0.9916	3	0.50	0.425		1043.56	2567.95	3662.36	2.37
pa-025	crec	4.25-9.11	clips/pa-025__crec__4.25.wav	4.460	4.890	0.9916	4	0.65	0.489		837.24	2308.97	3688.74	0.82
pa-025	crec	4.25-9.11	clips/pa-025__crec__4.25.wav	4.460	4.890	0.9916	5	0.80	0.554		896.57	2236.77	3231.40	-1.49
pa-027	crec	8.81-14.39	clips/pa-027__crec__8.81.wav	10.410	10.720	0.9345	1	0.20	1.662	131.42	522.03	998.64	2760.86	70.08
pa-027	crec	8.81-14.39	clips/pa-027__crec__8.81.wav	10.410	10.720	0.9345	2	0.35	1.708	134.73	492.61	967.41	2698.08	69.78
pa-027	crec	8.81-14.39	clips/pa-027__crec__8.81.wav	10.410	10.720	0.9345	3	0.50	1.755	129.88	520.73	974.03	2784.67	68.88
pa-027	crec	8.81-14.39	clips/pa-027__crec__8.81.wav	10.410	10.720	0.9345	4	0.65	1.801	132.75	513.72	879.24	2681.46	69.25
pa-027	crec	8.81-14.39	clips/pa-027__crec__8.81.wav	10.410	10.720	0.9345	5	0.80	1.848	134.41	490.15	891.97	2661.55	69.69
pa-030	crec	346.45-352.99	clips/pa-030__crec__346.45.wav	348.180	348.380	0.9830	1	0.20	1.770	148.82	561.30	1316.62	2171.16	75.02
pa-030	crec	346.45-352.99	clips/pa-030__crec__346.45.wav	348.180	348.380	0.9830	2	0.35	1.800	141.77	465.76	1511.10	2373.30	69.73
pa-030	crec	346.45-352.99	clips/pa-030__crec__346.45.wav	348.180	348.380	0.9830	3	0.50	1.830	132.22	485.68	1567.91	2205.77	67.19
pa-030	crec	346.45-352.99	clips/pa-030__crec__346.45.wav	348.180	348.380	0.9830	4	0.65	1.860		582.93	1647.82	2458.42	52.71
pa-030	crec	346.45-352.99	clips/pa-030__crec__346.45.wav	348.180	348.380	0.9830	5	0.80	1.890		858.25	2251.88	3200.02	56.06
pa-031	crec	87.01-92.63	clips/pa-031__crec__87.01.wav	89.410	89.780	0.9933	1	0.20	2.474		832.00	1653.25	2764.12	41.96
pa-031	crec	87.01-92.63	clips/pa-031__crec__87.01.wav	89.410	89.780	0.9933	2	0.35	2.530		826.15	1626.21	2810.01	40.21
pa-031	crec	87.01-92.63	clips/pa-031__crec__87.01.wav	89.410	89.780	0.9933	3	0.50	2.585		935.52	1597.20	2993.19	36.89
pa-031	crec	87.01-92.63	clips/pa-031__crec__87.01.wav	89.410	89.780	0.9933	4	0.65	2.640		817.01	1569.48	2833.47	32.79
pa-031	crec	87.01-92.63	clips/pa-031__crec__87.01.wav	89.410	89.780	0.9933	5	0.80	2.696		954.52	1702.69	2871.12	38.33
pa-035	crec	872.77-879.91	clips/pa-035__crec__872.77.wav	873.420	873.460	0.8974	1	0.20	0.658		463.02	1294.55	2431.87	52.17
pa-035	crec	872.77-879.91	clips/pa-035__crec__872.77.wav	873.420	873.460	0.8974	2	0.35	0.664	216.01	372.50	1190.56	2408.84	55.19
pa-035	crec	872.77-879.91	clips/pa-035__crec__872.77.wav	873.420	873.460	0.8974	3	0.50	0.670	211.25	268.34	1554.39	2389.97	57.62
pa-035	crec	872.77-879.91	clips/pa-035__crec__872.77.wav	873.420	873.460	0.8974	4	0.65	0.676	203.42	234.32	1649.17	2399.61	59.35
pa-035	crec	872.77-879.91	clips/pa-035__crec__872.77.wav	873.420	873.460	0.8974	5	0.80	0.682	194.41	218.87	1500.94	2487.75	60.56
pa-038	crec	220.69-226.79	clips/pa-038__crec__220.69.wav	221.440	221.710	0.9943	1	0.20	0.804	192.00	567.14	2078.26	2847.36	71.66
pa-038	crec	220.69-226.79	clips/pa-038__crec__220.69.wav	221.440	221.710	0.9943	2	0.35	0.845	182.13	557.54	2079.39	2838.51	72.32
pa-038	crec	220.69-226.79	clips/pa-038__crec__220.69.wav	221.440	221.710	0.9943	3	0.50	0.885	173.25	523.88	1929.06	2197.22	68.72
pa-038	crec	220.69-226.79	clips/pa-038__crec__220.69.wav	221.440	221.710	0.9943	4	0.65	0.926	172.16	463.72	2287.91	3153.84	66.94
pa-038	crec	220.69-226.79	clips/pa-038__crec__220.69.wav	221.440	221.710	0.9943	5	0.80	0.966	101.66	502.91	2330.29	3252.52	65.21
pa-039	crec	90.85-95.95	clips/pa-039__crec__90.85.wav	92.730	92.950	0.9961	1	0.20	1.924	115.74	1685.76	2727.90	3598.90	56.86
pa-039	crec	90.85-95.95	clips/pa-039__crec__90.85.wav	92.730	92.950	0.9961	2	0.35	1.957	125.43	1209.91	2432.14	3432.34	55.28
pa-039	crec	90.85-95.95	clips/pa-039__crec__90.85.wav	92.730	92.950	0.9961	3	0.50	1.990		483.49	1415.55	3073.47	50.28
pa-039	crec	90.85-95.95	clips/pa-039__crec__90.85.wav	92.730	92.950	0.9961	4	0.65	2.023		600.50	1462.72	3053.43	39.13
pa-039	crec	90.85-95.95	clips/pa-039__crec__90.85.wav	92.730	92.950	0.9961	5	0.80	2.056		1305.51	2529.61	3352.06	31.09
pa-040	crec	4.37-7.79	clips/pa-040__crec__4.37.wav	4.630	5.160	0.9955	1	0.20	0.366		255.69	1048.26	2771.35	8.34
pa-040	crec	4.37-7.79	clips/pa-040__crec__4.37.wav	4.630	5.160	0.9955	2	0.35	0.445		747.92	1789.09	2788.82	5.66
pa-040	crec	4.37-7.79	clips/pa-040__crec__4.37.wav	4.630	5.160	0.9955	3	0.50	0.525		702.92	1761.24	3040.79	4.43
pa-040	crec	4.37-7.79	clips/pa-040__crec__4.37.wav	4.630	5.160	0.9955	4	0.65	0.605		905.99	1926.51	3087.53	-1.44
pa-040	crec	4.37-7.79	clips/pa-040__crec__4.37.wav	4.630	5.160	0.9955	5	0.80	0.684		1141.33	2303.79	3183.86	-2.29
pa-041	crec	56.25-62.75	clips/pa-041__crec__56.25.wav	57.560	57.700	0.9910	1	0.20	1.338		607.78	1094.19	2866.18	73.22
pa-041	crec	56.25-62.75	clips/pa-041__crec__56.25.wav	57.560	57.700	0.9910	2	0.35	1.359	169.98	523.74	972.21	2798.79	72.28
pa-041	crec	56.25-62.75	clips/pa-041__crec__56.25.wav	57.560	57.700	0.9910	3	0.50	1.380	157.65	733.61	2563.40	3719.76	66.15
pa-041	crec	56.25-62.75	clips/pa-041__crec__56.25.wav	57.560	57.700	0.9910	4	0.65	1.401		966.50	1712.34	3195.68	60.24
pa-041	crec	56.25-62.75	clips/pa-041__crec__56.25.wav	57.560	57.700	0.9910	5	0.80	1.422		1077.59	2549.93	3626.14	62.13
pa-043	crec	102.25-108.75	clips/pa-043__crec__102.25.wav	107.250	107.490	0.9936	1	0.20	5.048		557.46	1633.87	2288.58	59.51
pa-043	crec	102.25-108.75	clips/pa-043__crec__102.25.wav	107.250	107.490	0.9936	2	0.35	5.084		627.25	1800.30	2341.36	60.38
pa-043	crec	102.25-108.75	clips/pa-043__crec__102.25.wav	107.250	107.490	0.9936	3	0.50	5.120	173.25	700.69	1837.18	2600.09	60.06
pa-043	crec	102.25-108.75	clips/pa-043__crec__102.25.wav	107.250	107.490	0.9936	4	0.65	5.156	113.33	735.02	1800.45	2319.21	61.44
pa-043	crec	102.25-108.75	clips/pa-043__crec__102.25.wav	107.250	107.490	0.9936	5	0.80	5.192		575.81	1790.51	2719.03	56.28
pa-048	crec	110.97-117.27	clips/pa-048__crec__110.97.wav	113.460	113.580	0.9820	1	0.20	2.514		666.15	1567.99	2851.74	59.24
pa-048	crec	110.97-117.27	clips/pa-048__crec__110.97.wav	113.460	113.580	0.9820	2	0.35	2.532	140.31	669.95	1549.49	3116.68	61.54
pa-048	crec	110.97-117.27	clips/pa-048__crec__110.97.wav	113.460	113.580	0.9820	3	0.50	2.550	139.53	651.98	1617.43	3157.88	63.32
pa-048	crec	110.97-117.27	clips/pa-048__crec__110.97.wav	113.460	113.580	0.9820	4	0.65	2.568	139.45	601.99	1571.25	2627.56	66.04
pa-048	crec	110.97-117.27	clips/pa-048__crec__110.97.wav	113.460	113.580	0.9820	5	0.80	2.586	137.60	544.69	1722.32	2571.90	67.26
pa-049	crec	371.85-383.51	clips/pa-049__crec__371.85.wav	372.280	372.860	0.9211	1	0.20	0.546	192.81	226.28	1532.74	2990.73	68.44
pa-049	crec	371.85-383.51	clips/pa-049__crec__371.85.wav	372.280	372.860	0.9211	2	0.35	0.633	219.05	499.34	1798.49	3131.36	65.90
pa-049	crec	371.85-383.51	clips/pa-049__crec__371.85.wav	372.280	372.860	0.9211	3	0.50	0.720	280.69	543.62	1826.91	2776.09	69.49
pa-049	crec	371.85-383.51	clips/pa-049__crec__371.85.wav	372.280	372.860	0.9211	4	0.65	0.807	134.47	632.11	1194.91	2874.44	69.69
pa-049	crec	371.85-383.51	clips/pa-049__crec__371.85.wav	372.280	372.860	0.9211	5	0.80	0.894	146.32	450.30	1227.28	2732.85	64.91
pa-051	crec	208.57-213.39	clips/pa-051__crec__208.57.wav	208.690	208.940	0.9472	1	0.20	0.170	110.10	799.01	1677.39	3092.11	67.78
pa-051	crec	208.57-213.39	clips/pa-051__crec__208.57.wav	208.690	208.940	0.9472	2	0.35	0.208	109.38	535.00	1663.20	2918.38	67.70
pa-051	crec	208.57-213.39	clips/pa-051__crec__208.57.wav	208.690	208.940	0.9472	3	0.50	0.245	109.38	479.98	1603.08	2520.11	67.66
pa-051	crec	208.57-213.39	clips/pa-051__crec__208.57.wav	208.690	208.940	0.9472	4	0.65	0.283	110.08	503.40	1684.12	2346.06	67.66
pa-051	crec	208.57-213.39	clips/pa-051__crec__208.57.wav	208.690	208.940	0.9472	5	0.80	0.320		668.84	1626.58	3341.98	68.71
pa-056	crec	347.05-353.03	clips/pa-056__crec__347.05.wav	348.240	348.680	0.9894	1	0.20	1.278	173.64	300.94	1956.62	2637.35	70.45
pa-056	crec	347.05-353.03	clips/pa-056__crec__347.05.wav	348.240	348.680	0.9894	2	0.35	1.344	172.51	345.17	1903.82	2230.29	77.36
pa-056	crec	347.05-353.03	clips/pa-056__crec__347.05.wav	348.240	348.680	0.9894	3	0.50	1.410	180.19	482.85	1031.42	2016.41	67.82
pa-056	crec	347.05-353.03	clips/pa-056__crec__347.05.wav	348.240	348.680	0.9894	4	0.65	1.476		490.36	1610.54	2204.11	49.40
pa-056	crec	347.05-353.03	clips/pa-056__crec__347.05.wav	348.240	348.680	0.9894	5	0.80	1.542	174.12	1557.58	2604.50	3388.74	60.44
pa-061	crec	428.85-435.63	clips/pa-061__crec__428.85.wav	432.330	432.830	0.9623	1	0.20	3.580	184.22	364.99	2356.23	2997.96	69.60
pa-061	crec	428.85-435.63	clips/pa-061__crec__428.85.wav	432.330	432.830	0.9623	2	0.35	3.655	202.42	315.31	2537.69	2926.00	65.54
pa-061	crec	428.85-435.63	clips/pa-061__crec__428.85.wav	432.330	432.830	0.9623	3	0.50	3.730		1329.37	2237.97	3239.42	48.50
pa-061	crec	428.85-435.63	clips/pa-061__crec__428.85.wav	432.330	432.830	0.9623	4	0.65	3.805	185.81	295.79	2700.67	3291.37	71.43
pa-061	crec	428.85-435.63	clips/pa-061__crec__428.85.wav	432.330	432.830	0.9623	5	0.80	3.880	219.29	575.86	1800.95	2360.27	73.15
pa-062	crec	1037.89-1041.47	clips/pa-062__crec__1037.89.wav	1038.140	1038.480	0.9691	1	0.20	0.318		703.01	1316.66	2919.68	43.54
pa-062	crec	1037.89-1041.47	clips/pa-062__crec__1037.89.wav	1038.140	1038.480	0.9691	2	0.35	0.369		653.01	1942.47	2668.07	65.50
pa-062	crec	1037.89-1041.47	clips/pa-062__crec__1037.89.wav	1038.140	1038.480	0.9691	3	0.50	0.420	153.89	444.23	1257.79	2446.93	63.68
pa-062	crec	1037.89-1041.47	clips/pa-062__crec__1037.89.wav	1038.140	1038.480	0.9691	4	0.65	0.471	150.30	415.03	1914.04	3254.66	63.36
pa-062	crec	1037.89-1041.47	clips/pa-062__crec__1037.89.wav	1038.140	1038.480	0.9691	5	0.80	0.522	152.50	653.26	1872.60	2973.00	62.46
pa-063	crec	758.81-763.23	clips/pa-063__crec__758.81.wav	761.610	761.820	0.9937	1	0.20	2.842	161.07	840.73	1846.05	3285.73	50.35
pa-063	crec	758.81-763.23	clips/pa-063__crec__758.81.wav	761.610	761.820	0.9937	2	0.35	2.873		632.45	1815.14	2522.48	43.15
pa-063	crec	758.81-763.23	clips/pa-063__crec__758.81.wav	761.610	761.820	0.9937	3	0.50	2.905		1021.28	2226.64	3434.73	54.60
pa-063	crec	758.81-763.23	clips/pa-063__crec__758.81.wav	761.610	761.820	0.9937	4	0.65	2.936	185.27	470.62	1965.31	2729.48	60.53
pa-063	crec	758.81-763.23	clips/pa-063__crec__758.81.wav	761.610	761.820	0.9937	5	0.80	2.968		687.12	2026.51	2729.42	53.95
pa-064	crec	1335.77-1345.39	clips/pa-064__crec__1335.77.wav	1338.470	1338.630	0.9717	1	0.20	2.732	156.85	340.84	1518.60	2692.58	52.73
pa-064	crec	1335.77-1345.39	clips/pa-064__crec__1335.77.wav	1338.470	1338.630	0.9717	2	0.35	2.756	153.84	380.17	1585.54	2909.13	49.98
pa-064	crec	1335.77-1345.39	clips/pa-064__crec__1335.77.wav	1338.470	1338.630	0.9717	3	0.50	2.780		480.29	1719.65	2640.17	56.66
pa-064	crec	1335.77-1345.39	clips/pa-064__crec__1335.77.wav	1338.470	1338.630	0.9717	4	0.65	2.804	143.52	329.76	1719.64	2623.45	65.50
pa-064	crec	1335.77-1345.39	clips/pa-064__crec__1335.77.wav	1338.470	1338.630	0.9717	5	0.80	2.828	142.00	333.11	1725.69	2658.44	68.15
pa-066	crec	219.63-227.13	clips/pa-066__crec__219.63.wav	224.400	224.750	0.7664	1	0.20	4.840	103.91	534.35	1451.16	2443.32	71.36
pa-066	crec	219.63-227.13	clips/pa-066__crec__219.63.wav	224.400	224.750	0.7664	2	0.35	4.893	100.33	439.94	1603.05	2274.71	67.39
pa-066	crec	219.63-227.13	clips/pa-066__crec__219.63.wav	224.400	224.750	0.7664	3	0.50	4.945		495.66	1883.60	3112.25	41.62
pa-066	crec	219.63-227.13	clips/pa-066__crec__219.63.wav	224.400	224.750	0.7664	4	0.65	4.998		704.41	1554.09	2376.02	63.21
pa-066	crec	219.63-227.13	clips/pa-066__crec__219.63.wav	224.400	224.750	0.7664	5	0.80	5.050	109.29	463.41	1426.64	2311.82	70.69
pa-021	bueno	12.25-16.87	clips/pa-021__bueno__12.25.wav	13.810	14.070	0.5654	1	0.20	1.612	134.80	356.80	2105.35	2577.52	70.03
pa-021	bueno	12.25-16.87	clips/pa-021__bueno__12.25.wav	13.810	14.070	0.5654	2	0.35	1.651	136.24	378.05	2057.57	2634.85	70.80
pa-021	bueno	12.25-16.87	clips/pa-021__bueno__12.25.wav	13.810	14.070	0.5654	3	0.50	1.690	135.21	388.06	2071.04	2761.25	71.27
pa-021	bueno	12.25-16.87	clips/pa-021__bueno__12.25.wav	13.810	14.070	0.5654	4	0.65	1.729	131.87	384.53	2099.57	2775.82	70.76
pa-021	bueno	12.25-16.87	clips/pa-021__bueno__12.25.wav	13.810	14.070	0.5654	5	0.80	1.768	128.92	360.48	2151.42	2644.96	70.78
pa-030	bueno	459.05-463.07	clips/pa-030__bueno__459.05.wav	459.490	459.930	0.6169	1	0.20	0.528	145.00	989.45	1938.61	3887.07	58.55
pa-030	bueno	459.05-463.07	clips/pa-030__bueno__459.05.wav	459.490	459.930	0.6169	2	0.35	0.594		429.87	1694.43	2758.64	49.88
pa-030	bueno	459.05-463.07	clips/pa-030__bueno__459.05.wav	459.490	459.930	0.6169	3	0.50	0.660		807.26	1433.88	2639.60	54.29
pa-030	bueno	459.05-463.07	clips/pa-030__bueno__459.05.wav	459.490	459.930	0.6169	4	0.65	0.726		662.97	908.08	1970.35	59.33
pa-030	bueno	459.05-463.07	clips/pa-030__bueno__459.05.wav	459.490	459.930	0.6169	5	0.80	0.792		540.74	810.87	2356.78	60.90
pa-032	bueno	44.73-50.63	clips/pa-032__bueno__44.73.wav	44.800	45.170	0.2786	1	0.20	0.144		871.90	1753.20	2972.92	31.85
pa-032	bueno	44.73-50.63	clips/pa-032__bueno__44.73.wav	44.800	45.170	0.2786	2	0.35	0.199		924.93	1975.31	2744.67	29.88
pa-032	bueno	44.73-50.63	clips/pa-032__bueno__44.73.wav	44.800	45.170	0.2786	3	0.50	0.255		826.35	1587.18	2775.46	31.06
pa-032	bueno	44.73-50.63	clips/pa-032__bueno__44.73.wav	44.800	45.170	0.2786	4	0.65	0.310		893.25	1308.97	2638.99	30.06
