id_persona	forma	clip	local_start_s	local_end_s	absolute_start_s	absolute_end_s	prob_min	prob_mean	centre_rel_s	f0_hz	f1_hz	f2_hz	f3_hz	estat
pa-029	a nivell	clips/pa-029__a-nivell__417.09.wav	1.570	2.200	418.660	419.290	0.9070	0.9632	1.885	93.63	804.16	2102.64	2422.59	token QA; no és consens de dos models; pendent d'audició
pa-029	diguem	clips/pa-029__diguem__929.69.wav	4.880	4.920	934.570	934.610	0.7442	0.8543	4.900		613.02	1895.85	2696.45	token QA; no és consens de dos models; pendent d'audició
pa-029	tirar endavant	clips/pa-029__tirar-endavant__56.73.wav	4.940	5.640	61.670	62.370	0.8813	0.9429	5.290	96.64	531.97	1679.56	2495.43	token QA; no és consens de dos models; pendent d'audició
pa-030	a veure	clips/pa-030__a-veure__673.41.wav	0.000	0.250	673.410	673.660	0.1988	0.5917	0.125	159.32	619.46	1526.32	2244.06	token QA; no és consens de dos models; pendent d'audició
pa-030	bueno	clips/pa-030__bueno__459.05.wav	1.100	1.380	460.150	460.430	0.2181	0.2181	1.240		758.75	1784.94	2489.82	token QA; no és consens de dos models; pendent d'audició
pa-030	crec	clips/pa-030__crec__346.45.wav	1.730	2.060	348.180	348.510	0.9742	0.9742	1.895		1060.38	2250.43	3446.05	token QA; no és consens de dos models; pendent d'audició
pa-030	evidentment	clips/pa-030__evidentment__43.53.wav	1.320	2.040	44.850	45.570	0.8964	0.9475	1.680	116.62	616.51	1717.09	1932.86	token QA; no és consens de dos models; pendent d'audició
pa-030	vull dir	clips/pa-030__vull-dir__842.69.wav	0.680	1.660	843.370	844.350	0.9049	0.9470	1.170		793.66	1681.36	2628.64	token QA; no és consens de dos models; pendent d'audició
pa-030	és a dir	clips/pa-030__s-a-dir__193.13.wav	1.080	1.470	194.210	194.600	0.3545	0.7618	1.275	125.70	309.11	2231.08	2710.21	token QA; no és consens de dos models; pendent d'audició
pa-031	crec	clips/pa-031__crec__87.01.wav	2.720	3.570	89.730	90.580	0.9956	0.9956	3.145		1238.68	1994.62	3171.76	token QA; no és consens de dos models; pendent d'audició
pa-031	de fet	clips/pa-031__de-fet__9.93.wav	0.930	1.630	10.860	11.560	0.8205	0.8598	1.280	109.94	318.84	1820.82	2487.31	token QA; no és consens de dos models; pendent d'audició
pa-031	perquè	clips/pa-031__perqu__32.69.wav	0.000	0.570	32.690	33.260	0.0697	0.0697	0.285	111.29	458.57	1379.77	2203.13	token QA; no és consens de dos models; pendent d'audició
pa-032	bueno	clips/pa-032__bueno__44.73.wav	0.270	0.730	45.000	45.460	0.8330	0.8330	0.500		761.40	1934.99	2786.85	token QA; no és consens de dos models; pendent d'audició
pa-032	bé	clips/pa-032__b__270.41.wav	3.120	3.250	273.530	273.660	0.7044	0.7044	3.185	114.88	459.22	1104.75	2338.95	token QA; no és consens de dos models; pendent d'audició
pa-032	clar	clips/pa-032__clar__155.33.wav	2.070	2.760	157.400	158.090	0.5817	0.5817	2.415		361.05	1984.76	2550.85	token QA; no és consens de dos models; pendent d'audició
pa-032	perquè	clips/pa-032__perqu__9.21.wav	0.000	0.860	9.210	10.070	0.5112	0.5112	0.430		317.59	1322.10	2882.20	token QA; no és consens de dos models; pendent d'audició
pa-033	bé	clips/pa-033__b__103.09.wav	0.970	1.210	104.060	104.300	0.9744	0.9744	1.090	95.17	388.99	593.28	2444.60	token QA; no és consens de dos models; pendent d'audició
pa-033	bé	clips/pa-033__b__103.09.wav	3.070	3.190	106.160	106.280	0.9997	0.9997	3.130	163.29	479.05	1742.93	2441.42	token QA; no és consens de dos models; pendent d'audició
pa-033	clar	clips/pa-033__clar__54.49.wav	2.000	2.340	56.490	56.830	0.4406	0.4406	2.170	98.66	475.33	1000.61	2464.78	token QA; no és consens de dos models; pendent d'audició
pa-033	diguem	clips/pa-033__diguem__49.01.wav	5.130	5.530	54.140	54.540	0.7151	0.8271	5.330		2555.08	3137.06	3452.11	token QA; no és consens de dos models; pendent d'audició
pa-033	perquè	clips/pa-033__perqu__18.89.wav	0.000	0.350	18.890	19.240	0.2034	0.2034	0.175	480.81	473.77	1692.17	2699.82	token QA; no és consens de dos models; pendent d'audició
pa-033	vull dir	clips/pa-033__vull-dir__56.25.wav	0.610	0.890	56.860	57.140	0.8126	0.9022	0.750		726.37	1226.06	2100.01	token QA; no és consens de dos models; pendent d'audició
pa-034	a nivell	clips/pa-034__a-nivell__143.81.wav	2.700	3.360	146.510	147.170	0.7736	0.9192	3.030		1033.71	1953.43	3083.00	token QA; no és consens de dos models; pendent d'audició
pa-034	a veure	clips/pa-034__a-veure__94.05.wav	1.180	1.990	95.230	96.040	0.9578	0.9626	1.585	152.68	766.15	1450.75	3113.69	token QA; no és consens de dos models; pendent d'audició
pa-034	crec	clips/pa-034__crec__651.65.wav	2.540	2.640	654.190	654.290	0.6687	0.6687	2.590	179.16	513.58	2068.09	2931.69	token QA; no és consens de dos models; pendent d'audició
pa-034	diguem	clips/pa-034__diguem__504.45.wav	2.160	2.360	506.610	506.810	0.7193	0.8550	2.260	122.97	247.51	1548.90	2800.31	token QA; no és consens de dos models; pendent d'audició
pa-034	reformeta	clips/pa-034__reformeta__191.33.wav	6.120	6.680	197.450	198.010	0.4659	0.7170	6.400	197.33	521.85	693.49	2143.04	token QA; no és consens de dos models; pendent d'audició
pa-034	tirar endavant	clips/pa-034__tirar-endavant__690.33.wav	3.440	4.350	693.770	694.680	0.8661	0.9261	3.895	182.02	376.80	2535.15	3097.48	token QA; no és consens de dos models; pendent d'audició
pa-035	crec	clips/pa-035__crec__872.77.wav	0.660	0.730	873.430	873.500	0.9666	0.9666	0.695	174.25	221.86	1231.96	2633.52	token QA; no és consens de dos models; pendent d'audició
pa-035	perquè	clips/pa-035__perqu__181.13.wav	0.070	0.080	181.200	181.210	0.6201	0.6201	0.075		732.95	1925.11	2752.69	token QA; no és consens de dos models; pendent d'audició
pa-035	és a dir	clips/pa-035__s-a-dir__582.29.wav	0.000	0.750	582.290	583.040	0.1928	0.5961	0.375		615.77	1578.96	2842.32	token QA; no és consens de dos models; pendent d'audició
pa-036	a nivell	clips/pa-036__a-nivell__386.45.wav	7.580	8.050	394.030	394.500	0.8938	0.9572	7.815	95.21	355.13	1884.39	2492.61	token QA; no és consens de dos models; pendent d'audició
pa-036	a veure	clips/pa-036__a-veure__153.05.wav	1.100	1.500	154.150	154.550	0.4770	0.6078	1.300	110.30	440.01	1202.12	2317.75	token QA; no és consens de dos models; pendent d'audició
pa-036	bé	clips/pa-036__b__69.45.wav	2.510	2.720	71.960	72.170	0.9995	0.9995	2.615	104.09	429.12	1609.59	2396.21	token QA; no és consens de dos models; pendent d'audició
pa-036	clar	clips/pa-036__clar__136.45.wav	5.090	5.270	141.540	141.720	0.8695	0.8695	5.180	99.67	605.74	1078.98	2588.69	token QA; no és consens de dos models; pendent d'audició
pa-036	doncs	clips/pa-036__doncs__367.25.wav	5.000	5.370	372.250	372.620	0.5064	0.5064	5.185		934.60	1675.42	2417.95	token QA; no és consens de dos models; pendent d'audició
pa-036	evidentment	clips/pa-036__evidentment__202.85.wav	5.100	5.570	207.950	208.420	0.9393	0.9652	5.335	96.02	372.78	1773.38	2587.48	token QA; no és consens de dos models; pendent d'audició
pa-036	perquè	clips/pa-036__perqu__15.65.wav	2.470	2.640	18.120	18.290	0.2664	0.2664	2.555	97.40	440.65	1760.86	2139.24	token QA; no és consens de dos models; pendent d'audició
pa-036	vull dir	clips/pa-036__vull-dir__632.25.wav	0.000	0.550	632.250	632.800	0.0457	0.4205	0.275	137.18	400.28	1574.04	2518.38	token QA; no és consens de dos models; pendent d'audició
pa-037	bueno	clips/pa-037__bueno__105.29.wav	6.650	6.950	111.940	112.240	0.6636	0.6636	6.800		755.32	1614.23	2587.05	token QA; no és consens de dos models; pendent d'audició
pa-037	bé	clips/pa-037__b__105.29.wav	10.530	11.500	115.820	116.790	0.9336	0.9336	11.015	204.50	442.44	1872.81	2347.08	token QA; no és consens de dos models; pendent d'audició
pa-037	bé	clips/pa-037__b__105.29.wav	13.190	13.860	118.480	119.150	0.4035	0.4035	13.525	162.80	459.96	1557.15	2743.56	token QA; no és consens de dos models; pendent d'audició
pa-037	bé	clips/pa-037__b__105.29.wav	14.960	15.390	120.250	120.680	0.9620	0.9620	15.175	143.17	444.26	874.47	2824.03	token QA; no és consens de dos models; pendent d'audició
pa-037	bé	clips/pa-037__b__105.29.wav	15.890	16.210	121.180	121.500	0.9723	0.9723	16.050	138.37	333.56	864.40	2545.13	token QA; no és consens de dos models; pendent d'audició
pa-037	bé	clips/pa-037__b__105.29.wav	18.490	18.660	123.780	123.950	0.3064	0.3064	18.575		830.27	1658.31	2528.97	token QA; no és consens de dos models; pendent d'audició
pa-037	diguem	clips/pa-037__diguem__469.77.wav	8.180	8.240	477.950	478.010	0.7388	0.7902	8.210		630.72	1687.49	2786.19	token QA; no és consens de dos models; pendent d'audició
pa-037	doncs	clips/pa-037__doncs__20.49.wav	0.270	0.750	20.760	21.240	0.6135	0.8066	0.510		496.49	1399.82	2539.72	token QA; no és consens de dos models; pendent d'audició
pa-037	llavors	clips/pa-037__llavors__92.53.wav	3.220	3.470	95.750	96.000	0.7037	0.8417	3.345	212.16	474.31	967.96	2622.85	token QA; no és consens de dos models; pendent d'audició
pa-037	perquè	clips/pa-037__perqu__186.29.wav	8.480	9.140	194.770	195.430	0.3810	0.3810	8.810		1009.34	2199.71	3176.70	token QA; no és consens de dos models; pendent d'audició
pa-037	vull dir	clips/pa-037__vull-dir__414.01.wav	0.000	0.690	414.010	414.700	0.2914	0.7625	0.345		876.48	1783.51	2868.56	token QA; no és consens de dos models; pendent d'audició
pa-038	a nivell	clips/pa-038__a-nivell__455.49.wav	0.650	1.150	456.140	456.640	0.5767	0.8263	0.900	186.69	559.26	1850.56	2467.55	token QA; no és consens de dos models; pendent d'audició
pa-038	bueno	clips/pa-038__bueno__874.61.wav	0.110	0.660	874.720	875.270	0.5072	0.7518	0.385	279.20	675.88	1390.84	1987.27	token QA; no és consens de dos models; pendent d'audició
pa-038	bé	clips/pa-038__b__26.77.wav	0.810	1.000	27.580	27.770	0.9083	0.9083	0.905	262.14	313.60	704.26	2394.23	token QA; no és consens de dos models; pendent d'audició
pa-038	clar	clips/pa-038__clar__96.41.wav	3.450	3.810	99.860	100.220	0.6020	0.6020	3.630		574.27	1927.45	3093.49	token QA; no és consens de dos models; pendent d'audició
pa-038	crec	clips/pa-038__crec__220.69.wav	1.010	1.590	221.700	222.280	0.9981	0.9981	1.300	197.49	613.07	2476.79	3117.34	token QA; no és consens de dos models; pendent d'audició
pa-038	llavors	clips/pa-038__llavors__264.13.wav	0.000	0.760	264.130	264.890	0.0343	0.5133	0.380		815.93	2007.53	3077.16	token QA; no és consens de dos models; pendent d'audició
pa-038	o sigui	clips/pa-038__o-sigui__16.65.wav	0.000	0.850	16.650	17.500	0.1004	0.5462	0.425		752.92	1443.27	2656.41	token QA; no és consens de dos models; pendent d'audició
pa-038	perquè	clips/pa-038__perqu__279.13.wav	0.420	0.790	279.550	279.920	0.5824	0.5824	0.605	290.10	548.29	1601.93	2914.94	token QA; no és consens de dos models; pendent d'audició
pa-038	reformeta	clips/pa-038__reformeta__1821.69.wav	2.840	3.710	1824.530	1825.400	0.9688	0.9812	3.275	193.86	520.45	1443.84	3004.74	token QA; no és consens de dos models; pendent d'audició
pa-038	vull dir	clips/pa-038__vull-dir__1576.57.wav	4.180	4.640	1580.750	1581.210	0.9837	0.9868	4.410	178.78	434.84	1598.88	2343.74	token QA; no és consens de dos models; pendent d'audició
pa-039	bé	clips/pa-039__b__27.77.wav	3.220	3.270	30.990	31.040	0.9914	0.9914	3.245		484.73	1503.18	2358.34	token QA; no és consens de dos models; pendent d'audició
pa-039	crec	clips/pa-039__crec__90.85.wav	1.640	1.950	92.490	92.800	0.9907	0.9907	1.795	134.84	354.92	1576.19	2547.10	token QA; no és consens de dos models; pendent d'audició
pa-039	evidentment	clips/pa-039__evidentment__184.17.wav	0.000	0.910	184.170	185.080	0.2293	0.7355	0.455		806.93	2324.14	3116.27	token QA; no és consens de dos models; pendent d'audició
pa-039	perquè	clips/pa-039__perqu__18.09.wav	0.000	0.570	18.090	18.660	0.0785	0.0785	0.285	170.47	679.68	1400.17	2625.70	token QA; no és consens de dos models; pendent d'audició
pa-040	crec	clips/pa-040__crec__4.37.wav	0.180	0.530	4.550	4.900	0.9886	0.9886	0.355		1069.80	2117.13	3343.08	token QA; no és consens de dos models; pendent d'audició
pa-040	de fet	clips/pa-040__de-fet__70.17.wav	1.080	1.380	71.250	71.550	0.9576	0.9750	1.230	95.61	486.38	1338.61	2631.94	token QA; no és consens de dos models; pendent d'audició
pa-040	evidentment	clips/pa-040__evidentment__103.93.wav	1.880	2.190	105.810	106.120	0.8726	0.9560	2.035	66.57	607.26	1633.82	2334.69	token QA; no és consens de dos models; pendent d'audició
pa-040	perquè	clips/pa-040__perqu__25.21.wav	0.000	0.510	25.210	25.720	0.2038	0.2038	0.255	400.14	417.92	2023.72	2707.14	token QA; no és consens de dos models; pendent d'audició
pa-041	bé	clips/pa-041__b__130.25.wav	0.000	0.440	130.250	130.690	0.2875	0.6432	0.220		746.19	1377.00	2450.98	token QA; no és consens de dos models; pendent d'audició
pa-041	clar	clips/pa-041__clar__0.00.wav	3.880	4.480	3.880	4.480	0.3376	0.3376	4.180	136.06	378.65	1800.74	2486.97	token QA; no és consens de dos models; pendent d'audició
pa-041	crec	clips/pa-041__crec__56.25.wav	1.310	1.810	57.560	58.060	0.9905	0.9905	1.560	189.25	770.52	1433.03	2592.38	token QA; no és consens de dos models; pendent d'audició
pa-041	ensenyança	clips/pa-041__ensenyan-a__523.25.wav	6.270	6.940	529.520	530.190	0.7954	0.8194	6.605	145.05	433.77	1670.25	2698.89	token QA; no és consens de dos models; pendent d'audició
pa-041	evidentment	clips/pa-041__evidentment__353.25.wav	4.070	4.500	357.320	357.750	0.5787	0.7876	4.285		821.55	1826.68	3013.44	token QA; no és consens de dos models; pendent d'audició
pa-041	perquè	clips/pa-041__perqu__69.25.wav	3.890	4.330	73.140	73.580	0.2885	0.2885	4.110		593.35	1489.88	2508.66	token QA; no és consens de dos models; pendent d'audició
pa-042	perquè	clips/pa-042__perqu__29.13.wav	2.100	2.460	31.230	31.590	0.7110	0.7110	2.280	266.80	547.75	1994.54	2496.87	token QA; no és consens de dos models; pendent d'audició
pa-043	bueno	clips/pa-043__bueno__0.00.wav	0.110	0.270	0.110	0.270	0.2337	0.2337	0.190		796.41	1634.00	2895.33	token QA; no és consens de dos models; pendent d'audició
pa-043	crec	clips/pa-043__crec__102.25.wav	5.100	5.190	107.350	107.440	0.9942	0.9942	5.145	113.88	756.89	1764.73	2507.09	token QA; no és consens de dos models; pendent d'audició
pa-043	és a dir	clips/pa-043__s-a-dir__107.25.wav	1.000	1.330	108.250	108.580	0.3177	0.7684	1.165	172.26	409.45	1669.31	2832.71	token QA; no és consens de dos models; pendent d'audició
pa-045	a veure	clips/pa-045__a-veure__340.93.wav	4.090	4.160	345.020	345.090	0.9709	0.9821	4.125	70.93	479.78	1284.64	2565.99	token QA; no és consens de dos models; pendent d'audició
pa-045	bé	clips/pa-045__b__83.49.wav	0.090	0.360	83.580	83.850	0.6354	0.6354	0.225		623.54	1974.81	3696.55	token QA; no és consens de dos models; pendent d'audició
pa-045	clar	clips/pa-045__clar__399.85.wav	3.680	4.020	403.530	403.870	0.9012	0.9012	3.850		579.70	1314.42	2642.67	token QA; no és consens de dos models; pendent d'audició
pa-045	clar	clips/pa-045__clar__399.85.wav	5.020	5.200	404.870	405.050	0.9997	0.9997	5.110		518.06	1312.80	2463.93	token QA; no és consens de dos models; pendent d'audició
pa-045	evidentment	clips/pa-045__evidentment__290.13.wav	1.190	1.960	291.320	292.090	0.9812	0.9861	1.575	73.00	539.26	1404.56	2075.75	token QA; no és consens de dos models; pendent d'audició
pa-045	llavors	clips/pa-045__llavors__194.93.wav	1.370	1.710	196.300	196.640	0.3678	0.6832	1.540	140.35	473.23	1716.40	2951.34	token QA; no és consens de dos models; pendent d'audició
pa-045	o sigui	clips/pa-045__o-sigui__226.17.wav	0.000	1.490	226.170	227.660	0.1907	0.5910	0.745		612.29	1548.03	2708.28	token QA; no és consens de dos models; pendent d'audició
pa-046	bé	clips/pa-046__b__348.81.wav	2.320	2.560	351.130	351.370	0.8391	0.8391	2.440	98.90	715.74	2597.88	3914.06	token QA; no és consens de dos models; pendent d'audició
pa-046	diguem	clips/pa-046__diguem__626.01.wav	2.250	2.490	628.260	628.500	0.6911	0.8329	2.370	121.23	485.41	1411.43	2465.02	token QA; no és consens de dos models; pendent d'audició
pa-046	doncs	clips/pa-046__doncs__135.61.wav	1.000	1.700	136.610	137.310	0.2825	0.6410	1.350		620.12	1451.53	3027.40	token QA; no és consens de dos models; pendent d'audició
pa-048	a nivell	clips/pa-048__a-nivell__435.77.wav	3.520	3.740	439.290	439.510	0.8845	0.9399	3.630		1007.74	2457.18	3383.11	token QA; no és consens de dos models; pendent d'audició
pa-048	a veure	clips/pa-048__a-veure__393.93.wav	0.000	0.550	393.930	394.480	0.0287	0.3197	0.275	173.91	231.38	1288.36	2673.87	token QA; no és consens de dos models; pendent d'audició
pa-048	bé	clips/pa-048__b__495.73.wav	0.000	1.190	495.730	496.920	0.6658	0.8323	0.595		758.04	1491.46	3269.83	token QA; no és consens de dos models; pendent d'audició
pa-048	crec	clips/pa-048__crec__110.97.wav	2.580	3.120	113.550	114.090	0.9866	0.9866	2.850	174.16	498.93	1479.69	2856.93	token QA; no és consens de dos models; pendent d'audició
pa-048	llavors	clips/pa-048__llavors__1244.97.wav	0.000	0.530	1244.970	1245.500	0.1077	0.5522	0.265		1036.20	2242.74	3209.89	token QA; no és consens de dos models; pendent d'audició
pa-048	o sigui	clips/pa-048__o-sigui__581.65.wav	0.000	0.500	581.650	582.150	0.3651	0.6814	0.250		937.62	1827.32	3310.65	token QA; no és consens de dos models; pendent d'audició
pa-048	vull dir	clips/pa-048__vull-dir__993.69.wav	0.000	0.730	993.690	994.420	0.0263	0.6703	0.365	135.50	674.93	1136.90	3060.93	token QA; no és consens de dos models; pendent d'audició
pa-048	vull dir	clips/pa-048__vull-dir__993.69.wav	3.150	4.160	996.840	997.850	0.4736	0.7221	3.655	192.64	198.64	1096.07	2783.42	token QA; no és consens de dos models; pendent d'audició
pa-048	és a dir	clips/pa-048__s-a-dir__1130.61.wav	0.000	1.530	1130.610	1132.140	0.0362	0.6591	0.765		1269.95	2272.00	3322.19	token QA; no és consens de dos models; pendent d'audició
pa-049	a veure	clips/pa-049__a-veure__244.85.wav	3.260	3.550	248.110	248.400	0.0989	0.3354	3.405	160.70	596.96	1455.97	2559.70	token QA; no és consens de dos models; pendent d'audició
pa-049	a veure	clips/pa-049__a-veure__244.85.wav	5.900	6.230	250.750	251.080	0.9962	0.9964	6.065		693.24	1743.93	2706.32	token QA; no és consens de dos models; pendent d'audició
pa-049	bueno	clips/pa-049__bueno__269.05.wav	5.560	5.790	274.610	274.840	0.8754	0.8754	5.675	166.81	1035.86	2330.10	3429.25	token QA; no és consens de dos models; pendent d'audició
pa-049	clar	clips/pa-049__clar__382.01.wav	1.080	1.330	383.090	383.340	0.6076	0.6076	1.205	207.40	607.86	1644.83	2662.67	token QA; no és consens de dos models; pendent d'audició
pa-049	crec	clips/pa-049__crec__371.85.wav	3.020	3.380	374.870	375.230	0.9717	0.9717	3.200	132.10	344.98	2109.70	3272.87	token QA; no és consens de dos models; pendent d'audició
pa-049	diguem	clips/pa-049__diguem__213.13.wav	5.960	6.240	219.090	219.370	0.6594	0.6876	6.100		1032.70	1849.60	3136.34	token QA; no és consens de dos models; pendent d'audició
pa-049	o sigui	clips/pa-049__o-sigui__365.21.wav	1.580	1.870	366.790	367.080	0.0641	0.5298	1.725		670.15	2132.56	2878.38	token QA; no és consens de dos models; pendent d'audició
pa-053	perquè	clips/pa-053__perqu__113.93.wav	3.910	4.160	117.840	118.090	0.6129	0.6129	4.035	100.60	451.35	1634.60	2129.73	token QA; no és consens de dos models; pendent d'audició
pa-054	bueno	clips/pa-054__bueno__51.69.wav	0.790	0.920	52.480	52.610	0.8263	0.8263	0.855	169.47	357.05	2260.92	3340.06	token QA; no és consens de dos models; pendent d'audició
pa-054	perquè	clips/pa-054__perqu__80.45.wav	2.720	3.340	83.170	83.790	0.7099	0.7099	3.030	110.76	786.22	2069.73	3034.98	token QA; no és consens de dos models; pendent d'audició
pa-055	a nivell	clips/pa-055__a-nivell__38.09.wav	0.360	1.190	38.450	39.280	0.8532	0.9241	0.775		794.55	1446.74	2640.90	token QA; no és consens de dos models; pendent d'audició
pa-055	a veure	clips/pa-055__a-veure__63.89.wav	1.380	2.120	65.270	66.010	0.7076	0.8499	1.750		369.74	2054.92	2939.98	token QA; no és consens de dos models; pendent d'audició
pa-055	evidentment	clips/pa-055__evidentment__1644.01.wav	4.940	5.150	1648.950	1649.160	0.4660	0.7323	5.045		1378.25	2777.08	3622.11	token QA; no és consens de dos models; pendent d'audició
pa-055	perquè	clips/pa-055__perqu__148.53.wav	2.380	2.530	150.910	151.060	0.8312	0.8312	2.455	118.24	535.18	1603.74	2243.91	token QA; no és consens de dos models; pendent d'audició
pa-055	reformeta	clips/pa-055__reformeta__139.05.wav	2.850	3.800	141.900	142.850	0.9557	0.9651	3.325		368.71	1818.78	2634.03	token QA; no és consens de dos models; pendent d'audició
pa-056	a veure	clips/pa-056__a-veure__673.21.wav	0.000	0.400	673.210	673.610	0.1806	0.5841	0.200	146.84	702.87	1176.01	2174.72	token QA; no és consens de dos models; pendent d'audició
pa-056	clar	clips/pa-056__clar__62.45.wav	1.270	1.740	63.720	64.190	0.9842	0.9842	1.505	219.88	456.51	1260.10	2022.72	token QA; no és consens de dos models; pendent d'audició
pa-056	crec	clips/pa-056__crec__347.05.wav	1.270	1.780	348.320	348.830	0.9856	0.9856	1.525		577.22	1608.82	2535.89	token QA; no és consens de dos models; pendent d'audició
pa-056	evidentment	clips/pa-056__evidentment__43.45.wav	1.310	1.980	44.760	45.430	0.8623	0.9302	1.645	114.24	280.60	1375.31	2222.02	token QA; no és consens de dos models; pendent d'audició
pa-056	perquè	clips/pa-056__perqu__31.73.wav	0.720	1.150	32.450	32.880	0.4129	0.4129	0.935		752.05	1692.04	2665.25	token QA; no és consens de dos models; pendent d'audició
pa-056	tirar endavant	clips/pa-056__tirar-endavant__185.53.wav	1.620	2.520	187.150	188.050	0.9073	0.9666	2.070	105.22	1300.85	2292.14	3951.58	token QA; no és consens de dos models; pendent d'audició
pa-056	vull dir	clips/pa-056__vull-dir__842.65.wav	0.650	1.560	843.300	844.210	0.9342	0.9595	1.105		863.56	1727.02	2602.99	token QA; no és consens de dos models; pendent d'audició
pa-057	diguem	clips/pa-057__diguem__929.81.wav	4.230	4.460	934.040	934.270	0.3385	0.6308	4.345	91.27	566.76	1614.34	2328.95	token QA; no és consens de dos models; pendent d'audició
pa-057	llavors	clips/pa-057__llavors__42.85.wav	0.110	0.870	42.960	43.720	0.3304	0.6592	0.490	99.24	643.75	1393.82	2591.87	token QA; no és consens de dos models; pendent d'audició
pa-057	perquè	clips/pa-057__perqu__249.45.wav	0.760	1.140	250.210	250.590	0.9119	0.9119	0.950		969.80	2844.91	3678.28	token QA; no és consens de dos models; pendent d'audició
pa-058	diguem	clips/pa-058__diguem__715.21.wav	2.720	2.910	717.930	718.120	0.7829	0.8684	2.815	137.13	364.46	2166.95	3282.88	token QA; no és consens de dos models; pendent d'audició
pa-058	perquè	clips/pa-058__perqu__91.09.wav	1.010	1.630	92.100	92.720	0.9674	0.9674	1.320		797.36	1961.25	3076.75	token QA; no és consens de dos models; pendent d'audició
pa-058	vull dir	clips/pa-058__vull-dir__975.13.wav	2.240	2.800	977.370	977.930	0.7520	0.8608	2.520	135.48	425.18	1573.67	2628.97	token QA; no és consens de dos models; pendent d'audició
pa-058	és a dir	clips/pa-058__s-a-dir__74.41.wav	1.090	1.660	75.500	76.070	0.9532	0.9776	1.375	110.89	342.21	2315.24	2691.94	token QA; no és consens de dos models; pendent d'audició
pa-059	a nivell	clips/pa-059__a-nivell__142.93.wav	3.600	3.840	146.530	146.770	0.6888	0.8815	3.720	143.66	584.03	1942.54	3000.57	token QA; no és consens de dos models; pendent d'audició
pa-059	clar	clips/pa-059__clar__36.61.wav	1.850	2.050	38.460	38.660	0.9810	0.9810	1.950		681.47	2162.30	2995.95	token QA; no és consens de dos models; pendent d'audició
pa-059	perquè	clips/pa-059__perqu__4.09.wav	2.320	2.640	6.410	6.730	0.6817	0.6817	2.480	135.45	497.34	2243.13	2557.78	token QA; no és consens de dos models; pendent d'audició
pa-059	tirar endavant	clips/pa-059__tirar-endavant__49.77.wav	2.270	2.800	52.040	52.570	0.7573	0.9093	2.535	150.58	591.97	1475.80	2775.32	token QA; no és consens de dos models; pendent d'audició
pa-059	vull dir	clips/pa-059__vull-dir__271.81.wav	0.000	0.910	271.810	272.720	0.6171	0.8716	0.455		776.35	2077.81	3061.87	token QA; no és consens de dos models; pendent d'audició
pa-059	és a dir	clips/pa-059__s-a-dir__487.81.wav	0.000	0.560	487.810	488.370	0.3117	0.7594	0.280		699.56	1889.81	2962.25	token QA; no és consens de dos models; pendent d'audició
pa-060	a veure	clips/pa-060__a-veure__268.57.wav	2.000	2.160	270.570	270.730	0.6349	0.8080	2.080	125.10	478.80	1574.30	2440.35	token QA; no és consens de dos models; pendent d'audició
pa-060	crec	clips/pa-060__crec__42.05.wav	6.130	6.320	48.180	48.370	0.6236	0.6236	6.225	151.81	523.18	1182.39	2284.08	token QA; no és consens de dos models; pendent d'audició
pa-060	de fet	clips/pa-060__de-fet__72.57.wav	4.700	4.840	77.270	77.410	0.8385	0.9172	4.770	148.05	492.15	1921.29	2401.89	token QA; no és consens de dos models; pendent d'audició
pa-060	perquè	clips/pa-060__perqu__29.05.wav	2.000	2.280	31.050	31.330	0.4717	0.4717	2.140		1190.30	2397.66	3383.67	token QA; no és consens de dos models; pendent d'audició
pa-060	és a dir	clips/pa-060__s-a-dir__207.33.wav	0.030	0.530	207.360	207.860	0.1095	0.6974	0.280	116.28	571.75	1197.12	2407.81	token QA; no és consens de dos models; pendent d'audició
pa-061	a nivell	clips/pa-061__a-nivell__1357.21.wav	1.210	1.970	1358.420	1359.180	0.8152	0.9262	1.590	142.96	716.20	1596.29	2488.07	token QA; no és consens de dos models; pendent d'audició
pa-061	a veure	clips/pa-061__a-veure__579.17.wav	2.610	3.170	581.780	582.340	0.6223	0.7545	2.890	133.70	574.00	1542.35	2508.20	token QA; no és consens de dos models; pendent d'audició
pa-061	bueno	clips/pa-061__bueno__171.05.wav	0.000	0.260	171.050	171.310	0.1212	0.1212	0.130	108.31	683.07	1618.03	3053.80	token QA; no és consens de dos models; pendent d'audició
pa-061	bueno	clips/pa-061__bueno__171.05.wav	1.240	1.590	172.290	172.640	0.5101	0.5101	1.415		1024.45	1660.59	2556.52	token QA; no és consens de dos models; pendent d'audició
pa-061	bé	clips/pa-061__b__662.89.wav	1.920	2.000	664.810	664.890	0.4650	0.4650	1.960		1793.75	2475.62	3380.73	token QA; no és consens de dos models; pendent d'audició
pa-061	crec	clips/pa-061__crec__428.85.wav	1.940	2.000	430.790	430.850	0.9809	0.9809	1.970	151.30	699.65	1719.22	2464.46	token QA; no és consens de dos models; pendent d'audició
pa-061	evidentment	clips/pa-061__evidentment__672.69.wav	2.040	2.670	674.730	675.360	0.9005	0.9456	2.355	96.80	401.74	1924.77	2365.01	token QA; no és consens de dos models; pendent d'audició
