prioritat_global	score_evidencia	categoria	forma	id_persona	interval_escolta	clip	consens_dos_asr	coincidencia_temporal_asr	forma_en_qa	conf_min_segment	conf_min_base_segment	estat_audicio
9	9	A-triple-consens	bé	pa-041	130.25-137.75	clips/pa-041__b__130.25.wav	sí	sí	sí	0.140	0.033	pendent
9	9	A-triple-consens	clar	pa-041	0.00-10.75	clips/pa-041__clar__0.00.wav	sí	sí	sí	0.031	0.116	pendent
9	9	A-triple-consens	crec	pa-041	56.25-62.75	clips/pa-041__crec__56.25.wav	sí	sí	sí	0.140	0.053	pendent
9	9	A-triple-consens	ensenyança	pa-041	523.25-531.75	clips/pa-041__ensenyan-a__523.25.wav	sí	sí	sí	0.441	0.101	pendent
9	9	A-triple-consens	evidentment	pa-041	353.25-360.75	clips/pa-041__evidentment__353.25.wav	sí	sí	sí	0.446	0.080	pendent
9	9	A-triple-consens	perquè	pa-041	69.25-76.75	clips/pa-041__perqu__69.25.wav	sí	sí	sí	0.031	0.109	pendent
9	9	A-triple-consens	perquè	pa-042	29.13-33.43	clips/pa-042__perqu__29.13.wav	sí	sí	sí	0.088	0.060	pendent
9	9	A-triple-consens	bueno	pa-043	0.00-3.75	clips/pa-043__bueno__0.00.wav	sí	sí	sí	0.045	0.058	pendent
9	9	A-triple-consens	crec	pa-043	102.25-108.75	clips/pa-043__crec__102.25.wav	sí	sí	sí	0.307	0.060	pendent
9	9	A-triple-consens	és a dir	pa-043	107.25-111.75	clips/pa-043__s-a-dir__107.25.wav	sí	sí	sí	0.123	0.113	pendent
9	9	A-triple-consens	a veure	pa-045	340.93-345.91	clips/pa-045__a-veure__340.93.wav	sí	sí	sí	0.069	0.011	pendent
9	9	A-triple-consens	bé	pa-045	83.49-91.43	clips/pa-045__b__83.49.wav	sí	sí	sí	0.020	0.026	pendent
9	9	A-triple-consens	clar	pa-045	399.85-405.95	clips/pa-045__clar__399.85.wav	sí	sí	sí	0.027	0.098	pendent
9	9	A-triple-consens	evidentment	pa-045	290.13-298.31	clips/pa-045__evidentment__290.13.wav	sí	sí	sí	0.052	0.064	pendent
9	9	A-triple-consens	llavors	pa-045	194.93-200.31	clips/pa-045__llavors__194.93.wav	sí	sí	sí	0.032	0.084	pendent
9	9	A-triple-consens	o sigui	pa-045	226.17-233.31	clips/pa-045__o-sigui__226.17.wav	sí	sí	sí	0.032	0.041	pendent
9	9	A-triple-consens	bé	pa-046	348.81-352.55	clips/pa-046__b__348.81.wav	sí	sí	sí	0.053	0.095	pendent
9	9	A-triple-consens	diguem	pa-046	626.01-630.19	clips/pa-046__diguem__626.01.wav	sí	sí	sí	0.044	0.058	pendent
9	9	A-triple-consens	doncs	pa-046	135.61-140.07	clips/pa-046__doncs__135.61.wav	sí	sí	sí	0.034	0.093	pendent
9	9	A-triple-consens	a nivell	pa-048	435.77-441.27	clips/pa-048__a-nivell__435.77.wav	sí	sí	sí	0.070	0.035	pendent
9	9	A-triple-consens	a veure	pa-048	393.93-397.03	clips/pa-048__a-veure__393.93.wav	sí	sí	sí	0.086	0.076	pendent
9	9	A-triple-consens	bé	pa-048	495.73-502.83	clips/pa-048__b__495.73.wav	sí	sí	sí	0.090	0.288	pendent
9	9	A-triple-consens	crec	pa-048	110.97-117.27	clips/pa-048__crec__110.97.wav	sí	sí	sí	0.111	0.197	pendent
9	9	A-triple-consens	llavors	pa-048	1244.97-1248.95	clips/pa-048__llavors__1244.97.wav	sí	sí	sí	0.031	0.019	pendent
9	9	A-triple-consens	o sigui	pa-048	581.65-585.99	clips/pa-048__o-sigui__581.65.wav	sí	sí	sí	0.102	0.119	pendent
9	9	A-triple-consens	vull dir	pa-048	993.69-999.19	clips/pa-048__vull-dir__993.69.wav	sí	sí	sí	0.103	0.093	pendent
9	9	A-triple-consens	és a dir	pa-048	1130.61-1135.31	clips/pa-048__s-a-dir__1130.61.wav	sí	sí	sí	0.052	0.106	pendent
9	9	A-triple-consens	a veure	pa-049	244.85-252.03	clips/pa-049__a-veure__244.85.wav	sí	sí	sí	0.083	0.080	pendent
9	9	A-triple-consens	bueno	pa-049	269.05-275.83	clips/pa-049__bueno__269.05.wav	sí	sí	sí	0.037	0.103	pendent
9	9	A-triple-consens	clar	pa-049	382.01-390.11	clips/pa-049__clar__382.01.wav	sí	sí	sí	0.070	0.069	pendent
9	9	A-triple-consens	crec	pa-049	371.85-383.51	clips/pa-049__crec__371.85.wav	sí	sí	sí	0.078	0.055	pendent
9	9	A-triple-consens	diguem	pa-049	213.13-220.43	clips/pa-049__diguem__213.13.wav	sí	sí	sí	0.070	0.075	pendent
9	9	A-triple-consens	o sigui	pa-049	365.21-373.35	clips/pa-049__o-sigui__365.21.wav	sí	sí	sí	0.060	0.055	pendent
9	9	A-triple-consens	perquè	pa-053	113.93-120.79	clips/pa-053__perqu__113.93.wav	sí	sí	sí	0.103	0.046	pendent
9	9	A-triple-consens	bueno	pa-054	51.69-55.75	clips/pa-054__bueno__51.69.wav	sí	sí	sí	0.104	0.041	pendent
9	9	A-triple-consens	perquè	pa-054	80.45-85.43	clips/pa-054__perqu__80.45.wav	sí	sí	sí	0.097	0.053	pendent
9	9	A-triple-consens	a nivell	pa-055	38.09-44.07	clips/pa-055__a-nivell__38.09.wav	sí	sí	sí	0.075	0.040	pendent
9	9	A-triple-consens	a veure	pa-055	63.89-68.59	clips/pa-055__a-veure__63.89.wav	sí	sí	sí	0.023	0.032	pendent
9	9	A-triple-consens	evidentment	pa-055	1644.01-1651.31	clips/pa-055__evidentment__1644.01.wav	sí	sí	sí	0.010	0.062	pendent
9	9	A-triple-consens	perquè	pa-055	148.53-153.11	clips/pa-055__perqu__148.53.wav	sí	sí	sí	0.014	0.100	pendent
9	9	A-triple-consens	reformeta	pa-055	139.05-145.83	clips/pa-055__reformeta__139.05.wav	sí	sí	sí	0.058	0.026	pendent
9	9	A-triple-consens	a veure	pa-056	673.21-676.71	clips/pa-056__a-veure__673.21.wav	sí	sí	sí	0.062	0.155	pendent
9	9	A-triple-consens	clar	pa-056	62.45-66.87	clips/pa-056__clar__62.45.wav	sí	sí	sí	0.016	0.077	pendent
9	9	A-triple-consens	crec	pa-056	347.05-353.03	clips/pa-056__crec__347.05.wav	sí	sí	sí	0.042	0.042	pendent
9	9	A-triple-consens	evidentment	pa-056	43.45-48.59	clips/pa-056__evidentment__43.45.wav	sí	sí	sí	0.088	0.063	pendent
9	9	A-triple-consens	perquè	pa-056	31.73-35.07	clips/pa-056__perqu__31.73.wav	sí	sí	sí	0.016	0.041	pendent
9	9	A-triple-consens	tirar endavant	pa-056	185.53-189.19	clips/pa-056__tirar-endavant__185.53.wav	sí	sí	sí	0.040	0.062	pendent
9	9	A-triple-consens	vull dir	pa-056	842.65-848.07	clips/pa-056__vull-dir__842.65.wav	sí	sí	sí	0.156	0.078	pendent
9	9	A-triple-consens	diguem	pa-057	929.81-935.31	clips/pa-057__diguem__929.81.wav	sí	sí	sí	0.254	0.183	pendent
9	9	A-triple-consens	llavors	pa-057	42.85-47.99	clips/pa-057__llavors__42.85.wav	sí	sí	sí	0.023	0.118	pendent
9	9	A-triple-consens	perquè	pa-057	249.45-254.11	clips/pa-057__perqu__249.45.wav	sí	sí	sí	0.035	0.029	pendent
9	9	A-triple-consens	a nivell	pa-058	188.37-191.87	clips/pa-058__a-nivell__188.37.wav	sí	sí	sí	0.050	0.100	pendent
9	9	A-triple-consens	diguem	pa-058	715.21-718.91	clips/pa-058__diguem__715.21.wav	sí	sí	sí	0.062	0.081	pendent
9	9	A-triple-consens	perquè	pa-058	91.09-96.47	clips/pa-058__perqu__91.09.wav	sí	sí	sí	0.025	0.011	pendent
9	9	A-triple-consens	vull dir	pa-058	975.13-979.55	clips/pa-058__vull-dir__975.13.wav	sí	sí	sí	0.125	0.136	pendent
9	9	A-triple-consens	és a dir	pa-058	74.41-79.87	clips/pa-058__s-a-dir__74.41.wav	sí	sí	sí	0.040	0.090	pendent
9	9	A-triple-consens	a nivell	pa-059	142.93-150.35	clips/pa-059__a-nivell__142.93.wav	sí	sí	sí	0.045	0.102	pendent
9	9	A-triple-consens	clar	pa-059	36.61-42.23	clips/pa-059__clar__36.61.wav	sí	sí	sí	0.045	0.038	pendent
9	9	A-triple-consens	perquè	pa-059	4.09-12.43	clips/pa-059__perqu__4.09.wav	sí	sí	sí	0.040	0.152	pendent
9	9	A-triple-consens	tirar endavant	pa-059	49.77-54.87	clips/pa-059__tirar-endavant__49.77.wav	sí	sí	sí	0.137	0.233	pendent
9	9	A-triple-consens	vull dir	pa-059	271.81-279.35	clips/pa-059__vull-dir__271.81.wav	sí	sí	sí	0.054	0.097	pendent
9	9	A-triple-consens	és a dir	pa-059	487.81-491.67	clips/pa-059__s-a-dir__487.81.wav	sí	sí	sí	0.271	0.091	pendent
9	9	A-triple-consens	a veure	pa-060	268.57-272.67	clips/pa-060__a-veure__268.57.wav	sí	sí	sí	0.052	0.032	pendent
9	9	A-triple-consens	crec	pa-060	42.05-50.19	clips/pa-060__crec__42.05.wav	sí	sí	sí	0.070	0.097	pendent
9	9	A-triple-consens	de fet	pa-060	72.57-78.35	clips/pa-060__de-fet__72.57.wav	sí	sí	sí	0.114	0.143	pendent
9	9	A-triple-consens	perquè	pa-060	29.05-34.75	clips/pa-060__perqu__29.05.wav	sí	sí	sí	0.047	0.094	pendent
9	9	A-triple-consens	és a dir	pa-060	207.33-213.63	clips/pa-060__s-a-dir__207.33.wav	sí	sí	sí	0.046	0.117	pendent
9	9	A-triple-consens	a nivell	pa-061	1357.21-1360.71	clips/pa-061__a-nivell__1357.21.wav	sí	sí	sí	0.110	0.098	pendent
9	9	A-triple-consens	a veure	pa-061	579.17-583.39	clips/pa-061__a-veure__579.17.wav	sí	sí	sí	0.098	0.052	pendent
9	9	A-triple-consens	bueno	pa-061	171.05-174.55	clips/pa-061__bueno__171.05.wav	sí	sí	sí	0.017	0.059	pendent
9	9	A-triple-consens	bé	pa-061	662.89-667.43	clips/pa-061__b__662.89.wav	sí	sí	sí	0.012	0.047	pendent
9	9	A-triple-consens	crec	pa-061	428.85-435.63	clips/pa-061__crec__428.85.wav	sí	sí	sí	0.105	0.069	pendent
9	9	A-triple-consens	evidentment	pa-061	672.69-677.43	clips/pa-061__evidentment__672.69.wav	sí	sí	sí	0.094	0.114	pendent
9	9	A-triple-consens	llavors	pa-061	380.77-385.15	clips/pa-061__llavors__380.77.wav	sí	sí	sí	0.055	0.046	pendent
9	9	A-triple-consens	bueno	pa-062	297.17-302.03	clips/pa-062__bueno__297.17.wav	sí	sí	sí	0.112	0.074	pendent
9	9	A-triple-consens	crec	pa-062	1037.89-1041.47	clips/pa-062__crec__1037.89.wav	sí	sí	sí	0.037	0.002	pendent
9	9	A-triple-consens	diguem	pa-062	191.37-197.03	clips/pa-062__diguem__191.37.wav	sí	sí	sí	0.096	0.129	pendent
9	9	A-triple-consens	perquè	pa-062	73.97-78.19	clips/pa-062__perqu__73.97.wav	sí	sí	sí	0.018	0.217	pendent
9	9	A-triple-consens	és a dir	pa-062	973.65-980.31	clips/pa-062__s-a-dir__973.65.wav	sí	sí	sí	0.023	0.092	pendent
9	9	A-triple-consens	a nivell	pa-063	1143.61-1148.07	clips/pa-063__a-nivell__1143.61.wav	sí	sí	sí	0.116	0.031	pendent
9	9	A-triple-consens	a veure	pa-063	402.13-408.03	clips/pa-063__a-veure__402.13.wav	sí	sí	sí	0.064	0.198	pendent
9	9	A-triple-consens	bé	pa-063	105.97-110.35	clips/pa-063__b__105.97.wav	sí	sí	sí	0.014	0.037	pendent
9	9	A-triple-consens	clar	pa-063	392.49-397.11	clips/pa-063__clar__392.49.wav	sí	sí	sí	0.091	0.106	pendent
9	9	A-triple-consens	doncs	pa-063	609.05-614.11	clips/pa-063__doncs__609.05.wav	sí	sí	sí	0.086	0.108	pendent
9	9	A-triple-consens	llavors	pa-063	39.49-44.79	clips/pa-063__llavors__39.49.wav	sí	sí	sí	0.030	0.115	pendent
9	9	A-triple-consens	perquè	pa-063	142.61-146.79	clips/pa-063__perqu__142.61.wav	sí	sí	sí	0.004	0.047	pendent
9	9	A-triple-consens	a veure	pa-064	587.61-591.67	clips/pa-064__a-veure__587.61.wav	sí	sí	sí	0.008	0.069	pendent
9	9	A-triple-consens	bé	pa-064	97.93-104.11	clips/pa-064__b__97.93.wav	sí	sí	sí	0.028	0.075	pendent
9	9	A-triple-consens	clar	pa-064	109.97-115.87	clips/pa-064__clar__109.97.wav	sí	sí	sí	0.078	0.035	pendent
9	9	A-triple-consens	crec	pa-064	1335.77-1345.39	clips/pa-064__crec__1335.77.wav	sí	sí	sí	0.068	0.130	pendent
9	9	A-triple-consens	o sigui	pa-064	36.73-40.23	clips/pa-064__o-sigui__36.73.wav	sí	sí	sí	0.024	0.088	pendent
9	9	A-triple-consens	és a dir	pa-064	258.61-265.03	clips/pa-064__s-a-dir__258.61.wav	sí	sí	sí	0.021	0.042	pendent
9	9	A-triple-consens	bé	pa-065	138.57-144.67	clips/pa-065__b__138.57.wav	sí	sí	sí	0.019	0.082	pendent
9	9	A-triple-consens	clar	pa-065	221.29-226.15	clips/pa-065__clar__221.29.wav	sí	sí	sí	0.029	0.132	pendent
9	9	A-triple-consens	crec	pa-065	1276.85-1281.67	clips/pa-065__crec__1276.85.wav	sí	sí	sí	0.037	0.093	pendent
9	9	A-triple-consens	doncs	pa-065	157.49-162.27	clips/pa-065__doncs__157.49.wav	sí	sí	sí	0.057	0.072	pendent
9	9	A-triple-consens	o sigui	pa-065	191.65-195.15	clips/pa-065__o-sigui__191.65.wav	sí	sí	sí	0.068	0.163	pendent
9	9	A-triple-consens	perquè	pa-065	129.17-134.51	clips/pa-065__perqu__129.17.wav	sí	sí	sí	0.037	0.106	pendent
9	9	A-triple-consens	és a dir	pa-065	221.29-226.15	clips/pa-065__s-a-dir__221.29.wav	sí	sí	sí	0.036	0.132	pendent
9	9	A-triple-consens	a nivell	pa-066	25.21-29.71	clips/pa-066__a-nivell__25.21.wav	sí	sí	sí	0.219	0.118	pendent
9	9	A-triple-consens	bueno	pa-066	357.23-362.57	clips/pa-066__bueno__357.23.wav	sí	sí	sí	0.039	0.053	pendent
9	9	A-triple-consens	bé	pa-066	10.13-15.71	clips/pa-066__b__10.13.wav	sí	sí	sí	0.082	0.110	pendent
9	9	A-triple-consens	crec	pa-066	219.63-227.13	clips/pa-066__crec__219.63.wav	sí	sí	sí	0.156	0.125	pendent
9	9	A-triple-consens	de fet	pa-066	44.37-49.71	clips/pa-066__de-fet__44.37.wav	sí	sí	sí	0.088	0.073	pendent
9	9	A-triple-consens	evidentment	pa-066	89.75-95.41	clips/pa-066__evidentment__89.75.wav	sí	sí	sí	0.045	0.018	pendent
9	9	A-triple-consens	llavors	pa-066	16.21-20.35	clips/pa-066__llavors__16.21.wav	sí	sí	sí	0.052	0.118	pendent
9	9	A-triple-consens	perquè	pa-066	21.81-26.71	clips/pa-066__perqu__21.81.wav	sí	sí	sí	0.056	0.122	pendent
7	7	D-divergent	diguem	pa-009	60.25-66.75	clips/pa-009__diguem__60.25.wav	sí	sí	no	0.583	0.121	pendent
7	7	D-divergent	a nivell	pa-049	1396.25-1400.75	clips/pa-049__a-nivell__1396.25.wav	sí	sí	no	0.570	0.077	pendent
9	7	D-divergent	doncs	pa-004	416.21-423.31	clips/pa-004__doncs__416.21.wav	sí	sí	no	0.044	0.052	pendent
9	7	D-divergent	clar	pa-005	155.93-159.99	clips/pa-005__clar__155.93.wav	sí	sí	no	0.063	0.104	pendent
9	7	D-divergent	evidentment	pa-006	124.25-131.75	clips/pa-006__evidentment__124.25.wav	sí	sí	no	0.064	0.181	pendent
9	7	D-divergent	diguem	pa-008	374.25-379.75	clips/pa-008__diguem__374.25.wav	sí	sí	no	0.267	0.051	pendent
9	7	D-divergent	doncs	pa-008	55.25-59.75	clips/pa-008__doncs__55.25.wav	sí	sí	no	0.152	0.045	pendent
9	7	D-divergent	bé	pa-010	24.65-31.67	clips/pa-010__b__24.65.wav	sí	sí	no	0.057	0.031	pendent
9	7	D-divergent	doncs	pa-012	411.25-416.75	clips/pa-012__doncs__411.25.wav	sí	sí	no	0.252	0.027	pendent
9	7	D-divergent	evidentment	pa-013	530.29-540.27	clips/pa-013__evidentment__530.29.wav	sí	sí	no	0.145	0.208	pendent
9	7	D-divergent	doncs	pa-014	180.05-188.55	clips/pa-014__doncs__180.05.wav	sí	sí	no	0.141	0.052	pendent
9	7	D-divergent	és a dir	pa-014	95.45-107.35	clips/pa-014__s-a-dir__95.45.wav	sí	sí	no	0.074	0.088	pendent
9	7	D-divergent	bueno	pa-016	93.17-100.83	clips/pa-016__bueno__93.17.wav	sí	sí	no	0.086	0.127	pendent
9	7	D-divergent	bé	pa-018	210.65-215.47	clips/pa-018__b__210.65.wav	sí	sí	no	0.066	0.141	pendent
9	7	D-divergent	és a dir	pa-018	74.49-79.83	clips/pa-018__s-a-dir__74.49.wav	sí	sí	no	0.089	0.129	pendent
9	7	D-divergent	doncs	pa-019	46.25-49.75	clips/pa-019__doncs__46.25.wav	sí	sí	no	0.177	0.077	pendent
9	7	D-divergent	evidentment	pa-020	117.57-122.27	clips/pa-020__evidentment__117.57.wav	sí	sí	no	0.038	0.057	pendent
9	7	D-divergent	tirar endavant	pa-020	33.45-36.95	clips/pa-020__tirar-endavant__33.45.wav	sí	sí	no	0.048	0.041	pendent
9	7	D-divergent	clar	pa-021	125.89-131.23	clips/pa-021__clar__125.89.wav	sí	sí	no	0.044	0.094	pendent
9	7	D-divergent	de fet	pa-022	420.21-424.71	clips/pa-022__de-fet__420.21.wav	sí	sí	no	0.113	0.081	pendent
9	7	D-divergent	crec	pa-023	42.93-50.23	clips/pa-023__crec__42.93.wav	sí	sí	no	0.063	0.036	pendent
9	7	D-divergent	bueno	pa-025	909.25-914.07	clips/pa-025__bueno__909.25.wav	sí	sí	no	0.048	0.120	pendent
9	7	D-divergent	bé	pa-025	1023.77-1027.67	clips/pa-025__b__1023.77.wav	sí	sí	no	0.147	0.085	pendent
9	7	D-divergent	doncs	pa-025	59.89-66.03	clips/pa-025__doncs__59.89.wav	sí	sí	no	0.022	0.131	pendent
9	7	D-divergent	vull dir	pa-025	643.73-649.59	clips/pa-025__vull-dir__643.73.wav	sí	sí	no	0.170	0.036	pendent
9	7	D-divergent	és a dir	pa-025	64.61-70.95	clips/pa-025__s-a-dir__64.61.wav	sí	sí	no	0.059	0.106	pendent
9	7	D-divergent	bueno	pa-026	194.89-200.75	clips/pa-026__bueno__194.89.wav	sí	sí	no	0.034	0.090	pendent
9	7	D-divergent	clar	pa-026	6.33-9.67	clips/pa-026__clar__6.33.wav	sí	sí	no	0.033	0.077	pendent
9	7	D-divergent	evidentment	pa-026	1648.81-1653.83	clips/pa-026__evidentment__1648.81.wav	sí	sí	no	0.103	0.101	pendent
9	7	D-divergent	és a dir	pa-026	64.09-68.39	clips/pa-026__s-a-dir__64.09.wav	sí	sí	no	0.041	0.316	pendent
9	7	D-divergent	bé	pa-027	30.97-36.55	clips/pa-027__b__30.97.wav	sí	sí	no	0.047	0.095	pendent
9	7	D-divergent	doncs	pa-027	18.01-24.51	clips/pa-027__doncs__18.01.wav	sí	sí	no	0.034	0.081	pendent
9	7	D-divergent	bueno	pa-028	28.37-32.59	clips/pa-028__bueno__28.37.wav	sí	sí	no	0.022	0.028	pendent
9	7	D-divergent	diguem	pa-028	168.89-174.15	clips/pa-028__diguem__168.89.wav	sí	sí	no	0.067	0.095	pendent
9	7	D-divergent	perquè	pa-028	142.89-147.99	clips/pa-028__perqu__142.89.wav	sí	sí	no	0.047	0.071	pendent
9	7	D-divergent	clar	pa-029	358.61-362.11	clips/pa-029__clar__358.61.wav	sí	sí	no	0.224	0.085	pendent
9	7	D-divergent	clar	pa-030	61.89-66.83	clips/pa-030__clar__61.89.wav	sí	sí	no	0.033	0.145	pendent
9	7	D-divergent	perquè	pa-030	31.89-36.39	clips/pa-030__perqu__31.89.wav	sí	sí	no	0.022	0.114	pendent
9	7	D-divergent	bueno	pa-031	111.73-115.67	clips/pa-031__bueno__111.73.wav	sí	sí	no	0.019	0.108	pendent
9	7	D-divergent	vull dir	pa-031	207.77-212.75	clips/pa-031__vull-dir__207.77.wav	sí	sí	no	0.108	0.078	pendent
9	7	D-divergent	doncs	pa-033	6.61-10.79	clips/pa-033__doncs__6.61.wav	sí	sí	no	0.092	0.092	pendent
9	7	D-divergent	clar	pa-034	55.05-59.71	clips/pa-034__clar__55.05.wav	sí	sí	no	0.039	0.096	pendent
9	7	D-divergent	perquè	pa-034	51.85-56.47	clips/pa-034__perqu__51.85.wav	sí	sí	no	0.025	0.163	pendent
9	7	D-divergent	bé	pa-035	715.81-720.31	clips/pa-035__b__715.81.wav	sí	sí	no	0.071	0.190	pendent
9	7	D-divergent	evidentment	pa-035	472.93-481.79	clips/pa-035__evidentment__472.93.wav	sí	sí	no	0.047	0.135	pendent
9	7	D-divergent	llavors	pa-036	535.25-538.75	clips/pa-036__llavors__535.25.wav	sí	sí	no	0.400	0.075	pendent
9	7	D-divergent	diguem	pa-038	251.25-260.55	clips/pa-038__diguem__251.25.wav	sí	sí	no	0.022	0.157	pendent
9	7	D-divergent	bueno	pa-039	530.89-537.23	clips/pa-039__bueno__530.89.wav	sí	sí	no	0.182	0.077	pendent
9	7	D-divergent	clar	pa-039	45.29-49.71	clips/pa-039__clar__45.29.wav	sí	sí	no	0.031	0.061	pendent
9	7	D-divergent	bé	pa-040	32.81-38.63	clips/pa-040__b__32.81.wav	sí	sí	no	0.070	0.075	pendent
9	7	D-divergent	doncs	pa-040	210.05-214.99	clips/pa-040__doncs__210.05.wav	sí	sí	no	0.095	0.122	pendent
9	7	D-divergent	doncs	pa-041	209.25-217.75	clips/pa-041__doncs__209.25.wav	sí	sí	no	0.322	0.014	pendent
9	7	D-divergent	llavors	pa-041	108.25-115.75	clips/pa-041__llavors__108.25.wav	sí	sí	no	0.244	0.182	pendent
9	7	D-divergent	és a dir	pa-041	259.25-265.75	clips/pa-041__s-a-dir__259.25.wav	sí	sí	no	0.217	0.029	pendent
9	7	D-divergent	clar	pa-042	101.97-106.63	clips/pa-042__clar__101.97.wav	sí	sí	no	0.047	0.106	pendent
9	7	D-divergent	crec	pa-042	32.01-37.35	clips/pa-042__crec__32.01.wav	sí	sí	no	0.054	0.171	pendent
9	7	D-divergent	doncs	pa-043	15.25-19.75	clips/pa-043__doncs__15.25.wav	sí	sí	no	0.326	0.037	pendent
9	7	D-divergent	aleshores	pa-045	1193.41-1197.91	clips/pa-045__aleshores__1193.41.wav	sí	sí	no	0.271	0.139	pendent
9	7	D-divergent	bueno	pa-045	261.05-270.91	clips/pa-045__bueno__261.05.wav	sí	sí	no	0.019	0.032	pendent
9	7	D-divergent	crec	pa-045	240.61-245.63	clips/pa-045__crec__240.61.wav	sí	sí	no	0.041	0.037	pendent
9	7	D-divergent	bueno	pa-046	128.01-131.51	clips/pa-046__bueno__128.01.wav	sí	sí	no	0.016	0.103	pendent
9	7	D-divergent	crec	pa-046	208.41-212.47	clips/pa-046__crec__208.41.wav	sí	sí	no	0.045	0.095	pendent
9	7	D-divergent	evidentment	pa-046	705.69-711.03	clips/pa-046__evidentment__705.69.wav	sí	sí	no	0.080	0.055	pendent
9	7	D-divergent	bueno	pa-048	227.17-233.03	clips/pa-048__bueno__227.17.wav	sí	sí	no	0.067	0.071	pendent
9	7	D-divergent	clar	pa-048	389.65-392.15	clips/pa-048__clar__389.65.wav	sí	sí	no	0.055	0.039	pendent
9	7	D-divergent	bueno	pa-055	194.93-200.67	clips/pa-055__bueno__194.93.wav	sí	sí	no	0.015	0.032	pendent
9	7	D-divergent	bé	pa-055	358.57-362.07	clips/pa-055__b__358.57.wav	sí	sí	no	0.018	0.055	pendent
9	7	D-divergent	clar	pa-055	6.29-9.67	clips/pa-055__clar__6.29.wav	sí	sí	no	0.038	0.082	pendent
9	7	D-divergent	és a dir	pa-055	63.89-68.59	clips/pa-055__s-a-dir__63.89.wav	sí	sí	no	0.032	0.032	pendent
9	7	D-divergent	bueno	pa-056	458.97-462.83	clips/pa-056__bueno__458.97.wav	sí	sí	no	0.073	0.062	pendent
9	7	D-divergent	és a dir	pa-056	7.45-10.87	clips/pa-056__s-a-dir__7.45.wav	sí	sí	no	0.031	0.086	pendent
9	7	D-divergent	bueno	pa-058	23.17-28.91	clips/pa-058__bueno__23.17.wav	sí	sí	no	0.035	0.096	pendent
9	7	D-divergent	crec	pa-058	6.69-12.71	clips/pa-058__crec__6.69.wav	sí	sí	no	0.043	0.051	pendent
9	7	D-divergent	llavors	pa-059	361.49-368.39	clips/pa-059__llavors__361.49.wav	sí	sí	no	0.100	0.057	pendent
9	7	D-divergent	clar	pa-061	376.69-382.19	clips/pa-061__clar__376.69.wav	sí	sí	no	0.024	0.030	pendent
9	7	D-divergent	perquè	pa-061	117.17-123.75	clips/pa-061__perqu__117.17.wav	sí	sí	no	0.042	0.075	pendent
9	7	D-divergent	bé	pa-062	401.61-406.47	clips/pa-062__b__401.61.wav	sí	sí	no	0.074	0.094	pendent
9	7	D-divergent	clar	pa-062	202.37-208.31	clips/pa-062__clar__202.37.wav	sí	sí	no	0.055	0.102	pendent
9	7	D-divergent	doncs	pa-064	456.73-460.43	clips/pa-064__doncs__456.73.wav	sí	sí	no	0.040	0.079	pendent
9	7	D-divergent	evidentment	pa-064	485.89-491.71	clips/pa-064__evidentment__485.89.wav	sí	sí	no	0.075	0.041	pendent
9	7	D-divergent	vull dir	pa-065	1401.05-1404.55	clips/pa-065__vull-dir__1401.05.wav	sí	sí	no	0.365	0.065	pendent
6	6	B-doble-ASR	perquè	pa-008	55.25-59.75	clips/pa-008__perqu__55.25.wav	sí	no	sí	0.056		pendent
6	6	B-doble-ASR	bé	pa-012	160.25-164.75	clips/pa-012__b__160.25.wav	sí	no	sí	0.272		pendent
6	6	B-doble-ASR	doncs	pa-013	56.85-61.87	clips/pa-013__doncs__56.85.wav	sí	no	sí	0.128		pendent
6	6	B-doble-ASR	bé	pa-014	165.65-181.55	clips/pa-014__b__165.65.wav	sí	no	sí	0.197		pendent
6	6	B-doble-ASR	clar	pa-014	978.45-982.95	clips/pa-014__clar__978.45.wav	sí	no	sí	0.451		pendent
6	6	B-doble-ASR	vull dir	pa-014	19.65-30.15	clips/pa-014__vull-dir__19.65.wav	sí	no	sí	0.116		pendent
6	6	B-doble-ASR	bé	pa-015	42.25-48.75	clips/pa-015__b__42.25.wav	sí	no	sí	0.237		pendent
6	6	B-doble-ASR	evidentment	pa-017	152.25-161.75	clips/pa-017__evidentment__152.25.wav	sí	no	sí	0.177		pendent
6	6	B-doble-ASR	llavors	pa-018	1055.09-1058.87	clips/pa-018__llavors__1055.09.wav	sí	no	sí	0.068		pendent
6	6	B-doble-ASR	perquè	pa-019	101.25-105.75	clips/pa-019__perqu__101.25.wav	sí	no	sí	0.134		pendent
6	6	B-doble-ASR	a nivell	pa-020	409.37-414.43	clips/pa-020__a-nivell__409.37.wav	sí	no	sí	0.098		pendent
6	6	B-doble-ASR	a veure	pa-021	108.77-116.95	clips/pa-021__a-veure__108.77.wav	sí	no	sí	0.099		pendent
6	6	B-doble-ASR	bé	pa-021	257.61-263.59	clips/pa-021__b__257.61.wav	sí	no	sí	0.034		pendent
6	6	B-doble-ASR	bé	pa-022	270.45-275.35	clips/pa-022__b__270.45.wav	sí	no	sí	0.058		pendent
6	6	B-doble-ASR	vull dir	pa-022	308.17-312.27	clips/pa-022__vull-dir__308.17.wav	sí	no	sí	0.038		pendent
6	6	B-doble-ASR	bueno	pa-023	96.81-100.35	clips/pa-023__bueno__96.81.wav	sí	no	sí	0.035		pendent
