forma	id_persona	interval_escolta	interval_base	clip	estat_clip	sha256	duracio_s
bueno	pa-063	801.17-804.67		clips/pa-063__bueno__801.17.wav	existent-extraient-sense-overlap	fa649606ad3227584c38aa0f1a868faeb1edf402f62cfec02b58efc2b5bca3c2	3.500
bueno	pa-065	1389.05-1393.75		clips/pa-065__bueno__1389.05.wav	existent-extraient-sense-overlap	88f28418eb8ecb704c8304edae29daffdd580009da4ac58c2a3d5def609b7194	4.700
bueno	pa-066	357.23-362.57	358.08-363.44	clips/pa-066__bueno__357.23.wav	generat	8ed8e7a1a01fb2743b592fc06dad5b50f6e56f99256fe92029fa58f22ff2b7a7	5.340
clar	pa-001	129.77-134.51		clips/pa-001__clar__129.77.wav	existent-extraient-sense-overlap	1908ef66ecd39e0bee1be361bede73f49a589cb68dd058c8028c4fda4fea905e	4.740
clar	pa-002	186.25-190.75		clips/pa-002__clar__186.25.wav	existent-extraient-sense-overlap	c6839448e8fb55f52873bb34d7f715f525e8e2e2d44ff10f147942bed8b0aa0c	4.500
clar	pa-003	451.89-459.15		clips/pa-003__clar__451.89.wav	existent-extraient-sense-overlap	991dca80dc0beb94fa67d90e36ed6e59db676d92cb368aaa0be0418a8b65fb97	7.260
clar	pa-005	155.93-159.99	157.68-164.68	clips/pa-005__clar__155.93.wav	existent	a7f3758bf94fa8a725e2cea74402d6a35547dcdd957539843eabc13a33e0ee29	4.060
clar	pa-006	379.25-383.75		clips/pa-006__clar__379.25.wav	existent-extraient-sense-overlap	8726400b517fb9572a5f0a9e3749e00bb4a4665506377ce8c3ebbb7416d88f6c	4.500
clar	pa-007	344.25-349.75	345.12-351.44	clips/pa-007__clar__344.25.wav	existent	863958a4a11fc83946d741de9a4ae8e2831044645b0c24c771b2b80aa539fa78	5.500
clar	pa-008	841.25-846.75	841.48-846.48	clips/pa-008__clar__841.25.wav	existent	ad7d6db8749635e60cb305eb402f3a82ebe0cf88f7ef0b9acd77ee72d1fd75b8	5.500
clar	pa-009	99.25-105.75	100.52-102.36	clips/pa-009__clar__99.25.wav	existent	efed7fab4d7e4e83e12e0fb597746b1ac7679d593a53f6d51461db5b4e90905d	6.500
clar	pa-010	334.85-339.35	335.72-338.52	clips/pa-010__clar__334.85.wav	existent	5f880ecdc700d1894c240df5b3ff38246092008085ba9b90f26ff09bd4540f4e	4.500
clar	pa-014	978.45-982.95		clips/pa-014__clar__978.45.wav	existent-extraient-sense-overlap	218b4cc294a09e69e19befded6da6a06061fd0624734a0d30254857fcc6393a8	4.500
clar	pa-016	175.69-180.35	175.92-179.28	clips/pa-016__clar__175.69.wav	existent	53417c5937ebd77eea674c73a53a00c5def89cc1388d4d9ba7af2c08352a5321	4.660
clar	pa-017	34.45-42.35	35.28-41.52	clips/pa-017__clar__34.45.wav	existent	af312c7026f7ee8277a947a1f0ee4eae5b3cc637ce0450d40bf05c79ba88bd85	7.900
clar	pa-018	112.73-117.35		clips/pa-018__clar__112.73.wav	existent-extraient-sense-overlap	9f99c40c90b527107f14fef527032d9f8906eb3379b001ebc8d3c14d13de7a77	4.620
clar	pa-019	415.25-419.75		clips/pa-019__clar__415.25.wav	existent-extraient-sense-overlap	668cf4a7ad0f0a538d2f432f86d3d38fa5ff0c2e511cc31da8c27277f66af70e	4.500
clar	pa-020	89.81-94.31	90.60-95.16	clips/pa-020__clar__89.81.wav	existent	d75e9b20dcd5527823d263a7bb16b4bb1503efbd33c615801fde083f9c9804eb	4.500
clar	pa-021	125.89-131.23	126.60-130.48	clips/pa-021__clar__125.89.wav	existent	a913f12752af63b9fb420bf3f07d16ae26899951962f41db96261006b8cd764d	5.340
clar	pa-022	107.73-113.11	108.40-110.92	clips/pa-022__clar__107.73.wav	existent	e9a457dd00829350bb1cd8d5427e351a52d5363a4c2877a49f4e6d076eb4c7d1	5.380
clar	pa-024	648.09-656.83		clips/pa-024__clar__648.09.wav	existent-extraient-sense-overlap	be55c69e1f0b1c7f3ec433cdd1244c6d8c47f85b9c12a199d31cc8ef88bd1881	8.740
clar	pa-025	116.09-119.95		clips/pa-025__clar__116.09.wav	existent-extraient-sense-overlap	46494f8ec2e92591568b22d9a59e10df8399f80880302ddd3678715240190c57	3.860
clar	pa-026	6.33-9.67	7.16-8.88	clips/pa-026__clar__6.33.wav	existent	1d49e01fa80a08bbda2aa49c7ebdb27cb1e1603703304f86d6bef7ef20814dfe	3.340
clar	pa-027	35.13-40.47		clips/pa-027__clar__35.13.wav	existent-extraient-sense-overlap	9d8ba029161adf8c61335b298092d1a09bc100a57a7c12c8ae9f809a4fc5bd1a	5.340
clar	pa-028	290.33-295.15	291.00-295.12	clips/pa-028__clar__290.33.wav	existent	7a8fcc4e174d2133f4d84a6e5fa4cbe7930766f7184da3dcb28d785e3899110f	4.820
clar	pa-029	358.61-362.11	358.28-363.28	clips/pa-029__clar__358.61.wav	existent	87ecea6d257f5da503c66a8e517dab342f32eb1a5275bac62c8d24dda54a74dd	3.500
clar	pa-030	61.89-66.83	62.40-66.00	clips/pa-030__clar__61.89.wav	existent	759b80baa9808fbaec47e8a3436ea20e520e4c779823b92e8c720cf3abef2ff6	4.940
clar	pa-031	154.57-158.95		clips/pa-031__clar__154.57.wav	existent-extraient-sense-overlap	10f948731d0a7cb883305dc1da54266020830d4a347d2dc1ecdb41b3e1e9cf75	4.380
clar	pa-032	155.33-162.15	156.08-160.60	clips/pa-032__clar__155.33.wav	existent	846365fa08da239dccd9a5a3ed12b80a4d507b4ea1436808dea82c94d5d2bbde	6.820
clar	pa-033	54.49-57.67	54.80-57.52	clips/pa-033__clar__54.49.wav	existent	9fde768e2bbb3890c1286e6232445126a385643e4ff6e0a5009872803c47f3f3	3.180
clar	pa-034	55.05-59.71	56.00-59.24	clips/pa-034__clar__55.05.wav	existent	6e24a95f03374284bd9534cbd2568433bbff99f0eb18f012402d5b93ab7a47f9	4.660
clar	pa-035	223.61-233.59		clips/pa-035__clar__223.61.wav	existent-extraient-sense-overlap	717cb21087aa7774e57f37a538421d8db9c6f742df244243eef4e2899876dbd1	9.980
clar	pa-036	136.45-147.15	140.04-146.28	clips/pa-036__clar__136.45.wav	existent	20cc605a72028b4133fee24acc6d8027bd03a752cb74eecbbb503cf86f111062	10.700
clar	pa-037	186.29-198.91		clips/pa-037__clar__186.29.wav	existent-extraient-sense-overlap	73d73c3562dcacc6e849e7c1a2734f4e4eae27304de9809df796b491ea1188a1	12.620
clar	pa-038	96.41-101.31	99.84-103.84	clips/pa-038__clar__96.41.wav	existent	04d4613595fd21b42a10322f146d76f8c5ae685057542168ab046d87e50d4eb8	4.900
clar	pa-039	45.29-49.71	46.00-48.88	clips/pa-039__clar__45.29.wav	existent	93389b5c50195a6f48c4256f2f2a8fc8b5e6af26a01369b63123b5a317eb803c	4.420
clar	pa-041	0.00-10.75	3.40-9.20	clips/pa-041__clar__0.00.wav	existent	8a78e3b7550e1bfa0ede3ba57a9757ef0ee59a12f06a149797408b5e50e1b873	10.750
clar	pa-042	101.97-106.63	99.40-102.44	clips/pa-042__clar__101.97.wav	existent	1b7a4de95f014e88625785c7c8788f9f87cd04a944542d64c66df2be0dba01d2	4.660
clar	pa-045	399.85-405.95	400.48-405.20	clips/pa-045__clar__399.85.wav	existent	512b50fe62e74c159ca6f43e8bf607bdbad775cd06d5d9177e4a69471db78924	6.100
clar	pa-046	172.53-177.71		clips/pa-046__clar__172.53.wav	existent-extraient-sense-overlap	c857ae81e31bbea074db46f4b57609fff303f00678938c1cfac5bd4e592941c3	5.180
clar	pa-048	389.65-392.15	390.28-391.28	clips/pa-048__clar__389.65.wav	existent	61e1c0b496edb4b519e8f1d57f9def04696d8e91a9bd1bb247dbff87e177fd42	2.500
clar	pa-049	382.01-390.11	382.56-385.60	clips/pa-049__clar__382.01.wav	existent	c3bf269cec30303c81a2ba4e662150801834f8642b0e39dbaa49df755e4e4975	8.100
clar	pa-051	161.85-167.07		clips/pa-051__clar__161.85.wav	existent-extraient-sense-overlap	545932defa84f6321f60fb9f8544bbb9c24df1c4bfd7d943082b9341fe070151	5.220
clar	pa-052	59.97-64.67		clips/pa-052__clar__59.97.wav	existent-extraient-sense-overlap	738d7c352c58f00979f5959fd7f04bf013195fcbd3c72b83315bd050ed7d4c21	4.700
clar	pa-055	6.29-9.67	7.12-8.84	clips/pa-055__clar__6.29.wav	existent	63b2c87679de74c726e44daf350da1e6c2406c7ec39a8a446600f0b4c9b063f7	3.380
clar	pa-056	62.45-66.87	62.64-66.20	clips/pa-056__clar__62.45.wav	existent	ced37f6983faa095bef188c9472cac2a64e98688ad844a3e1f2eda35829d1268	4.420
clar	pa-057	357.57-364.07		clips/pa-057__clar__357.57.wav	existent-extraient-sense-overlap	6ae3c85ca2e9e8ba771756a9e36130f54f57aecdacb0fedb71b15c36eedd4794	6.500
clar	pa-058	112.81-117.27		clips/pa-058__clar__112.81.wav	existent-extraient-sense-overlap	e688a5e98c4bb4ec62c22ccffb0a751623f330ae0f89fc3b1b1341412d16ca65	4.460
clar	pa-059	36.61-42.23	35.08-41.52	clips/pa-059__clar__36.61.wav	existent	64525ab92616f6fedb386d04f9fc635597e6aa9ae86b52c7e2994a02ffa36894	5.620
clar	pa-061	376.69-382.19	377.52-380.52	clips/pa-061__clar__376.69.wav	generat	b8310f5fa973661200f86d40c9dd13717e371c61df44a697ddd7cd478edf79e1	5.500
clar	pa-062	202.37-208.31	204.00-207.80	clips/pa-062__clar__202.37.wav	generat	ee81b5bb8f1272811fb20594bc9aaf0fccbefbbbffc9579e180da74578a80176	5.940
clar	pa-063	392.49-397.11	393.32-396.52	clips/pa-063__clar__392.49.wav	generat	8b373cc8ddf4b0a5c766b5bd06c838cba3311bcb82fd2f0173710cd466cda425	4.620
clar	pa-064	109.97-115.87	111.04-115.36	clips/pa-064__clar__109.97.wav	generat	5c316125378b8dc2b6e27928d84fd351ab4690a2ea9a110d01a137fc97f73fca	5.900
clar	pa-065	221.29-226.15	221.96-226.32	clips/pa-065__clar__221.29.wav	generat	547318df114e2471986fb9928eb93f947d264d0a16c6ebc99e598df803658079	4.860
vull dir	pa-001	621.37-625.39		clips/pa-001__vull-dir__621.37.wav	existent-extraient-sense-overlap	1a89257225e607d2e9f9d2050fa15d77c3ce907fda823afb1b2748a5a89ef7cb	4.020
vull dir	pa-002	172.25-176.75		clips/pa-002__vull-dir__172.25.wav	existent-extraient-sense-overlap	38073b4edd0f703bf0d91b25b1a14c4d3546f6025131a46905108253144c922f	4.500
vull dir	pa-004	143.45-150.59	141.88-147.88	clips/pa-004__vull-dir__143.45.wav	existent	4758815736e4bf86fdc22a71ef46374a38f497db04efd5bf7e575fb0560c700c	7.140
vull dir	pa-014	19.65-30.15		clips/pa-014__vull-dir__19.65.wav	existent-extraient-sense-overlap	11eff0bed809d8e02c39d39b28aacde2e337876d239f35009778a26ab743df21	10.500
vull dir	pa-016	322.53-327.83	325.32-328.04	clips/pa-016__vull-dir__322.53.wav	existent	c4956e68050d50a1c8ccda03dc69a1624bd7b1cce8b4aceadb19e6ada55a7f9a	5.300
vull dir	pa-017	272.25-279.75	272.28-278.72	clips/pa-017__vull-dir__272.25.wav	existent	4725f6236da3147eea4fa81615c2564e9cffc55f282315babb393c99ed4ad23f	7.500
vull dir	pa-020	165.45-170.99		clips/pa-020__vull-dir__165.45.wav	existent-extraient-sense-overlap	d001be41b780a6f16ff777ecc40b678707a0e9852080752668c2f12d3c913190	5.540
vull dir	pa-021	314.29-323.11	315.16-322.32	clips/pa-021__vull-dir__314.29.wav	existent	e6426f1d9f78724e1b7290e1fbacc05e4e093a28a4dd39e938500813ceb21c16	8.820
vull dir	pa-022	308.17-312.27		clips/pa-022__vull-dir__308.17.wav	existent-extraient-sense-overlap	ba77b7c4c4f128bc932202089348b07770809c746337ef1336c26a45fdde2c37	4.100
vull dir	pa-023	22.05-26.43		clips/pa-023__vull-dir__22.05.wav	existent-extraient-sense-overlap	23f067ed9b94b892b4ad3ef4997d4eccd7ab8e2a0fd1a33d60c46d94cc1302aa	4.380
vull dir	pa-025	643.73-649.59	644.48-646.72	clips/pa-025__vull-dir__643.73.wav	existent	d89ac60effac713bc4f8b8a94184170d33056eaf9707f3290b885d922f4ed0a9	5.860
vull dir	pa-026	311.77-316.07		clips/pa-026__vull-dir__311.77.wav	existent-extraient-sense-overlap	9a3419391132ce6ea9b8378361a2f365bc0b741f098b91e18363c65c8916a42d	4.300
vull dir	pa-027	254.25-260.87		clips/pa-027__vull-dir__254.25.wav	existent-extraient-sense-overlap	a437e3e323e4760aa243981bebd81f1b14e993243fa82108b5c343fc363f01fb	6.620
vull dir	pa-030	842.69-848.23	843.52-847.56	clips/pa-030__vull-dir__842.69.wav	existent	e8f71c838cc57af6bbb4d19b07f09f072436f569a2fdeec8945b755e4a243dd8	5.540
vull dir	pa-031	207.77-212.75	208.44-210.84	clips/pa-031__vull-dir__207.77.wav	existent	766570d12e4b95bedbb21736a7c1510052f7b60350460bb1b14fb071af67890a	4.980
vull dir	pa-032	389.29-393.79		clips/pa-032__vull-dir__389.29.wav	existent-extraient-sense-overlap	bd0b39fa835b8abc3f65c0415a9f6efa80aa92fdcc55794305d2f3f856a5ea48	4.500
vull dir	pa-033	56.25-62.63	54.80-57.52	clips/pa-033__vull-dir__56.25.wav	existent	3176514bdf255ed02125bedfc4a31fe3291dd609a2001906b56ec4eae05ca3df	6.380
vull dir	pa-034	58.29-61.51		clips/pa-034__vull-dir__58.29.wav	existent-extraient-sense-overlap	880c6fe29bcf68da7836beca3b462ba1348bd847b4cff593d15893d094ab548c	3.220
vull dir	pa-036	632.25-637.75	633.12-635.44	clips/pa-036__vull-dir__632.25.wav	existent	8139e8062997e5deb456bf3cd5d6fa58fb604deffd9eca3b80626ec8395a9044	5.500
vull dir	pa-037	414.01-426.11	413.44-417.72	clips/pa-037__vull-dir__414.01.wav	existent	b9ea0bd74bb90c22f5348d705633f79a3d7e343c571b9264e358efc7fb1be258	12.100
vull dir	pa-038	1576.57-1582.39	1575.72-1581.80	clips/pa-038__vull-dir__1576.57.wav	existent	a32fa9f85404bb12274c7111daef9b76d6847ba1f7d0d2406a4428ddc78c2ac3	5.820
vull dir	pa-041	264.25-271.75	265.28-268.28	clips/pa-041__vull-dir__264.25.wav	existent	30c9b43017918ddcd0935a3e0ad2948d48f28c4fa80779af4c8f54decb491b14	7.500
vull dir	pa-045	779.57-785.23		clips/pa-045__vull-dir__779.57.wav	existent-extraient-sense-overlap	43be9c23b05611daa8eabc0b29d98fcc530bfedcbe70ace15c374a6080147e83	5.660
vull dir	pa-048	993.69-999.19	994.36-1000.96	clips/pa-048__vull-dir__993.69.wav	existent	524676543b7954409cbc9a52e43d717642a9f6ce463b79b0dd62d2a599f4ff10	5.500
vull dir	pa-049	208.09-214.63		clips/pa-049__vull-dir__208.09.wav	existent-extraient-sense-overlap	ea4eed62f53887191819af43512cb77ca332f6baa54e823b93d14daf30f3e031	6.540
vull dir	pa-055	311.73-315.91		clips/pa-055__vull-dir__311.73.wav	existent-extraient-sense-overlap	d7ae0825474e3f10ae876c4035100da982bb8f6502fe01991b90d4b916378712	4.180
vull dir	pa-056	842.65-848.07	843.48-847.52	clips/pa-056__vull-dir__842.65.wav	existent	66a0b9648889fdf52c4f4b2c0d8b06b93f983546570ea9c69230ac18342dd77b	5.420
vull dir	pa-058	975.13-979.55	975.48-978.84	clips/pa-058__vull-dir__975.13.wav	existent	6f17a29c4a7ccb17522085ed2258a1978524bb477ea6b40d10bcb96297a72a49	4.420
vull dir	pa-059	271.81-279.35	272.36-278.68	clips/pa-059__vull-dir__271.81.wav	existent	ecd5a30e086b248161651ab1f91dc733b6b1827dd6c754eacf3743266a1f0e70	7.540
vull dir	pa-060	20.65-26.35		clips/pa-060__vull-dir__20.65.wav	existent-extraient-sense-overlap	1d033dd9c965fdfb0b39777963adbdc13bc8ef2f4d8178f4bf1a565ee8c413d9	5.700
vull dir	pa-061	193.57-200.03		clips/pa-061__vull-dir__193.57.wav	existent-extraient-sense-overlap	fd5841b6f4e163609ab929cca3676492547a6cf1509ef4418857f898a0d861d7	6.460
vull dir	pa-062	316.81-326.39		clips/pa-062__vull-dir__316.81.wav	existent-extraient-sense-overlap	c1b552b0b5e3a7ea2e1324bcd8fc17c86f523cc0068134c92468fead50b673ba	9.580
vull dir	pa-063	822.45-827.51		clips/pa-063__vull-dir__822.45.wav	existent-extraient-sense-overlap	c5d97b41a90a7a71f656aeaf5f5614bd01af4f4f8ec9cd8e58b9b6d52572bb08	5.060
vull dir	pa-065	1401.05-1404.55	1402.08-1403.88	clips/pa-065__vull-dir__1401.05.wav	generat	4fba2f022b26b5ae8f3cd8fb6ad28366028dee3d7adb490fa2e01233fd339c26	3.500
o sigui	pa-001	49.17-54.35		clips/pa-001__o-sigui__49.17.wav	existent-extraient-sense-overlap	e30d5df251638f7c7f0edd9cc400f8c4eea5af967862abd6906dad2785fe1670	5.180
o sigui	pa-005	373.33-379.95	376.88-378.88	clips/pa-005__o-sigui__373.33.wav	existent	e012a0a257dc06ff00777d412bdd6a5e595872f15519fd8daf177f55d9e63550	6.620
o sigui	pa-006	136.25-143.75	136.96-140.92	clips/pa-006__o-sigui__136.25.wav	existent	7e6d0ea47c07af8ce368432aa6c97091573acd56d9425f39765c6bb82851565e	7.500
o sigui	pa-009	234.25-238.75	234.80-237.36	clips/pa-009__o-sigui__234.25.wav	existent	89c81b950aa1d82e5aa53cb10e9f5755eae30ceba1ff32dde2d333f7f848c9af	4.500
o sigui	pa-014	658.45-674.95	659.32-664.92	clips/pa-014__o-sigui__658.45.wav	existent	5fa2db8a2f3ffeef11efe825ad0cf8482ac53328738c0ac535238b38648e3bd7	16.500
o sigui	pa-015	104.25-109.75		clips/pa-015__o-sigui__104.25.wav	existent-extraient-sense-overlap	2031ec4abdc61b842e65f4f9cef72b73c77b305580e181b8b675b0f8c1a0d4a6	5.500
o sigui	pa-016	311.25-316.15		clips/pa-016__o-sigui__311.25.wav	existent-extraient-sense-overlap	2de6a158bd22e6816f8e07e7036d6175f72b8ba25a53f7e2f3b1f054162b0824	4.900
o sigui	pa-022	42.93-48.95	43.68-45.76	clips/pa-022__o-sigui__42.93.wav	existent	c2304436ad8e17cc4b83e721b993789c74981eea43bb88c8ae7147d8bffe57c1	6.020
o sigui	pa-024	554.49-565.07		clips/pa-024__o-sigui__554.49.wav	existent-extraient-sense-overlap	467a8db344883b0e0c75aae939476ef92e8ab85b1624b185bef77c3c6be0652d	10.580
o sigui	pa-025	1462.85-1472.59		clips/pa-025__o-sigui__1462.85.wav	existent-extraient-sense-overlap	15f197561de14a5be117006d839bd1c3b94d4f4c1898e94342c7f902a47a2ae7	9.740
o sigui	pa-026	434.17-437.67		clips/pa-026__o-sigui__434.17.wav	existent-extraient-sense-overlap	e3093c80ba3db9f874aedd28c3eb0286c37f6dfac2bc003566be1c58e85233d0	3.500
o sigui	pa-027	361.61-366.71		clips/pa-027__o-sigui__361.61.wav	existent-extraient-sense-overlap	e3ae62069bc6a12407f46ac28f7ef364be39795cd42a5d54d4bcfd1c5fe75fec	5.100
o sigui	pa-029	243.13-248.63		clips/pa-029__o-sigui__243.13.wav	existent-extraient-sense-overlap	21506083e606124b8fffc59a96aa71728200ff1bfe8b2fdfc5b93babbf00aa2a	5.500
o sigui	pa-030	1016.41-1021.47		clips/pa-030__o-sigui__1016.41.wav	existent-extraient-sense-overlap	5dac1315dee188b61c2a7402899c6f321ed309f7ae60e9913ef86f6ac1c38b26	5.060
o sigui	pa-034	1106.09-1110.75		clips/pa-034__o-sigui__1106.09.wav	existent-extraient-sense-overlap	518ad8c4721e637cfbab3600674362519e8dc6784e68dd79c85b8d26bfa0976b	4.660
o sigui	pa-038	16.65-22.87	16.96-26.32	clips/pa-038__o-sigui__16.65.wav	existent	5a835572eaea77f74516f5c54321cfb3d3cd28968fddc0ca9dc4ce2b8697d0c5	6.220
o sigui	pa-040	115.73-119.91		clips/pa-040__o-sigui__115.73.wav	existent-extraient-sense-overlap	983a24b766a74c414cfd84dbda3d730d59db02b87d5828707f2eb2d21a6a9dc9	4.180
o sigui	pa-045	226.17-233.31	226.76-232.72	clips/pa-045__o-sigui__226.17.wav	existent	eed067d165541fa40b17bac59c7266127e529af275f989f401c12a70ede0d3b8	7.140
o sigui	pa-046	230.61-235.23		clips/pa-046__o-sigui__230.61.wav	existent-extraient-sense-overlap	abe84c7cb9f96a1d2a61399da7d299b89f5fe850eeb3fb688f513f0fbabb26d6	4.620
o sigui	pa-048	581.65-585.99	582.16-584.92	clips/pa-048__o-sigui__581.65.wav	existent	4d22a4d0185795715d2c859b20c681826c14862a14a4afac18ee1eff8e0ab722	4.340
o sigui	pa-049	365.21-373.35	365.80-368.72	clips/pa-049__o-sigui__365.21.wav	existent	93fd6ec146f5be2a8ede394b9c5a7319509f4190e0dff7326271dc6bcf8fc88a	8.140
o sigui	pa-055	434.17-437.67		clips/pa-055__o-sigui__434.17.wav	existent-extraient-sense-overlap	52147f9974473099dc2dd07dc30f0f61d142173e7c5603b3a4a7ec3879f3c111	3.500
o sigui	pa-056	1016.49-1021.67		clips/pa-056__o-sigui__1016.49.wav	existent-extraient-sense-overlap	fdafe36ed2e857f344ec3ab062e7b6f9b1c4cad058dbb82d5ab8f283fcfbba84	5.180
o sigui	pa-057	249.45-254.11		clips/pa-057__o-sigui__249.45.wav	existent-extraient-sense-overlap	fa2feee6b0a55fac92052ff181a7e40bf4dd20ceb3d55a48b4bffd2e3c025771	4.660
o sigui	pa-059	266.13-271.15		clips/pa-059__o-sigui__266.13.wav	existent-extraient-sense-overlap	89a4464d3162ca9d047c613a31caa2cc813e9721adcebfaa0cbbfc4d26ee5e8b	5.020
o sigui	pa-061	161.05-167.39		clips/pa-061__o-sigui__161.05.wav	existent-extraient-sense-overlap	ca6151a6593172914136beb224aaaab1693599e809741fd0b5fc8ba29e314626	6.340
o sigui	pa-062	236.01-241.71		clips/pa-062__o-sigui__236.01.wav	existent-extraient-sense-overlap	08c58cd0af921a21b45eae4d37879ff3a7bc924185ea8a84098d779bc2104ac2	5.700
o sigui	pa-063	826.09-830.95		clips/pa-063__o-sigui__826.09.wav	existent-extraient-sense-overlap	43d1e56df2aeaa0cf363b869db3023f71b79bad98855e7545e63d1b35d7ab7b9	4.860
o sigui	pa-064	36.73-40.23	36.12-39.28	clips/pa-064__o-sigui__36.73.wav	generat	57c81b2557424a116da39a11fc60cc435ef0f229250d92b510aaefae28a84c83	3.500
o sigui	pa-065	191.65-195.15	192.16-194.40	clips/pa-065__o-sigui__191.65.wav	generat	455f018a5dec1eb3d070cd7277490aee3889afce7c343a14bd63179877dcd85f	3.500
llavors	pa-001	837.17-841.11		clips/pa-001__llavors__837.17.wav	existent-extraient-sense-overlap	686148eff56c3a33afe1956099e3de1891df77d039057543e9b9865a143857f3	3.940
llavors	pa-002	550.25-556.75		clips/pa-002__llavors__550.25.wav	existent-extraient-sense-overlap	6736c8fa12192297db4fcfd115501950a96f76ef408f57897a93ae04c1ea0683	6.500
llavors	pa-005	433.29-439.27		clips/pa-005__llavors__433.29.wav	existent-extraient-sense-overlap	830cd1d9a97c4094fcc85e694963ea2e874772dfad35e9eeba7c5b29a783154a	5.980
llavors	pa-006	214.25-220.75		clips/pa-006__llavors__214.25.wav	existent-extraient-sense-overlap	245ff697b5f6b0b73bbba3bc795baaec74fe025ddd48b2004c2985328119dee3	6.500
llavors	pa-007	657.25-663.75	657.94-662.86	clips/pa-007__llavors__657.25.wav	existent	b308f35dca35f7ce54daf305e889f8e455065a8a890abda46dfad17bc544c3fd	6.500
llavors	pa-009	201.25-207.75		clips/pa-009__llavors__201.25.wav	existent-extraient-sense-overlap	ce397e94b2bcfa134c421e5e7cdf76090797d5287f0d9d9f33679ebf721f9517	6.500
llavors	pa-010	386.25-391.75	386.28-391.24	clips/pa-010__llavors__386.25.wav	existent	741eada65e54b04dc67e372cbd3029acc7bf1b95f486befa64a0a9537164fb26	5.500
llavors	pa-014	228.25-237.35		clips/pa-014__llavors__228.25.wav	existent-extraient-sense-overlap	afc74ef94fae4b8e8cb0a75389b613d9823a5e923d1784e20c6f685c04157111	9.100
llavors	pa-015	197.25-204.75		clips/pa-015__llavors__197.25.wav	existent-extraient-sense-overlap	398a121cdb719ac84692a4b54a82005a4f7c1872d8e93ccd7c691867aa04a003	7.500
llavors	pa-016	15.05-20.91	15.72-19.28	clips/pa-016__llavors__15.05.wav	existent	aaa2ba549b3188eb7994516ac9217506805dabe0d28740f9f2f651ed725fbf1b	5.860
llavors	pa-017	361.25-368.75	362.00-366.76	clips/pa-017__llavors__361.25.wav	existent	2fe5779ceefac11dc7dc1a671d83edb8a0961697aed1703530bc1bf2d9830109	7.500
llavors	pa-018	1055.09-1058.87		clips/pa-018__llavors__1055.09.wav	existent-extraient-sense-overlap	001016bea51b3a1897cc30b16e7f59828867074ad3a1757c1bf2f64bfd2cdd23	3.780
llavors	pa-019	422.25-427.75	423.56-426.88	clips/pa-019__llavors__422.25.wav	existent	11f80fb011244ef741e3376e5f8494c7a3893876378c983f6d6f5585d71f4aaa	5.500
llavors	pa-022	57.37-61.35		clips/pa-022__llavors__57.37.wav	existent-extraient-sense-overlap	2fd887364783ad8339b8dc4e1675fccc353755291d63ea253cff50826c8261c0	3.980
llavors	pa-023	48.81-56.07		clips/pa-023__llavors__48.81.wav	existent-extraient-sense-overlap	66233d4d86cdcce0687d1fbef460e033c648ed45c61ea09d2821803ec7e2faa8	7.260
llavors	pa-024	336.85-341.27		clips/pa-024__llavors__336.85.wav	existent-extraient-sense-overlap	b8d368fb6cc3ce9dd8c602d17afc1f4194b458587ae6d3acff7d8b6a6dee5cda	4.420
llavors	pa-026	81.13-84.63		clips/pa-026__llavors__81.13.wav	existent-extraient-sense-overlap	be7e9082199f9d69749e5284c80fb9c7f742c3e09f74e8fdf1c77ff227aa7a13	3.500
llavors	pa-027	137.93-143.43		clips/pa-027__llavors__137.93.wav	existent-extraient-sense-overlap	f79df3fbb506eced6bfadb940a7f2b5ba9b49321f949a229dfc69db6456289ab	5.500
llavors	pa-028	151.01-155.91	151.80-155.08	clips/pa-028__llavors__151.01.wav	existent	958b8c710fb5f6f94c8ce352884c92d202f336bf70e4368a2e0ef3e334b451dd	4.900
llavors	pa-029	42.97-46.79		clips/pa-029__llavors__42.97.wav	existent-extraient-sense-overlap	446ec5b2d51a02a0ef8a699502b7eb63ec5109afb9ef33a0b01ff6bb6845ab73	3.820
llavors	pa-030	157.61-163.15		clips/pa-030__llavors__157.61.wav	existent-extraient-sense-overlap	d149421cb93ae030f0769b6aff932ece541e3bb2f41e4f301a5336616e9fff18	5.540
llavors	pa-032	174.13-178.67		clips/pa-032__llavors__174.13.wav	existent-extraient-sense-overlap	e071519ce390db619b4063300cf65cf5017f23feafc77e0ef92ffa4272292c4f	4.540
llavors	pa-033	71.53-76.35		clips/pa-033__llavors__71.53.wav	existent-extraient-sense-overlap	a2f7c35a058301655359b86257ec29fc3a00ae08115a1dee25f1466e784cbaa3	4.820
llavors	pa-034	29.17-32.67		clips/pa-034__llavors__29.17.wav	existent-extraient-sense-overlap	ce223327ca7f425c2ddebddfad738754c6429f23dfe4fa48202c1b440bb20d20	3.500
llavors	pa-036	535.25-538.75	535.88-538.08	clips/pa-036__llavors__535.25.wav	existent	8d94bca4282eb8bc3104719a1cbbe34fc2d1ffc84bbe9064193f4e6a618860f1	3.500
llavors	pa-037	92.53-106.79	93.40-98.04	clips/pa-037__llavors__92.53.wav	existent	6bfc6a3fa5e743479496e7bed171406f06ecbd7152788472c2fe6d31ad15d4be	14.260
