forma	id_persona	interval_escolta	interval_base	clip	estat_clip	sha256	duracio_s
aleshores	pa-065	170.69-174.71		clips/pa-065__aleshores__170.69.wav	existent-extraient-sense-overlap	bf12d48589a11da8bee2eaa45f351cad6d63b683c0ee3ad57be7124bc98c4b47	4.020
evidentment	pa-001	1067.69-1071.19		clips/pa-001__evidentment__1067.69.wav	existent-extraient-sense-overlap	ad54c14d5dc00ab16f689e248f37749b4112bf0047d872729259001fa74b6986	3.500
evidentment	pa-002	205.25-209.75		clips/pa-002__evidentment__205.25.wav	existent-extraient-sense-overlap	e4e97c121a809d5972929da11e022022281e79bf427f53b087fd9ba50dbdca9f	4.500
evidentment	pa-003	158.81-165.19		clips/pa-003__evidentment__158.81.wav	existent-extraient-sense-overlap	d695c569a87de0b7d9e337834f0d9d2bc05ae440b72c0708cda3268d6d115657	6.380
evidentment	pa-004	522.93-528.15	523.84-527.40	clips/pa-004__evidentment__522.93.wav	existent	f55e29919d590c73fed4a0a8d149750111fc97e3c65a84379c0b6f017a42626a	5.220
evidentment	pa-006	124.25-131.75	126.12-128.92	clips/pa-006__evidentment__124.25.wav	existent	922664af514ab81e3c91bbd737eba2871910d5db1b3ab0793a88a5c865a3cca6	7.500
evidentment	pa-007	778.25-783.75	777.82-782.82	clips/pa-007__evidentment__778.25.wav	existent	d32a68b87812d899b0dbf2cb121f620532107d367553232e74d4a867f9e37369	5.500
evidentment	pa-009	947.25-951.75	945.80-953.80	clips/pa-009__evidentment__947.25.wav	existent	1b7aa96e46a8e0f9f97e04d9c5fd52a7612d816ec981baae45d556914c293227	4.500
evidentment	pa-011	157.65-163.71		clips/pa-011__evidentment__157.65.wav	existent-extraient-sense-overlap	8d12436107d6808746ff6c6eb831972630986ea97a387a9a8cc76397acdc7b4e	6.060
evidentment	pa-013	530.29-540.27	533.24-535.48	clips/pa-013__evidentment__530.29.wav	existent	262441d5ab75225badb99d3976b5fde0348e30a7f8568f2ac4c5ad3f8567f6e3	9.980
evidentment	pa-014	28.65-37.55	29.32-36.92	clips/pa-014__evidentment__28.65.wav	existent	e2cb865bc7e09464c8f948268e765f5492b45c0bd13ca62d55176c73d3abec1e	8.900
evidentment	pa-016	456.85-463.03	457.64-462.24	clips/pa-016__evidentment__456.85.wav	existent	e45bc97b4949bcd378c832ec0d1b6d8bf7a0afcfb70010e7a924ee7809e7dd71	6.180
evidentment	pa-017	152.25-161.75		clips/pa-017__evidentment__152.25.wav	existent-extraient-sense-overlap	0980d5d809cf7b308771b4695670175f03fda42842b539c973425ea41d4b74fe	9.500
evidentment	pa-019	93.25-97.75	91.04-96.44	clips/pa-019__evidentment__93.25.wav	existent	ca3b2af5f4193ed9e28d5786ffcc7040c1ede6ee015a0393cc1b7d659521f5fc	4.500
evidentment	pa-020	117.57-122.27	118.20-121.36	clips/pa-020__evidentment__117.57.wav	existent	1e01d9ea60f3605eddeaf0dcdcf81c237c79078ccfc0d472d0b754d46ed1a143	4.700
evidentment	pa-021	211.41-215.75	212.40-214.88	clips/pa-021__evidentment__211.41.wav	existent	a6392b4b89c49d2c7d873e6fd4628ace365d89e143b40e5cda5e9bd6ddeaea59	4.340
evidentment	pa-022	303.01-309.59	303.52-308.52	clips/pa-022__evidentment__303.01.wav	existent	00a3842e23e67cb71ec84332e7917e44fdb15bbec0065a2a2f41f4f189334a4c	6.580
evidentment	pa-024	518.89-523.51		clips/pa-024__evidentment__518.89.wav	existent-extraient-sense-overlap	9bff1d39098b11c7ebc6e7b8e43d5374f965b8b4bd8adefbdd9fd8e001a023e9	4.620
evidentment	pa-025	1156.61-1160.31	1154.44-1157.80	clips/pa-025__evidentment__1156.61.wav	existent	8325a86028bf65a5e09d1dc15c6543dceb3e2a992217eb149f324658f27bc217	3.700
evidentment	pa-026	1648.81-1653.83	1646.16-1650.36	clips/pa-026__evidentment__1648.81.wav	existent	1790cdc33ec45e2b7549147f3941d5042385d631d801697f859360ec485e34c3	5.020
evidentment	pa-027	174.09-178.23	174.72-177.32	clips/pa-027__evidentment__174.09.wav	existent	612fd96bf9dce7a7eb60afe7b3a9fac5b17aa74c679283e98db991cda6f397da	4.140
evidentment	pa-030	43.53-48.63	44.52-48.32	clips/pa-030__evidentment__43.53.wav	existent	2a791ded5c43a33365aa74d972ca0174e560615308ee892e8a6059a279162a46	5.100
evidentment	pa-035	472.93-481.79	475.28-477.28	clips/pa-035__evidentment__472.93.wav	existent	8bd1eac538bff526d09524f82db90333d8bc97f08b780a5c744588058d400b9f	8.860
evidentment	pa-036	202.85-211.95	207.36-210.96	clips/pa-036__evidentment__202.85.wav	existent	ad58ae8bb7fcdeb37f4ac6aac790f51c9fa7265b5bfe9b5554975ac5c4a88a9c	9.100
evidentment	pa-039	184.17-188.67	183.88-187.00	clips/pa-039__evidentment__184.17.wav	existent	4d885928def64ec7bb908b5d67d18fcc1a632af33430663fbe409d0854c72f54	4.500
evidentment	pa-040	103.93-106.95	104.60-110.04	clips/pa-040__evidentment__103.93.wav	existent	0a8352575dcb431d01399f17d08b13d39e8a37be6070f68f1b0b18a07f6d698e	3.020
evidentment	pa-041	353.25-360.75	354.16-357.28	clips/pa-041__evidentment__353.25.wav	existent	2d5d8e7dfe88d737da80df58dad2a0fde0e0f18de6f07507113d9703304e9c28	7.500
evidentment	pa-045	290.13-298.31	290.44-297.60	clips/pa-045__evidentment__290.13.wav	existent	c24d3885c6cb09b8e089ded26fac1df462068c9ae1e9b4d948e9307ea9c3bf93	8.180
evidentment	pa-046	705.69-711.03	706.20-708.08	clips/pa-046__evidentment__705.69.wav	existent	52122562e30025725d236858944055360ebbcab26505706b859da779634a5aec	5.340
evidentment	pa-049	117.17-126.51		clips/pa-049__evidentment__117.17.wav	existent-extraient-sense-overlap	8a788c806eda6852d5e3be7657d05e92c25b293cc8a6ba24f1be7f09bb1b8617	9.340
evidentment	pa-055	1644.01-1651.31	1645.64-1650.32	clips/pa-055__evidentment__1644.01.wav	existent	e6d3db4c6e1e754db78913c2baaa29fd138e063e6afbdd6ff0e9c1ce714c16ad	7.300
evidentment	pa-056	43.45-48.59	44.40-48.12	clips/pa-056__evidentment__43.45.wav	existent	09dcc9eb778bfd5d9f45bcd5ca185c0c89c9aadfd03d4e0de98e63bb43458bce	5.140
evidentment	pa-059	152.13-162.03		clips/pa-059__evidentment__152.13.wav	existent-extraient-sense-overlap	54c4fd53452593e2320033e7bdf759fba890a8885fa76b9599c25224769a11b5	9.900
evidentment	pa-061	672.69-677.43	673.44-676.68	clips/pa-061__evidentment__672.69.wav	generat	da1fae8a0550bf441d3b25ac4671a7766b80593b26baeda24f8f4d57d0910889	4.740
evidentment	pa-062	163.29-166.67		clips/pa-062__evidentment__163.29.wav	existent-extraient-sense-overlap	5081a3d7f5256edf099925b73f40ae2843e0ef93df7a1af1ad0076b10a126d45	3.380
evidentment	pa-064	485.89-491.71	485.68-490.84	clips/pa-064__evidentment__485.89.wav	generat	d43b8ed4624d8891d1a2c0f9311c614e19afbd7a307ad5bd0dd2507db91038da	5.820
evidentment	pa-066	89.75-95.41	89.96-94.52	clips/pa-066__evidentment__89.75.wav	generat	94cdda4106aec814c3eb0cadccda1203eda24a19f2ecbd4c692d6c8c8130aeba	5.660
diguem	pa-003	212.85-219.51		clips/pa-003__diguem__212.85.wav	existent-extraient-sense-overlap	de6d76cc285b1f0330aa259fd8776bda7c0dc3965c864084d6961c65b940ce68	6.660
diguem	pa-006	530.25-535.75		clips/pa-006__diguem__530.25.wav	existent-extraient-sense-overlap	ea5bb328b7da36c15773be969d856276ce7d7e48e2eb09621b0c2bcd669662e2	5.500
diguem	pa-007	585.25-591.75	582.70-587.70	clips/pa-007__diguem__585.25.wav	existent	c70b6b51a669d6fb01dabdca4e6938a74bdc2008c6bfff1d1247242c25a4f16c	6.500
diguem	pa-008	374.25-379.75	375.12-382.56	clips/pa-008__diguem__374.25.wav	existent	9e49fc98f3b1d2bdcffb9bb5b8c6dfbed1c58e20f752f21e3dd13cb60f524e55	5.500
diguem	pa-009	60.25-66.75	63.12-66.12	clips/pa-009__diguem__60.25.wav	existent	f505a5bffc7ef89a153b867745d73bcbd77b389eff390bf8bf7b9f836b8e20a5	6.500
diguem	pa-018	715.49-721.19	716.04-718.92	clips/pa-018__diguem__715.49.wav	existent	41bfe21a8110960c70025ef311d48cb52313f70b28d4238188295de0015226f5	5.700
diguem	pa-019	109.25-113.75	109.52-112.60	clips/pa-019__diguem__109.25.wav	existent	d6cc52cc133929929579dc7615f84bd18a4b38c989acd3d848c7c49c41c4d42e	4.500
diguem	pa-020	1459.77-1463.95		clips/pa-020__diguem__1459.77.wav	existent-extraient-sense-overlap	256c0082ac4c6aab568931f81c724f401cb654e90a17e1c447b6de6c4c05823f	4.180
diguem	pa-022	447.57-453.55		clips/pa-022__diguem__447.57.wav	existent-extraient-sense-overlap	7cfcb5e709237ea88570d72ecf6161178984d12057971c2905b619ebd34da29c	5.980
diguem	pa-023	55.05-60.95		clips/pa-023__diguem__55.05.wav	existent-extraient-sense-overlap	97e18c4a9050642fa23263888a451c807fce2433cb830e41667ed1eda2b6191e	5.900
diguem	pa-025	500.89-506.43	501.76-505.44	clips/pa-025__diguem__500.89.wav	existent	d31e71bc7da322771f5cb7e142782f69d9f3beadc6f4a551fe191856fc9b3193	5.540
diguem	pa-027	57.77-63.27	58.72-62.64	clips/pa-027__diguem__57.77.wav	existent	67a718a572bf62c7088d55152fdd6960795b85eb4002d3a2cf85830fec818a90	5.500
diguem	pa-028	168.89-174.15	169.68-176.48	clips/pa-028__diguem__168.89.wav	existent	eba0f0c2eb3e5b23649a889b77ffe7d243c49bcedf2616096117287e52b4f201	5.260
diguem	pa-029	929.69-935.51	930.60-934.60	clips/pa-029__diguem__929.69.wav	existent	fbabb17291402ae46c90c26c58a132d2f2bb9aab4e8bf3ddecdec3d226bdf002	5.820
diguem	pa-033	49.01-55.91	49.68-54.72	clips/pa-033__diguem__49.01.wav	existent	ad631b7215d4c5aac568cd226501c4d126fc0de5e788f583c08df99c46d29db7	6.900
diguem	pa-034	504.45-508.51	504.08-507.08	clips/pa-034__diguem__504.45.wav	existent	cc573f2b5119d203646f32c63cb0a3073eb0cb9579a20fd0c32ffd63b2fa7850	4.060
diguem	pa-037	469.77-482.03	473.24-478.04	clips/pa-037__diguem__469.77.wav	existent	179d02ed2f679a5dfc5dd9477d04c713a6953c8f92973bc6236632aaf2dcadbb	12.260
diguem	pa-038	251.25-260.55	254.68-260.72	clips/pa-038__diguem__251.25.wav	existent	90a1e72710479ba6c817fade3148d558de1494f11654d994a136de18ee0a01b9	9.300
diguem	pa-039	144.37-152.95		clips/pa-039__diguem__144.37.wav	existent-extraient-sense-overlap	0320e09ad9c590b375395e4bff0207e74a2b4f7fe7edfe168f8dd15e924c4cd4	8.580
diguem	pa-046	626.01-630.19	626.48-629.36	clips/pa-046__diguem__626.01.wav	existent	6734d0bf1a0cc2e3ff4b3ac55500d671822c2df5204f80f755bca866795392df	4.180
diguem	pa-049	213.13-220.43	219.08-221.28	clips/pa-049__diguem__213.13.wav	existent	3f4b68a21914d0d9d2c900b8f984ddb47868024903d6c201f7bbdf0fd73b895a	7.300
diguem	pa-057	929.81-935.31	930.48-934.60	clips/pa-057__diguem__929.81.wav	existent	092ef4224ff15548271df7b2ab48b06e378fe2eca316740252be82c5846687b0	5.500
diguem	pa-058	715.21-718.91	715.92-718.76	clips/pa-058__diguem__715.21.wav	existent	9bb6e92443b6fedf5e1506a78ac5d5779e7d9d3bc2acda740db28bdde4ab20bd	3.700
diguem	pa-060	55.05-60.91		clips/pa-060__diguem__55.05.wav	existent-extraient-sense-overlap	4ad5687ebd632ff5d78597a5790d649767933cfff49084f9d59b45302a761978	5.860
diguem	pa-062	191.37-197.03	192.00-196.20	clips/pa-062__diguem__191.37.wav	generat	79428a3395cd75785dc3dbe738a8b222895b6f27d54d1f1c6772789461a02275	5.660
crec	pa-001	97.33-100.95		clips/pa-001__crec__97.33.wav	existent-extraient-sense-overlap	8ab1dee10f6d4be0b6af2e9fd9e0c7f37098eed68b55b282f9af7fa1005bfe61	3.620
crec	pa-002	248.25-254.75		clips/pa-002__crec__248.25.wav	existent-extraient-sense-overlap	fa04f503572d4b05cfdaebe51bfa505d292abce136f9447f20d434ed4631b2de	6.500
crec	pa-003	0.00-7.19		clips/pa-003__crec__0.00.wav	existent-extraient-sense-overlap	008eb3fe6d9be6fb42738890fa5177d68247f534391c20920525c41994e35dd1	7.190
crec	pa-010	1033.25-1036.75	1028.60-1036.44	clips/pa-010__crec__1033.25.wav	existent	ca690daf51e87de33d499f3db006bcb84f1b27f14b8eefcb926b80072829b220	3.500
crec	pa-014	153.25-160.55	153.12-165.12	clips/pa-014__crec__153.25.wav	existent	d1adf9ea570bf83162f04b831acc72834c8b1e91470390a2278090d158bb4bd9	7.300
crec	pa-016	93.17-100.83		clips/pa-016__crec__93.17.wav	existent-extraient-sense-overlap	d661d3b8b2c95553348351694c13d16814f8b04780691b866af6bb9066ebf1ab	7.660
crec	pa-018	7.49-12.83	4.96-14.12	clips/pa-018__crec__7.49.wav	existent	892fa937d3f28d1abb2e8634864fdad187b0fb5c9380fa33c4086189c763f430	5.340
crec	pa-019	27.25-31.75	23.72-28.52	clips/pa-019__crec__27.25.wav	existent	240696e84b931381e9f59809c8a1c3951ea15eaa8e9b10125861402ce54f8d7a	4.500
crec	pa-021	115.53-120.03	116.20-119.16	clips/pa-021__crec__115.53.wav	existent	3258b10743d8cab81625debfd526fc9a66d620cbf7a637e1c99bb78f1dc91ebe	4.500
crec	pa-022	243.73-249.43	244.16-248.08	clips/pa-022__crec__243.73.wav	existent	b48248228d01c42da3ebd0a223e819a27f5c35c47ced0f985f08c421015e935d	5.700
crec	pa-023	42.93-50.23	48.12-51.24	clips/pa-023__crec__42.93.wav	existent	0d9335330d570180f0da266ad3fc204795a96679dc8d2ea20092888b4d7d4899	7.300
crec	pa-024	368.01-372.63		clips/pa-024__crec__368.01.wav	existent-extraient-sense-overlap	af256840702c4389fa217b6dc3be7f0c6c325a6a7ba223a27a63829aa69d8843	4.620
crec	pa-025	4.25-9.11	0.00-12.00	clips/pa-025__crec__4.25.wav	existent	7de72df51862b2b11412ebf1a1e2f8cdb431d26349d1044b6d76b25f680842f7	4.860
crec	pa-027	8.81-14.39	8.80-12.04	clips/pa-027__crec__8.81.wav	existent	e8162daab616860e81e55a9b17c1dd1824cef34ede88bf377dfcddb1b9284c85	5.580
crec	pa-030	346.45-352.99	347.16-352.44	clips/pa-030__crec__346.45.wav	existent	3d80e74eb5491d0a003e0062009915dd4c540cbdfedbda3c6e10fbeb00015386	6.540
crec	pa-031	87.01-92.63	87.16-93.72	clips/pa-031__crec__87.01.wav	existent	da4bb71e4ef7e8e432dc615542087f22ae8f360022bac972aed0d6b95b782247	5.620
crec	pa-034	651.65-657.27	652.12-656.32	clips/pa-034__crec__651.65.wav	existent	e4da9577a002f0319c1115b0484fa87525472d8dc4d75f10a9b7b6fe4fb3ccea	5.620
crec	pa-035	872.77-879.91	873.32-877.60	clips/pa-035__crec__872.77.wav	existent	a65164bf8dbfb44cb34b9055050ba2c7df72078ae201fda57823c78dae14755e	7.140
crec	pa-037	424.61-437.99		clips/pa-037__crec__424.61.wav	existent-extraient-sense-overlap	5b2742fefbe15706eaf91830a3890b06b2e61e295fff68d5a71085472c118863	13.380
crec	pa-038	220.69-226.79	220.60-226.68	clips/pa-038__crec__220.69.wav	existent	884b1e51ce66cd952b496f16d9b454d9faf9baeeb8ce3edb28fb408a519c8e49	6.100
crec	pa-039	90.85-95.95	92.16-95.08	clips/pa-039__crec__90.85.wav	existent	575399cb596411cfa195b0cab9d0fa81b7024afe65156b6f10736c3b4d69689f	5.100
crec	pa-040	4.37-7.79	5.20-7.20	clips/pa-040__crec__4.37.wav	existent	a999b825a79286639188b920f4623328429fe6012ee2136a2cc15da8dcda8cd6	3.420
crec	pa-041	56.25-62.75	57.20-60.00	clips/pa-041__crec__56.25.wav	existent	c754c42f61d1a844b0e89dd6aa34ca6235ca671b32270c10a006ea3cc6d2e6f3	6.500
crec	pa-042	32.01-37.35	32.96-36.64	clips/pa-042__crec__32.01.wav	existent	202bfb935faae4dd23aaa0780321dcacad3c2e65ca92d3efdee883f1c095af4a	5.340
crec	pa-043	102.25-108.75	103.12-107.64	clips/pa-043__crec__102.25.wav	existent	852ada4cda576e3cba651abb69c4496002392d4a973ffaf363b98f39cc530610	6.500
crec	pa-045	240.61-245.63	242.88-245.56	clips/pa-045__crec__240.61.wav	existent	53627fa00e9acb7eb3ba5b2a8db51707f46493d1d85e9559b12bf7001c4e85c3	5.020
crec	pa-046	208.41-212.47	208.80-211.72	clips/pa-046__crec__208.41.wav	existent	3b919fd83c48be155312321bcca841c04606a3dfb7281b4c6f4484355b913a4c	4.060
crec	pa-048	110.97-117.27	111.44-116.44	clips/pa-048__crec__110.97.wav	existent	49369d24af002dcf807cd314d250b79f985e1ac6c53f1fdba415c0136cf438b5	6.300
crec	pa-049	371.85-383.51	373.32-375.84	clips/pa-049__crec__371.85.wav	existent	ab8d72defe810b63aee2e81900eff080282a811b632a7d0634123c62a03d6b1c	11.660
crec	pa-051	208.57-213.39		clips/pa-051__crec__208.57.wav	existent-extraient-sense-overlap	bd3f988c1d3f228686ac1604eca57ac0194a2699c56f2cbc580ef173d40e93d4	4.820
crec	pa-056	347.05-353.03	347.28-352.28	clips/pa-056__crec__347.05.wav	existent	c6b13c6b9d3220d48bcbc80673d634f9626036aa85ba62f7f03f1410d8dca09a	5.980
crec	pa-058	6.69-12.71	8.12-11.92	clips/pa-058__crec__6.69.wav	existent	df035a432e201a92046e1f930c23e2cbca7fe650b7b14ab17d4a2252a532e6e5	6.020
crec	pa-060	42.05-50.19	47.40-51.20	clips/pa-060__crec__42.05.wav	existent	c01302c1afa04855142d06e5fbbad2db3cf9fbb1b42737d245fb8a2f3d89d1e5	8.140
crec	pa-061	428.85-435.63	431.88-435.08	clips/pa-061__crec__428.85.wav	generat	b1b47f70bd65d620b7a68085c54a4ee30b62c2cb8a28e36b00b33c36c4e950ae	6.780
crec	pa-062	1037.89-1041.47	1035.40-1041.44	clips/pa-062__crec__1037.89.wav	generat	8693c3c984493a7c9b96f618cf5368e56a7669a6b873c54873d7de6741f1f2e3	3.580
crec	pa-063	758.81-763.23		clips/pa-063__crec__758.81.wav	existent-extraient-sense-overlap	d727c6acd359cecd21e87d844090fb53ec2090421c35982fe329d439f328f9a8	4.420
crec	pa-064	1335.77-1345.39	1336.88-1344.40	clips/pa-064__crec__1335.77.wav	generat	24e38c2296ecdbeecbcad313fbb71537d83c359247b9d9f8bf54853b2cdc92cc	9.620
crec	pa-065	1276.85-1281.67	1277.40-1280.04	clips/pa-065__crec__1276.85.wav	generat	7c9f4bdf8b67dfeb1069692a0346cc6348ac7257cd57d936fa4004ef945e1ee1	4.820
crec	pa-066	219.63-227.13	220.16-226.84	clips/pa-066__crec__219.63.wav	generat	84b08930cde174dc567947e04d69959667fdcb38196e3a8cdbac338c0c3cdd76	7.500
bueno	pa-001	207.01-212.99		clips/pa-001__bueno__207.01.wav	existent-extraient-sense-overlap	bd7d5dd8b59e49c27891490359b5c8259830cd33745018e5b8c256319fe63c1f	5.980
bueno	pa-002	433.25-440.75		clips/pa-002__bueno__433.25.wav	existent-extraient-sense-overlap	2c24c0c4127d4bd8ffa30596c82d20da92e67ca7b237a8d4f002e5dde4ec932d	7.500
bueno	pa-003	227.05-235.71		clips/pa-003__bueno__227.05.wav	existent-extraient-sense-overlap	b09fe36d23840ea27f088ec612688e179d9d90eabdd20dd66fc0dc6d6b186e1a	8.660
bueno	pa-007	475.25-480.75		clips/pa-007__bueno__475.25.wav	existent-extraient-sense-overlap	3b9bccb3c50e16a4a387c6e812596708da326a492bdf9f7bebacd8fd9958a62e	5.500
bueno	pa-008	969.25-973.75		clips/pa-008__bueno__969.25.wav	existent-extraient-sense-overlap	d24646b51717b8bb9da76f2016faa88f96798229f7ffde72e7d06d8b6224f1b4	4.500
bueno	pa-016	93.17-100.83	93.80-99.16	clips/pa-016__bueno__93.17.wav	existent	bd8eea9705b9609def83d87cd68eea3797379713c24d294a03d6458fab682ef7	7.660
bueno	pa-017	823.25-829.75		clips/pa-017__bueno__823.25.wav	existent-extraient-sense-overlap	a5df84eaf109b5eb7d1e483d28ac60461426ff4fff82890b1a896ad8a62edefc	6.500
bueno	pa-018	23.21-28.91		clips/pa-018__bueno__23.21.wav	existent-extraient-sense-overlap	07e745a86c519ae8077ca78d7614f6d6916175f6a5500c821061a58128fc4bab	5.700
bueno	pa-019	328.25-333.75	328.92-331.80	clips/pa-019__bueno__328.25.wav	existent	f0818f297de7e1c3617c6d35201598ba1a00d71571802490b34f0268e5b4def5	5.500
bueno	pa-020	13.57-19.47		clips/pa-020__bueno__13.57.wav	existent-extraient-sense-overlap	657918048bbefd1bb9b6c885b2d4181ac03146e37be677ac3c1d2a874abe0ee9	5.900
bueno	pa-021	12.25-16.87	13.76-17.48	clips/pa-021__bueno__12.25.wav	existent	caa7b27a9303c6a472d419c643ce71ba705f0b079f5db22863a73bd5090cdc6b	4.620
bueno	pa-022	122.85-126.95		clips/pa-022__bueno__122.85.wav	existent-extraient-sense-overlap	67f0bb703016287592fac90bfe25a8f60063df63a68f142792da4ac6c3881044	4.100
bueno	pa-023	96.81-100.35		clips/pa-023__bueno__96.81.wav	existent-extraient-sense-overlap	a5060cba5237b03e06a31ac59d3c2da7f844f775c957bab83f464debd36d4230	3.540
bueno	pa-024	147.29-152.07		clips/pa-024__bueno__147.29.wav	existent-extraient-sense-overlap	0cbbddeabb79e471879a20850096fdea4099f06d0856bb598ddcac2abfd101c2	4.780
bueno	pa-025	909.25-914.07	909.72-913.12	clips/pa-025__bueno__909.25.wav	existent	aaa7334c234912f5f5f3ac142822f42e1893fb62f45dd401fae17e9f72d3c32c	4.820
bueno	pa-026	194.89-200.75	195.76-200.04	clips/pa-026__bueno__194.89.wav	existent	8f323763676772aa09ecc0d718b3823279d109261b715e10db20f69742e2bd21	5.860
bueno	pa-027	35.13-40.47		clips/pa-027__bueno__35.13.wav	existent-extraient-sense-overlap	9d8ba029161adf8c61335b298092d1a09bc100a57a7c12c8ae9f809a4fc5bd1a	5.340
bueno	pa-028	28.37-32.59	28.60-30.40	clips/pa-028__bueno__28.37.wav	existent	4e443d28b496af155729ebcd512858e587bb47b3ffec5b2c269e1fc7c47dee12	4.220
bueno	pa-029	720.69-724.19		clips/pa-029__bueno__720.69.wav	existent-extraient-sense-overlap	b7ece43741bb6431ac4e75d71eac985b7c719c3cff2923d7a9578e6dbc7b1169	3.500
bueno	pa-030	459.05-463.07	459.76-462.04	clips/pa-030__bueno__459.05.wav	existent	2cb82f32d38b1fb885a1cc1c84cfd73ec7a8ce9c7247caf463e3a50e61d9089b	4.020
bueno	pa-031	111.73-115.67	110.00-116.80	clips/pa-031__bueno__111.73.wav	existent	ebeb26e6a45d5eb80e9dba66394a52dc7b487d2730f45da3082776541d155753	3.940
bueno	pa-032	44.73-50.63	44.64-49.64	clips/pa-032__bueno__44.73.wav	existent	ecfa14d10598ee1565c45d37de1b5b8f2b856e8f98d2759d8ef79112535f895e	5.900
bueno	pa-034	33.81-39.07		clips/pa-034__bueno__33.81.wav	existent-extraient-sense-overlap	111155476ae7536943d7505f7b39639a6ba9adf8f97e6ba8a6cff1bf4ec5eb8a	5.260
bueno	pa-035	195.49-202.11		clips/pa-035__bueno__195.49.wav	existent-extraient-sense-overlap	407b7e368e7e93f22b9df827c4fd303b5cdb9de07bb6943545a1d368e7b1b6bc	6.620
bueno	pa-036	76.25-84.15		clips/pa-036__bueno__76.25.wav	existent-extraient-sense-overlap	c0c8a09da5c844ed2cdaf5ee1c39414b0640f3c416e0ef213081bab78ca74099	7.900
bueno	pa-037	105.29-124.79	112.12-113.84	clips/pa-037__bueno__105.29.wav	existent	06492e67f98cb5ff6ac0d9ccce990af01b2ac560f6a02ec29f9173dfe995ec1d	19.500
bueno	pa-038	874.61-878.11	875.28-877.08	clips/pa-038__bueno__874.61.wav	existent	4c81a348cd3587cfa70a5c4df46491ebe90e94f97251eba1799d7846dfb84efe	3.500
bueno	pa-039	530.89-537.23	531.68-535.20	clips/pa-039__bueno__530.89.wav	existent	9e450f76456f7d3fdf8116ef8dfc3987cd0eb18b02b4e769c5f590276057b1cf	6.340
bueno	pa-041	165.25-173.75		clips/pa-041__bueno__165.25.wav	existent-extraient-sense-overlap	6eb7647c17b2b69ef9c288119192a2480a8f02d7f3c0c6e33ba5dfa3c736203d	8.500
bueno	pa-043	0.00-3.75	0.00-3.28	clips/pa-043__bueno__0.00.wav	existent	bd43cfd69016ec42cd71c369e39bc2384bbc326549b9f9e5bd888c80bf596a1c	3.750
bueno	pa-045	261.05-270.91	261.68-270.52	clips/pa-045__bueno__261.05.wav	existent	2bcc819d098d9e8e57af9440438ab2f7cebca9e2117c2cfab404d2e98b45afb7	9.860
bueno	pa-046	128.01-131.51	128.80-131.60	clips/pa-046__bueno__128.01.wav	existent	68199601a6ca3eb281cac90e1bb26d0453131abb1cde08ddf3b67ff3bfc07cb3	3.500
bueno	pa-048	227.17-233.03	227.92-232.36	clips/pa-048__bueno__227.17.wav	existent	b512fb39edd9698dd627aef3e18224d02d038f00a6bb9f7b317dce49ebf17b16	5.860
bueno	pa-049	269.05-275.83	274.68-277.80	clips/pa-049__bueno__269.05.wav	existent	c58b1a61ae62f2dca6f421353a24451bab30e09349c7af2034cf64428bd62b46	6.780
bueno	pa-051	41.97-47.43		clips/pa-051__bueno__41.97.wav	existent-extraient-sense-overlap	2a38a9072fd6b3881a812426f46090b596ab60d548476dc08f1c988725232e12	5.460
bueno	pa-052	41.97-47.23		clips/pa-052__bueno__41.97.wav	existent-extraient-sense-overlap	2401ffa57294c6b4d966a1fb548363cb209d3408905f66768c0360c49bcc39da	5.260
bueno	pa-054	51.69-55.75	52.28-55.08	clips/pa-054__bueno__51.69.wav	existent	3f04ee88b4dc96889303168191c0c41c51d79e6f0af5a4e5ccac70a766474dae	4.060
bueno	pa-055	194.93-200.67	191.64-199.24	clips/pa-055__bueno__194.93.wav	existent	176d5c02efbeac36ba192a77f2c38b0cefe6fd6ed962b8edb2bf482ccfcf7334	5.740
bueno	pa-056	458.97-462.83	459.68-462.20	clips/pa-056__bueno__458.97.wav	existent	b383b3df457f61205bb32b28cc692be4fa3a980feb86bbf4e53ff2bb83bf75e0	3.860
bueno	pa-057	1128.89-1136.35		clips/pa-057__bueno__1128.89.wav	existent-extraient-sense-overlap	db5f0b2efd4acb04b7158c6944cb6d4a7170e5f450b3642b358e7ef9c75f56f4	7.460
bueno	pa-058	23.17-28.91	24.12-28.08	clips/pa-058__bueno__23.17.wav	existent	30a474be1940ca88ec4ab6bd5b38edf5eef14c7146c1c2a62fe910b2c87ae37d	5.740
bueno	pa-059	166.17-173.63		clips/pa-059__bueno__166.17.wav	existent-extraient-sense-overlap	a7e0aa9daf674fa219b0594acfe9eef9e1e6569f0e195ea30630eb14c9e97287	7.460
bueno	pa-060	150.05-157.07		clips/pa-060__bueno__150.05.wav	existent-extraient-sense-overlap	10634bb11abd9ad0433e08d85d9cd0cdeb0be17fd403123cfd6d59784f61aaac	7.020
bueno	pa-061	171.05-174.55	170.12-173.00	clips/pa-061__bueno__171.05.wav	generat	283d79af1ebf76f04471e7b544eb169abc7d95fa966f1e25723f36759b84bf47	3.500
bueno	pa-062	297.17-302.03	298.08-302.56	clips/pa-062__bueno__297.17.wav	generat	abd725a816f45691bca20854a30d8755e97db9418067579f6df2e9bc5dd7f930	4.860
