id_persona	forma	clip	absolute_start_s	absolute_end_s	prob_min	punt	proporcio	temps_rel_s	f0_hz	f1_hz	f2_hz	f3_hz	intensity_db
pa-032	aleshores	clips/pa-032__aleshores__79.09.wav	81.340	82.120	0.1872	4	0.65	2.757	113.53	393.91	1836.59	3099.48	56.40
pa-032	aleshores	clips/pa-032__aleshores__79.09.wav	81.340	82.120	0.1872	5	0.80	2.874		532.03	1806.19	3236.77	40.60
pa-033	de fet	clips/pa-033__de-fet__249.69.wav	250.620	251.040	0.6256	1	0.20	1.014	126.29	342.39	2199.98	2994.80	65.54
pa-033	de fet	clips/pa-033__de-fet__249.69.wav	250.620	251.040	0.6256	2	0.35	1.077	131.62	358.02	2024.76	2390.70	70.22
pa-033	de fet	clips/pa-033__de-fet__249.69.wav	250.620	251.040	0.6256	3	0.50	1.140	116.74	459.86	1750.71	2425.34	70.12
pa-033	de fet	clips/pa-033__de-fet__249.69.wav	250.620	251.040	0.6256	4	0.65	1.203	93.18	396.02	1768.22	2546.61	56.80
pa-033	de fet	clips/pa-033__de-fet__249.69.wav	250.620	251.040	0.6256	5	0.80	1.266	174.97	474.71	1225.86	2322.11	72.07
pa-034	a veure	clips/pa-034__a-veure__94.05.wav	96.370	97.050	0.3355	1	0.20	2.456		585.76	1700.10	2512.48	44.56
pa-034	a veure	clips/pa-034__a-veure__94.05.wav	96.370	97.050	0.3355	2	0.35	2.558	149.95	872.79	1844.47	2996.34	55.20
pa-034	a veure	clips/pa-034__a-veure__94.05.wav	96.370	97.050	0.3355	3	0.50	2.660	134.20	533.51	2156.77	2815.35	64.45
pa-034	a veure	clips/pa-034__a-veure__94.05.wav	96.370	97.050	0.3355	4	0.65	2.762		815.87	1459.53	2213.15	52.94
pa-034	a veure	clips/pa-034__a-veure__94.05.wav	96.370	97.050	0.3355	5	0.80	2.864	92.49	796.91	1730.76	2964.46	61.98
pa-034	diguem	clips/pa-034__diguem__504.45.wav	506.450	506.830	0.3271	1	0.20	2.076	131.88	380.45	2747.18	2997.36	63.01
pa-034	diguem	clips/pa-034__diguem__504.45.wav	506.450	506.830	0.3271	2	0.35	2.133	133.50	379.53	2514.31	2956.10	61.57
pa-034	diguem	clips/pa-034__diguem__504.45.wav	506.450	506.830	0.3271	3	0.50	2.190	134.87	568.38	2288.86	2860.31	61.74
pa-034	diguem	clips/pa-034__diguem__504.45.wav	506.450	506.830	0.3271	4	0.65	2.247	124.48	287.48	1516.34	2850.07	61.73
pa-034	diguem	clips/pa-034__diguem__504.45.wav	506.450	506.830	0.3271	5	0.80	2.304	141.43	290.06	1534.42	2620.30	59.47
pa-036	evidentment	clips/pa-036__evidentment__202.85.wav	207.770	208.410	0.3747	1	0.20	5.048	93.07	360.59	1879.93	2549.22	68.54
pa-036	evidentment	clips/pa-036__evidentment__202.85.wav	207.770	208.410	0.3747	2	0.35	5.144	85.48	432.45	1620.80	2528.13	69.19
pa-036	evidentment	clips/pa-036__evidentment__202.85.wav	207.770	208.410	0.3747	3	0.50	5.240	91.40	516.06	1693.08	2505.07	65.39
pa-036	evidentment	clips/pa-036__evidentment__202.85.wav	207.770	208.410	0.3747	4	0.65	5.336	96.06	372.77	1751.54	2585.94	63.33
pa-036	evidentment	clips/pa-036__evidentment__202.85.wav	207.770	208.410	0.3747	5	0.80	5.432	94.57	361.58	1221.78	2383.62	60.03
pa-036	a nivell	clips/pa-036__a-nivell__386.45.wav	393.900	394.490	0.8840	1	0.20	7.568	92.12	366.08	1944.40	2399.95	66.58
pa-036	a nivell	clips/pa-036__a-nivell__386.45.wav	393.900	394.490	0.8840	2	0.35	7.656	87.35	338.05	1799.00	2336.15	67.18
pa-036	a nivell	clips/pa-036__a-nivell__386.45.wav	393.900	394.490	0.8840	3	0.50	7.745	91.45	435.02	1934.11	2583.72	69.08
pa-036	a nivell	clips/pa-036__a-nivell__386.45.wav	393.900	394.490	0.8840	4	0.65	7.833	97.17	353.77	1873.86	2491.62	61.19
pa-036	a nivell	clips/pa-036__a-nivell__386.45.wav	393.900	394.490	0.8840	5	0.80	7.922		601.18	1848.43	2598.60	38.97
pa-038	vull dir	clips/pa-038__vull-dir__1576.57.wav	1580.260	1581.010	0.6515	1	0.20	3.840		621.25	1427.95	2882.02	42.03
pa-038	vull dir	clips/pa-038__vull-dir__1576.57.wav	1580.260	1581.010	0.6515	2	0.35	3.953		929.03	2090.78	2926.40	33.41
pa-038	vull dir	clips/pa-038__vull-dir__1576.57.wav	1580.260	1581.010	0.6515	3	0.50	4.065		863.48	1894.22	2868.83	32.78
pa-038	vull dir	clips/pa-038__vull-dir__1576.57.wav	1580.260	1581.010	0.6515	4	0.65	4.178	262.37	326.92	1726.49	2932.69	54.10
pa-038	vull dir	clips/pa-038__vull-dir__1576.57.wav	1580.260	1581.010	0.6515	5	0.80	4.290		714.53	2279.38	3175.39	55.41
pa-038	reformeta	clips/pa-038__reformeta__1821.69.wav	1824.920	1825.660	0.9914	1	0.20	3.378	226.87	391.59	771.86	2366.77	70.66
pa-038	reformeta	clips/pa-038__reformeta__1821.69.wav	1824.920	1825.660	0.9914	2	0.35	3.489	214.01	538.07	1917.79	3048.55	70.78
pa-038	reformeta	clips/pa-038__reformeta__1821.69.wav	1824.920	1825.660	0.9914	3	0.50	3.600		581.68	1764.63	3012.67	66.91
pa-038	reformeta	clips/pa-038__reformeta__1821.69.wav	1824.920	1825.660	0.9914	4	0.65	3.711	64.76	530.39	1700.32	2981.31	57.69
pa-038	reformeta	clips/pa-038__reformeta__1821.69.wav	1824.920	1825.660	0.9914	5	0.80	3.822	209.16	336.02	1883.92	3206.16	62.15
pa-040	de fet	clips/pa-040__de-fet__70.17.wav	72.200	72.230	0.6490	1	0.20	2.036	85.55	377.84	1741.48	2348.47	66.13
pa-040	de fet	clips/pa-040__de-fet__70.17.wav	72.200	72.230	0.6490	2	0.35	2.040	84.27	351.70	1776.20	2411.69	64.87
pa-040	de fet	clips/pa-040__de-fet__70.17.wav	72.200	72.230	0.6490	3	0.50	2.045	83.35	346.24	1717.57	2526.09	63.70
pa-040	de fet	clips/pa-040__de-fet__70.17.wav	72.200	72.230	0.6490	4	0.65	2.050	82.17	299.43	1726.82	3112.70	62.63
pa-040	de fet	clips/pa-040__de-fet__70.17.wav	72.200	72.230	0.6490	5	0.80	2.054	81.15	267.84	1677.72	2850.27	61.55
pa-041	vull dir	clips/pa-041__vull-dir__264.25.wav	264.540	265.380	0.2244	1	0.20	0.458	197.47	442.02	1236.33	2620.92	66.18
pa-041	vull dir	clips/pa-041__vull-dir__264.25.wav	264.540	265.380	0.2244	2	0.35	0.584	208.96	598.68	2246.88	2902.41	69.85
pa-041	vull dir	clips/pa-041__vull-dir__264.25.wav	264.540	265.380	0.2244	3	0.50	0.710	205.19	448.91	1802.64	2686.73	66.56
pa-041	vull dir	clips/pa-041__vull-dir__264.25.wav	264.540	265.380	0.2244	4	0.65	0.836	239.79	395.68	1837.72	2785.95	67.38
pa-041	vull dir	clips/pa-041__vull-dir__264.25.wav	264.540	265.380	0.2244	5	0.80	0.962	208.58	463.22	1362.43	2521.82	52.24
pa-041	ensenyança	clips/pa-041__ensenyan-a__523.25.wav	530.250	530.250	0.5361	1	0.20	7.002		670.40	1792.74	2838.88	55.78
pa-041	ensenyança	clips/pa-041__ensenyan-a__523.25.wav	530.250	530.250	0.5361	2	0.35	7.003		673.53	1792.80	2840.84	55.52
pa-041	ensenyança	clips/pa-041__ensenyan-a__523.25.wav	530.250	530.250	0.5361	3	0.50	7.005		680.74	1795.56	2846.72	55.36
pa-041	ensenyança	clips/pa-041__ensenyan-a__523.25.wav	530.250	530.250	0.5361	4	0.65	7.006		687.95	1798.31	2852.60	55.29
pa-041	ensenyança	clips/pa-041__ensenyan-a__523.25.wav	530.250	530.250	0.5361	5	0.80	7.008		695.76	1791.62	2860.22	55.30
pa-042	perquè	clips/pa-042__perqu__29.13.wav	31.230	31.570	0.5302	1	0.20	2.168	274.66	516.91	1271.71	2324.21	70.68
pa-042	perquè	clips/pa-042__perqu__29.13.wav	31.230	31.570	0.5302	2	0.35	2.219	280.11	597.07	1361.81	2609.24	57.14
pa-042	perquè	clips/pa-042__perqu__29.13.wav	31.230	31.570	0.5302	3	0.50	2.270	269.20	552.95	2056.07	2755.30	69.93
pa-042	perquè	clips/pa-042__perqu__29.13.wav	31.230	31.570	0.5302	4	0.65	2.321	229.27	458.39	1474.30	2787.22	59.36
pa-042	perquè	clips/pa-042__perqu__29.13.wav	31.230	31.570	0.5302	5	0.80	2.372	260.80	533.90	2121.84	2834.45	70.12
pa-043	crec	clips/pa-043__crec__102.25.wav	107.250	107.490	0.9936	1	0.20	5.048		557.46	1633.87	2288.58	59.51
pa-043	crec	clips/pa-043__crec__102.25.wav	107.250	107.490	0.9936	2	0.35	5.084		627.25	1800.30	2341.36	60.38
pa-043	crec	clips/pa-043__crec__102.25.wav	107.250	107.490	0.9936	3	0.50	5.120	173.25	700.69	1837.18	2600.09	60.06
pa-043	crec	clips/pa-043__crec__102.25.wav	107.250	107.490	0.9936	4	0.65	5.156	113.33	735.02	1800.45	2319.21	61.44
pa-043	crec	clips/pa-043__crec__102.25.wav	107.250	107.490	0.9936	5	0.80	5.192		575.81	1790.51	2719.03	56.28
pa-045	evidentment	clips/pa-045__evidentment__290.13.wav	291.130	291.880	0.5521	1	0.20	1.150	69.85	365.59	1300.15	2375.39	60.37
pa-045	evidentment	clips/pa-045__evidentment__290.13.wav	291.130	291.880	0.5521	2	0.35	1.262	80.20	499.14	1741.17	2254.81	68.33
pa-045	evidentment	clips/pa-045__evidentment__290.13.wav	291.130	291.880	0.5521	3	0.50	1.375	76.71	370.18	1429.43	2213.07	61.49
pa-045	evidentment	clips/pa-045__evidentment__290.13.wav	291.130	291.880	0.5521	4	0.65	1.488	72.57	545.44	1431.06	2040.14	63.80
pa-045	evidentment	clips/pa-045__evidentment__290.13.wav	291.130	291.880	0.5521	5	0.80	1.600	73.10	560.09	1409.37	2078.95	62.88
pa-046	diguem	clips/pa-046__diguem__626.01.wav	627.990	628.420	0.3353	1	0.20	2.066		689.55	1902.63	3852.03	56.36
pa-046	diguem	clips/pa-046__diguem__626.01.wav	627.990	628.420	0.3353	2	0.35	2.131		814.69	1910.40	2504.48	53.59
pa-046	diguem	clips/pa-046__diguem__626.01.wav	627.990	628.420	0.3353	3	0.50	2.195	118.35	399.98	1432.10	2456.83	64.28
pa-046	diguem	clips/pa-046__diguem__626.01.wav	627.990	628.420	0.3353	4	0.65	2.260	122.35	398.42	1694.60	2568.02	66.24
pa-046	diguem	clips/pa-046__diguem__626.01.wav	627.990	628.420	0.3353	5	0.80	2.324	121.43	391.88	1568.30	2480.64	64.34
pa-048	crec	clips/pa-048__crec__110.97.wav	113.460	113.580	0.9820	1	0.20	2.514		666.15	1567.99	2851.74	59.24
pa-048	crec	clips/pa-048__crec__110.97.wav	113.460	113.580	0.9820	2	0.35	2.532	140.31	669.95	1549.49	3116.68	61.54
pa-048	crec	clips/pa-048__crec__110.97.wav	113.460	113.580	0.9820	3	0.50	2.550	139.53	651.98	1617.43	3157.88	63.32
pa-048	crec	clips/pa-048__crec__110.97.wav	113.460	113.580	0.9820	4	0.65	2.568	139.45	601.99	1571.25	2627.56	66.04
pa-048	crec	clips/pa-048__crec__110.97.wav	113.460	113.580	0.9820	5	0.80	2.586	137.60	544.69	1722.32	2571.90	67.26
pa-048	a nivell	clips/pa-048__a-nivell__435.77.wav	439.570	440.010	0.3484	1	0.20	3.888	175.20	356.70	1668.07	2690.93	62.95
pa-048	a nivell	clips/pa-048__a-nivell__435.77.wav	439.570	440.010	0.3484	2	0.35	3.954	163.71	362.08	1966.64	2673.56	65.47
pa-048	a nivell	clips/pa-048__a-nivell__435.77.wav	439.570	440.010	0.3484	3	0.50	4.020	169.69	401.68	1882.96	2824.58	64.31
pa-048	a nivell	clips/pa-048__a-nivell__435.77.wav	439.570	440.010	0.3484	4	0.65	4.086	167.08	481.46	1954.16	3006.98	63.63
pa-048	a nivell	clips/pa-048__a-nivell__435.77.wav	439.570	440.010	0.3484	5	0.80	4.152	167.95	363.32	1670.02	2275.03	62.61
pa-049	a veure	clips/pa-049__a-veure__244.85.wav	253.270	253.450	0.5898	1	0.20	7.167					
pa-049	a veure	clips/pa-049__a-veure__244.85.wav	253.270	253.450	0.5898	2	0.35	7.168					
pa-049	a veure	clips/pa-049__a-veure__244.85.wav	253.270	253.450	0.5898	3	0.50	7.170					
pa-049	a veure	clips/pa-049__a-veure__244.85.wav	253.270	253.450	0.5898	4	0.65	7.171					
pa-049	a veure	clips/pa-049__a-veure__244.85.wav	253.270	253.450	0.5898	5	0.80	7.173					
pa-051	crec	clips/pa-051__crec__208.57.wav	208.690	208.940	0.9472	1	0.20	0.170	110.10	799.01	1677.39	3092.11	67.78
pa-051	crec	clips/pa-051__crec__208.57.wav	208.690	208.940	0.9472	2	0.35	0.207	109.38	535.00	1663.20	2918.38	67.70
pa-051	crec	clips/pa-051__crec__208.57.wav	208.690	208.940	0.9472	3	0.50	0.245	109.38	479.98	1603.08	2520.11	67.66
pa-051	crec	clips/pa-051__crec__208.57.wav	208.690	208.940	0.9472	4	0.65	0.282	110.08	503.40	1684.12	2346.06	67.66
pa-051	crec	clips/pa-051__crec__208.57.wav	208.690	208.940	0.9472	5	0.80	0.320		668.84	1626.58	3341.98	68.71
pa-053	perquè	clips/pa-053__perqu__113.93.wav	115.930	116.640	0.4895	1	0.20	2.142	101.61	493.93	2010.18	3025.11	67.14
pa-053	perquè	clips/pa-053__perqu__113.93.wav	115.930	116.640	0.4895	2	0.35	2.248		546.00	1974.03	2885.90	62.94
pa-053	perquè	clips/pa-053__perqu__113.93.wav	115.930	116.640	0.4895	3	0.50	2.355	109.22	1133.34	1743.32	3151.71	61.33
pa-053	perquè	clips/pa-053__perqu__113.93.wav	115.930	116.640	0.4895	4	0.65	2.462		693.66	1673.96	2948.05	56.05
pa-053	perquè	clips/pa-053__perqu__113.93.wav	115.930	116.640	0.4895	5	0.80	2.568	109.74	668.37	1728.57	2873.33	56.28
pa-054	bueno	clips/pa-054__bueno__51.69.wav	52.480	52.600	0.9223	1	0.20	0.814	216.62	314.86	1701.97	2737.02	70.18
pa-054	bueno	clips/pa-054__bueno__51.69.wav	52.480	52.600	0.9223	2	0.35	0.832	192.31	352.91	2276.44	3553.96	74.47
pa-054	bueno	clips/pa-054__bueno__51.69.wav	52.480	52.600	0.9223	3	0.50	0.850	173.35	366.11	2284.68	3414.67	75.48
pa-054	bueno	clips/pa-054__bueno__51.69.wav	52.480	52.600	0.9223	4	0.65	0.868	165.46	357.94	2336.59	3416.43	76.69
pa-054	bueno	clips/pa-054__bueno__51.69.wav	52.480	52.600	0.9223	5	0.80	0.886	165.19	343.49	2337.92	3520.12	78.00
pa-055	reformeta	clips/pa-055__reformeta__139.05.wav	141.900	142.850	0.9761	1	0.20	3.040	147.45	475.82	1711.21	2267.03	73.40
pa-055	reformeta	clips/pa-055__reformeta__139.05.wav	141.900	142.850	0.9761	2	0.35	3.183	128.76	601.33	1436.26	2058.11	70.45
pa-055	reformeta	clips/pa-055__reformeta__139.05.wav	141.900	142.850	0.9761	3	0.50	3.325		368.71	1818.78	2634.03	65.95
pa-055	reformeta	clips/pa-055__reformeta__139.05.wav	141.900	142.850	0.9761	4	0.65	3.467	137.96	484.20	981.71	2230.31	74.65
pa-055	reformeta	clips/pa-055__reformeta__139.05.wav	141.900	142.850	0.9761	5	0.80	3.610	147.27	343.00	1785.29	2242.81	69.41
pa-056	vull dir	clips/pa-056__vull-dir__842.65.wav	843.400	844.450	0.6352	1	0.20	0.960		765.06	1857.47	2435.97	38.57
pa-056	vull dir	clips/pa-056__vull-dir__842.65.wav	843.400	844.450	0.6352	2	0.35	1.117		858.28	1678.01	2651.77	33.14
pa-056	vull dir	clips/pa-056__vull-dir__842.65.wav	843.400	844.450	0.6352	3	0.50	1.275		794.29	1998.16	2520.05	30.80
pa-056	vull dir	clips/pa-056__vull-dir__842.65.wav	843.400	844.450	0.6352	4	0.65	1.433		867.62	1987.12	2584.37	28.27
pa-056	vull dir	clips/pa-056__vull-dir__842.65.wav	843.400	844.450	0.6352	5	0.80	1.590	134.23	166.28	2049.06	2795.79	70.13
pa-057	tirar endavant	clips/pa-057__tirar-endavant__56.61.wav	61.760	62.410	0.6046	1	0.20	5.280		469.95	1831.91	2757.42	53.13
pa-057	tirar endavant	clips/pa-057__tirar-endavant__56.61.wav	61.760	62.410	0.6046	2	0.35	5.378	95.31	549.90	1623.28	2490.93	63.27
pa-057	tirar endavant	clips/pa-057__tirar-endavant__56.61.wav	61.760	62.410	0.6046	3	0.50	5.475		289.91	1528.73	2699.95	54.74
pa-057	tirar endavant	clips/pa-057__tirar-endavant__56.61.wav	61.760	62.410	0.6046	4	0.65	5.572		686.33	1320.46	3001.67	51.43
pa-057	tirar endavant	clips/pa-057__tirar-endavant__56.61.wav	61.760	62.410	0.6046	5	0.80	5.670		961.43	1346.20	2740.21	57.03
pa-058	perquè	clips/pa-058__perqu__91.09.wav	92.620	92.980	0.9219	1	0.20	1.602	129.24	267.79	1352.06	2349.65	67.76
pa-058	perquè	clips/pa-058__perqu__91.09.wav	92.620	92.980	0.9219	2	0.35	1.656	144.79	502.26	1022.67	2429.31	74.60
pa-058	perquè	clips/pa-058__perqu__91.09.wav	92.620	92.980	0.9219	3	0.50	1.710	144.46	422.72	756.12	2439.10	72.53
pa-058	perquè	clips/pa-058__perqu__91.09.wav	92.620	92.980	0.9219	4	0.65	1.764		339.93	1017.91	2373.90	55.09
pa-058	perquè	clips/pa-058__perqu__91.09.wav	92.620	92.980	0.9219	5	0.80	1.818	146.06	411.74	1752.37	2995.95	56.54
pa-059	clar	clips/pa-059__clar__36.61.wav	38.190	38.340	0.9126	1	0.20	1.610	179.34	647.67	1484.69	1813.16	71.00
pa-059	clar	clips/pa-059__clar__36.61.wav	38.190	38.340	0.9126	2	0.35	1.633	179.08	801.40	1760.54	3052.76	72.05
pa-059	clar	clips/pa-059__clar__36.61.wav	38.190	38.340	0.9126	3	0.50	1.655	186.88	850.76	1640.31	3046.10	70.24
pa-059	clar	clips/pa-059__clar__36.61.wav	38.190	38.340	0.9126	4	0.65	1.677	200.37	831.42	1592.25	3000.52	68.60
pa-059	clar	clips/pa-059__clar__36.61.wav	38.190	38.340	0.9126	5	0.80	1.700	222.92	856.19	1546.08	2954.69	66.16
pa-060	de fet	clips/pa-060__de-fet__72.57.wav	76.570	77.420	0.3825	1	0.20	4.170	140.57	575.87	1701.86	2190.70	71.30
pa-060	de fet	clips/pa-060__de-fet__72.57.wav	76.570	77.420	0.3825	2	0.35	4.297	139.46	601.60	2027.31	2350.28	68.67
pa-060	de fet	clips/pa-060__de-fet__72.57.wav	76.570	77.420	0.3825	3	0.50	4.425		656.53	1927.28	3050.90	53.09
pa-060	de fet	clips/pa-060__de-fet__72.57.wav	76.570	77.420	0.3825	4	0.65	4.553		441.11	1717.55	2686.55	64.99
pa-060	de fet	clips/pa-060__de-fet__72.57.wav	76.570	77.420	0.3825	5	0.80	4.680		1043.76	1793.32	2891.27	54.20
pa-062	és a dir	clips/pa-062__s-a-dir__973.65.wav	975.650	976.090	0.2861	1	0.20	2.088		572.28	1544.22	2120.94	51.07
pa-062	és a dir	clips/pa-062__s-a-dir__973.65.wav	975.650	976.090	0.2861	2	0.35	2.154	187.84	388.21	1373.60	2632.86	57.26
pa-062	és a dir	clips/pa-062__s-a-dir__973.65.wav	975.650	976.090	0.2861	3	0.50	2.220	84.39	446.02	1380.76	2535.98	66.53
pa-062	és a dir	clips/pa-062__s-a-dir__973.65.wav	975.650	976.090	0.2861	4	0.65	2.286		456.95	1278.89	2589.77	64.59
pa-062	és a dir	clips/pa-062__s-a-dir__973.65.wav	975.650	976.090	0.2861	5	0.80	2.352	80.07	457.64	1359.51	2686.03	61.64
pa-063	crec	clips/pa-063__crec__758.81.wav	761.610	761.820	0.9937	1	0.20	2.842	161.07	840.73	1846.05	3285.73	50.35
pa-063	crec	clips/pa-063__crec__758.81.wav	761.610	761.820	0.9937	2	0.35	2.873		632.45	1815.14	2522.48	43.15
pa-063	crec	clips/pa-063__crec__758.81.wav	761.610	761.820	0.9937	3	0.50	2.905		1021.28	2226.64	3434.73	54.60
pa-063	crec	clips/pa-063__crec__758.81.wav	761.610	761.820	0.9937	4	0.65	2.936	185.27	470.62	1965.31	2729.48	60.53
pa-063	crec	clips/pa-063__crec__758.81.wav	761.610	761.820	0.9937	5	0.80	2.968		687.12	2026.51	2729.42	53.95
pa-063	o sigui	clips/pa-063__o-sigui__826.09.wav	826.090	826.630	0.0141	1	0.20	0.120	164.43	1106.21	2738.26	3948.99	58.30
pa-063	o sigui	clips/pa-063__o-sigui__826.09.wav	826.090	826.630	0.0141	2	0.35	0.199	188.01	307.00	1247.83	2732.42	61.42
pa-063	o sigui	clips/pa-063__o-sigui__826.09.wav	826.090	826.630	0.0141	3	0.50	0.278	168.32	374.15	914.37	2627.57	61.55
pa-063	o sigui	clips/pa-063__o-sigui__826.09.wav	826.090	826.630	0.0141	4	0.65	0.356	169.34	421.37	1429.73	3029.08	59.65
pa-063	o sigui	clips/pa-063__o-sigui__826.09.wav	826.090	826.630	0.0141	5	0.80	0.435	192.42	614.24	1882.94	2853.94	59.40
pa-065	bé	clips/pa-065__b__138.57.wav	139.950	140.280	0.2481	1	0.20	1.446	137.00	385.28	1147.94	2508.26	66.41
pa-065	bé	clips/pa-065__b__138.57.wav	139.950	140.280	0.2481	2	0.35	1.495	126.46	377.63	1320.78	2490.55	63.68
pa-065	bé	clips/pa-065__b__138.57.wav	139.950	140.280	0.2481	3	0.50	1.545	125.51	408.57	1651.04	2378.66	66.06
pa-065	bé	clips/pa-065__b__138.57.wav	139.950	140.280	0.2481	4	0.65	1.595	124.37	463.27	1806.01	2503.58	62.76
pa-065	bé	clips/pa-065__b__138.57.wav	139.950	140.280	0.2481	5	0.80	1.644	66.79	459.38	1889.27	2545.49	56.83
pa-065	doncs	clips/pa-065__doncs__157.49.wav	159.730	159.760	0.5466	1	0.20	2.246	145.17	257.05	1597.60	2729.62	55.08
pa-065	doncs	clips/pa-065__doncs__157.49.wav	159.730	159.760	0.5466	2	0.35	2.251	143.33	268.77	1563.03	2646.00	56.72
pa-065	doncs	clips/pa-065__doncs__157.49.wav	159.730	159.760	0.5466	3	0.50	2.255	140.60	281.36	2046.36	2717.53	58.09
pa-065	doncs	clips/pa-065__doncs__157.49.wav	159.730	159.760	0.5466	4	0.65	2.260	137.14	301.48	2510.73	3143.16	59.37
pa-065	doncs	clips/pa-065__doncs__157.49.wav	159.730	159.760	0.5466	5	0.80	2.264	132.73	321.15	2472.09	3634.77	60.43
pa-066	bueno	clips/pa-066__bueno__357.23.wav	359.230	359.250	0.6883	1	0.20	2.004	135.55	559.52	846.55	2659.69	68.88
pa-066	bueno	clips/pa-066__bueno__357.23.wav	359.230	359.250	0.6883	2	0.35	2.007	137.17	560.72	835.28	2728.11	68.67
pa-066	bueno	clips/pa-066__bueno__357.23.wav	359.230	359.250	0.6883	3	0.50	2.010	138.63	557.28	826.99	2824.68	68.42
pa-066	bueno	clips/pa-066__bueno__357.23.wav	359.230	359.250	0.6883	4	0.65	2.013	140.22	543.47	822.91	2802.08	68.13
pa-066	bueno	clips/pa-066__bueno__357.23.wav	359.230	359.250	0.6883	5	0.80	2.016	141.95	541.78	801.61	2800.10	67.82
