tipus	id	fitxer	durada_s	sample_rate_hz	canals	bytes	estat	nota
clip	pa-007::a veure::89.25-96.75	clips/pa-007__a-veure__89.25.wav	7.500	16000	1	240078	ok	
clip	pa-008::a veure::668.25-673.75	clips/pa-008__a-veure__668.25.wav	5.500	16000	1	176078	ok	
clip	pa-011::a veure::551.81-556.27	clips/pa-011__a-veure__551.81.wav	4.460	16000	1	142798	ok	
clip	pa-014::a veure::617.45-637.95	clips/pa-014__a-veure__617.45.wav	20.500	16000	1	656078	ok	
clip	pa-016::a veure::369.73-375.91	clips/pa-016__a-veure__369.73.wav	6.180	16000	1	197838	ok	
clip	pa-018::a veure::825.61-833.55	clips/pa-018__a-veure__825.61.wav	7.940	16000	1	254158	ok	
clip	pa-021::a veure::108.77-116.95	clips/pa-021__a-veure__108.77.wav	8.180	16000	1	261838	ok	
clip	pa-022::a veure::238.61-245.15	clips/pa-022__a-veure__238.61.wav	6.540	16000	1	209358	ok	
clip	pa-023::a veure::268.81-272.59	clips/pa-023__a-veure__268.81.wav	3.780	16000	1	121038	ok	
clip	pa-024::a veure::590.77-595.39	clips/pa-024__a-veure__590.77.wav	4.620	16000	1	147918	ok	
clip	pa-025::a veure::388.01-395.23	clips/pa-025__a-veure__388.01.wav	7.220	16000	1	231118	ok	
clip	pa-026::a veure::64.09-68.39	clips/pa-026__a-veure__64.09.wav	4.300	16000	1	137678	ok	
clip	pa-029::a veure::17.49-21.59	clips/pa-029__a-veure__17.49.wav	4.100	16000	1	131278	ok	
clip	pa-030::a veure::673.41-676.91	clips/pa-030__a-veure__673.41.wav	3.500	16000	1	112078	ok	
clip	pa-031::a veure::4.25-9.07	clips/pa-031__a-veure__4.25.wav	4.820	16000	1	154318	ok	
clip	pa-032::a veure::212.45-218.19	clips/pa-032__a-veure__212.45.wav	5.740	16000	1	183758	ok	
clip	pa-034::a veure::94.05-100.39	clips/pa-034__a-veure__94.05.wav	6.340	16000	1	202958	ok	
clip	pa-035::a veure::211.09-218.51	clips/pa-035__a-veure__211.09.wav	7.420	16000	1	237518	ok	
clip	pa-036::a veure::153.05-160.15	clips/pa-036__a-veure__153.05.wav	7.100	16000	1	227278	ok	
clip	pa-038::a veure::1070.33-1076.43	clips/pa-038__a-veure__1070.33.wav	6.100	16000	1	195278	ok	
clip	pa-041::a veure::200.25-205.75	clips/pa-041__a-veure__200.25.wav	5.500	16000	1	176078	ok	
clip	pa-045::a veure::340.93-345.91	clips/pa-045__a-veure__340.93.wav	4.980	16000	1	159438	ok	
clip	pa-048::a veure::393.93-397.03	clips/pa-048__a-veure__393.93.wav	3.100	16000	1	99278	ok	
clip	pa-049::a veure::244.85-252.03	clips/pa-049__a-veure__244.85.wav	7.180	16000	1	229838	ok	
clip	pa-054::a veure::77.97-81.87	clips/pa-054__a-veure__77.97.wav	3.900	16000	1	124878	ok	
clip	pa-055::a veure::63.89-68.59	clips/pa-055__a-veure__63.89.wav	4.700	16000	1	150478	ok	
clip	pa-056::a veure::673.21-676.71	clips/pa-056__a-veure__673.21.wav	3.500	16000	1	112078	ok	
clip	pa-057::a veure::16.97-21.31	clips/pa-057__a-veure__16.97.wav	4.340	16000	1	138958	ok	
clip	pa-058::a veure::828.61-833.55	clips/pa-058__a-veure__828.61.wav	4.940	16000	1	158158	ok	
clip	pa-060::a veure::268.57-272.67	clips/pa-060__a-veure__268.57.wav	4.100	16000	1	131278	ok	
clip	pa-061::a veure::579.17-583.39	clips/pa-061__a-veure__579.17.wav	4.220	16000	1	135118	ok	
clip	pa-063::a veure::402.13-408.03	clips/pa-063__a-veure__402.13.wav	5.900	16000	1	188878	ok	
clip	pa-064::a veure::587.61-591.67	clips/pa-064__a-veure__587.61.wav	4.060	16000	1	129998	ok	
clip	pa-065::a veure::578.25-582.71	clips/pa-065__a-veure__578.25.wav	4.460	16000	1	142798	ok	
clip	pa-003::aviam::180.17-188.79	clips/pa-003__aviam__180.17.wav	8.620	16000	1	275918	ok	
clip	pa-014::aviam::875.45-883.95	clips/pa-014__aviam__875.45.wav	8.500	16000	1	272078	ok	
clip	pa-016::aviam::729.65-741.19	clips/pa-016__aviam__729.65.wav	11.540	16000	1	369358	ok	
clip	pa-020::aviam::252.21-256.43	clips/pa-020__aviam__252.21.wav	4.220	16000	1	135118	ok	
clip	pa-049::aviam::897.25-901.75	clips/pa-049__aviam__897.25.wav	4.500	16000	1	144078	ok	
clip	pa-004::doncs::416.21-423.31	clips/pa-004__doncs__416.21.wav	7.100	16000	1	227278	ok	
clip	pa-005::doncs::71.13-77.11	clips/pa-005__doncs__71.13.wav	5.980	16000	1	191438	ok	
clip	pa-006::doncs::180.25-187.75	clips/pa-006__doncs__180.25.wav	7.500	16000	1	240078	ok	
clip	pa-007::doncs::59.25-66.75	clips/pa-007__doncs__59.25.wav	7.500	16000	1	240078	ok	
clip	pa-008::doncs::55.25-59.75	clips/pa-008__doncs__55.25.wav	4.500	16000	1	144078	ok	
clip	pa-009::doncs::139.25-145.75	clips/pa-009__doncs__139.25.wav	6.500	16000	1	208078	ok	
clip	pa-010::doncs::24.65-31.67	clips/pa-010__doncs__24.65.wav	7.020	16000	1	224718	ok	
clip	pa-011::doncs::61.49-69.07	clips/pa-011__doncs__61.49.wav	7.580	16000	1	242638	ok	
clip	pa-012::doncs::411.25-416.75	clips/pa-012__doncs__411.25.wav	5.500	16000	1	176078	ok	
clip	pa-013::doncs::56.85-61.87	clips/pa-013__doncs__56.85.wav	5.020	16000	1	160718	ok	
clip	pa-014::doncs::180.05-188.55	clips/pa-014__doncs__180.05.wav	8.500	16000	1	272078	ok	
clip	pa-015::doncs::83.25-87.75	clips/pa-015__doncs__83.25.wav	4.500	16000	1	144078	ok	
clip	pa-016::doncs::62.33-69.43	clips/pa-016__doncs__62.33.wav	7.100	16000	1	227278	ok	
clip	pa-017::doncs::459.25-464.75	clips/pa-017__doncs__459.25.wav	5.500	16000	1	176078	ok	
clip	pa-018::doncs::33.53-39.87	clips/pa-018__doncs__33.53.wav	6.340	16000	1	202958	ok	
clip	pa-019::doncs::46.25-49.75	clips/pa-019__doncs__46.25.wav	3.500	16000	1	112078	ok	
clip	pa-020::doncs::247.37-252.03	clips/pa-020__doncs__247.37.wav	4.660	16000	1	149198	ok	
clip	pa-021::doncs::12.25-16.87	clips/pa-021__doncs__12.25.wav	4.620	16000	1	147918	ok	
clip	pa-022::doncs::122.85-126.95	clips/pa-022__doncs__122.85.wav	4.100	16000	1	131278	ok	
clip	pa-024::doncs::83.01-114.51	clips/pa-024__doncs__83.01.wav	31.500	16000	1	1008078	ok	
clip	pa-025::doncs::59.89-66.03	clips/pa-025__doncs__59.89.wav	6.140	16000	1	196558	ok	
clip	pa-026::doncs::6.33-9.67	clips/pa-026__doncs__6.33.wav	3.340	16000	1	106958	ok	
clip	pa-027::doncs::18.01-24.51	clips/pa-027__doncs__18.01.wav	6.500	16000	1	208078	ok	
clip	pa-028::doncs::329.33-334.79	clips/pa-028__doncs__329.33.wav	5.460	16000	1	174798	ok	
clip	pa-029::doncs::127.61-131.67	clips/pa-029__doncs__127.61.wav	4.060	16000	1	129998	ok	
clip	pa-030::doncs::43.53-48.63	clips/pa-030__doncs__43.53.wav	5.100	16000	1	163278	ok	
clip	pa-031::doncs::414.05-419.11	clips/pa-031__doncs__414.05.wav	5.060	16000	1	161998	ok	
clip	pa-032::doncs::21.61-27.23	clips/pa-032__doncs__21.61.wav	5.620	16000	1	179918	ok	
clip	pa-033::doncs::6.61-10.79	clips/pa-033__doncs__6.61.wav	4.180	16000	1	133838	ok	
clip	pa-034::doncs::110.53-116.23	clips/pa-034__doncs__110.53.wav	5.700	16000	1	182478	ok	
clip	pa-035::doncs::195.49-202.11	clips/pa-035__doncs__195.49.wav	6.620	16000	1	211918	ok	
clip	pa-036::doncs::367.25-376.75	clips/pa-036__doncs__367.25.wav	9.500	16000	1	304078	ok	
clip	pa-037::doncs::20.49-28.07	clips/pa-037__doncs__20.49.wav	7.580	16000	1	242638	ok	
clip	pa-038::doncs::2008.17-2013.95	clips/pa-038__doncs__2008.17.wav	5.780	16000	1	185038	ok	
clip	pa-039::doncs::12.77-19.51	clips/pa-039__doncs__12.77.wav	6.740	16000	1	215758	ok	
clip	pa-040::doncs::210.05-214.99	clips/pa-040__doncs__210.05.wav	4.940	16000	1	158158	ok	
clip	pa-041::doncs::209.25-217.75	clips/pa-041__doncs__209.25.wav	8.500	16000	1	272078	ok	
clip	pa-043::doncs::15.25-19.75	clips/pa-043__doncs__15.25.wav	4.500	16000	1	144078	ok	
clip	pa-045::doncs::283.01-287.39	clips/pa-045__doncs__283.01.wav	4.380	16000	1	140238	ok	
clip	pa-046::doncs::135.61-140.07	clips/pa-046__doncs__135.61.wav	4.460	16000	1	142798	ok	
clip	pa-048::doncs::302.89-306.79	clips/pa-048__doncs__302.89.wav	3.900	16000	1	124878	ok	
clip	pa-049::doncs::1092.25-1095.75	clips/pa-049__doncs__1092.25.wav	3.500	16000	1	112078	ok	
clip	pa-055::doncs::6.29-9.67	clips/pa-055__doncs__6.29.wav	3.380	16000	1	108238	ok	
clip	pa-056::doncs::43.45-48.59	clips/pa-056__doncs__43.45.wav	5.140	16000	1	164558	ok	
clip	pa-057::doncs::127.21-131.71	clips/pa-057__doncs__127.21.wav	4.500	16000	1	144078	ok	
clip	pa-058::doncs::200.41-205.27	clips/pa-058__doncs__200.41.wav	4.860	16000	1	155598	ok	
clip	pa-059::doncs::245.81-250.79	clips/pa-059__doncs__245.81.wav	4.980	16000	1	159438	ok	
clip	pa-060::doncs::177.97-182.63	clips/pa-060__doncs__177.97.wav	4.660	16000	1	149198	ok	
clip	pa-061::doncs::242.09-249.23	clips/pa-061__doncs__242.09.wav	7.140	16000	1	228558	ok	
clip	pa-062::doncs::302.09-307.51	clips/pa-062__doncs__302.09.wav	5.420	16000	1	173518	ok	
clip	pa-063::doncs::609.05-614.11	clips/pa-063__doncs__609.05.wav	5.060	16000	1	161998	ok	
clip	pa-064::doncs::456.73-460.43	clips/pa-064__doncs__456.73.wav	3.700	16000	1	118478	ok	
clip	pa-065::doncs::157.49-162.27	clips/pa-065__doncs__157.49.wav	4.780	16000	1	153038	ok	
clip	pa-001::perquè::59.57-63.31	clips/pa-001__perqu__59.57.wav	3.740	16000	1	119758	ok	
clip	pa-002::perquè::18.25-23.75	clips/pa-002__perqu__18.25.wav	5.500	16000	1	176078	ok	
clip	pa-003::perquè::201.57-207.03	clips/pa-003__perqu__201.57.wav	5.460	16000	1	174798	ok	
clip	pa-004::perquè::464.09-471.39	clips/pa-004__perqu__464.09.wav	7.300	16000	1	233678	ok	
clip	pa-006::perquè::110.25-117.75	clips/pa-006__perqu__110.25.wav	7.500	16000	1	240078	ok	
clip	pa-007::perquè::101.25-107.75	clips/pa-007__perqu__101.25.wav	6.500	16000	1	208078	ok	
clip	pa-008::perquè::55.25-59.75	clips/pa-008__perqu__55.25.wav	4.500	16000	1	144078	ok	
clip	pa-009::perquè::349.25-356.75	clips/pa-009__perqu__349.25.wav	7.500	16000	1	240078	ok	
clip	pa-010::perquè::196.65-201.55	clips/pa-010__perqu__196.65.wav	4.900	16000	1	156878	ok	
clip	pa-011::perquè::27.61-31.55	clips/pa-011__perqu__27.61.wav	3.940	16000	1	126158	ok	
clip	pa-012::perquè::369.25-374.75	clips/pa-012__perqu__369.25.wav	5.500	16000	1	176078	ok	
clip	pa-013::perquè::433.89-442.03	clips/pa-013__perqu__433.89.wav	8.140	16000	1	260558	ok	
clip	pa-014::perquè::105.85-115.75	clips/pa-014__perqu__105.85.wav	9.900	16000	1	316878	ok	
clip	pa-015::perquè::86.25-92.75	clips/pa-015__perqu__86.25.wav	6.500	16000	1	208078	ok	
clip	pa-016::perquè::79.77-85.39	clips/pa-016__perqu__79.77.wav	5.620	16000	1	179918	ok	
clip	pa-017::perquè::4.25-12.15	clips/pa-017__perqu__4.25.wav	7.900	16000	1	252878	ok	
clip	pa-018::perquè::91.09-96.47	clips/pa-018__perqu__91.09.wav	5.380	16000	1	172238	ok	
clip	pa-019::perquè::101.25-105.75	clips/pa-019__perqu__101.25.wav	4.500	16000	1	144078	ok	
clip	pa-020::perquè::9.41-12.91	clips/pa-020__perqu__9.41.wav	3.500	16000	1	112078	ok	
clip	pa-021::perquè::15.45-19.67	clips/pa-021__perqu__15.45.wav	4.220	16000	1	135118	ok	
clip	pa-022::perquè::111.69-115.67	clips/pa-022__perqu__111.69.wav	3.980	16000	1	127438	ok	
clip	pa-023::perquè::29.09-34.79	clips/pa-023__perqu__29.09.wav	5.700	16000	1	182478	ok	
clip	pa-024::perquè::225.53-230.35	clips/pa-024__perqu__225.53.wav	4.820	16000	1	154318	ok	
clip	pa-025::perquè::37.17-40.43	clips/pa-025__perqu__37.17.wav	3.260	16000	1	104398	ok	
clip	pa-026::perquè::150.53-156.67	clips/pa-026__perqu__150.53.wav	6.140	16000	1	196558	ok	
clip	pa-027::perquè::8.81-14.39	clips/pa-027__perqu__8.81.wav	5.580	16000	1	178638	ok	
clip	pa-028::perquè::142.89-147.99	clips/pa-028__perqu__142.89.wav	5.100	16000	1	163278	ok	
clip	pa-029::perquè::249.69-254.43	clips/pa-029__perqu__249.69.wav	4.740	16000	1	151758	ok	
clip	pa-030::perquè::31.89-36.39	clips/pa-030__perqu__31.89.wav	4.500	16000	1	144078	ok	
clip	pa-031::perquè::32.69-37.47	clips/pa-031__perqu__32.69.wav	4.780	16000	1	153038	ok	
clip	pa-032::perquè::9.21-15.07	clips/pa-032__perqu__9.21.wav	5.860	16000	1	187598	ok	
clip	pa-033::perquè::18.89-23.43	clips/pa-033__perqu__18.89.wav	4.540	16000	1	145358	ok	
clip	pa-034::perquè::51.85-56.47	clips/pa-034__perqu__51.85.wav	4.620	16000	1	147918	ok	
clip	pa-035::perquè::181.13-186.35	clips/pa-035__perqu__181.13.wav	5.220	16000	1	167118	ok	
clip	pa-036::perquè::15.65-20.75	clips/pa-036__perqu__15.65.wav	5.100	16000	1	163278	ok	
clip	pa-037::perquè::186.29-198.91	clips/pa-037__perqu__186.29.wav	12.620	16000	1	403918	ok	
clip	pa-038::perquè::279.13-283.51	clips/pa-038__perqu__279.13.wav	4.380	16000	1	140238	ok	
clip	pa-039::perquè::18.09-21.31	clips/pa-039__perqu__18.09.wav	3.220	16000	1	103118	ok	
clip	pa-040::perquè::25.21-30.07	clips/pa-040__perqu__25.21.wav	4.860	16000	1	155598	ok	
clip	pa-041::perquè::69.25-76.75	clips/pa-041__perqu__69.25.wav	7.500	16000	1	240078	ok	
clip	pa-042::perquè::29.13-33.43	clips/pa-042__perqu__29.13.wav	4.300	16000	1	137678	ok	
clip	pa-045::perquè::175.33-183.63	clips/pa-045__perqu__175.33.wav	8.300	16000	1	265678	ok	
clip	pa-046::perquè::140.85-146.79	clips/pa-046__perqu__140.85.wav	5.940	16000	1	190158	ok	
clip	pa-048::perquè::186.93-191.19	clips/pa-048__perqu__186.93.wav	4.260	16000	1	136398	ok	
clip	pa-049::perquè::68.85-75.71	clips/pa-049__perqu__68.85.wav	6.860	16000	1	219598	ok	
clip	pa-051::perquè::123.85-128.35	clips/pa-051__perqu__123.85.wav	4.500	16000	1	144078	ok	
clip	pa-052::perquè::92.65-96.47	clips/pa-052__perqu__92.65.wav	3.820	16000	1	122318	ok	
clip	pa-053::perquè::113.93-120.79	clips/pa-053__perqu__113.93.wav	6.860	16000	1	219598	ok	
clip	pa-054::perquè::80.45-85.43	clips/pa-054__perqu__80.45.wav	4.980	16000	1	159438	ok	
clip	pa-055::perquè::148.53-153.11	clips/pa-055__perqu__148.53.wav	4.580	16000	1	146638	ok	
clip	pa-056::perquè::31.73-35.07	clips/pa-056__perqu__31.73.wav	3.340	16000	1	106958	ok	
clip	pa-057::perquè::249.45-254.11	clips/pa-057__perqu__249.45.wav	4.660	16000	1	149198	ok	
clip	pa-058::perquè::91.09-96.47	clips/pa-058__perqu__91.09.wav	5.380	16000	1	172238	ok	
clip	pa-059::perquè::4.09-12.43	clips/pa-059__perqu__4.09.wav	8.340	16000	1	266958	ok	
clip	pa-060::perquè::29.05-34.75	clips/pa-060__perqu__29.05.wav	5.700	16000	1	182478	ok	
clip	pa-061::perquè::117.17-123.75	clips/pa-061__perqu__117.17.wav	6.580	16000	1	210638	ok	
clip	pa-062::perquè::73.97-78.19	clips/pa-062__perqu__73.97.wav	4.220	16000	1	135118	ok	
clip	pa-063::perquè::142.61-146.79	clips/pa-063__perqu__142.61.wav	4.180	16000	1	133838	ok	
clip	pa-064::perquè::27.57-33.27	clips/pa-064__perqu__27.57.wav	5.700	16000	1	182478	ok	
clip	pa-065::perquè::129.17-134.51	clips/pa-065__perqu__129.17.wav	5.340	16000	1	170958	ok	
clip	pa-066::perquè::21.81-26.71	clips/pa-066__perqu__21.81.wav	4.900	16000	1	156878	ok	
clip	pa-001::a nivell::135.37-139.03	clips/pa-001__a-nivell__135.37.wav	3.660	16000	1	117198	ok	
clip	pa-002::a nivell::714.25-724.75	clips/pa-002__a-nivell__714.25.wav	10.500	16000	1	336078	ok	
clip	pa-003::a nivell::180.17-188.79	clips/pa-003__a-nivell__180.17.wav	8.620	16000	1	275918	ok	
clip	pa-016::a nivell::333.81-340.39	clips/pa-016__a-nivell__333.81.wav	6.580	16000	1	210638	ok	
clip	pa-017::a nivell::143.25-149.75	clips/pa-017__a-nivell__143.25.wav	6.500	16000	1	208078	ok	
clip	pa-018::a nivell::188.45-191.87	clips/pa-018__a-nivell__188.45.wav	3.420	16000	1	109518	ok	
clip	pa-019::a nivell::122.25-127.75	clips/pa-019__a-nivell__122.25.wav	5.500	16000	1	176078	ok	
clip	pa-020::a nivell::409.37-414.43	clips/pa-020__a-nivell__409.37.wav	5.060	16000	1	161998	ok	
clip	pa-023::a nivell::418.57-422.99	clips/pa-023__a-nivell__418.57.wav	4.420	16000	1	141518	ok	
clip	pa-024::a nivell::1547.93-1552.91	clips/pa-024__a-nivell__1547.93.wav	4.980	16000	1	159438	ok	
clip	pa-026::a nivell::38.25-41.75	clips/pa-026__a-nivell__38.25.wav	3.500	16000	1	112078	ok	
clip	pa-029::a nivell::417.09-421.47	clips/pa-029__a-nivell__417.09.wav	4.380	16000	1	140238	ok	
clip	pa-033::a nivell::6.61-10.79	clips/pa-033__a-nivell__6.61.wav	4.180	16000	1	133838	ok	
clip	pa-034::a nivell::143.81-148.91	clips/pa-034__a-nivell__143.81.wav	5.100	16000	1	163278	ok	
clip	pa-036::a nivell::386.45-395.95	clips/pa-036__a-nivell__386.45.wav	9.500	16000	1	304078	ok	
clip	pa-038::a nivell::455.49-460.15	clips/pa-038__a-nivell__455.49.wav	4.660	16000	1	149198	ok	
clip	pa-045::a nivell::624.85-629.07	clips/pa-045__a-nivell__624.85.wav	4.220	16000	1	135118	ok	
clip	pa-048::a nivell::435.77-441.27	clips/pa-048__a-nivell__435.77.wav	5.500	16000	1	176078	ok	
clip	pa-049::a nivell::1396.25-1400.75	clips/pa-049__a-nivell__1396.25.wav	4.500	16000	1	144078	ok	
clip	pa-055::a nivell::38.09-44.07	clips/pa-055__a-nivell__38.09.wav	5.980	16000	1	191438	ok	
clip	pa-057::a nivell::417.13-421.51	clips/pa-057__a-nivell__417.13.wav	4.380	16000	1	140238	ok	
clip	pa-058::a nivell::188.37-191.87	clips/pa-058__a-nivell__188.37.wav	3.500	16000	1	112078	ok	
clip	pa-059::a nivell::142.93-150.35	clips/pa-059__a-nivell__142.93.wav	7.420	16000	1	237518	ok	
clip	pa-060::a nivell::201.93-208.63	clips/pa-060__a-nivell__201.93.wav	6.700	16000	1	214478	ok	
clip	pa-061::a nivell::1357.21-1360.71	clips/pa-061__a-nivell__1357.21.wav	3.500	16000	1	112078	ok	
clip	pa-063::a nivell::1143.61-1148.07	clips/pa-063__a-nivell__1143.61.wav	4.460	16000	1	142798	ok	
clip	pa-065::a nivell::529.09-536.75	clips/pa-065__a-nivell__529.09.wav	7.660	16000	1	245198	ok	
clip	pa-066::a nivell::25.21-29.71	clips/pa-066__a-nivell__25.21.wav	4.500	16000	1	144078	ok	
clip	pa-003::tirar endavant::361.93-366.63	clips/pa-003__tirar-endavant__361.93.wav	4.700	16000	1	150478	ok	
clip	pa-017::tirar endavant::49.85-56.15	clips/pa-017__tirar-endavant__49.85.wav	6.300	16000	1	201678	ok	
clip	pa-020::tirar endavant::33.45-36.95	clips/pa-020__tirar-endavant__33.45.wav	3.500	16000	1	112078	ok	
clip	pa-029::tirar endavant::56.73-63.23	clips/pa-029__tirar-endavant__56.73.wav	6.500	16000	1	208078	ok	
clip	pa-030::tirar endavant::185.61-192.15	clips/pa-030__tirar-endavant__185.61.wav	6.540	16000	1	209358	ok	
clip	pa-031::tirar endavant::146.09-150.31	clips/pa-031__tirar-endavant__146.09.wav	4.220	16000	1	135118	ok	
clip	pa-033::tirar endavant::135.69-141.51	clips/pa-033__tirar-endavant__135.69.wav	5.820	16000	1	186318	ok	
clip	pa-034::tirar endavant::690.33-695.67	clips/pa-034__tirar-endavant__690.33.wav	5.340	16000	1	170958	ok	
clip	pa-041::tirar endavant::102.25-106.75	clips/pa-041__tirar-endavant__102.25.wav	4.500	16000	1	144078	ok	
clip	pa-056::tirar endavant::185.53-189.19	clips/pa-056__tirar-endavant__185.53.wav	3.660	16000	1	117198	ok	
clip	pa-057::tirar endavant::56.61-63.15	clips/pa-057__tirar-endavant__56.61.wav	6.540	16000	1	209358	ok	
clip	pa-059::tirar endavant::49.77-54.87	clips/pa-059__tirar-endavant__49.77.wav	5.100	16000	1	163278	ok	
clip	pa-003::ensenyança::279.69-286.23	clips/pa-003__ensenyan-a__279.69.wav	6.540	16000	1	209358	ok	
clip	pa-041::ensenyança::523.25-531.75	clips/pa-041__ensenyan-a__523.25.wav	8.500	16000	1	272078	ok	
clip	pa-002::reformeta::12.25-17.75	clips/pa-002__reformeta__12.25.wav	5.500	16000	1	176078	ok	
clip	pa-022::reformeta::125.53-130.67	clips/pa-022__reformeta__125.53.wav	5.140	16000	1	164558	ok	
clip	pa-025::reformeta::1085.53-1091.51	clips/pa-025__reformeta__1085.53.wav	5.980	16000	1	191438	ok	
clip	pa-026::reformeta::138.61-145.67	clips/pa-026__reformeta__138.61.wav	7.060	16000	1	225998	ok	
clip	pa-034::reformeta::191.33-198.59	clips/pa-034__reformeta__191.33.wav	7.260	16000	1	232398	ok	
clip	pa-038::reformeta::1821.69-1828.07	clips/pa-038__reformeta__1821.69.wav	6.380	16000	1	204238	ok	
clip	pa-055::reformeta::139.05-145.83	clips/pa-055__reformeta__139.05.wav	6.780	16000	1	217038	ok	
