tipus	id	fitxer	durada_s	sample_rate_hz	canals	bytes	estat	nota
clip	pa-062::diguem::191.37-197.03	clips/pa-062__diguem__191.37.wav	5.660	16000	1	181198	ok	
clip	pa-001::crec::97.33-100.95	clips/pa-001__crec__97.33.wav	3.620	16000	1	115918	ok	
clip	pa-002::crec::248.25-254.75	clips/pa-002__crec__248.25.wav	6.500	16000	1	208078	ok	
clip	pa-003::crec::0.00-7.19	clips/pa-003__crec__0.00.wav	7.190	16000	1	230158	ok	
clip	pa-010::crec::1033.25-1036.75	clips/pa-010__crec__1033.25.wav	3.500	16000	1	112078	ok	
clip	pa-014::crec::153.25-160.55	clips/pa-014__crec__153.25.wav	7.300	16000	1	233678	ok	
clip	pa-016::crec::93.17-100.83	clips/pa-016__crec__93.17.wav	7.660	16000	1	245198	ok	
clip	pa-018::crec::7.49-12.83	clips/pa-018__crec__7.49.wav	5.340	16000	1	170958	ok	
clip	pa-019::crec::27.25-31.75	clips/pa-019__crec__27.25.wav	4.500	16000	1	144078	ok	
clip	pa-021::crec::115.53-120.03	clips/pa-021__crec__115.53.wav	4.500	16000	1	144078	ok	
clip	pa-022::crec::243.73-249.43	clips/pa-022__crec__243.73.wav	5.700	16000	1	182478	ok	
clip	pa-023::crec::42.93-50.23	clips/pa-023__crec__42.93.wav	7.300	16000	1	233678	ok	
clip	pa-024::crec::368.01-372.63	clips/pa-024__crec__368.01.wav	4.620	16000	1	147918	ok	
clip	pa-025::crec::4.25-9.11	clips/pa-025__crec__4.25.wav	4.860	16000	1	155598	ok	
clip	pa-027::crec::8.81-14.39	clips/pa-027__crec__8.81.wav	5.580	16000	1	178638	ok	
clip	pa-030::crec::346.45-352.99	clips/pa-030__crec__346.45.wav	6.540	16000	1	209358	ok	
clip	pa-031::crec::87.01-92.63	clips/pa-031__crec__87.01.wav	5.620	16000	1	179918	ok	
clip	pa-034::crec::651.65-657.27	clips/pa-034__crec__651.65.wav	5.620	16000	1	179918	ok	
clip	pa-035::crec::872.77-879.91	clips/pa-035__crec__872.77.wav	7.140	16000	1	228558	ok	
clip	pa-037::crec::424.61-437.99	clips/pa-037__crec__424.61.wav	13.380	16000	1	428238	ok	
clip	pa-038::crec::220.69-226.79	clips/pa-038__crec__220.69.wav	6.100	16000	1	195278	ok	
clip	pa-039::crec::90.85-95.95	clips/pa-039__crec__90.85.wav	5.100	16000	1	163278	ok	
clip	pa-040::crec::4.37-7.79	clips/pa-040__crec__4.37.wav	3.420	16000	1	109518	ok	
clip	pa-041::crec::56.25-62.75	clips/pa-041__crec__56.25.wav	6.500	16000	1	208078	ok	
clip	pa-042::crec::32.01-37.35	clips/pa-042__crec__32.01.wav	5.340	16000	1	170958	ok	
clip	pa-043::crec::102.25-108.75	clips/pa-043__crec__102.25.wav	6.500	16000	1	208078	ok	
clip	pa-045::crec::240.61-245.63	clips/pa-045__crec__240.61.wav	5.020	16000	1	160718	ok	
clip	pa-046::crec::208.41-212.47	clips/pa-046__crec__208.41.wav	4.060	16000	1	129998	ok	
clip	pa-048::crec::110.97-117.27	clips/pa-048__crec__110.97.wav	6.300	16000	1	201678	ok	
clip	pa-049::crec::371.85-383.51	clips/pa-049__crec__371.85.wav	11.660	16000	1	373198	ok	
clip	pa-051::crec::208.57-213.39	clips/pa-051__crec__208.57.wav	4.820	16000	1	154318	ok	
clip	pa-056::crec::347.05-353.03	clips/pa-056__crec__347.05.wav	5.980	16000	1	191438	ok	
clip	pa-058::crec::6.69-12.71	clips/pa-058__crec__6.69.wav	6.020	16000	1	192718	ok	
clip	pa-060::crec::42.05-50.19	clips/pa-060__crec__42.05.wav	8.140	16000	1	260558	ok	
clip	pa-061::crec::428.85-435.63	clips/pa-061__crec__428.85.wav	6.780	16000	1	217038	ok	
clip	pa-062::crec::1037.89-1041.47	clips/pa-062__crec__1037.89.wav	3.580	16000	1	114638	ok	
clip	pa-063::crec::758.81-763.23	clips/pa-063__crec__758.81.wav	4.420	16000	1	141518	ok	
clip	pa-064::crec::1335.77-1345.39	clips/pa-064__crec__1335.77.wav	9.620	16000	1	307918	ok	
clip	pa-065::crec::1276.85-1281.67	clips/pa-065__crec__1276.85.wav	4.820	16000	1	154318	ok	
clip	pa-066::crec::219.63-227.13	clips/pa-066__crec__219.63.wav	7.500	16000	1	240078	ok	
clip	pa-001::bueno::207.01-212.99	clips/pa-001__bueno__207.01.wav	5.980	16000	1	191438	ok	
clip	pa-002::bueno::433.25-440.75	clips/pa-002__bueno__433.25.wav	7.500	16000	1	240078	ok	
clip	pa-003::bueno::227.05-235.71	clips/pa-003__bueno__227.05.wav	8.660	16000	1	277198	ok	
clip	pa-007::bueno::475.25-480.75	clips/pa-007__bueno__475.25.wav	5.500	16000	1	176078	ok	
clip	pa-008::bueno::969.25-973.75	clips/pa-008__bueno__969.25.wav	4.500	16000	1	144078	ok	
clip	pa-016::bueno::93.17-100.83	clips/pa-016__bueno__93.17.wav	7.660	16000	1	245198	ok	
clip	pa-017::bueno::823.25-829.75	clips/pa-017__bueno__823.25.wav	6.500	16000	1	208078	ok	
clip	pa-018::bueno::23.21-28.91	clips/pa-018__bueno__23.21.wav	5.700	16000	1	182478	ok	
clip	pa-019::bueno::328.25-333.75	clips/pa-019__bueno__328.25.wav	5.500	16000	1	176078	ok	
clip	pa-020::bueno::13.57-19.47	clips/pa-020__bueno__13.57.wav	5.900	16000	1	188878	ok	
clip	pa-021::bueno::12.25-16.87	clips/pa-021__bueno__12.25.wav	4.620	16000	1	147918	ok	
clip	pa-022::bueno::122.85-126.95	clips/pa-022__bueno__122.85.wav	4.100	16000	1	131278	ok	
clip	pa-023::bueno::96.81-100.35	clips/pa-023__bueno__96.81.wav	3.540	16000	1	113358	ok	
clip	pa-024::bueno::147.29-152.07	clips/pa-024__bueno__147.29.wav	4.780	16000	1	153038	ok	
clip	pa-025::bueno::909.25-914.07	clips/pa-025__bueno__909.25.wav	4.820	16000	1	154318	ok	
clip	pa-026::bueno::194.89-200.75	clips/pa-026__bueno__194.89.wav	5.860	16000	1	187598	ok	
clip	pa-027::bueno::35.13-40.47	clips/pa-027__bueno__35.13.wav	5.340	16000	1	170958	ok	
clip	pa-028::bueno::28.37-32.59	clips/pa-028__bueno__28.37.wav	4.220	16000	1	135118	ok	
clip	pa-029::bueno::720.69-724.19	clips/pa-029__bueno__720.69.wav	3.500	16000	1	112078	ok	
clip	pa-030::bueno::459.05-463.07	clips/pa-030__bueno__459.05.wav	4.020	16000	1	128718	ok	
clip	pa-031::bueno::111.73-115.67	clips/pa-031__bueno__111.73.wav	3.940	16000	1	126158	ok	
clip	pa-032::bueno::44.73-50.63	clips/pa-032__bueno__44.73.wav	5.900	16000	1	188878	ok	
clip	pa-034::bueno::33.81-39.07	clips/pa-034__bueno__33.81.wav	5.260	16000	1	168398	ok	
clip	pa-035::bueno::195.49-202.11	clips/pa-035__bueno__195.49.wav	6.620	16000	1	211918	ok	
clip	pa-036::bueno::76.25-84.15	clips/pa-036__bueno__76.25.wav	7.900	16000	1	252878	ok	
clip	pa-037::bueno::105.29-124.79	clips/pa-037__bueno__105.29.wav	19.500	16000	1	624078	ok	
clip	pa-038::bueno::874.61-878.11	clips/pa-038__bueno__874.61.wav	3.500	16000	1	112078	ok	
clip	pa-039::bueno::530.89-537.23	clips/pa-039__bueno__530.89.wav	6.340	16000	1	202958	ok	
clip	pa-041::bueno::165.25-173.75	clips/pa-041__bueno__165.25.wav	8.500	16000	1	272078	ok	
clip	pa-043::bueno::0.00-3.75	clips/pa-043__bueno__0.00.wav	3.750	16000	1	120078	ok	
clip	pa-045::bueno::261.05-270.91	clips/pa-045__bueno__261.05.wav	9.860	16000	1	315598	ok	
clip	pa-046::bueno::128.01-131.51	clips/pa-046__bueno__128.01.wav	3.500	16000	1	112078	ok	
clip	pa-048::bueno::227.17-233.03	clips/pa-048__bueno__227.17.wav	5.860	16000	1	187598	ok	
clip	pa-049::bueno::269.05-275.83	clips/pa-049__bueno__269.05.wav	6.780	16000	1	217038	ok	
clip	pa-051::bueno::41.97-47.43	clips/pa-051__bueno__41.97.wav	5.460	16000	1	174798	ok	
clip	pa-052::bueno::41.97-47.23	clips/pa-052__bueno__41.97.wav	5.260	16000	1	168398	ok	
clip	pa-054::bueno::51.69-55.75	clips/pa-054__bueno__51.69.wav	4.060	16000	1	129998	ok	
clip	pa-055::bueno::194.93-200.67	clips/pa-055__bueno__194.93.wav	5.740	16000	1	183758	ok	
clip	pa-056::bueno::458.97-462.83	clips/pa-056__bueno__458.97.wav	3.860	16000	1	123598	ok	
clip	pa-057::bueno::1128.89-1136.35	clips/pa-057__bueno__1128.89.wav	7.460	16000	1	238798	ok	
clip	pa-058::bueno::23.17-28.91	clips/pa-058__bueno__23.17.wav	5.740	16000	1	183758	ok	
clip	pa-059::bueno::166.17-173.63	clips/pa-059__bueno__166.17.wav	7.460	16000	1	238798	ok	
clip	pa-060::bueno::150.05-157.07	clips/pa-060__bueno__150.05.wav	7.020	16000	1	224718	ok	
clip	pa-061::bueno::171.05-174.55	clips/pa-061__bueno__171.05.wav	3.500	16000	1	112078	ok	
clip	pa-062::bueno::297.17-302.03	clips/pa-062__bueno__297.17.wav	4.860	16000	1	155598	ok	
clip	pa-063::bueno::801.17-804.67	clips/pa-063__bueno__801.17.wav	3.500	16000	1	112078	ok	
clip	pa-065::bueno::1389.05-1393.75	clips/pa-065__bueno__1389.05.wav	4.700	16000	1	150478	ok	
clip	pa-066::bueno::357.23-362.57	clips/pa-066__bueno__357.23.wav	5.340	16000	1	170958	ok	
clip	pa-001::clar::129.77-134.51	clips/pa-001__clar__129.77.wav	4.740	16000	1	151758	ok	
clip	pa-002::clar::186.25-190.75	clips/pa-002__clar__186.25.wav	4.500	16000	1	144078	ok	
clip	pa-003::clar::451.89-459.15	clips/pa-003__clar__451.89.wav	7.260	16000	1	232398	ok	
clip	pa-005::clar::155.93-159.99	clips/pa-005__clar__155.93.wav	4.060	16000	1	129998	ok	
clip	pa-006::clar::379.25-383.75	clips/pa-006__clar__379.25.wav	4.500	16000	1	144078	ok	
clip	pa-007::clar::344.25-349.75	clips/pa-007__clar__344.25.wav	5.500	16000	1	176078	ok	
clip	pa-008::clar::841.25-846.75	clips/pa-008__clar__841.25.wav	5.500	16000	1	176078	ok	
clip	pa-009::clar::99.25-105.75	clips/pa-009__clar__99.25.wav	6.500	16000	1	208078	ok	
clip	pa-010::clar::334.85-339.35	clips/pa-010__clar__334.85.wav	4.500	16000	1	144078	ok	
clip	pa-014::clar::978.45-982.95	clips/pa-014__clar__978.45.wav	4.500	16000	1	144078	ok	
clip	pa-016::clar::175.69-180.35	clips/pa-016__clar__175.69.wav	4.660	16000	1	149198	ok	
clip	pa-017::clar::34.45-42.35	clips/pa-017__clar__34.45.wav	7.900	16000	1	252878	ok	
clip	pa-018::clar::112.73-117.35	clips/pa-018__clar__112.73.wav	4.620	16000	1	147918	ok	
clip	pa-019::clar::415.25-419.75	clips/pa-019__clar__415.25.wav	4.500	16000	1	144078	ok	
clip	pa-020::clar::89.81-94.31	clips/pa-020__clar__89.81.wav	4.500	16000	1	144078	ok	
clip	pa-021::clar::125.89-131.23	clips/pa-021__clar__125.89.wav	5.340	16000	1	170958	ok	
clip	pa-022::clar::107.73-113.11	clips/pa-022__clar__107.73.wav	5.380	16000	1	172238	ok	
clip	pa-024::clar::648.09-656.83	clips/pa-024__clar__648.09.wav	8.740	16000	1	279758	ok	
clip	pa-025::clar::116.09-119.95	clips/pa-025__clar__116.09.wav	3.860	16000	1	123598	ok	
clip	pa-026::clar::6.33-9.67	clips/pa-026__clar__6.33.wav	3.340	16000	1	106958	ok	
clip	pa-027::clar::35.13-40.47	clips/pa-027__clar__35.13.wav	5.340	16000	1	170958	ok	
clip	pa-028::clar::290.33-295.15	clips/pa-028__clar__290.33.wav	4.820	16000	1	154318	ok	
clip	pa-029::clar::358.61-362.11	clips/pa-029__clar__358.61.wav	3.500	16000	1	112078	ok	
clip	pa-030::clar::61.89-66.83	clips/pa-030__clar__61.89.wav	4.940	16000	1	158158	ok	
clip	pa-031::clar::154.57-158.95	clips/pa-031__clar__154.57.wav	4.380	16000	1	140238	ok	
clip	pa-032::clar::155.33-162.15	clips/pa-032__clar__155.33.wav	6.820	16000	1	218318	ok	
clip	pa-033::clar::54.49-57.67	clips/pa-033__clar__54.49.wav	3.180	16000	1	101838	ok	
clip	pa-034::clar::55.05-59.71	clips/pa-034__clar__55.05.wav	4.660	16000	1	149198	ok	
clip	pa-035::clar::223.61-233.59	clips/pa-035__clar__223.61.wav	9.980	16000	1	319438	ok	
clip	pa-036::clar::136.45-147.15	clips/pa-036__clar__136.45.wav	10.700	16000	1	342478	ok	
clip	pa-037::clar::186.29-198.91	clips/pa-037__clar__186.29.wav	12.620	16000	1	403918	ok	
clip	pa-038::clar::96.41-101.31	clips/pa-038__clar__96.41.wav	4.900	16000	1	156878	ok	
clip	pa-039::clar::45.29-49.71	clips/pa-039__clar__45.29.wav	4.420	16000	1	141518	ok	
clip	pa-041::clar::0.00-10.75	clips/pa-041__clar__0.00.wav	10.750	16000	1	344078	ok	
clip	pa-042::clar::101.97-106.63	clips/pa-042__clar__101.97.wav	4.660	16000	1	149198	ok	
clip	pa-045::clar::399.85-405.95	clips/pa-045__clar__399.85.wav	6.100	16000	1	195278	ok	
clip	pa-046::clar::172.53-177.71	clips/pa-046__clar__172.53.wav	5.180	16000	1	165838	ok	
clip	pa-048::clar::389.65-392.15	clips/pa-048__clar__389.65.wav	2.500	16000	1	80078	ok	
clip	pa-049::clar::382.01-390.11	clips/pa-049__clar__382.01.wav	8.100	16000	1	259278	ok	
clip	pa-051::clar::161.85-167.07	clips/pa-051__clar__161.85.wav	5.220	16000	1	167118	ok	
clip	pa-052::clar::59.97-64.67	clips/pa-052__clar__59.97.wav	4.700	16000	1	150478	ok	
clip	pa-055::clar::6.29-9.67	clips/pa-055__clar__6.29.wav	3.380	16000	1	108238	ok	
clip	pa-056::clar::62.45-66.87	clips/pa-056__clar__62.45.wav	4.420	16000	1	141518	ok	
clip	pa-057::clar::357.57-364.07	clips/pa-057__clar__357.57.wav	6.500	16000	1	208078	ok	
clip	pa-058::clar::112.81-117.27	clips/pa-058__clar__112.81.wav	4.460	16000	1	142798	ok	
clip	pa-059::clar::36.61-42.23	clips/pa-059__clar__36.61.wav	5.620	16000	1	179918	ok	
clip	pa-061::clar::376.69-382.19	clips/pa-061__clar__376.69.wav	5.500	16000	1	176078	ok	
clip	pa-062::clar::202.37-208.31	clips/pa-062__clar__202.37.wav	5.940	16000	1	190158	ok	
clip	pa-063::clar::392.49-397.11	clips/pa-063__clar__392.49.wav	4.620	16000	1	147918	ok	
clip	pa-064::clar::109.97-115.87	clips/pa-064__clar__109.97.wav	5.900	16000	1	188878	ok	
clip	pa-065::clar::221.29-226.15	clips/pa-065__clar__221.29.wav	4.860	16000	1	155598	ok	
clip	pa-001::vull dir::621.37-625.39	clips/pa-001__vull-dir__621.37.wav	4.020	16000	1	128718	ok	
clip	pa-002::vull dir::172.25-176.75	clips/pa-002__vull-dir__172.25.wav	4.500	16000	1	144078	ok	
clip	pa-004::vull dir::143.45-150.59	clips/pa-004__vull-dir__143.45.wav	7.140	16000	1	228558	ok	
clip	pa-014::vull dir::19.65-30.15	clips/pa-014__vull-dir__19.65.wav	10.500	16000	1	336078	ok	
clip	pa-016::vull dir::322.53-327.83	clips/pa-016__vull-dir__322.53.wav	5.300	16000	1	169678	ok	
clip	pa-017::vull dir::272.25-279.75	clips/pa-017__vull-dir__272.25.wav	7.500	16000	1	240078	ok	
clip	pa-020::vull dir::165.45-170.99	clips/pa-020__vull-dir__165.45.wav	5.540	16000	1	177358	ok	
clip	pa-021::vull dir::314.29-323.11	clips/pa-021__vull-dir__314.29.wav	8.820	16000	1	282318	ok	
clip	pa-022::vull dir::308.17-312.27	clips/pa-022__vull-dir__308.17.wav	4.100	16000	1	131278	ok	
clip	pa-023::vull dir::22.05-26.43	clips/pa-023__vull-dir__22.05.wav	4.380	16000	1	140238	ok	
clip	pa-025::vull dir::643.73-649.59	clips/pa-025__vull-dir__643.73.wav	5.860	16000	1	187598	ok	
clip	pa-026::vull dir::311.77-316.07	clips/pa-026__vull-dir__311.77.wav	4.300	16000	1	137678	ok	
clip	pa-027::vull dir::254.25-260.87	clips/pa-027__vull-dir__254.25.wav	6.620	16000	1	211918	ok	
clip	pa-030::vull dir::842.69-848.23	clips/pa-030__vull-dir__842.69.wav	5.540	16000	1	177358	ok	
clip	pa-031::vull dir::207.77-212.75	clips/pa-031__vull-dir__207.77.wav	4.980	16000	1	159438	ok	
clip	pa-032::vull dir::389.29-393.79	clips/pa-032__vull-dir__389.29.wav	4.500	16000	1	144078	ok	
clip	pa-033::vull dir::56.25-62.63	clips/pa-033__vull-dir__56.25.wav	6.380	16000	1	204238	ok	
clip	pa-034::vull dir::58.29-61.51	clips/pa-034__vull-dir__58.29.wav	3.220	16000	1	103118	ok	
clip	pa-036::vull dir::632.25-637.75	clips/pa-036__vull-dir__632.25.wav	5.500	16000	1	176078	ok	
clip	pa-037::vull dir::414.01-426.11	clips/pa-037__vull-dir__414.01.wav	12.100	16000	1	387278	ok	
clip	pa-038::vull dir::1576.57-1582.39	clips/pa-038__vull-dir__1576.57.wav	5.820	16000	1	186318	ok	
clip	pa-041::vull dir::264.25-271.75	clips/pa-041__vull-dir__264.25.wav	7.500	16000	1	240078	ok	
clip	pa-045::vull dir::779.57-785.23	clips/pa-045__vull-dir__779.57.wav	5.660	16000	1	181198	ok	
clip	pa-048::vull dir::993.69-999.19	clips/pa-048__vull-dir__993.69.wav	5.500	16000	1	176078	ok	
clip	pa-049::vull dir::208.09-214.63	clips/pa-049__vull-dir__208.09.wav	6.540	16000	1	209358	ok	
clip	pa-055::vull dir::311.73-315.91	clips/pa-055__vull-dir__311.73.wav	4.180	16000	1	133838	ok	
clip	pa-056::vull dir::842.65-848.07	clips/pa-056__vull-dir__842.65.wav	5.420	16000	1	173518	ok	
clip	pa-058::vull dir::975.13-979.55	clips/pa-058__vull-dir__975.13.wav	4.420	16000	1	141518	ok	
clip	pa-059::vull dir::271.81-279.35	clips/pa-059__vull-dir__271.81.wav	7.540	16000	1	241358	ok	
clip	pa-060::vull dir::20.65-26.35	clips/pa-060__vull-dir__20.65.wav	5.700	16000	1	182478	ok	
clip	pa-061::vull dir::193.57-200.03	clips/pa-061__vull-dir__193.57.wav	6.460	16000	1	206798	ok	
clip	pa-062::vull dir::316.81-326.39	clips/pa-062__vull-dir__316.81.wav	9.580	16000	1	306638	ok	
clip	pa-063::vull dir::822.45-827.51	clips/pa-063__vull-dir__822.45.wav	5.060	16000	1	161998	ok	
clip	pa-065::vull dir::1401.05-1404.55	clips/pa-065__vull-dir__1401.05.wav	3.500	16000	1	112078	ok	
clip	pa-001::o sigui::49.17-54.35	clips/pa-001__o-sigui__49.17.wav	5.180	16000	1	165838	ok	
clip	pa-005::o sigui::373.33-379.95	clips/pa-005__o-sigui__373.33.wav	6.620	16000	1	211918	ok	
clip	pa-006::o sigui::136.25-143.75	clips/pa-006__o-sigui__136.25.wav	7.500	16000	1	240078	ok	
clip	pa-009::o sigui::234.25-238.75	clips/pa-009__o-sigui__234.25.wav	4.500	16000	1	144078	ok	
clip	pa-014::o sigui::658.45-674.95	clips/pa-014__o-sigui__658.45.wav	16.500	16000	1	528078	ok	
clip	pa-015::o sigui::104.25-109.75	clips/pa-015__o-sigui__104.25.wav	5.500	16000	1	176078	ok	
clip	pa-016::o sigui::311.25-316.15	clips/pa-016__o-sigui__311.25.wav	4.900	16000	1	156878	ok	
clip	pa-022::o sigui::42.93-48.95	clips/pa-022__o-sigui__42.93.wav	6.020	16000	1	192718	ok	
clip	pa-024::o sigui::554.49-565.07	clips/pa-024__o-sigui__554.49.wav	10.580	16000	1	338638	ok	
clip	pa-025::o sigui::1462.85-1472.59	clips/pa-025__o-sigui__1462.85.wav	9.740	16000	1	311758	ok	
clip	pa-026::o sigui::434.17-437.67	clips/pa-026__o-sigui__434.17.wav	3.500	16000	1	112078	ok	
clip	pa-027::o sigui::361.61-366.71	clips/pa-027__o-sigui__361.61.wav	5.100	16000	1	163278	ok	
clip	pa-029::o sigui::243.13-248.63	clips/pa-029__o-sigui__243.13.wav	5.500	16000	1	176078	ok	
clip	pa-030::o sigui::1016.41-1021.47	clips/pa-030__o-sigui__1016.41.wav	5.060	16000	1	161998	ok	
clip	pa-034::o sigui::1106.09-1110.75	clips/pa-034__o-sigui__1106.09.wav	4.660	16000	1	149198	ok	
clip	pa-038::o sigui::16.65-22.87	clips/pa-038__o-sigui__16.65.wav	6.220	16000	1	199118	ok	
clip	pa-040::o sigui::115.73-119.91	clips/pa-040__o-sigui__115.73.wav	4.180	16000	1	133838	ok	
clip	pa-045::o sigui::226.17-233.31	clips/pa-045__o-sigui__226.17.wav	7.140	16000	1	228558	ok	
clip	pa-046::o sigui::230.61-235.23	clips/pa-046__o-sigui__230.61.wav	4.620	16000	1	147918	ok	
clip	pa-048::o sigui::581.65-585.99	clips/pa-048__o-sigui__581.65.wav	4.340	16000	1	138958	ok	
clip	pa-049::o sigui::365.21-373.35	clips/pa-049__o-sigui__365.21.wav	8.140	16000	1	260558	ok	
clip	pa-055::o sigui::434.17-437.67	clips/pa-055__o-sigui__434.17.wav	3.500	16000	1	112078	ok	
clip	pa-056::o sigui::1016.49-1021.67	clips/pa-056__o-sigui__1016.49.wav	5.180	16000	1	165838	ok	
clip	pa-057::o sigui::249.45-254.11	clips/pa-057__o-sigui__249.45.wav	4.660	16000	1	149198	ok	
clip	pa-059::o sigui::266.13-271.15	clips/pa-059__o-sigui__266.13.wav	5.020	16000	1	160718	ok	
clip	pa-061::o sigui::161.05-167.39	clips/pa-061__o-sigui__161.05.wav	6.340	16000	1	202958	ok	
clip	pa-062::o sigui::236.01-241.71	clips/pa-062__o-sigui__236.01.wav	5.700	16000	1	182478	ok	
clip	pa-063::o sigui::826.09-830.95	clips/pa-063__o-sigui__826.09.wav	4.860	16000	1	155598	ok	
clip	pa-064::o sigui::36.73-40.23	clips/pa-064__o-sigui__36.73.wav	3.500	16000	1	112078	ok	
clip	pa-065::o sigui::191.65-195.15	clips/pa-065__o-sigui__191.65.wav	3.500	16000	1	112078	ok	
clip	pa-001::llavors::837.17-841.11	clips/pa-001__llavors__837.17.wav	3.940	16000	1	126158	ok	
clip	pa-002::llavors::550.25-556.75	clips/pa-002__llavors__550.25.wav	6.500	16000	1	208078	ok	
clip	pa-005::llavors::433.29-439.27	clips/pa-005__llavors__433.29.wav	5.980	16000	1	191438	ok	
clip	pa-006::llavors::214.25-220.75	clips/pa-006__llavors__214.25.wav	6.500	16000	1	208078	ok	
clip	pa-007::llavors::657.25-663.75	clips/pa-007__llavors__657.25.wav	6.500	16000	1	208078	ok	
clip	pa-009::llavors::201.25-207.75	clips/pa-009__llavors__201.25.wav	6.500	16000	1	208078	ok	
clip	pa-010::llavors::386.25-391.75	clips/pa-010__llavors__386.25.wav	5.500	16000	1	176078	ok	
clip	pa-014::llavors::228.25-237.35	clips/pa-014__llavors__228.25.wav	9.100	16000	1	291278	ok	
clip	pa-015::llavors::197.25-204.75	clips/pa-015__llavors__197.25.wav	7.500	16000	1	240078	ok	
clip	pa-016::llavors::15.05-20.91	clips/pa-016__llavors__15.05.wav	5.860	16000	1	187598	ok	
clip	pa-017::llavors::361.25-368.75	clips/pa-017__llavors__361.25.wav	7.500	16000	1	240078	ok	
clip	pa-018::llavors::1055.09-1058.87	clips/pa-018__llavors__1055.09.wav	3.780	16000	1	121038	ok	
clip	pa-019::llavors::422.25-427.75	clips/pa-019__llavors__422.25.wav	5.500	16000	1	176078	ok	
clip	pa-022::llavors::57.37-61.35	clips/pa-022__llavors__57.37.wav	3.980	16000	1	127438	ok	
clip	pa-023::llavors::48.81-56.07	clips/pa-023__llavors__48.81.wav	7.260	16000	1	232398	ok	
clip	pa-024::llavors::336.85-341.27	clips/pa-024__llavors__336.85.wav	4.420	16000	1	141518	ok	
clip	pa-026::llavors::81.13-84.63	clips/pa-026__llavors__81.13.wav	3.500	16000	1	112078	ok	
clip	pa-027::llavors::137.93-143.43	clips/pa-027__llavors__137.93.wav	5.500	16000	1	176078	ok	
clip	pa-028::llavors::151.01-155.91	clips/pa-028__llavors__151.01.wav	4.900	16000	1	156878	ok	
clip	pa-029::llavors::42.97-46.79	clips/pa-029__llavors__42.97.wav	3.820	16000	1	122318	ok	
clip	pa-030::llavors::157.61-163.15	clips/pa-030__llavors__157.61.wav	5.540	16000	1	177358	ok	
clip	pa-032::llavors::174.13-178.67	clips/pa-032__llavors__174.13.wav	4.540	16000	1	145358	ok	
clip	pa-033::llavors::71.53-76.35	clips/pa-033__llavors__71.53.wav	4.820	16000	1	154318	ok	
clip	pa-034::llavors::29.17-32.67	clips/pa-034__llavors__29.17.wav	3.500	16000	1	112078	ok	
clip	pa-036::llavors::535.25-538.75	clips/pa-036__llavors__535.25.wav	3.500	16000	1	112078	ok	
clip	pa-037::llavors::92.53-106.79	clips/pa-037__llavors__92.53.wav	14.260	16000	1	456398	ok	
clip	pa-038::llavors::264.13-269.83	clips/pa-038__llavors__264.13.wav	5.700	16000	1	182478	ok	
clip	pa-041::llavors::108.25-115.75	clips/pa-041__llavors__108.25.wav	7.500	16000	1	240078	ok	
clip	pa-045::llavors::194.93-200.31	clips/pa-045__llavors__194.93.wav	5.380	16000	1	172238	ok	
clip	pa-046::llavors::381.13-388.19	clips/pa-046__llavors__381.13.wav	7.060	16000	1	225998	ok	
clip	pa-048::llavors::1244.97-1248.95	clips/pa-048__llavors__1244.97.wav	3.980	16000	1	127438	ok	
clip	pa-049::llavors::230.45-239.67	clips/pa-049__llavors__230.45.wav	9.220	16000	1	295118	ok	
clip	pa-051::llavors::47.61-51.11	clips/pa-051__llavors__47.61.wav	3.500	16000	1	112078	ok	
clip	pa-052::llavors::68.73-73.23	clips/pa-052__llavors__68.73.wav	4.500	16000	1	144078	ok	
clip	pa-053::llavors::40.73-47.71	clips/pa-053__llavors__40.73.wav	6.980	16000	1	223438	ok	
clip	pa-054::llavors::156.57-161.51	clips/pa-054__llavors__156.57.wav	4.940	16000	1	158158	ok	
clip	pa-055::llavors::105.37-110.27	clips/pa-055__llavors__105.37.wav	4.900	16000	1	156878	ok	
clip	pa-056::llavors::157.77-163.11	clips/pa-056__llavors__157.77.wav	5.340	16000	1	170958	ok	
clip	pa-057::llavors::42.85-47.99	clips/pa-057__llavors__42.85.wav	5.140	16000	1	164558	ok	
clip	pa-058::llavors::1054.41-1059.35	clips/pa-058__llavors__1054.41.wav	4.940	16000	1	158158	ok	
clip	pa-059::llavors::361.49-368.39	clips/pa-059__llavors__361.49.wav	6.900	16000	1	220878	ok	
clip	pa-060::llavors::48.77-56.07	clips/pa-060__llavors__48.77.wav	7.300	16000	1	233678	ok	
clip	pa-061::llavors::380.77-385.15	clips/pa-061__llavors__380.77.wav	4.380	16000	1	140238	ok	
clip	pa-063::llavors::39.49-44.79	clips/pa-063__llavors__39.49.wav	5.300	16000	1	169678	ok	
clip	pa-064::llavors::713.33-717.15	clips/pa-064__llavors__713.33.wav	3.820	16000	1	122318	ok	
clip	pa-065::llavors::612.13-617.87	clips/pa-065__llavors__612.13.wav	5.740	16000	1	183758	ok	
clip	pa-066::llavors::16.21-20.35	clips/pa-066__llavors__16.21.wav	4.140	16000	1	132558	ok	
clip	pa-001::a veure::341.57-345.59	clips/pa-001__a-veure__341.57.wav	4.020	16000	1	128718	ok	
clip	pa-002::a veure::126.25-132.75	clips/pa-002__a-veure__126.25.wav	6.500	16000	1	208078	ok	
