forma	id_persona	interval_escolta	clip	forma_en_qa	durada_s	veu_proporcio	rms_p10_db	rms_p50_db	rms_p90_db	zcr_p10	zcr_p90	f0_median_hz	f0_iqr_hz	centroid_median_hz	centroid_p90_hz	segments_veu	pausa_mediana_s	mostres_f0	nota
és a dir	pa-048	1130.61-1135.31	clips/pa-048__s-a-dir__1130.61.wav	sí	4.700	0.6239	-67.97	-31.95	-24.72	0.0282	0.1643	137.56	125.03	1100.53	2250.78	7	0.240	73	descriptor orientatiu; no és anotació fonètica
és a dir	pa-049	907.25-911.75	clips/pa-049__s-a-dir__907.25.wav	no	4.500	0.7634	-41.73	-27.91	-22.97	0.0469	0.2687	247.36	87.94	1128.75	2927.13	12	0.040	85	descriptor orientatiu; no és anotació fonètica
és a dir	pa-055	63.89-68.59	clips/pa-055__s-a-dir__63.89.wav	no	4.700	0.1923	-60.08	-50.42	-26.43	0.0595	0.2473	268.58	60.60	2032.44	2670.99	3	0.490	23	descriptor orientatiu; no és anotació fonètica
és a dir	pa-056	7.45-10.87	clips/pa-056__s-a-dir__7.45.wav	no	3.420	0.5000	-57.19	-34.77	-25.16	0.0360	0.1754	141.29	154.13	1018.86	2052.88	10	0.060	42	descriptor orientatiu; no és anotació fonètica
és a dir	pa-057	19.89-25.51	clips/pa-057__s-a-dir__19.89.wav	no	5.620	0.5464	-46.02	-34.32	-23.81	0.0438	0.2128	294.96	195.04	1027.22	2448.73	24	0.080	77	descriptor orientatiu; no és anotació fonètica
és a dir	pa-058	74.41-79.87	clips/pa-058__s-a-dir__74.41.wav	sí	5.460	0.6434	-57.87	-29.49	-21.10	0.0329	0.1734	264.22	44.11	910.98	2375.62	11	0.100	87	descriptor orientatiu; no és anotació fonètica
és a dir	pa-059	487.81-491.67	clips/pa-059__s-a-dir__487.81.wav	sí	3.860	0.5417	-57.96	-33.31	-21.80	0.0283	0.2142	204.12	136.60	1060.02	2381.54	12	0.080	50	descriptor orientatiu; no és anotació fonètica
és a dir	pa-060	207.33-213.63	clips/pa-060__s-a-dir__207.33.wav	sí	6.300	0.6497	-53.64	-27.59	-20.51	0.0365	0.1941	140.98	26.30	964.74	2281.21	13	0.080	100	descriptor orientatiu; no és anotació fonètica
és a dir	pa-062	973.65-980.31	clips/pa-062__s-a-dir__973.65.wav	sí	6.660	0.5753	-48.47	-32.71	-25.12	0.0344	0.1466	235.54	125.56	820.31	2249.14	20	0.080	97	descriptor orientatiu; no és anotació fonètica
és a dir	pa-064	258.61-265.03	clips/pa-064__s-a-dir__258.61.wav	sí	6.420	0.5344	-63.16	-33.47	-23.63	0.0454	0.2588	245.36	133.53	1264.11	3032.75	8	0.060	84	descriptor orientatiu; no és anotació fonètica
és a dir	pa-065	221.29-226.15	clips/pa-065__s-a-dir__221.29.wav	sí	4.860	0.4339	-64.50	-40.23	-26.69	0.0330	0.1581	237.63	139.14	993.92	2138.18	10	0.100	52	descriptor orientatiu; no és anotació fonètica
aleshores	pa-001	10.13-13.63	clips/pa-001__aleshores__10.13.wav	no	3.500	0.6897	-45.57	-29.72	-22.78	0.0501	0.2537	194.69	122.40	907.74	2384.53	8	0.100	61	descriptor orientatiu; no és anotació fonètica
aleshores	pa-003	18.69-23.19	clips/pa-003__aleshores__18.69.wav	no	4.500	0.5580	-46.79	-32.62	-17.38	0.0454	0.3080	208.66	131.45	1719.23	2947.18	10	0.140	61	descriptor orientatiu; no és anotació fonètica
aleshores	pa-006	513.25-518.75	clips/pa-006__aleshores__513.25.wav	sí	5.500	0.3577	-58.01	-37.97	-29.59	0.0188	0.1510	108.91	36.05	784.05	2288.58	20	0.100	49	descriptor orientatiu; no és anotació fonètica
aleshores	pa-008	1315.25-1319.75	clips/pa-008__aleshores__1315.25.wav	sí	4.500	0.4152	-57.95	-37.96	-26.80	0.0376	0.3247	147.32	93.39	1543.27	3197.31	11	0.070	47	descriptor orientatiu; no és anotació fonètica
aleshores	pa-011	89.33-95.07	clips/pa-011__aleshores__89.33.wav	no	5.740	0.4895	-47.35	-35.21	-20.68	0.0720	0.3114	256.70	105.24	1260.42	3078.57	19	0.070	71	descriptor orientatiu; no és anotació fonètica
aleshores	pa-012	246.25-250.75	clips/pa-012__aleshores__246.25.wav	sí	4.500	0.7366	-84.29	-15.45	-7.66	0.0365	0.2128	287.98	49.24	1202.45	3369.40	4	0.040	82	descriptor orientatiu; no és anotació fonètica
aleshores	pa-014	119.85-128.75	clips/pa-014__aleshores__119.85.wav	no	8.900	0.7230	-56.58	-25.77	-18.50	0.0188	0.1815	140.96	30.40	966.81	1978.14	14	0.060	161	descriptor orientatiu; no és anotació fonètica
aleshores	pa-021	12.25-16.87	clips/pa-021__aleshores__12.25.wav	no	4.620	0.5870	-58.95	-31.19	-23.50	0.0423	0.1596	235.82	119.20	1086.43	2228.05	9	0.050	67	descriptor orientatiu; no és anotació fonètica
aleshores	pa-025	361.93-368.19	clips/pa-025__aleshores__361.93.wav	sí	6.260	0.4776	-59.28	-36.13	-25.05	0.0377	0.3861	240.77	102.86	1787.90	3757.60	7	0.120	74	descriptor orientatiu; no és anotació fonètica
aleshores	pa-030	392.41-397.91	clips/pa-030__aleshores__392.41.wav	sí	5.500	0.3723	-62.14	-48.42	-22.07	0.0423	0.1879	237.48	138.51	1670.07	2364.72	8	0.080	51	descriptor orientatiu; no és anotació fonètica
aleshores	pa-031	54.09-57.91	clips/pa-031__aleshores__54.09.wav	sí	3.820	0.6842	-55.05	-31.32	-25.34	0.0344	0.1518	126.04	126.82	879.43	2330.48	10	0.100	63	descriptor orientatiu; no és anotació fonètica
aleshores	pa-032	79.09-87.19	clips/pa-032__aleshores__79.09.wav	sí	8.100	0.4703	-62.94	-38.07	-20.47	0.0313	0.1753	221.47	76.28	1481.40	2299.26	11	0.070	95	descriptor orientatiu; no és anotació fonètica
aleshores	pa-045	1193.41-1197.91	clips/pa-045__aleshores__1193.41.wav	no	4.500	0.6161	-56.49	-28.37	-20.07	0.0329	0.2218	209.95	54.81	1260.23	2507.03	9	0.050	71	descriptor orientatiu; no és anotació fonètica
aleshores	pa-046	527.57-532.55	clips/pa-046__aleshores__527.57.wav	sí	4.980	0.6008	-47.12	-30.73	-21.84	0.0433	0.1861	233.13	62.24	1189.16	2464.10	13	0.060	73	descriptor orientatiu; no és anotació fonètica
aleshores	pa-048	701.05-707.67	clips/pa-048__aleshores__701.05.wav	no	6.620	0.4364	-55.63	-38.41	-25.87	0.0407	0.1142	160.09	149.86	1121.29	1693.03	12	0.100	73	descriptor orientatiu; no és anotació fonètica
aleshores	pa-049	110.29-118.67	clips/pa-049__aleshores__110.29.wav	sí	8.380	0.5670	-43.86	-31.29	-21.24	0.0418	0.1828	209.62	80.22	1447.09	2402.95	16	0.080	115	descriptor orientatiu; no és anotació fonètica
aleshores	pa-056	393.13-397.83	clips/pa-056__aleshores__393.13.wav	sí	4.700	0.4316	-62.16	-46.20	-21.68	0.0407	0.1811	238.71	135.54	1655.19	2258.86	6	0.080	49	descriptor orientatiu; no és anotació fonètica
aleshores	pa-060	147.17-151.47	clips/pa-060__aleshores__147.17.wav	no	4.300	0.4486	-54.39	-40.98	-22.33	0.0454	0.1717	139.13	98.17	1219.46	2234.96	6	0.120	48	descriptor orientatiu; no és anotació fonètica
aleshores	pa-063	151.45-155.23	clips/pa-063__aleshores__151.45.wav	no	3.780	0.5319	-44.84	-33.61	-23.92	0.0485	0.2648	194.42	35.82	1405.26	2660.39	8	0.120	48	descriptor orientatiu; no és anotació fonètica
aleshores	pa-065	170.69-174.71	clips/pa-065__aleshores__170.69.wav	sí	4.020	0.4200	-62.19	-42.20	-22.68	0.0344	0.1973	289.03	179.94	1216.15	2555.59	9	0.140	41	descriptor orientatiu; no és anotació fonètica
evidentment	pa-001	1067.69-1071.19	clips/pa-001__evidentment__1067.69.wav	sí	3.500	0.5920	-56.93	-29.82	-19.37	0.0297	0.1221	243.22	46.11	795.28	1862.79	8	0.200	50	descriptor orientatiu; no és anotació fonètica
evidentment	pa-002	205.25-209.75	clips/pa-002__evidentment__205.25.wav	sí	4.500	0.1384	-60.89	-45.87	-34.16	0.0438	0.1886	234.14	138.57	1205.23	2491.62	9	0.200	17	descriptor orientatiu; no és anotació fonètica
evidentment	pa-003	158.81-165.19	clips/pa-003__evidentment__158.81.wav	sí	6.380	0.7264	-43.05	-25.88	-15.04	0.0501	0.3175	306.70	109.39	1230.53	3324.03	17	0.080	117	descriptor orientatiu; no és anotació fonètica
evidentment	pa-004	522.93-528.15	clips/pa-004__evidentment__522.93.wav	sí	5.220	0.1615	-72.50	-40.11	-34.01	0.0344	0.3521	242.56	182.81	1370.58	3627.66	9	0.340	20	descriptor orientatiu; no és anotació fonètica
evidentment	pa-006	124.25-131.75	clips/pa-006__evidentment__124.25.wav	no	7.500	0.5695	-60.22	-32.73	-26.10	0.0219	0.1268	179.86	139.34	797.41	2164.83	13	0.070	105	descriptor orientatiu; no és anotació fonètica
evidentment	pa-007	778.25-783.75	clips/pa-007__evidentment__778.25.wav	sí	5.500	0.6131	-51.57	-31.63	-20.76	0.0344	0.2171	274.08	125.78	1236.03	2629.17	19	0.060	83	descriptor orientatiu; no és anotació fonètica
evidentment	pa-009	947.25-951.75	clips/pa-009__evidentment__947.25.wav	sí	4.500	0.5402	-62.42	-33.76	-24.57	0.0360	0.2401	196.21	61.41	1216.80	2496.00	12	0.140	59	descriptor orientatiu; no és anotació fonètica
evidentment	pa-011	157.65-163.71	clips/pa-011__evidentment__157.65.wav	sí	6.060	0.5629	-44.23	-32.13	-15.19	0.0782	0.1955	271.13	157.53	1272.03	1982.49	14	0.080	88	descriptor orientatiu; no és anotació fonètica
evidentment	pa-013	530.29-540.27	clips/pa-013__evidentment__530.29.wav	no	9.980	0.7550	-56.60	-21.46	-8.69	0.0563	0.5496	311.48	114.09	1260.68	4929.40	17	0.060	188	descriptor orientatiu; no és anotació fonètica
evidentment	pa-014	28.65-37.55	clips/pa-014__evidentment__28.65.wav	sí	8.900	0.6577	-63.31	-27.67	-19.25	0.0275	0.1879	131.66	25.92	1092.14	2796.60	15	0.080	144	descriptor orientatiu; no és anotació fonètica
evidentment	pa-016	456.85-463.03	clips/pa-016__evidentment__456.85.wav	sí	6.180	0.5974	-55.95	-31.89	-23.02	0.0433	0.4009	281.75	145.79	1120.93	3383.02	16	0.060	95	descriptor orientatiu; no és anotació fonètica
evidentment	pa-017	152.25-161.75	clips/pa-017__evidentment__152.25.wav	sí	9.500	0.5781	-58.46	-30.12	-20.84	0.0344	0.2401	196.64	86.28	1175.29	2581.00	20	0.100	137	descriptor orientatiu; no és anotació fonètica
evidentment	pa-019	93.25-97.75	clips/pa-019__evidentment__93.25.wav	sí	4.500	0.3438	-52.51	-39.89	-25.34	0.0401	0.2066	193.89	166.02	1292.86	2309.18	8	0.140	37	descriptor orientatiu; no és anotació fonètica
evidentment	pa-020	117.57-122.27	clips/pa-020__evidentment__117.57.wav	no	4.700	0.6068	-49.65	-32.08	-26.05	0.0344	0.3095	188.01	23.04	945.99	3016.88	12	0.100	70	descriptor orientatiu; no és anotació fonètica
evidentment	pa-021	211.41-215.75	clips/pa-021__evidentment__211.41.wav	sí	4.340	0.6019	-52.74	-30.95	-24.78	0.0336	0.2222	216.65	122.75	1074.61	2413.44	9	0.080	65	descriptor orientatiu; no és anotació fonètica
evidentment	pa-022	303.01-309.59	clips/pa-022__evidentment__303.01.wav	sí	6.580	0.5854	-53.21	-32.23	-22.26	0.0376	0.2113	185.56	127.16	954.70	2352.73	15	0.080	97	descriptor orientatiu; no és anotació fonètica
evidentment	pa-024	518.89-523.51	clips/pa-024__evidentment__518.89.wav	sí	4.620	0.3957	-51.86	-36.68	-30.08	0.0454	0.1973	312.84	162.28	1020.82	2059.11	10	0.180	47	descriptor orientatiu; no és anotació fonètica
evidentment	pa-025	1156.61-1160.31	clips/pa-025__evidentment__1156.61.wav	sí	3.700	0.3641	-57.81	-37.44	-26.50	0.0349	0.3183	145.12	179.67	978.18	3292.61	8	0.180	31	descriptor orientatiu; no és anotació fonètica
evidentment	pa-026	1648.81-1653.83	clips/pa-026__evidentment__1648.81.wav	no	5.020	0.5520	-54.26	-33.59	-22.80	0.0484	0.3803	255.21	194.11	1234.61	3519.29	14	0.080	66	descriptor orientatiu; no és anotació fonètica
evidentment	pa-027	174.09-178.23	clips/pa-027__evidentment__174.09.wav	sí	4.140	0.4951	-50.37	-35.07	-23.70	0.0430	0.2371	225.56	126.02	1147.38	2378.19	14	0.080	51	descriptor orientatiu; no és anotació fonètica
evidentment	pa-030	43.53-48.63	clips/pa-030__evidentment__43.53.wav	sí	5.100	0.5512	-57.27	-33.50	-25.34	0.0329	0.1549	126.79	84.37	1098.39	2097.15	9	0.060	70	descriptor orientatiu; no és anotació fonètica
evidentment	pa-035	472.93-481.79	clips/pa-035__evidentment__472.93.wav	no	8.860	0.3733	-69.29	-46.01	-20.39	0.0268	0.2282	165.50	140.73	1652.17	2627.04	12	0.200	82	descriptor orientatiu; no és anotació fonètica
evidentment	pa-036	202.85-211.95	clips/pa-036__evidentment__202.85.wav	sí	9.100	0.6652	-50.59	-30.93	-21.98	0.0360	0.1900	253.66	149.40	1032.24	2387.70	25	0.060	151	descriptor orientatiu; no és anotació fonètica
evidentment	pa-039	184.17-188.67	clips/pa-039__evidentment__184.17.wav	sí	4.500	0.2455	-69.56	-45.73	-29.67	0.0516	0.2380	174.79	188.09	1868.79	2762.67	9	0.130	26	descriptor orientatiu; no és anotació fonètica
evidentment	pa-040	103.93-106.95	clips/pa-040__evidentment__103.93.wav	sí	3.020	0.7267	-42.87	-31.23	-24.09	0.0438	0.4213	206.39	125.17	1104.92	3493.11	13	0.040	58	descriptor orientatiu; no és anotació fonètica
evidentment	pa-041	353.25-360.75	clips/pa-041__evidentment__353.25.wav	sí	7.500	0.6497	-49.98	-28.93	-19.91	0.0438	0.1549	268.18	113.40	1029.40	1956.27	16	0.060	123	descriptor orientatiu; no és anotació fonètica
evidentment	pa-045	290.13-298.31	clips/pa-045__evidentment__290.13.wav	sí	8.180	0.4828	-48.96	-35.43	-27.41	0.0423	0.1443	306.76	109.84	993.32	1969.26	25	0.040	97	descriptor orientatiu; no és anotació fonètica
evidentment	pa-046	705.69-711.03	clips/pa-046__evidentment__705.69.wav	no	5.340	0.6090	-44.78	-32.50	-24.16	0.0493	0.1197	279.46	66.19	1141.13	1534.30	15	0.070	82	descriptor orientatiu; no és anotació fonètica
evidentment	pa-049	117.17-126.51	clips/pa-049__evidentment__117.17.wav	sí	9.340	0.6609	-43.10	-27.08	-20.22	0.0329	0.1307	208.54	65.35	1291.20	1773.06	17	0.090	153	descriptor orientatiu; no és anotació fonètica
evidentment	pa-055	1644.01-1651.31	clips/pa-055__evidentment__1644.01.wav	sí	7.300	0.4890	-60.58	-36.06	-19.37	0.0423	0.2828	290.49	118.90	1488.53	2848.42	10	0.100	89	descriptor orientatiu; no és anotació fonètica
evidentment	pa-056	43.45-48.59	clips/pa-056__evidentment__43.45.wav	sí	5.140	0.5430	-57.77	-33.60	-25.38	0.0321	0.1518	130.26	111.15	1115.88	2126.24	9	0.070	67	descriptor orientatiu; no és anotació fonètica
evidentment	pa-059	152.13-162.03	clips/pa-059__evidentment__152.13.wav	sí	9.900	0.5729	-57.74	-30.62	-20.74	0.0360	0.2405	197.35	108.34	1175.38	2463.70	21	0.100	140	descriptor orientatiu; no és anotació fonètica
evidentment	pa-061	672.69-677.43	clips/pa-061__evidentment__672.69.wav	sí	4.740	0.8008	-36.63	-26.98	-24.03	0.0540	0.2167	245.91	104.22	1481.77	2191.91	9	0.080	94	descriptor orientatiu; no és anotació fonètica
evidentment	pa-062	163.29-166.67	clips/pa-062__evidentment__163.29.wav	no	3.380	0.6964	-53.08	-27.97	-20.83	0.0360	0.1246	242.74	119.39	874.22	1751.19	8	0.040	60	descriptor orientatiu; no és anotació fonètica
evidentment	pa-064	485.89-491.71	clips/pa-064__evidentment__485.89.wav	no	5.820	0.5931	-63.58	-29.42	-21.49	0.0297	0.3138	196.14	136.58	974.97	2916.60	10	0.080	85	descriptor orientatiu; no és anotació fonètica
evidentment	pa-066	89.75-95.41	clips/pa-066__evidentment__89.75.wav	sí	5.660	0.6596	-52.94	-30.00	-22.40	0.0376	0.2829	280.11	107.34	1151.31	2993.73	11	0.090	93	descriptor orientatiu; no és anotació fonètica
diguem	pa-003	212.85-219.51	clips/pa-003__diguem__212.85.wav	no	6.660	0.6687	-43.49	-26.54	-17.06	0.0440	0.2327	281.89	132.34	1289.69	2587.32	18	0.060	109	descriptor orientatiu; no és anotació fonètica
diguem	pa-006	530.25-535.75	clips/pa-006__diguem__530.25.wav	sí	5.500	0.6971	-52.23	-31.48	-25.54	0.0219	0.2072	141.13	155.91	753.40	2709.00	13	0.050	94	descriptor orientatiu; no és anotació fonètica
diguem	pa-007	585.25-591.75	clips/pa-007__diguem__585.25.wav	sí	6.500	0.5772	-56.11	-32.43	-19.76	0.0423	0.4100	256.98	113.00	1413.32	4030.92	15	0.080	93	descriptor orientatiu; no és anotació fonètica
diguem	pa-008	374.25-379.75	clips/pa-008__diguem__374.25.wav	no	5.500	0.4453	-54.16	-35.99	-28.17	0.0333	0.2776	172.14	154.53	1375.31	2879.77	16	0.120	61	descriptor orientatiu; no és anotació fonètica
diguem	pa-009	60.25-66.75	clips/pa-009__diguem__60.25.wav	no	6.500	0.4506	-56.34	-36.01	-27.75	0.0423	0.2787	169.94	40.12	1399.50	2877.37	17	0.140	70	descriptor orientatiu; no és anotació fonètica
diguem	pa-018	715.49-721.19	clips/pa-018__diguem__715.49.wav	sí	5.700	0.6197	-55.06	-31.04	-20.02	0.0360	0.2019	263.25	119.33	896.89	2422.40	16	0.080	90	descriptor orientatiu; no és anotació fonètica
diguem	pa-019	109.25-113.75	clips/pa-019__diguem__109.25.wav	sí	4.500	0.5446	-51.91	-30.09	-20.27	0.0318	0.2249	146.29	160.32	1031.32	2513.80	6	0.100	60	descriptor orientatiu; no és anotació fonètica
diguem	pa-020	1459.77-1463.95	clips/pa-020__diguem__1459.77.wav	sí	4.180	0.5577	-55.53	-32.98	-24.94	0.0454	0.2598	193.47	80.01	1065.14	3098.76	14	0.060	58	descriptor orientatiu; no és anotació fonètica
diguem	pa-022	447.57-453.55	clips/pa-022__diguem__447.57.wav	no	5.980	0.5369	-56.18	-32.99	-26.17	0.0282	0.3318	104.55	164.98	979.25	3205.72	13	0.080	79	descriptor orientatiu; no és anotació fonètica
diguem	pa-023	55.05-60.95	clips/pa-023__diguem__55.05.wav	no	5.900	0.6497	-57.75	-31.14	-24.56	0.0469	0.1685	154.43	199.85	850.26	2104.58	11	0.100	96	descriptor orientatiu; no és anotació fonètica
diguem	pa-025	500.89-506.43	clips/pa-025__diguem__500.89.wav	sí	5.540	0.6775	-54.26	-29.56	-20.98	0.0321	0.3302	256.77	99.42	920.83	3389.68	16	0.060	95	descriptor orientatiu; no és anotació fonètica
diguem	pa-027	57.77-63.27	clips/pa-027__diguem__57.77.wav	sí	5.500	0.5584	-55.19	-32.38	-20.78	0.0313	0.1987	166.16	148.93	1009.18	2198.36	13	0.070	79	descriptor orientatiu; no és anotació fonètica
diguem	pa-028	168.89-174.15	clips/pa-028__diguem__168.89.wav	no	5.260	0.3435	-63.43	-46.11	-26.75	0.0219	0.2437	128.14	24.59	1709.47	2917.83	9	0.100	45	descriptor orientatiu; no és anotació fonètica
diguem	pa-029	929.69-935.51	clips/pa-029__diguem__929.69.wav	sí	5.820	0.4310	-60.68	-40.68	-18.84	0.0438	0.2879	210.17	167.22	2039.05	2965.04	8	0.060	62	descriptor orientatiu; no és anotació fonètica
diguem	pa-033	49.01-55.91	clips/pa-033__diguem__49.01.wav	sí	6.900	0.4680	-63.67	-36.20	-18.84	0.0407	0.2135	293.66	97.37	1178.94	2654.02	11	0.110	79	descriptor orientatiu; no és anotació fonètica
diguem	pa-034	504.45-508.51	clips/pa-034__diguem__504.45.wav	sí	4.060	0.5693	-56.94	-32.21	-22.09	0.0297	0.2657	189.63	142.28	1050.73	3020.53	10	0.060	57	descriptor orientatiu; no és anotació fonètica
diguem	pa-037	469.77-482.03	clips/pa-037__diguem__469.77.wav	sí	12.260	0.4395	-65.34	-38.32	-22.46	0.0299	0.2189	242.06	188.40	1334.90	2567.04	25	0.100	134	descriptor orientatiu; no és anotació fonètica
diguem	pa-038	251.25-260.55	clips/pa-038__diguem__251.25.wav	no	9.300	0.6573	-57.80	-30.26	-20.81	0.0391	0.1764	213.42	134.76	968.04	2307.48	15	0.140	151	descriptor orientatiu; no és anotació fonètica
diguem	pa-039	144.37-152.95	clips/pa-039__diguem__144.37.wav	no	8.580	0.4042	-68.03	-39.72	-21.38	0.0485	0.2066	151.70	21.22	1498.28	2498.53	18	0.100	86	descriptor orientatiu; no és anotació fonètica
diguem	pa-046	626.01-630.19	clips/pa-046__diguem__626.01.wav	sí	4.180	0.4808	-45.87	-35.23	-25.80	0.0548	0.1797	252.75	74.97	1162.86	1986.57	16	0.080	49	descriptor orientatiu; no és anotació fonètica
diguem	pa-049	213.13-220.43	clips/pa-049__diguem__213.13.wav	sí	7.300	0.6511	-47.13	-31.34	-23.15	0.0485	0.2311	262.24	79.95	1161.35	2435.33	17	0.050	116	descriptor orientatiu; no és anotació fonètica
diguem	pa-057	929.81-935.31	clips/pa-057__diguem__929.81.wav	sí	5.500	0.4380	-60.56	-40.79	-19.70	0.0423	0.2879	226.75	161.10	1962.97	2992.03	7	0.100	58	descriptor orientatiu; no és anotació fonètica
diguem	pa-058	715.21-718.91	clips/pa-058__diguem__715.21.wav	sí	3.700	0.6359	-53.88	-28.96	-19.70	0.0360	0.1894	278.45	96.73	931.43	2274.35	11	0.050	59	descriptor orientatiu; no és anotació fonètica
diguem	pa-060	55.05-60.91	clips/pa-060__diguem__55.05.wav	no	5.860	0.6473	-57.66	-31.08	-24.45	0.0469	0.1706	150.54	196.53	819.52	2162.15	12	0.100	93	descriptor orientatiu; no és anotació fonètica
diguem	pa-062	191.37-197.03	clips/pa-062__diguem__191.37.wav	sí	5.660	0.6489	-46.34	-30.49	-22.31	0.0360	0.1318	166.40	148.16	931.58	2256.41	11	0.160	91	descriptor orientatiu; no és anotació fonètica
crec	pa-001	97.33-100.95	clips/pa-001__crec__97.33.wav	sí	3.620	0.6444	-45.67	-30.79	-21.58	0.0327	0.1628	219.23	67.73	1032.27	1933.40	12	0.100	59	descriptor orientatiu; no és anotació fonètica
crec	pa-002	248.25-254.75	clips/pa-002__crec__248.25.wav	sí	6.500	0.4938	-55.42	-35.07	-23.98	0.0329	0.2366	227.06	50.10	988.10	2597.12	18	0.100	77	descriptor orientatiu; no és anotació fonètica
crec	pa-003	0.00-7.19	clips/pa-003__crec__0.00.wav	sí	7.190	0.5838	-45.91	-27.78	-15.70	0.0469	0.2222	219.64	124.52	1394.91	2475.81	14	0.060	105	descriptor orientatiu; no és anotació fonètica
crec	pa-010	1033.25-1036.75	clips/pa-010__crec__1033.25.wav	sí	3.500	0.4138	-180.00	-37.84	-25.11	0.0000	0.4139	189.30	180.68	777.86	3911.40	12	0.100	36	descriptor orientatiu; no és anotació fonètica
crec	pa-014	153.25-160.55	clips/pa-014__crec__153.25.wav	sí	7.300	0.7418	-53.11	-27.26	-17.94	0.0219	0.1768	142.35	87.50	1001.99	1955.59	19	0.040	134	descriptor orientatiu; no és anotació fonètica
crec	pa-016	93.17-100.83	clips/pa-016__crec__93.17.wav	sí	7.660	0.3717	-56.39	-40.06	-26.30	0.0407	0.2415	280.25	42.72	1757.40	2809.01	18	0.100	69	descriptor orientatiu; no és anotació fonètica
crec	pa-018	7.49-12.83	clips/pa-018__crec__7.49.wav	sí	5.340	0.6316	-65.37	-28.33	-21.47	0.0329	0.1941	268.93	43.02	930.74	2837.32	15	0.070	85	descriptor orientatiu; no és anotació fonètica
crec	pa-019	27.25-31.75	clips/pa-019__crec__27.25.wav	sí	4.500	0.6339	-50.51	-32.48	-23.99	0.0396	0.1732	166.76	91.70	1071.30	2124.15	14	0.080	73	descriptor orientatiu; no és anotació fonètica
crec	pa-021	115.53-120.03	clips/pa-021__crec__115.53.wav	sí	4.500	0.6562	-51.50	-28.76	-19.18	0.0376	0.1690	184.66	154.39	908.87	2318.03	15	0.060	73	descriptor orientatiu; no és anotació fonètica
crec	pa-022	243.73-249.43	clips/pa-022__crec__243.73.wav	sí	5.700	0.6514	-58.79	-27.46	-17.75	0.0297	0.1712	245.20	183.45	797.35	2282.91	12	0.040	92	descriptor orientatiu; no és anotació fonètica
crec	pa-023	42.93-50.23	clips/pa-023__crec__42.93.wav	no	7.300	0.6593	-59.20	-29.50	-21.45	0.0391	0.1482	142.64	136.71	839.06	2094.75	16	0.060	120	descriptor orientatiu; no és anotació fonètica
crec	pa-024	368.01-372.63	clips/pa-024__crec__368.01.wav	sí	4.620	0.4478	-71.89	-38.50	-23.77	0.0313	0.1003	258.97	55.61	1066.69	1968.60	9	0.140	52	descriptor orientatiu; no és anotació fonètica
crec	pa-025	4.25-9.11	clips/pa-025__crec__4.25.wav	sí	4.860	0.6653	-87.12	-23.10	-19.04	0.0000	0.1077	255.46	35.88	1059.86	2881.70	6	0.120	80	descriptor orientatiu; no és anotació fonètica
crec	pa-027	8.81-14.39	clips/pa-027__crec__8.81.wav	sí	5.580	0.6295	-50.97	-31.10	-23.85	0.0355	0.1518	215.11	122.12	872.57	1886.53	15	0.060	88	descriptor orientatiu; no és anotació fonètica
crec	pa-030	346.45-352.99	clips/pa-030__crec__346.45.wav	sí	6.540	0.4755	-65.43	-39.11	-19.89	0.0360	0.1651	273.60	172.02	1422.51	2203.58	13	0.080	77	descriptor orientatiu; no és anotació fonètica
crec	pa-031	87.01-92.63	clips/pa-031__crec__87.01.wav	sí	5.620	0.5607	-58.90	-30.70	-18.68	0.0313	0.1941	238.59	128.02	921.21	2409.43	9	0.120	79	descriptor orientatiu; no és anotació fonètica
crec	pa-034	651.65-657.27	clips/pa-034__crec__651.65.wav	sí	5.620	0.5929	-61.04	-30.52	-20.82	0.0391	0.1865	226.95	163.91	916.31	2295.65	17	0.070	85	descriptor orientatiu; no és anotació fonètica
crec	pa-035	872.77-879.91	clips/pa-035__crec__872.77.wav	sí	7.140	0.4663	-65.97	-36.06	-21.09	0.0266	0.2394	152.87	99.96	1372.30	2830.18	12	0.100	86	descriptor orientatiu; no és anotació fonètica
crec	pa-037	424.61-437.99	clips/pa-037__crec__424.61.wav	sí	13.380	0.3398	-64.39	-40.53	-23.76	0.0344	0.2509	207.64	142.46	1567.76	2850.56	28	0.080	117	descriptor orientatiu; no és anotació fonètica
crec	pa-038	220.69-226.79	clips/pa-038__crec__220.69.wav	sí	6.100	0.5526	-62.42	-33.13	-25.46	0.0454	0.2147	200.57	110.59	1325.81	2414.87	10	0.100	83	descriptor orientatiu; no és anotació fonètica
crec	pa-039	90.85-95.95	clips/pa-039__crec__90.85.wav	sí	5.100	0.5000	-67.54	-35.30	-21.08	0.0516	0.2405	180.97	163.35	1637.74	2724.85	9	0.080	63	descriptor orientatiu; no és anotació fonètica
crec	pa-040	4.37-7.79	clips/pa-040__crec__4.37.wav	sí	3.420	0.6294	-85.12	-25.62	-15.93	0.0014	0.1710	237.46	80.80	1242.13	2774.88	4	0.100	53	descriptor orientatiu; no és anotació fonètica
crec	pa-041	56.25-62.75	clips/pa-041__crec__56.25.wav	sí	6.500	0.6019	-50.28	-31.34	-21.37	0.0485	0.1326	269.74	137.42	1030.72	2090.95	19	0.040	96	descriptor orientatiu; no és anotació fonètica
