forma	id_persona	interval_escolta	clip	forma_en_qa	durada_s	veu_proporcio	rms_p10_db	rms_p50_db	rms_p90_db	zcr_p10	zcr_p90	f0_median_hz	f0_iqr_hz	centroid_median_hz	centroid_p90_hz	segments_veu	pausa_mediana_s	mostres_f0	nota
vull dir	pa-014	19.65-30.15	clips/pa-014__vull-dir__19.65.wav	sí	10.500	0.5210	-63.95	-32.78	-19.51	0.0172	0.2014	130.23	27.10	1242.87	2373.57	14	0.080	135	descriptor orientatiu; no és anotació fonètica
vull dir	pa-016	322.53-327.83	clips/pa-016__vull-dir__322.53.wav	sí	5.300	0.6553	-49.49	-31.42	-23.94	0.0423	0.4344	292.10	123.62	1030.86	3966.28	16	0.060	88	descriptor orientatiu; no és anotació fonètica
vull dir	pa-017	272.25-279.75	clips/pa-017__vull-dir__272.25.wav	sí	7.500	0.6123	-56.74	-29.44	-20.64	0.0376	0.2264	233.65	121.52	1010.97	2336.50	15	0.120	113	descriptor orientatiu; no és anotació fonètica
vull dir	pa-020	165.45-170.99	clips/pa-020__vull-dir__165.45.wav	no	5.540	0.3478	-58.97	-37.64	-28.11	0.0485	0.2700	180.13	38.94	1607.36	2824.26	16	0.120	48	descriptor orientatiu; no és anotació fonètica
vull dir	pa-021	314.29-323.11	clips/pa-021__vull-dir__314.29.wav	sí	8.820	0.5977	-56.77	-32.29	-19.72	0.0296	0.1567	226.92	139.06	877.30	2229.79	21	0.060	132	descriptor orientatiu; no és anotació fonètica
vull dir	pa-022	308.17-312.27	clips/pa-022__vull-dir__308.17.wav	sí	4.100	0.7255	-52.32	-29.23	-22.15	0.0329	0.2166	218.01	209.95	1014.73	2361.52	9	0.060	75	descriptor orientatiu; no és anotació fonètica
vull dir	pa-023	22.05-26.43	clips/pa-023__vull-dir__22.05.wav	sí	4.380	0.6972	-48.45	-28.17	-22.66	0.0344	0.2227	128.10	22.64	894.55	2580.56	13	0.090	79	descriptor orientatiu; no és anotació fonètica
vull dir	pa-025	643.73-649.59	clips/pa-025__vull-dir__643.73.wav	no	5.860	0.7397	-44.53	-28.90	-21.35	0.0313	0.2499	248.14	57.92	812.93	2763.46	17	0.060	108	descriptor orientatiu; no és anotació fonètica
vull dir	pa-026	311.77-316.07	clips/pa-026__vull-dir__311.77.wav	sí	4.300	0.4346	-54.42	-37.34	-26.56	0.0318	0.1994	254.56	193.86	923.39	2006.65	11	0.120	45	descriptor orientatiu; no és anotació fonètica
vull dir	pa-027	254.25-260.87	clips/pa-027__vull-dir__254.25.wav	no	6.620	0.5545	-51.18	-31.77	-22.45	0.0468	0.1941	155.58	119.13	1113.51	2079.37	17	0.100	90	descriptor orientatiu; no és anotació fonètica
vull dir	pa-030	842.69-848.23	clips/pa-030__vull-dir__842.69.wav	sí	5.540	0.3659	-63.06	-47.98	-23.04	0.0415	0.1698	132.93	136.17	1481.10	2257.02	8	0.120	51	descriptor orientatiu; no és anotació fonètica
vull dir	pa-031	207.77-212.75	clips/pa-031__vull-dir__207.77.wav	no	4.980	0.4758	-58.14	-36.12	-24.87	0.0324	0.2274	133.73	123.43	1163.65	2438.29	10	0.080	59	descriptor orientatiu; no és anotació fonètica
vull dir	pa-032	389.29-393.79	clips/pa-032__vull-dir__389.29.wav	sí	4.500	0.7321	-46.89	-27.32	-19.78	0.0266	0.1390	226.29	37.94	678.64	1812.69	13	0.040	81	descriptor orientatiu; no és anotació fonètica
vull dir	pa-033	56.25-62.63	clips/pa-033__vull-dir__56.25.wav	sí	6.380	0.5346	-59.66	-34.32	-20.59	0.0423	0.3382	286.95	118.91	1173.59	3466.47	19	0.050	84	descriptor orientatiu; no és anotació fonètica
vull dir	pa-034	58.29-61.51	clips/pa-034__vull-dir__58.29.wav	no	3.220	0.6188	-48.22	-28.65	-22.21	0.0282	0.1944	226.10	154.47	803.11	2585.74	8	0.100	47	descriptor orientatiu; no és anotació fonètica
vull dir	pa-036	632.25-637.75	clips/pa-036__vull-dir__632.25.wav	sí	5.500	0.7226	-47.17	-28.87	-21.79	0.0344	0.2426	259.34	127.40	884.97	2660.42	15	0.090	98	descriptor orientatiu; no és anotació fonètica
vull dir	pa-037	414.01-426.11	clips/pa-037__vull-dir__414.01.wav	sí	12.100	0.4536	-64.87	-37.37	-22.37	0.0313	0.2264	240.41	152.06	1234.49	2668.10	30	0.080	139	descriptor orientatiu; no és anotació fonètica
vull dir	pa-038	1576.57-1582.39	clips/pa-038__vull-dir__1576.57.wav	sí	5.820	0.5241	-61.21	-32.85	-18.97	0.0437	0.2911	217.16	80.76	1340.25	3121.31	10	0.180	76	descriptor orientatiu; no és anotació fonètica
vull dir	pa-041	264.25-271.75	clips/pa-041__vull-dir__264.25.wav	sí	7.500	0.6310	-48.10	-30.14	-21.54	0.0344	0.1039	204.48	53.92	913.51	1610.68	18	0.080	119	descriptor orientatiu; no és anotació fonètica
vull dir	pa-045	779.57-785.23	clips/pa-045__vull-dir__779.57.wav	no	5.660	0.5745	-54.98	-32.51	-24.38	0.0469	0.3214	292.29	66.92	1244.59	3104.55	17	0.080	81	descriptor orientatiu; no és anotació fonètica
vull dir	pa-048	993.69-999.19	clips/pa-048__vull-dir__993.69.wav	sí	5.500	0.4197	-65.53	-38.27	-24.61	0.0250	0.2937	199.05	28.61	1528.27	3396.54	9	0.120	58	descriptor orientatiu; no és anotació fonètica
vull dir	pa-049	208.09-214.63	clips/pa-049__vull-dir__208.09.wav	sí	6.540	0.6626	-48.80	-31.12	-23.50	0.0438	0.2285	263.46	84.16	1141.86	2549.79	16	0.060	106	descriptor orientatiu; no és anotació fonètica
vull dir	pa-055	311.73-315.91	clips/pa-055__vull-dir__311.73.wav	sí	4.180	0.4231	-54.52	-39.08	-27.92	0.0313	0.1987	277.98	197.80	945.77	2061.75	11	0.120	42	descriptor orientatiu; no és anotació fonètica
vull dir	pa-056	842.65-848.07	clips/pa-056__vull-dir__842.65.wav	sí	5.420	0.3630	-63.12	-49.39	-22.76	0.0423	0.1721	135.25	143.38	1532.71	2251.88	7	0.090	50	descriptor orientatiu; no és anotació fonètica
vull dir	pa-058	975.13-979.55	clips/pa-058__vull-dir__975.13.wav	sí	4.420	0.6318	-56.50	-28.69	-19.68	0.0360	0.1728	261.73	91.29	880.64	2288.96	11	0.080	69	descriptor orientatiu; no és anotació fonètica
vull dir	pa-059	271.81-279.35	clips/pa-059__vull-dir__271.81.wav	sí	7.540	0.5691	-63.20	-30.76	-20.77	0.0376	0.2246	238.40	118.54	1028.50	2380.87	13	0.120	107	descriptor orientatiu; no és anotació fonètica
vull dir	pa-060	20.65-26.35	clips/pa-060__vull-dir__20.65.wav	sí	5.700	0.6021	-52.26	-30.34	-22.80	0.0360	0.2130	128.68	28.29	961.18	2440.63	16	0.080	88	descriptor orientatiu; no és anotació fonètica
vull dir	pa-061	193.57-200.03	clips/pa-061__vull-dir__193.57.wav	sí	6.460	0.6025	-38.37	-29.88	-23.23	0.0548	0.1673	200.82	63.64	1549.86	2066.68	13	0.080	98	descriptor orientatiu; no és anotació fonètica
vull dir	pa-062	316.81-326.39	clips/pa-062__vull-dir__316.81.wav	no	9.580	0.5586	-48.84	-33.63	-23.31	0.0344	0.2294	285.77	124.03	907.60	2741.50	26	0.060	134	descriptor orientatiu; no és anotació fonètica
vull dir	pa-063	822.45-827.51	clips/pa-063__vull-dir__822.45.wav	sí	5.060	0.6627	-49.35	-30.93	-22.94	0.0299	0.1704	201.91	55.08	911.79	1967.71	13	0.080	85	descriptor orientatiu; no és anotació fonètica
vull dir	pa-065	1401.05-1404.55	clips/pa-065__vull-dir__1401.05.wav	no	3.500	0.4885	-48.49	-35.06	-25.14	0.0407	0.1216	202.15	137.59	956.32	1528.71	11	0.080	43	descriptor orientatiu; no és anotació fonètica
o sigui	pa-001	49.17-54.35	clips/pa-001__o-sigui__49.17.wav	no	5.180	0.7132	-45.05	-24.69	-19.41	0.0297	0.2326	234.96	73.65	838.38	2417.37	9	0.100	92	descriptor orientatiu; no és anotació fonètica
o sigui	pa-005	373.33-379.95	clips/pa-005__o-sigui__373.33.wav	sí	6.620	0.0182	-62.44	-46.93	-38.59	0.0501	0.3471	229.95	10.02	1530.35	3219.70	2	1.880	3	descriptor orientatiu; no és anotació fonètica
o sigui	pa-006	136.25-143.75	clips/pa-006__o-sigui__136.25.wav	sí	7.500	0.3369	-62.24	-44.34	-28.14	0.0235	0.3188	142.32	88.63	1329.21	3696.60	9	0.100	63	descriptor orientatiu; no és anotació fonètica
o sigui	pa-009	234.25-238.75	clips/pa-009__o-sigui__234.25.wav	sí	4.500	0.5179	-54.09	-34.59	-26.30	0.0485	0.2906	185.23	79.59	1366.23	2869.56	14	0.080	57	descriptor orientatiu; no és anotació fonètica
o sigui	pa-014	658.45-674.95	clips/pa-014__o-sigui__658.45.wav	sí	16.500	0.5583	-60.65	-31.80	-18.93	0.0282	0.2081	130.48	69.78	1261.04	2228.43	24	0.080	233	descriptor orientatiu; no és anotació fonètica
o sigui	pa-015	104.25-109.75	clips/pa-015__o-sigui__104.25.wav	no	5.500	0.8358	-37.17	-20.97	-10.54	0.0423	0.1643	224.32	84.81	1441.32	2695.87	6	0.160	115	descriptor orientatiu; no és anotació fonètica
o sigui	pa-016	311.25-316.15	clips/pa-016__o-sigui__311.25.wav	sí	4.900	0.6270	-50.86	-29.31	-19.56	0.0423	0.3246	326.38	49.26	1230.65	3301.86	10	0.100	77	descriptor orientatiu; no és anotació fonètica
o sigui	pa-022	42.93-48.95	clips/pa-022__o-sigui__42.93.wav	sí	6.020	0.5967	-56.60	-32.24	-21.34	0.0391	0.2521	266.57	182.88	1114.90	2652.09	16	0.060	91	descriptor orientatiu; no és anotació fonètica
o sigui	pa-024	554.49-565.07	clips/pa-024__o-sigui__554.49.wav	no	10.580	0.5473	-58.64	-33.56	-21.96	0.0423	0.2138	297.14	97.66	1105.85	2355.21	30	0.060	146	descriptor orientatiu; no és anotació fonètica
o sigui	pa-025	1462.85-1472.59	clips/pa-025__o-sigui__1462.85.wav	sí	9.740	0.3272	-64.39	-38.77	-25.08	0.0454	0.2199	239.53	215.95	1162.97	2676.73	14	0.160	78	descriptor orientatiu; no és anotació fonètica
o sigui	pa-026	434.17-437.67	clips/pa-026__o-sigui__434.17.wav	sí	3.500	0.3678	-57.18	-42.46	-27.70	0.0360	0.2052	251.21	203.48	1311.08	2218.90	9	0.100	33	descriptor orientatiu; no és anotació fonètica
o sigui	pa-027	361.61-366.71	clips/pa-027__o-sigui__361.61.wav	no	5.100	0.6378	-47.54	-29.67	-21.18	0.0349	0.2135	227.90	148.27	1088.97	2149.42	11	0.100	82	descriptor orientatiu; no és anotació fonètica
o sigui	pa-029	243.13-248.63	clips/pa-029__o-sigui__243.13.wav	sí	5.500	0.4708	-50.91	-35.62	-24.46	0.0344	0.2077	244.32	133.68	1039.85	2334.97	18	0.060	64	descriptor orientatiu; no és anotació fonètica
o sigui	pa-030	1016.41-1021.47	clips/pa-030__o-sigui__1016.41.wav	sí	5.060	0.3611	-64.35	-45.25	-20.73	0.0360	0.1609	255.81	153.35	1544.27	2229.59	5	0.520	47	descriptor orientatiu; no és anotació fonètica
o sigui	pa-034	1106.09-1110.75	clips/pa-034__o-sigui__1106.09.wav	no	4.660	0.5129	-52.85	-34.68	-19.52	0.0297	0.2280	184.38	45.59	884.03	2485.29	10	0.120	60	descriptor orientatiu; no és anotació fonètica
o sigui	pa-038	16.65-22.87	clips/pa-038__o-sigui__16.65.wav	sí	6.220	0.5548	-60.77	-33.39	-22.52	0.0250	0.2031	196.49	23.50	1155.10	2392.67	10	0.200	85	descriptor orientatiu; no és anotació fonètica
o sigui	pa-040	115.73-119.91	clips/pa-040__o-sigui__115.73.wav	no	4.180	0.8558	-36.32	-28.61	-21.29	0.0329	0.1759	193.27	100.45	770.32	2534.67	9	0.060	90	descriptor orientatiu; no és anotació fonètica
o sigui	pa-045	226.17-233.31	clips/pa-045__o-sigui__226.17.wav	sí	7.140	0.3427	-54.95	-43.36	-22.78	0.0368	0.3169	207.25	131.88	1524.87	3243.10	14	0.100	63	descriptor orientatiu; no és anotació fonètica
o sigui	pa-046	230.61-235.23	clips/pa-046__o-sigui__230.61.wav	no	4.620	0.6739	-45.16	-30.92	-21.24	0.0250	0.1836	161.50	49.18	1117.92	2412.07	12	0.060	76	descriptor orientatiu; no és anotació fonètica
o sigui	pa-048	581.65-585.99	clips/pa-048__o-sigui__581.65.wav	sí	4.340	0.4537	-55.23	-37.85	-23.53	0.0274	0.3114	196.61	89.53	1297.19	2669.62	11	0.100	50	descriptor orientatiu; no és anotació fonètica
o sigui	pa-049	365.21-373.35	clips/pa-049__o-sigui__365.21.wav	sí	8.140	0.7660	-46.92	-26.99	-20.97	0.0344	0.3451	199.21	48.94	1258.24	3176.15	18	0.040	158	descriptor orientatiu; no és anotació fonètica
o sigui	pa-055	434.17-437.67	clips/pa-055__o-sigui__434.17.wav	sí	3.500	0.3678	-57.21	-42.75	-27.71	0.0344	0.2135	294.47	175.02	1334.28	2237.46	8	0.080	33	descriptor orientatiu; no és anotació fonètica
o sigui	pa-056	1016.49-1021.67	clips/pa-056__o-sigui__1016.49.wav	no	5.180	0.3682	-64.19	-44.52	-20.87	0.0360	0.1581	244.76	158.01	1530.14	2175.47	6	1.000	48	descriptor orientatiu; no és anotació fonètica
o sigui	pa-057	249.45-254.11	clips/pa-057__o-sigui__249.45.wav	sí	4.660	0.2414	-49.82	-40.38	-31.80	0.0548	0.3293	119.06	181.14	1584.57	3009.73	15	0.130	29	descriptor orientatiu; no és anotació fonètica
o sigui	pa-059	266.13-271.15	clips/pa-059__o-sigui__266.13.wav	no	5.020	0.5040	-57.58	-34.95	-24.46	0.0313	0.1859	197.10	119.10	969.29	2369.03	17	0.100	65	descriptor orientatiu; no és anotació fonètica
o sigui	pa-061	161.05-167.39	clips/pa-061__o-sigui__161.05.wav	sí	6.340	0.6361	-42.26	-30.17	-22.49	0.0563	0.2817	198.17	118.83	1683.59	2772.93	12	0.120	100	descriptor orientatiu; no és anotació fonètica
o sigui	pa-062	236.01-241.71	clips/pa-062__o-sigui__236.01.wav	sí	5.700	0.4930	-56.11	-35.74	-23.15	0.0344	0.1920	191.16	169.00	1051.50	2563.80	14	0.120	68	descriptor orientatiu; no és anotació fonètica
o sigui	pa-063	826.09-830.95	clips/pa-063__o-sigui__826.09.wav	sí	4.860	0.5207	-54.18	-34.20	-23.62	0.0283	0.1869	199.94	52.21	1046.87	2145.37	13	0.090	64	descriptor orientatiu; no és anotació fonètica
o sigui	pa-064	36.73-40.23	clips/pa-064__o-sigui__36.73.wav	sí	3.500	0.4253	-59.05	-40.75	-25.66	0.0463	0.1775	182.39	124.81	1509.37	2023.99	9	0.110	38	descriptor orientatiu; no és anotació fonètica
o sigui	pa-065	191.65-195.15	clips/pa-065__o-sigui__191.65.wav	sí	3.500	0.4080	-60.29	-41.01	-23.46	0.0286	0.3867	188.87	42.63	1450.09	3507.47	6	0.080	36	descriptor orientatiu; no és anotació fonètica
llavors	pa-001	837.17-841.11	clips/pa-001__llavors__837.17.wav	sí	3.940	0.7347	-47.36	-28.78	-23.78	0.0282	0.1917	199.34	37.41	975.14	2103.06	10	0.060	71	descriptor orientatiu; no és anotació fonètica
llavors	pa-002	550.25-556.75	clips/pa-002__llavors__550.25.wav	sí	6.500	0.3086	-58.13	-40.98	-26.77	0.0344	0.2286	304.84	122.55	962.52	2577.91	9	0.110	51	descriptor orientatiu; no és anotació fonètica
llavors	pa-005	433.29-439.27	clips/pa-005__llavors__433.29.wav	sí	5.980	0.0000	-70.77	-46.83	-38.22	0.0469	0.2692	0.00	0.00	1261.73	2743.33	0	0.000	0	descriptor orientatiu; no és anotació fonètica
llavors	pa-006	214.25-220.75	clips/pa-006__llavors__214.25.wav	no	6.500	0.5247	-56.99	-34.19	-27.30	0.0203	0.0767	135.09	80.21	701.64	1613.86	19	0.060	85	descriptor orientatiu; no és anotació fonètica
llavors	pa-007	657.25-663.75	clips/pa-007__llavors__657.25.wav	sí	6.500	0.5432	-60.46	-34.19	-25.96	0.0490	0.3673	247.73	156.79	1522.58	4043.09	18	0.080	87	descriptor orientatiu; no és anotació fonètica
llavors	pa-009	201.25-207.75	clips/pa-009__llavors__201.25.wav	no	6.500	0.5309	-56.68	-34.18	-25.41	0.0396	0.2901	196.90	76.69	1443.92	3123.10	19	0.060	85	descriptor orientatiu; no és anotació fonètica
llavors	pa-010	386.25-391.75	clips/pa-010__llavors__386.25.wav	sí	5.500	0.6168	-79.63	-30.77	-19.89	0.0192	0.2775	135.17	164.72	908.44	3512.85	11	0.070	83	descriptor orientatiu; no és anotació fonètica
llavors	pa-014	228.25-237.35	clips/pa-014__llavors__228.25.wav	no	9.100	0.5903	-60.83	-30.58	-19.17	0.0266	0.2050	147.33	32.91	1250.59	2138.68	18	0.080	134	descriptor orientatiu; no és anotació fonètica
llavors	pa-015	197.25-204.75	clips/pa-015__llavors__197.25.wav	sí	7.500	0.5348	-48.84	-32.21	-10.13	0.0297	0.3080	281.17	87.38	1250.85	3588.53	6	0.500	100	descriptor orientatiu; no és anotació fonètica
llavors	pa-016	15.05-20.91	clips/pa-016__llavors__15.05.wav	sí	5.860	0.5034	-55.23	-34.83	-22.43	0.0407	0.4002	288.90	65.84	1539.35	3792.28	16	0.040	75	descriptor orientatiu; no és anotació fonètica
llavors	pa-017	361.25-368.75	clips/pa-017__llavors__361.25.wav	sí	7.500	0.6444	-52.03	-29.70	-22.15	0.0380	0.2205	196.32	117.78	922.03	2459.62	22	0.060	122	descriptor orientatiu; no és anotació fonètica
llavors	pa-018	1055.09-1058.87	clips/pa-018__llavors__1055.09.wav	sí	3.780	0.5053	-66.43	-33.83	-22.66	0.0344	0.2462	270.00	90.76	973.03	2762.87	10	0.100	48	descriptor orientatiu; no és anotació fonètica
llavors	pa-019	422.25-427.75	clips/pa-019__llavors__422.25.wav	sí	5.500	0.7007	-46.59	-28.32	-20.74	0.0423	0.3146	293.90	153.07	956.73	3072.14	14	0.060	97	descriptor orientatiu; no és anotació fonètica
llavors	pa-022	57.37-61.35	clips/pa-022__llavors__57.37.wav	no	3.980	0.8030	-52.14	-25.73	-19.36	0.0324	0.1643	225.05	159.61	1002.34	2197.41	7	0.040	80	descriptor orientatiu; no és anotació fonètica
llavors	pa-023	48.81-56.07	clips/pa-023__llavors__48.81.wav	sí	7.260	0.6243	-58.30	-29.88	-22.65	0.0376	0.1673	149.58	133.69	974.09	2234.41	16	0.080	113	descriptor orientatiu; no és anotació fonètica
llavors	pa-024	336.85-341.27	clips/pa-024__llavors__336.85.wav	no	4.420	0.7227	-51.48	-26.14	-18.97	0.0437	0.1972	271.23	63.94	974.12	2228.50	12	0.040	82	descriptor orientatiu; no és anotació fonètica
llavors	pa-026	81.13-84.63	clips/pa-026__llavors__81.13.wav	no	3.500	0.3391	-63.61	-49.02	-24.67	0.0626	0.2264	317.70	175.22	2134.84	2453.31	2	0.320	29	descriptor orientatiu; no és anotació fonètica
llavors	pa-027	137.93-143.43	clips/pa-027__llavors__137.93.wav	no	5.500	0.5985	-66.03	-29.13	-21.12	0.0407	0.2041	245.56	151.70	1089.75	2564.31	11	0.090	83	descriptor orientatiu; no és anotació fonètica
llavors	pa-028	151.01-155.91	clips/pa-028__llavors__151.01.wav	sí	4.900	0.3279	-62.02	-42.13	-27.08	0.0219	0.3252	125.82	10.40	1911.55	3399.38	9	0.080	40	descriptor orientatiu; no és anotació fonètica
llavors	pa-029	42.97-46.79	clips/pa-029__llavors__42.97.wav	no	3.820	0.6316	-42.16	-30.28	-21.26	0.0516	0.2629	211.38	189.71	1119.15	2847.53	12	0.040	59	descriptor orientatiu; no és anotació fonètica
llavors	pa-030	157.61-163.15	clips/pa-030__llavors__157.61.wav	sí	5.540	0.4420	-60.42	-36.08	-27.12	0.0282	0.1432	128.52	109.47	983.59	2079.31	18	0.120	60	descriptor orientatiu; no és anotació fonètica
llavors	pa-032	174.13-178.67	clips/pa-032__llavors__174.13.wav	no	4.540	0.4469	-57.49	-36.02	-24.08	0.0305	0.1714	194.67	134.55	800.26	2175.55	16	0.080	50	descriptor orientatiu; no és anotació fonètica
llavors	pa-033	71.53-76.35	clips/pa-033__llavors__71.53.wav	sí	4.820	0.6667	-56.07	-26.45	-15.58	0.0391	0.2255	286.24	67.20	926.89	2517.37	9	0.070	79	descriptor orientatiu; no és anotació fonètica
llavors	pa-034	29.17-32.67	clips/pa-034__llavors__29.17.wav	no	3.500	0.6264	-55.13	-31.78	-25.84	0.0322	0.2092	153.63	63.40	903.68	2732.99	12	0.060	54	descriptor orientatiu; no és anotació fonètica
llavors	pa-036	535.25-538.75	clips/pa-036__llavors__535.25.wav	no	3.500	0.5862	-55.36	-32.32	-23.12	0.0376	0.1634	215.14	125.16	1054.83	2240.25	8	0.060	50	descriptor orientatiu; no és anotació fonètica
llavors	pa-037	92.53-106.79	clips/pa-037__llavors__92.53.wav	sí	14.260	0.5309	-65.68	-33.46	-23.28	0.0329	0.1970	237.28	143.75	1302.81	2486.64	26	0.060	188	descriptor orientatiu; no és anotació fonètica
llavors	pa-038	264.13-269.83	clips/pa-038__llavors__264.13.wav	sí	5.700	0.4401	-61.74	-36.97	-29.35	0.0365	0.2390	188.07	15.52	1130.76	2712.17	16	0.100	61	descriptor orientatiu; no és anotació fonètica
llavors	pa-041	108.25-115.75	clips/pa-041__llavors__108.25.wav	no	7.500	0.6925	-43.93	-28.67	-20.94	0.0443	0.1466	213.46	158.26	1004.13	1862.74	18	0.060	131	descriptor orientatiu; no és anotació fonètica
llavors	pa-045	194.93-200.31	clips/pa-045__llavors__194.93.wav	sí	5.380	0.5336	-55.34	-33.25	-23.66	0.0407	0.2194	186.52	159.64	1015.16	2498.35	13	0.130	74	descriptor orientatiu; no és anotació fonètica
llavors	pa-046	381.13-388.19	clips/pa-046__llavors__381.13.wav	sí	7.060	0.5369	-45.86	-33.47	-24.53	0.0297	0.1516	150.38	26.17	1246.77	2330.53	20	0.080	94	descriptor orientatiu; no és anotació fonètica
llavors	pa-048	1244.97-1248.95	clips/pa-048__llavors__1244.97.wav	sí	3.980	0.3131	-74.70	-46.57	-26.84	0.0360	0.1721	220.63	122.68	1337.36	2113.06	5	0.170	30	descriptor orientatiu; no és anotació fonètica
llavors	pa-049	230.45-239.67	clips/pa-049__llavors__230.45.wav	sí	9.220	0.6891	-43.17	-27.56	-20.91	0.0532	0.1723	273.21	122.07	1192.61	2123.45	18	0.060	157	descriptor orientatiu; no és anotació fonètica
llavors	pa-051	47.61-51.11	clips/pa-051__llavors__47.61.wav	no	3.500	0.7299	-44.07	-28.18	-22.28	0.0380	0.1374	285.30	157.71	926.28	1786.73	10	0.060	62	descriptor orientatiu; no és anotació fonètica
llavors	pa-052	68.73-73.23	clips/pa-052__llavors__68.73.wav	no	4.500	0.7321	-36.79	-32.45	-19.17	0.0344	0.0814	219.49	20.88	875.60	1278.47	2	0.020	82	descriptor orientatiu; no és anotació fonètica
llavors	pa-053	40.73-47.71	clips/pa-053__llavors__40.73.wav	sí	6.980	0.6293	-39.49	-30.07	-18.75	0.0282	0.1704	140.45	136.03	1122.30	2433.44	11	0.090	109	descriptor orientatiu; no és anotació fonètica
llavors	pa-054	156.57-161.51	clips/pa-054__llavors__156.57.wav	sí	4.940	0.6911	-39.71	-24.45	-17.83	0.0383	0.1416	209.50	145.63	1023.45	1905.18	7	0.080	84	descriptor orientatiu; no és anotació fonètica
llavors	pa-055	105.37-110.27	clips/pa-055__llavors__105.37.wav	no	4.900	0.4016	-57.18	-41.95	-21.01	0.0548	0.2980	224.32	165.31	1897.96	2926.32	10	0.080	49	descriptor orientatiu; no és anotació fonètica
llavors	pa-056	157.77-163.11	clips/pa-056__llavors__157.77.wav	sí	5.340	0.4436	-60.45	-35.82	-27.41	0.0297	0.1487	129.54	99.56	987.59	2072.55	18	0.100	58	descriptor orientatiu; no és anotació fonètica
llavors	pa-057	42.85-47.99	clips/pa-057__llavors__42.85.wav	sí	5.140	0.6875	-41.67	-29.66	-20.08	0.0399	0.2567	248.21	202.66	979.06	2792.08	16	0.040	85	descriptor orientatiu; no és anotació fonètica
llavors	pa-058	1054.41-1059.35	clips/pa-058__llavors__1054.41.wav	no	4.940	0.5285	-66.21	-34.11	-22.55	0.0305	0.2496	265.17	79.76	965.32	2764.45	12	0.100	65	descriptor orientatiu; no és anotació fonètica
llavors	pa-059	361.49-368.39	clips/pa-059__llavors__361.49.wav	no	6.900	0.6337	-52.24	-29.72	-22.12	0.0391	0.2080	202.74	122.09	932.50	2476.31	19	0.070	110	descriptor orientatiu; no és anotació fonètica
llavors	pa-060	48.77-56.07	clips/pa-060__llavors__48.77.wav	sí	7.300	0.6291	-58.35	-29.67	-22.79	0.0407	0.1674	148.72	135.49	970.52	2215.31	15	0.080	115	descriptor orientatiu; no és anotació fonètica
llavors	pa-061	380.77-385.15	clips/pa-061__llavors__380.77.wav	sí	4.380	0.6376	-39.04	-30.37	-22.31	0.0548	0.2039	242.30	111.12	1510.50	2088.51	6	0.080	69	descriptor orientatiu; no és anotació fonètica
llavors	pa-063	39.49-44.79	clips/pa-063__llavors__39.49.wav	sí	5.300	0.3561	-42.75	-38.40	-26.67	0.0250	0.0923	175.60	35.40	974.70	1542.75	15	0.080	49	descriptor orientatiu; no és anotació fonètica
llavors	pa-064	713.33-717.15	clips/pa-064__llavors__713.33.wav	no	3.820	0.4263	-47.90	-40.57	-23.00	0.0297	0.1191	208.26	177.20	1129.74	2288.92	6	0.120	41	descriptor orientatiu; no és anotació fonètica
llavors	pa-065	612.13-617.87	clips/pa-065__llavors__612.13.wav	no	5.740	0.5804	-55.28	-32.12	-22.32	0.0305	0.1800	136.11	70.57	939.69	2033.61	11	0.140	84	descriptor orientatiu; no és anotació fonètica
llavors	pa-066	16.21-20.35	clips/pa-066__llavors__16.21.wav	sí	4.140	0.7136	-47.48	-30.41	-23.55	0.0415	0.1354	284.24	46.15	999.01	2001.87	16	0.040	74	descriptor orientatiu; no és anotació fonètica
a veure	pa-001	341.57-345.59	clips/pa-001__a-veure__341.57.wav	no	4.020	0.8700	-37.07	-23.91	-19.93	0.0329	0.0817	241.93	65.71	842.25	1397.22	10	0.060	88	descriptor orientatiu; no és anotació fonètica
a veure	pa-002	126.25-132.75	clips/pa-002__a-veure__126.25.wav	sí	6.500	0.5093	-48.84	-34.82	-22.26	0.0344	0.1336	308.43	107.74	831.77	2051.54	20	0.080	82	descriptor orientatiu; no és anotació fonètica
a veure	pa-007	89.25-96.75	clips/pa-007__a-veure__89.25.wav	sí	7.500	0.6791	-53.08	-27.99	-19.69	0.0380	0.3288	291.20	45.84	1205.52	3341.64	22	0.060	129	descriptor orientatiu; no és anotació fonètica
a veure	pa-008	668.25-673.75	clips/pa-008__a-veure__668.25.wav	sí	5.500	0.3832	-58.46	-39.71	-28.18	0.0438	0.2656	177.82	52.01	1542.08	3172.10	6	0.060	52	descriptor orientatiu; no és anotació fonètica
a veure	pa-011	551.81-556.27	clips/pa-011__a-veure__551.81.wav	sí	4.460	0.2477	-60.27	-44.66	-29.36	0.0751	0.3551	202.81	58.57	1312.29	3449.46	10	0.220	28	descriptor orientatiu; no és anotació fonètica
a veure	pa-014	617.45-637.95	clips/pa-014__a-veure__617.45.wav	sí	20.500	0.6182	-61.45	-31.05	-19.43	0.0192	0.2081	124.25	28.03	1093.34	2395.12	33	0.060	319	descriptor orientatiu; no és anotació fonètica
a veure	pa-016	369.73-375.91	clips/pa-016__a-veure__369.73.wav	sí	6.180	0.6039	-55.96	-29.09	-20.52	0.0407	0.2635	294.56	94.07	1099.98	2727.88	13	0.060	93	descriptor orientatiu; no és anotació fonètica
