id_parlant	forma	categoria	recompte_asr	present	estat
spk-050	Sant Julià	territorial	3	sí	ASR agrupat per persona canònica; pendent d'audició
spk-050	a nivell	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-050	a veure	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-050	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-050	aleshores	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-050	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-050	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-050	bueno	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-050	bé	discurs	2	sí	ASR agrupat per persona canònica; pendent d'audició
spk-050	clar	discurs	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-050	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-050	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-050	comuns	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-050	comú	territorial	3	sí	ASR agrupat per persona canònica; pendent d'audició
spk-050	copríncep	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-050	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-050	de fet	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-050	diguem	discurs	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-050	doncs	discurs	14	sí	ASR agrupat per persona canònica; pendent d'audició
spk-050	evidentment	discurs	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-050	llavors	discurs	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-050	no?	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-050	o sigui	discurs	2	sí	ASR agrupat per persona canònica; pendent d'audició
spk-050	padrí	territorial	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-050	parròquia	territorial	4	sí	ASR agrupat per persona canònica; pendent d'audició
spk-050	per tant	discurs	3	sí	ASR agrupat per persona canònica; pendent d'audició
spk-050	perquè	discurs	7	sí	ASR agrupat per persona canònica; pendent d'audició
spk-050	santuari	territorial	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-050	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-050	vull dir	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-050	és a dir	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-051	Canillo	territorial	5	sí	ASR agrupat per persona canònica; pendent d'audició
spk-051	Escaldes	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-051	Massana	territorial	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-051	Ordino	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-051	Sant Julià	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-051	a nivell	discurs	9	sí	ASR agrupat per persona canònica; pendent d'audició
spk-051	a veure	discurs	7	sí	ASR agrupat per persona canònica; pendent d'audició
spk-051	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-051	aleshores	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-051	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-051	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-051	bueno	discurs	26	sí	ASR agrupat per persona canònica; pendent d'audició
spk-051	bé	discurs	25	sí	ASR agrupat per persona canònica; pendent d'audició
spk-051	clar	discurs	57	sí	ASR agrupat per persona canònica; pendent d'audició
spk-051	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-051	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-051	comuns	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-051	comú	territorial	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-051	copríncep	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-051	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-051	de fet	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-051	diguem	discurs	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-051	doncs	discurs	28	sí	ASR agrupat per persona canònica; pendent d'audició
spk-051	evidentment	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-051	llavors	discurs	25	sí	ASR agrupat per persona canònica; pendent d'audició
spk-051	no?	discurs	109	sí	ASR agrupat per persona canònica; pendent d'audició
spk-051	o sigui	discurs	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-051	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-051	parròquia	territorial	2	sí	ASR agrupat per persona canònica; pendent d'audició
spk-051	per tant	discurs	14	sí	ASR agrupat per persona canònica; pendent d'audició
spk-051	perquè	discurs	32	sí	ASR agrupat per persona canònica; pendent d'audició
spk-051	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-051	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-051	vull dir	discurs	156	sí	ASR agrupat per persona canònica; pendent d'audició
spk-051	és a dir	discurs	3	sí	ASR agrupat per persona canònica; pendent d'audició
spk-052	Canillo	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-052	Escaldes	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-052	Massana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-052	Ordino	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-052	Sant Julià	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-052	a nivell	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-052	a veure	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-052	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-052	aleshores	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-052	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-052	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-052	bueno	discurs	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-052	bé	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-052	clar	discurs	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-052	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-052	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-052	comuns	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-052	comú	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-052	copríncep	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-052	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-052	de fet	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-052	diguem	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-052	doncs	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-052	evidentment	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-052	llavors	discurs	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-052	no?	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-052	o sigui	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-052	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-052	parròquia	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-052	per tant	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-052	perquè	discurs	2	sí	ASR agrupat per persona canònica; pendent d'audició
spk-052	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-052	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-052	vull dir	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-052	és a dir	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-053	Canillo	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-053	Escaldes	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-053	Massana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-053	Ordino	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-053	Sant Julià	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-053	a nivell	discurs	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-053	a veure	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-053	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-053	aleshores	discurs	2	sí	ASR agrupat per persona canònica; pendent d'audició
spk-053	andorrana	territorial	4	sí	ASR agrupat per persona canònica; pendent d'audició
spk-053	aviam	discurs	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-053	bueno	discurs	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-053	bé	discurs	3	sí	ASR agrupat per persona canònica; pendent d'audició
spk-053	clar	discurs	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-053	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-053	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-053	comuns	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-053	comú	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-053	copríncep	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-053	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-053	de fet	discurs	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-053	diguem	discurs	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-053	doncs	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-053	evidentment	discurs	4	sí	ASR agrupat per persona canònica; pendent d'audició
spk-053	llavors	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-053	no?	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-053	o sigui	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-053	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-053	parròquia	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-053	per tant	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-053	perquè	discurs	9	sí	ASR agrupat per persona canònica; pendent d'audició
spk-053	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-053	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-053	vull dir	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-053	és a dir	discurs	11	sí	ASR agrupat per persona canònica; pendent d'audició
spk-054	Canillo	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-054	Escaldes	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-054	Massana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-054	Ordino	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-054	Sant Julià	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-054	a nivell	discurs	2	sí	ASR agrupat per persona canònica; pendent d'audició
spk-054	a veure	discurs	3	sí	ASR agrupat per persona canònica; pendent d'audició
spk-054	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-054	aleshores	discurs	4	sí	ASR agrupat per persona canònica; pendent d'audició
spk-054	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-054	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-054	bueno	discurs	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-054	bé	discurs	12	sí	ASR agrupat per persona canònica; pendent d'audició
spk-054	clar	discurs	3	sí	ASR agrupat per persona canònica; pendent d'audició
spk-054	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-054	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-054	comuns	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-054	comú	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-054	copríncep	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-054	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-054	de fet	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-054	diguem	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-054	doncs	discurs	7	sí	ASR agrupat per persona canònica; pendent d'audició
spk-054	evidentment	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-054	llavors	discurs	5	sí	ASR agrupat per persona canònica; pendent d'audició
spk-054	no?	discurs	2	sí	ASR agrupat per persona canònica; pendent d'audició
spk-054	o sigui	discurs	6	sí	ASR agrupat per persona canònica; pendent d'audició
spk-054	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-054	parròquia	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-054	per tant	discurs	5	sí	ASR agrupat per persona canònica; pendent d'audició
spk-054	perquè	discurs	51	sí	ASR agrupat per persona canònica; pendent d'audició
spk-054	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-054	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-054	vull dir	discurs	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-054	és a dir	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-055	Canillo	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-055	Escaldes	territorial	25	sí	ASR agrupat per persona canònica; pendent d'audició
spk-055	Massana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-055	Ordino	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-055	Sant Julià	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-055	a nivell	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-055	a veure	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-055	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-055	aleshores	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-055	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-055	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-055	bueno	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-055	bé	discurs	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-055	clar	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-055	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-055	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-055	comuns	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-055	comú	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-055	copríncep	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-055	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-055	de fet	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-055	diguem	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-055	doncs	discurs	6	sí	ASR agrupat per persona canònica; pendent d'audició
spk-055	evidentment	discurs	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-055	llavors	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-055	no?	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-055	o sigui	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-055	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-055	parròquia	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-055	per tant	discurs	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-055	perquè	discurs	3	sí	ASR agrupat per persona canònica; pendent d'audició
spk-055	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-055	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-055	vull dir	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-055	és a dir	discurs	2	sí	ASR agrupat per persona canònica; pendent d'audició
spk-056	Canillo	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-056	Escaldes	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-056	Massana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-056	Ordino	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-056	Sant Julià	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-056	a nivell	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-056	a veure	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-056	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-056	aleshores	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-056	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-056	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-056	bueno	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-056	bé	discurs	3	sí	ASR agrupat per persona canònica; pendent d'audició
spk-056	clar	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-056	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-056	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-056	comuns	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-056	comú	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-056	copríncep	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-056	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-056	de fet	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-056	diguem	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-056	doncs	discurs	7	sí	ASR agrupat per persona canònica; pendent d'audició
spk-056	evidentment	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-056	llavors	discurs	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-056	no?	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-056	o sigui	discurs	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-056	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-056	parròquia	territorial	5	sí	ASR agrupat per persona canònica; pendent d'audició
spk-056	per tant	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-056	perquè	discurs	2	sí	ASR agrupat per persona canònica; pendent d'audició
spk-056	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-056	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-056	vull dir	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-056	és a dir	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-057	Canillo	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-057	Escaldes	territorial	3	sí	ASR agrupat per persona canònica; pendent d'audició
spk-057	Massana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-057	Ordino	territorial	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-057	Sant Julià	territorial	3	sí	ASR agrupat per persona canònica; pendent d'audició
spk-057	a nivell	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-057	a veure	discurs	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-057	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-057	aleshores	discurs	2	sí	ASR agrupat per persona canònica; pendent d'audició
spk-057	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-057	aviam	discurs	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-057	bueno	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-057	bé	discurs	8	sí	ASR agrupat per persona canònica; pendent d'audició
spk-057	clar	discurs	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-057	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-057	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-057	comuns	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-057	comú	territorial	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-057	copríncep	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-057	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-057	de fet	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-057	diguem	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-057	doncs	discurs	10	sí	ASR agrupat per persona canònica; pendent d'audició
spk-057	evidentment	discurs	7	sí	ASR agrupat per persona canònica; pendent d'audició
spk-057	llavors	discurs	4	sí	ASR agrupat per persona canònica; pendent d'audició
spk-057	no?	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-057	o sigui	discurs	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-057	padrí	territorial	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-057	parròquia	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-057	per tant	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-057	perquè	discurs	11	sí	ASR agrupat per persona canònica; pendent d'audició
spk-057	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-057	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-057	vull dir	discurs	8	sí	ASR agrupat per persona canònica; pendent d'audició
spk-057	és a dir	discurs	10	sí	ASR agrupat per persona canònica; pendent d'audició
spk-058	Canillo	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-058	Escaldes	territorial	3	sí	ASR agrupat per persona canònica; pendent d'audició
spk-058	Massana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-058	Ordino	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-058	Sant Julià	territorial	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-058	a nivell	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-058	a veure	discurs	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-058	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-058	aleshores	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-058	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-058	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-058	bueno	discurs	2	sí	ASR agrupat per persona canònica; pendent d'audició
spk-058	bé	discurs	4	sí	ASR agrupat per persona canònica; pendent d'audició
spk-058	clar	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-058	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-058	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-058	comuns	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-058	comú	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-058	copríncep	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-058	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-058	de fet	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-058	diguem	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-058	doncs	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-058	evidentment	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-058	llavors	discurs	4	sí	ASR agrupat per persona canònica; pendent d'audició
spk-058	no?	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-058	o sigui	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-058	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-058	parròquia	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-058	per tant	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-058	perquè	discurs	3	sí	ASR agrupat per persona canònica; pendent d'audició
spk-058	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-058	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-058	vull dir	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-058	és a dir	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-059	Canillo	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-059	Escaldes	territorial	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-059	Massana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-059	Ordino	territorial	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-059	Sant Julià	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-059	a nivell	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-059	a veure	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-059	aiguats	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-059	aleshores	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-059	andorrana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-059	aviam	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-059	bueno	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-059	bé	discurs	3	sí	ASR agrupat per persona canònica; pendent d'audició
spk-059	clar	discurs	5	sí	ASR agrupat per persona canònica; pendent d'audició
spk-059	comunal	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-059	comunals	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-059	comuns	territorial	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-059	comú	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-059	copríncep	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-059	coprínceps	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-059	de fet	discurs	3	sí	ASR agrupat per persona canònica; pendent d'audició
spk-059	diguem	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-059	doncs	discurs	7	sí	ASR agrupat per persona canònica; pendent d'audició
spk-059	evidentment	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-059	llavors	discurs	5	sí	ASR agrupat per persona canònica; pendent d'audició
spk-059	no?	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-059	o sigui	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-059	padrí	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-059	parròquia	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-059	per tant	discurs	1	sí	ASR agrupat per persona canònica; pendent d'audició
spk-059	perquè	discurs	16	sí	ASR agrupat per persona canònica; pendent d'audició
spk-059	santuari	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-059	veguer	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-059	vull dir	discurs	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-059	és a dir	discurs	10	sí	ASR agrupat per persona canònica; pendent d'audició
spk-060	Canillo	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-060	Escaldes	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-060	Massana	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-060	Ordino	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
spk-060	Sant Julià	territorial	0	no	ASR agrupat per persona canònica; pendent d'audició
