id_a	id_b	formes_compartides	formes	nota
pa-034	pa-046	24	Canillo;bueno;bé;clar;contacte_castella_candidat=bueno;diguem;doncs;llavors;no?;o sigui;perifrasi_past_candidata=va començar;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va venir;perifrasi_past_candidata=vam tenir;perquè;possessius_candidat=meva;possessius_candidat=nostra;possessius_candidat=nostre;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-034	pa-048	24	a nivell;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;doncs;llavors;negacio_lexical_candidat=tampoc;no?;o sigui;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va va;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=nostra;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-034	pa-049	39	a nivell;a veure;bueno;bé;clar;comú;contacte_castella_candidat=bueno;contacte_castella_candidat=pues;diguem;doncs;llavors;negacio_lexical_candidat=tampoc;no?;o sigui;parròquia;perifrasi_past_candidata=va començar;perifrasi_past_candidata=va costar;perifrasi_past_candidata=va donar;perifrasi_past_candidata=va estar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va per;perifrasi_past_candidata=va quedar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vam començar;perifrasi_past_candidata=vam dir;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=nostra;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-034	pa-051	12	bueno;clar;comú;contacte_castella_candidat=bueno;llavors;perifrasi_past_candidata=vaig fer;perquè;possessius_candidat=meu;pronom_en_candidat=en;pronom_en_candidat=n'hi;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-034	pa-052	11	bueno;clar;contacte_castella_candidat=bueno;llavors;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig dir;perifrasi_past_candidata=vaig tenir;perquè;possessius_candidat=meva;pronom_en_candidat=en;pronom_hi_candidat=hi	semblança textual ASR ampliada; no és classificació dialectal
pa-034	pa-053	17	bé;llavors;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig començar;perifrasi_past_candidata=vaig fer;perifrasi_past_candidata=vaig pujar;perifrasi_past_candidata=vaig tenir;perifrasi_past_candidata=vam fer;perifrasi_past_candidata=vam tenir;perquè;possessius_candidat=meu;possessius_candidat=meva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-034	pa-054	11	a veure;bueno;bé;contacte_castella_candidat=bueno;llavors;perquè;possessius_candidat=meu;possessius_candidat=meva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-034	pa-055	47	Massana;a nivell;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;contacte_castella_candidat=pues;doncs;llavors;no?;o sigui;per tant;perifrasi_past_candidata=va bé;perifrasi_past_candidata=va caure;perifrasi_past_candidata=va començar;perifrasi_past_candidata=va costar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va donar;perifrasi_past_candidata=va estar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va quedar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va venir;perifrasi_past_candidata=va votar;perifrasi_past_candidata=vaig dir;perifrasi_past_candidata=vaig quedar;perifrasi_past_candidata=vam començar;perifrasi_past_candidata=vam estar;perifrasi_past_candidata=vam fer;perifrasi_past_candidata=vam ser;perifrasi_past_candidata=vam tenir;perifrasi_past_candidata=vam trobar;perifrasi_past_candidata=van reunir;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=nostre;possessius_candidat=seu;pronom_en_candidat=en;pronom_en_candidat=n'hi;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-034	pa-056	39	Canillo;Massana;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;doncs;llavors;negacio_lexical_candidat=tampoc;no?;o sigui;parròquia;per tant;perifrasi_past_candidata=va bé;perifrasi_past_candidata=va costar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig arribar;perifrasi_past_candidata=vaig dir;perifrasi_past_candidata=vaig quedar;perifrasi_past_candidata=vaig viure;perifrasi_past_candidata=vam estar;perifrasi_past_candidata=vam ser;perifrasi_past_candidata=van dir;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=nostre;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-034	pa-057	33	a nivell;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;diguem;doncs;llavors;negacio_lexical_candidat=tampoc;no?;o sigui;perifrasi_past_candidata=va bé;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va donar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va quedar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va votar;perifrasi_past_candidata=vam estar;perifrasi_past_candidata=vam fer;perifrasi_past_candidata=vam tenir;perifrasi_past_candidata=van dir;perifrasi_past_candidata=van fer;perquè;possessius_candidat=nostre;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-034	pa-058	47	Canillo;a nivell;a veure;bueno;bé;clar;comú;contacte_castella_candidat=bueno;contacte_castella_candidat=pues;diguem;doncs;llavors;negacio_lexical_candidat=tampoc;no?;parròquia;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va donar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va no;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va quedar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va venir;perifrasi_past_candidata=va votar;perifrasi_past_candidata=vaig arribar;perifrasi_past_candidata=vaig dir;perifrasi_past_candidata=vaig tenir;perifrasi_past_candidata=vam començar;perifrasi_past_candidata=vam dir;perifrasi_past_candidata=vam fer;perifrasi_past_candidata=vam tenir;perifrasi_past_candidata=van dir;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=nostra;possessius_candidat=nostre;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_en_candidat=n'hi;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-034	pa-059	36	a nivell;bueno;bé;clar;comú;contacte_castella_candidat=bueno;contacte_castella_candidat=pues;doncs;llavors;negacio_lexical_candidat=tampoc;o sigui;per tant;perifrasi_past_candidata=va començar;perifrasi_past_candidata=va deixar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va estar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va quedar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va venir;perifrasi_past_candidata=vaig tenir;perifrasi_past_candidata=vaig trobar;perifrasi_past_candidata=vam dir;perifrasi_past_candidata=vam fer;perifrasi_past_candidata=vam tenir;perifrasi_past_candidata=vam treballar;perifrasi_past_candidata=van fer;perquè;possessius_candidat=nostra;possessius_candidat=nostre;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-034	pa-060	25	Canillo;a nivell;a veure;bueno;bé;contacte_castella_candidat=bueno;diguem;doncs;llavors;parròquia;perifrasi_past_candidata=va costar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=van fer;perifrasi_past_candidata=van viure;perquè;possessius_candidat=meva;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-034	pa-061	26	a nivell;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;doncs;llavors;negacio_lexical_candidat=tampoc;no?;o sigui;perifrasi_past_candidata=va començar;perifrasi_past_candidata=va estar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=nostre;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir	semblança textual ASR ampliada; no és classificació dialectal
pa-034	pa-062	35	Canillo;bueno;bé;clar;contacte_castella_candidat=bueno;diguem;doncs;no?;o sigui;per tant;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va donar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va venir;perifrasi_past_candidata=vaig arribar;perifrasi_past_candidata=vaig fer;perifrasi_past_candidata=vaig pensar;perifrasi_past_candidata=vaig ser;perifrasi_past_candidata=vaig tenir;perifrasi_past_candidata=vaig trobar;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=nostra;possessius_candidat=nostre;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_en_candidat=n'hi;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-034	pa-063	34	a nivell;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;doncs;llavors;negacio_lexical_candidat=tampoc;no?;o sigui;per tant;perifrasi_past_candidata=va començar;perifrasi_past_candidata=va estar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va venir;perifrasi_past_candidata=vaig començar;perifrasi_past_candidata=vaig dir;perifrasi_past_candidata=vaig tenir;perifrasi_past_candidata=vam començar;perifrasi_past_candidata=vam estar;perifrasi_past_candidata=vam fer;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=nostra;possessius_candidat=nostre;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir	semblança textual ASR ampliada; no és classificació dialectal
pa-034	pa-064	31	Massana;a veure;bé;clar;doncs;llavors;no?;o sigui;per tant;perifrasi_past_candidata=va bé;perifrasi_past_candidata=va començar;perifrasi_past_candidata=va deixar;perifrasi_past_candidata=va estar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig començar;perifrasi_past_candidata=vaig quedar;perifrasi_past_candidata=vam ser;perifrasi_past_candidata=vam tenir;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=nostre;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-034	pa-065	32	Canillo;a nivell;a veure;bueno;bé;clar;comú;contacte_castella_candidat=bueno;doncs;llavors;negacio_lexical_candidat=tampoc;o sigui;per tant;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig dir;perifrasi_past_candidata=vaig tenir;perifrasi_past_candidata=vam començar;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=nostre;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_en_candidat=n'hi;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-034	pa-066	24	a nivell;bueno;bé;contacte_castella_candidat=bueno;llavors;no?;per tant;perifrasi_past_candidata=va donar;perifrasi_past_candidata=va estar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va quedar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va venir;perifrasi_past_candidata=vaig quedar;perifrasi_past_candidata=vam fer;perifrasi_past_candidata=vam tenir;perquè;possessius_candidat=meva;possessius_candidat=nostra;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-035	pa-036	32	Escaldes;a veure;bueno;bé;clar;comú;contacte_castella_candidat=bueno;doncs;evidentment;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va entrar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va quedar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vam anar;perifrasi_past_candidata=vam dir;perifrasi_past_candidata=vam estar;perifrasi_past_candidata=vam quedar;perifrasi_past_candidata=vam tenir;perifrasi_past_candidata=vam veure;perifrasi_past_candidata=van dir;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meva;possessius_candidat=nostres;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-035	pa-037	21	bueno;bé;clar;comú;contacte_castella_candidat=bueno;doncs;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig participar;perifrasi_past_candidata=vam dir;perifrasi_past_candidata=vam entrar;perifrasi_past_candidata=van dir;perquè;possessius_candidat=meus;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-035	pa-038	35	Escaldes;a veure;bueno;bé;clar;comuns;contacte_castella_candidat=bueno;doncs;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;perifrasi_past_candidata=va acceptar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va quedar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va votar;perifrasi_past_candidata=vaig ser;perifrasi_past_candidata=vam començar;perifrasi_past_candidata=vam dir;perifrasi_past_candidata=vam entrar;perifrasi_past_candidata=vam sortir;perifrasi_past_candidata=vam tenir;perifrasi_past_candidata=van dir;perifrasi_past_candidata=van fer;perifrasi_past_candidata=van posar;perquè;possessius_candidat=meus;possessius_candidat=meva;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seves;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-035	pa-039	23	bueno;bé;clar;comú;contacte_castella_candidat=bueno;doncs;evidentment;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va quedar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vam dir;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meus;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seves;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-035	pa-040	15	bé;doncs;evidentment;negacio_lexical_candidat=mai;perifrasi_past_candidata=va demanar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meva;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-035	pa-041	18	a veure;bueno;bé;clar;contacte_castella_candidat=bueno;doncs;evidentment;negacio_lexical_candidat=tampoc;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig participar;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meva;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-035	pa-042	10	clar;negacio_lexical_candidat=mai;perifrasi_past_candidata=vam entrar;perquè;possessius_candidat=meus;possessius_candidat=meva;possessius_candidat=seves;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-035	pa-043	7	bueno;contacte_castella_candidat=bueno;doncs;possessius_candidat=meus;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-035	pa-045	27	Escaldes;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;doncs;evidentment;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;perifrasi_past_candidata=va crear;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va estar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va venir;perifrasi_past_candidata=vaig creure;perifrasi_past_candidata=vaig decidir;perifrasi_past_candidata=vaig ser;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meva;possessius_candidat=nostres;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-035	pa-046	17	bueno;bé;clar;contacte_castella_candidat=bueno;doncs;evidentment;negacio_lexical_candidat=mai;perifrasi_past_candidata=va venir;perifrasi_past_candidata=vam tenir;perquè;possessius_candidat=meva;possessius_candidat=nostres;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-035	pa-048	18	a veure;bueno;bé;clar;contacte_castella_candidat=bueno;doncs;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;perifrasi_past_candidata=va haver;perifrasi_past_candidata=van venir;perquè;possessius_candidat=meva;possessius_candidat=nostres;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-035	pa-049	30	Escaldes;a veure;bueno;bé;clar;comú;contacte_castella_candidat=bueno;doncs;evidentment;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;perifrasi_past_candidata=va estar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va quedar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vam començar;perifrasi_past_candidata=vam demanar;perifrasi_past_candidata=vam dir;perifrasi_past_candidata=van creure;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meus;possessius_candidat=meva;possessius_candidat=nostres;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-035	pa-051	8	bueno;clar;comú;contacte_castella_candidat=bueno;perquè;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-035	pa-052	9	bueno;clar;contacte_castella_candidat=bueno;perifrasi_past_candidata=va ser;perquè;possessius_candidat=meus;possessius_candidat=meva;pronom_en_candidat=en;pronom_hi_candidat=hi	semblança textual ASR ampliada; no és classificació dialectal
pa-035	pa-053	11	Escaldes;bé;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vam tenir;perquè;possessius_candidat=meva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-035	pa-054	12	Escaldes;a veure;bueno;bé;contacte_castella_candidat=bueno;negacio_lexical_candidat=mai;perquè;possessius_candidat=meus;possessius_candidat=meva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-035	pa-055	37	Escaldes;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;doncs;evidentment;negacio_lexical_candidat=mai;perifrasi_past_candidata=va demanar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va entrar;perifrasi_past_candidata=va estar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va nominar;perifrasi_past_candidata=va quedar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va venir;perifrasi_past_candidata=va votar;perifrasi_past_candidata=vam agafar;perifrasi_past_candidata=vam anar;perifrasi_past_candidata=vam començar;perifrasi_past_candidata=vam demanar;perifrasi_past_candidata=vam entrar;perifrasi_past_candidata=vam estar;perifrasi_past_candidata=vam sortir;perifrasi_past_candidata=vam tenir;perifrasi_past_candidata=van posar;perquè;possessius_candidat=meus;possessius_candidat=meva;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-035	pa-056	26	Escaldes;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;doncs;evidentment;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig demanar;perifrasi_past_candidata=vam estar;perifrasi_past_candidata=vam quedar;perifrasi_past_candidata=van dir;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meva;possessius_candidat=meves;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-035	pa-057	28	a veure;bueno;bé;clar;comuns;contacte_castella_candidat=bueno;doncs;negacio_lexical_candidat=tampoc;perifrasi_past_candidata=va crear;perifrasi_past_candidata=va demanar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va quedar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va votar;perifrasi_past_candidata=vaig estar;perifrasi_past_candidata=vam estar;perifrasi_past_candidata=vam tenir;perifrasi_past_candidata=van dir;perifrasi_past_candidata=van fer;perquè;possessius_candidat=seu;pronom_en_candidat=en;pronom_en_candidat=n'havia;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-035	pa-058	39	Escaldes;a veure;bueno;bé;clar;comuns;comú;contacte_castella_candidat=bueno;doncs;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va entrar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va formar;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va quedar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va venir;perifrasi_past_candidata=va votar;perifrasi_past_candidata=vam anar;perifrasi_past_candidata=vam començar;perifrasi_past_candidata=vam demanar;perifrasi_past_candidata=vam dir;perifrasi_past_candidata=vam obtenir;perifrasi_past_candidata=vam tenir;perifrasi_past_candidata=van creure;perifrasi_past_candidata=van dir;perifrasi_past_candidata=van fer;perifrasi_past_candidata=van venir;perquè;possessius_candidat=meva;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seves;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-035	pa-059	31	Escaldes;bueno;bé;clar;comú;contacte_castella_candidat=bueno;doncs;evidentment;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va estar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va quedar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va venir;perifrasi_past_candidata=vaig considerar;perifrasi_past_candidata=vam anar;perifrasi_past_candidata=vam dir;perifrasi_past_candidata=vam tenir;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meus;possessius_candidat=nostres;possessius_candidat=seves;pronom_en_candidat=en;pronom_en_candidat=n'havia;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-035	pa-060	20	a veure;bueno;bé;contacte_castella_candidat=bueno;doncs;perifrasi_past_candidata=va crear;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va entrar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vam disfrutar;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meva;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-035	pa-061	21	a veure;bueno;bé;clar;contacte_castella_candidat=bueno;doncs;evidentment;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;perifrasi_past_candidata=va estar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va formar;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perquè;possessius_candidat=meva;possessius_candidat=nostres;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-035	pa-062	26	bueno;bé;clar;contacte_castella_candidat=bueno;doncs;evidentment;negacio_lexical_candidat=mai;perifrasi_past_candidata=va crear;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va semblar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va venir;perifrasi_past_candidata=vaig ser;perifrasi_past_candidata=van venir;perquè;possessius_candidat=meus;possessius_candidat=meva;possessius_candidat=meves;possessius_candidat=nostres;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-035	pa-063	24	a veure;bueno;bé;clar;contacte_castella_candidat=bueno;doncs;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;perifrasi_past_candidata=va crear;perifrasi_past_candidata=va estar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va venir;perifrasi_past_candidata=vaig estar;perifrasi_past_candidata=vam començar;perifrasi_past_candidata=vam estar;perquè;possessius_candidat=meva;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seves;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
