id_a	id_b	formes_compartides	formes	nota
pa-001	pa-002	40	a nivell;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;copríncep;de fet;evidentment;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;no?;per tant;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va manifestar;perifrasi_past_candidata=va parlar;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va sortir;perifrasi_past_candidata=va veure;perifrasi_past_candidata=vaig dir;perifrasi_past_candidata=vaig quedar;perifrasi_past_candidata=van anar;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seus;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;veguer;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-003	17	a nivell;aleshores;andorrana;bueno;bé;clar;contacte_castella_candidat=bueno;de fet;evidentment;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perquè;possessius_candidat=meu;possessius_candidat=meva;pronom_en_candidat=en;pronom_hi_candidat=hi;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-004	16	bé;de fet;evidentment;negacio_lexical_candidat=tampoc;no?;per tant;perifrasi_past_candidata=va ser;perifrasi_past_candidata=van anar;perifrasi_past_candidata=van fer;perifrasi_past_candidata=van quedar;perquè;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-005	16	bé;clar;comuns;llavors;o sigui;per tant;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va bé;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va trobar;possessius_candidat=meva;possessius_candidat=seus;possessius_candidat=vostra;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-006	14	aleshores;bé;clar;de fet;evidentment;llavors;o sigui;perquè;possessius_candidat=seu;possessius_candidat=seus;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-007	22	a veure;andorrana;bueno;bé;clar;contacte_castella_candidat=bueno;copríncep;evidentment;llavors;negacio_lexical_candidat=mai;negacio_no_pas_candidat=no ... pas;no?;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va ser;perquè;possessius_candidat=meva;possessius_candidat=nostres;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-008	23	a veure;aleshores;bueno;bé;clar;contacte_castella_candidat=bueno;de fet;no?;per tant;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meu;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seus;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-009	21	bé;clar;evidentment;llavors;negacio_lexical_candidat=mai;negacio_no_pas_candidat=no ... pas;o sigui;per tant;perifrasi_past_candidata=va fer;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seus;possessius_candidat=seva;possessius_candidat=vostra;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-010	20	bé;clar;comuns;de fet;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;per tant;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va parlar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=van quedar;perquè;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-011	20	a veure;aleshores;bé;de fet;evidentment;no?;per tant;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va quedar;perifrasi_past_candidata=va ser;perquè;possessius_candidat=seu;possessius_candidat=seus;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-012	11	aleshores;bé;per tant;perifrasi_past_candidata=va dir;perquè;possessius_candidat=meva;possessius_candidat=seva;possessius_candidat=vostra;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-013	16	bé;evidentment;per tant;perifrasi_past_candidata=va bé;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va quedar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=van anar;perquè;possessius_candidat=seu;possessius_candidat=seus;possessius_candidat=seva;possessius_candidat=vostra;pronom_en_candidat=en;pronom_hi_candidat=hi;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-014	20	a veure;aleshores;bé;clar;evidentment;llavors;negacio_lexical_candidat=tampoc;o sigui;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perquè;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-015	9	bé;llavors;o sigui;perquè;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-016	31	a nivell;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;de fet;evidentment;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;negacio_no_pas_candidat=no ... pas;no?;o sigui;per tant;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig dir;perifrasi_past_candidata=van anar;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meu;possessius_candidat=meva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-017	28	a nivell;bueno;bé;clar;contacte_castella_candidat=bueno;copríncep;evidentment;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;per tant;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va quedar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va sortir;perifrasi_past_candidata=va tancar;perifrasi_past_candidata=vaig considerar;perifrasi_past_candidata=van fer;perquè;possessius_candidat=nostres;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-018	37	a nivell;a veure;andorrana;bueno;bé;clar;comuns;contacte_castella_candidat=bueno;copríncep;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;negacio_no_pas_candidat=no ... pas;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va quedar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va trobar;perifrasi_past_candidata=va veure;perifrasi_past_candidata=vaig dir;perifrasi_past_candidata=van anar;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seus;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-019	27	a nivell;bueno;bé;clar;comuns;contacte_castella_candidat=bueno;evidentment;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;no?;per tant;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va sortir;perifrasi_past_candidata=va trobar;perquè;possessius_candidat=meu;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-020	33	a nivell;bueno;bé;clar;comuns;contacte_castella_candidat=bueno;copríncep;evidentment;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;no?;perifrasi_past_candidata=va agradar;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig dir;perifrasi_past_candidata=vam deixar;perifrasi_past_candidata=van anar;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seus;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-021	23	a veure;aleshores;bueno;bé;clar;contacte_castella_candidat=bueno;evidentment;negacio_lexical_candidat=tampoc;no?;perifrasi_past_candidata=va bé;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va ser;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-022	28	a veure;bueno;bé;clar;contacte_castella_candidat=bueno;de fet;evidentment;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;no?;o sigui;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va sortir;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=seus;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-023	21	a nivell;a veure;bueno;bé;contacte_castella_candidat=bueno;de fet;llavors;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meva;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-024	37	a nivell;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;de fet;evidentment;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;no?;o sigui;per tant;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va bé;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va parlar;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va tancar;perifrasi_past_candidata=vaig dir;perifrasi_past_candidata=van anar;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meva;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seus;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-025	37	a veure;aleshores;bueno;bé;clar;comuns;contacte_castella_candidat=bueno;copríncep;de fet;evidentment;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;no?;o sigui;per tant;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va quedar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig dir;perifrasi_past_candidata=vaig quedar;perifrasi_past_candidata=van anar;perifrasi_past_candidata=van baixar;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=seu;possessius_candidat=seus;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;veguer;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-026	37	a nivell;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;copríncep;evidentment;llavors;negacio_lexical_candidat=mai;no?;o sigui;per tant;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va bé;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va quedar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va tocar;perifrasi_past_candidata=va veure;perifrasi_past_candidata=vaig dir;perifrasi_past_candidata=vaig quedar;perifrasi_past_candidata=van pujar;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=seu;possessius_candidat=seus;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-027	35	bueno;bé;clar;comuns;contacte_castella_candidat=bueno;de fet;evidentment;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;no?;o sigui;per tant;perifrasi_past_candidata=va bé;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va trobar;perifrasi_past_candidata=va veure;perifrasi_past_candidata=vam deixar;perifrasi_past_candidata=van anar;perifrasi_past_candidata=van fer;perifrasi_past_candidata=van voler;perquè;possessius_candidat=meu;possessius_candidat=seu;possessius_candidat=seus;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;veguer;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-028	15	bueno;bé;clar;contacte_castella_candidat=bueno;de fet;llavors;negacio_lexical_candidat=tampoc;no?;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va ser;perquè;possessius_candidat=meva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-029	29	a nivell;a veure;bueno;bé;clar;comuns;contacte_castella_candidat=bueno;llavors;negacio_lexical_candidat=tampoc;no?;o sigui;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va bé;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va quedar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va sortir;perifrasi_past_candidata=va tocar;perifrasi_past_candidata=van fer;perquè;possessius_candidat=seu;possessius_candidat=seus;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-030	34	a veure;aleshores;bueno;bé;clar;contacte_castella_candidat=bueno;evidentment;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;no?;o sigui;per tant;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va bé;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig demanar;perifrasi_past_candidata=vaig dir;perifrasi_past_candidata=vaig quedar;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-031	26	a veure;aleshores;bueno;bé;clar;contacte_castella_candidat=bueno;de fet;negacio_lexical_candidat=tampoc;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va bé;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va veure;perifrasi_past_candidata=vaig dir;perquè;possessius_candidat=meva;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-032	21	a veure;aleshores;bueno;bé;clar;contacte_castella_candidat=bueno;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;no?;perifrasi_past_candidata=va bé;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perquè;possessius_candidat=seus;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-033	19	a nivell;bé;clar;de fet;llavors;negacio_no_pas_candidat=no ... pas;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perquè;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seus;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-034	31	a nivell;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;llavors;negacio_lexical_candidat=tampoc;no?;o sigui;per tant;perifrasi_past_candidata=va bé;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va quedar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig dir;perifrasi_past_candidata=vaig quedar;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-035	25	a veure;bueno;bé;clar;comuns;contacte_castella_candidat=bueno;evidentment;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va quedar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig considerar;perifrasi_past_candidata=vaig demanar;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meva;possessius_candidat=nostres;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-036	35	a nivell;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;copríncep;evidentment;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;negacio_no_pas_candidat=no ... pas;per tant;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va parlar;perifrasi_past_candidata=va preocupar;perifrasi_past_candidata=va quedar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va sortir;perifrasi_past_candidata=vam deixar;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-037	20	bueno;bé;clar;contacte_castella_candidat=bueno;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig quedar;perquè;possessius_candidat=meu;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-038	37	a nivell;a veure;bueno;bé;clar;comuns;contacte_castella_candidat=bueno;copríncep;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;negacio_no_pas_candidat=no ... pas;no?;o sigui;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va bé;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va quedar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va tocar;perifrasi_past_candidata=vaig dir;perifrasi_past_candidata=van fer;perifrasi_past_candidata=van voler;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seus;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;veguer;vull dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-039	23	bueno;bé;clar;contacte_castella_candidat=bueno;evidentment;no?;per tant;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va quedar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va tocar;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meu;possessius_candidat=nostres;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-040	18	bé;de fet;evidentment;negacio_lexical_candidat=mai;o sigui;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-041	21	a veure;bueno;bé;clar;contacte_castella_candidat=bueno;evidentment;llavors;negacio_lexical_candidat=tampoc;per tant;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meva;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-042	12	clar;negacio_lexical_candidat=mai;no?;perifrasi_past_candidata=vaig dir;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=seus;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-043	5	bueno;contacte_castella_candidat=bueno;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-045	29	a nivell;a veure;aleshores;bueno;bé;clar;contacte_castella_candidat=bueno;evidentment;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;negacio_no_pas_candidat=no ... pas;no?;o sigui;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va trobar;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seus;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-046	23	aleshores;bueno;bé;clar;contacte_castella_candidat=bueno;evidentment;llavors;negacio_lexical_candidat=mai;no?;o sigui;perifrasi_past_candidata=va passar;perifrasi_past_candidata=van anar;perquè;possessius_candidat=meva;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seus;possessius_candidat=seva;possessius_candidat=vostra;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-048	26	a nivell;a veure;aleshores;andorrana;bueno;bé;clar;contacte_castella_candidat=bueno;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;no?;o sigui;perifrasi_past_candidata=va haver;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seus;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-049	35	a nivell;a veure;aleshores;andorrana;bueno;bé;clar;contacte_castella_candidat=bueno;evidentment;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;no?;o sigui;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va quedar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va sortir;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seva;possessius_candidat=vostra;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-051	12	bueno;clar;contacte_castella_candidat=bueno;de fet;llavors;perifrasi_past_candidata=van anar;perifrasi_past_candidata=van baixar;perquè;possessius_candidat=meu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-052	11	bueno;clar;contacte_castella_candidat=bueno;llavors;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig dir;perifrasi_past_candidata=van baixar;perquè;possessius_candidat=meva;pronom_en_candidat=en;pronom_hi_candidat=hi	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-053	12	bé;llavors;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va ser;perquè;possessius_candidat=meu;possessius_candidat=meva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-001	pa-054	15	a veure;bueno;bé;contacte_castella_candidat=bueno;llavors;negacio_lexical_candidat=mai;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va trobar;perifrasi_past_candidata=van anar;perquè;possessius_candidat=meu;possessius_candidat=meva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
