id_a	id_b	n_dimensions	distancia_z	dimensions	estat
lead-rtva-001::clar	lead-rtva-004-joan-mico::bé	7	0.9869	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-rtva-004-joan-mico::bueno	7	0.8432	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-rtva-004-joan-mico::clar	7	1.1421	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-rtva-004-joan-mico::comuns	7	1.0303	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-rtva-004-joan-mico::de fet	6	1.1352	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-rtva-004-joan-mico::doncs	7	0.9392	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-rtva-004-joan-mico::no?	7	0.9412	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-rtva-004-joan-mico::o sigui	7	0.9190	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-rtva-004-joan-mico::per tant	7	0.6037	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-rtva-004-joan-mico::perquè	6	0.9297	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-rtva-004-joan-mico::vull dir	7	0.9665	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-cg-001-xavier-espot::andorrana	6	0.6040	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-cg-001-xavier-espot::comú	7	1.0390	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-cg-001-xavier-espot::perquè	6	0.5899	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-rtva-001::doncs	6	0.4707	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-rtva-001::llavors	6	1.2533	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-rtva-001::perquè	6	0.7902	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-rtva-001::vull dir	6	0.7749	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-rtva-002-ian-moya::a nivell	6	0.8214	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-rtva-002-ian-moya::bé	6	1.2947	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-rtva-002-ian-moya::clar	6	1.0624	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-rtva-002-ian-moya::de fet	6	0.9182	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-rtva-002-ian-moya::doncs	6	1.2947	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-rtva-002-ian-moya::Escaldes	6	1.1579	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-rtva-002-ian-moya::evidentment	6	0.5829	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-rtva-002-ian-moya::no?	6	0.6276	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-rtva-002-ian-moya::per tant	6	0.7902	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-rtva-002-ian-moya::perquè	6	0.6135	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-rtva-002-ian-moya::és a dir	6	0.8534	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-rtva-002-ian-moya::vull dir	6	0.4409	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-rtva-003-dj-neura::aleshores	6	0.9803	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-rtva-003-dj-neura::bé	6	1.0797	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-rtva-003-dj-neura::bueno	6	0.8078	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-rtva-003-dj-neura::clar	6	0.9803	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-rtva-003-dj-neura::doncs	6	1.0797	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-rtva-003-dj-neura::no?	6	1.0797	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-rtva-003-dj-neura::o sigui	6	1.0653	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-rtva-003-dj-neura::perquè	6	1.0130	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-rtva-004-joan-mico::bé	6	1.1529	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-rtva-004-joan-mico::bueno	6	1.1293	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-rtva-004-joan-mico::comuns	6	1.1465	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-rtva-004-joan-mico::de fet	6	1.1616	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-rtva-004-joan-mico::doncs	6	1.1159	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-rtva-004-joan-mico::no?	6	1.0813	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-rtva-004-joan-mico::o sigui	6	1.0573	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-rtva-004-joan-mico::per tant	6	0.7070	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-rtva-004-joan-mico::perquè	6	1.0592	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-rtva-004-joan-mico::vull dir	6	1.1034	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-cg-001-xavier-espot::andorrana	6	0.6984	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-cg-001-xavier-espot::comú	6	1.0706	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::de fet	lead-cg-001-xavier-espot::perquè	6	0.6710	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-rtva-001::llavors	6	1.1474	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-rtva-001::perquè	7	0.4699	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-rtva-001::vull dir	6	0.6682	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-rtva-002-ian-moya::a nivell	7	0.7144	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-rtva-002-ian-moya::a veure	7	1.2528	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-rtva-002-ian-moya::bé	7	1.3113	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-rtva-002-ian-moya::clar	6	1.0653	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-rtva-002-ian-moya::de fet	7	0.6757	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-rtva-002-ian-moya::doncs	7	1.3113	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-rtva-002-ian-moya::evidentment	6	0.6544	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-rtva-002-ian-moya::no?	6	0.6904	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-rtva-002-ian-moya::per tant	7	0.8730	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-rtva-002-ian-moya::perquè	7	0.6261	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-rtva-002-ian-moya::és a dir	7	0.8981	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-rtva-002-ian-moya::vull dir	7	0.3114	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-rtva-003-dj-neura::aleshores	7	1.0004	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-rtva-003-dj-neura::bé	6	1.0521	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-rtva-003-dj-neura::bueno	7	0.7467	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-rtva-003-dj-neura::clar	7	1.0004	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-rtva-003-dj-neura::doncs	6	1.0521	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-rtva-003-dj-neura::no?	6	1.0521	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-rtva-003-dj-neura::o sigui	7	1.0993	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-rtva-003-dj-neura::perquè	6	1.0720	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-rtva-004-joan-mico::bé	7	1.2691	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-rtva-004-joan-mico::bueno	7	1.1753	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-rtva-004-joan-mico::clar	7	1.2896	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-rtva-004-joan-mico::comuns	7	1.3189	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-rtva-004-joan-mico::de fet	6	1.2646	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-rtva-004-joan-mico::doncs	7	1.1845	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-rtva-004-joan-mico::no?	7	1.3030	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-rtva-004-joan-mico::o sigui	7	1.1825	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-rtva-004-joan-mico::per tant	7	0.8564	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-rtva-004-joan-mico::perquè	6	1.1830	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-rtva-004-joan-mico::vull dir	7	1.3391	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-cg-001-xavier-espot::andorrana	6	0.7872	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-cg-001-xavier-espot::comú	7	0.6652	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::doncs	lead-cg-001-xavier-espot::perquè	6	0.5059	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::evidentment	lead-rtva-001::llavors	6	1.2145	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::evidentment	lead-rtva-002-ian-moya::a veure	6	1.1011	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::evidentment	lead-rtva-002-ian-moya::bé	6	1.0820	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::evidentment	lead-rtva-002-ian-moya::doncs	6	1.0820	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::evidentment	lead-rtva-002-ian-moya::llavors	6	0.7491	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::evidentment	lead-rtva-002-ian-moya::o sigui	6	0.9202	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::evidentment	lead-rtva-003-dj-neura::a veure	6	0.6640	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::evidentment	lead-rtva-003-dj-neura::de fet	6	0.6640	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::llavors	lead-rtva-001::perquè	6	1.2567	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::llavors	lead-rtva-001::vull dir	6	0.7066	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::llavors	lead-rtva-002-ian-moya::a nivell	6	0.9772	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::llavors	lead-rtva-002-ian-moya::a veure	6	0.2914	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::llavors	lead-rtva-002-ian-moya::bé	6	0.5390	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::llavors	lead-rtva-002-ian-moya::clar	6	0.4885	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::llavors	lead-rtva-002-ian-moya::de fet	6	1.0111	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::llavors	lead-rtva-002-ian-moya::doncs	6	0.5390	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::llavors	lead-rtva-002-ian-moya::Escaldes	6	1.0773	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::llavors	lead-rtva-002-ian-moya::evidentment	6	1.0011	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::llavors	lead-rtva-002-ian-moya::llavors	6	0.7106	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::llavors	lead-rtva-002-ian-moya::no?	6	0.9554	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::llavors	lead-rtva-002-ian-moya::o sigui	6	1.2872	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::llavors	lead-rtva-002-ian-moya::per tant	6	0.7634	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::llavors	lead-rtva-002-ian-moya::perquè	6	1.0163	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::llavors	lead-rtva-002-ian-moya::és a dir	6	1.0556	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::llavors	lead-rtva-002-ian-moya::vull dir	6	1.1845	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::llavors	lead-rtva-003-dj-neura::bé	6	0.4769	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::llavors	lead-rtva-003-dj-neura::bueno	6	1.0221	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::llavors	lead-rtva-003-dj-neura::doncs	6	0.4769	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::llavors	lead-rtva-003-dj-neura::no?	6	0.4769	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::llavors	lead-rtva-003-dj-neura::o sigui	6	0.8670	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::llavors	lead-rtva-003-dj-neura::perquè	6	0.4515	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::llavors	lead-rtva-004-joan-mico::bueno	6	1.2571	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::llavors	lead-rtva-004-joan-mico::llavors	6	1.2782	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::llavors	lead-rtva-004-joan-mico::per tant	6	0.9130	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::llavors	lead-rtva-004-joan-mico::perquè	6	1.3248	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::llavors	lead-cg-001-xavier-espot::andorrana	6	1.2220	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::llavors	lead-cg-001-xavier-espot::per tant	6	1.2511	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::llavors	lead-cg-001-xavier-espot::perquè	6	1.1062	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::perquè	lead-rtva-001::vull dir	6	0.8505	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::perquè	lead-rtva-002-ian-moya::a nivell	7	1.0396	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::perquè	lead-rtva-002-ian-moya::bé	7	1.2859	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::perquè	lead-rtva-002-ian-moya::clar	6	1.2013	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::perquè	lead-rtva-002-ian-moya::de fet	7	1.0031	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::perquè	lead-rtva-002-ian-moya::doncs	7	1.2859	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
