id_a	id_b	n_dimensions	distancia_z	dimensions	estat
lead-rtva-003-dj-neura::perquè	lead-rtva-004-joan-mico::o sigui	6	1.2913	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-003-dj-neura::perquè	lead-rtva-004-joan-mico::per tant	6	0.6164	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-003-dj-neura::perquè	lead-rtva-004-joan-mico::perquè	6	1.1235	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-003-dj-neura::perquè	lead-cg-001-xavier-espot::andorrana	6	1.0485	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-003-dj-neura::perquè	lead-cg-001-xavier-espot::per tant	6	1.3201	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-003-dj-neura::perquè	lead-cg-001-xavier-espot::perquè	6	1.0714	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::bé	lead-rtva-004-joan-mico::bueno	7	0.7509	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::bé	lead-rtva-004-joan-mico::clar	7	0.7562	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::bé	lead-rtva-004-joan-mico::comuns	7	0.3606	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::bé	lead-rtva-004-joan-mico::de fet	6	0.7663	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::bé	lead-rtva-004-joan-mico::doncs	7	0.4143	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::bé	lead-rtva-004-joan-mico::llavors	7	1.0698	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::bé	lead-rtva-004-joan-mico::no?	7	0.4872	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::bé	lead-rtva-004-joan-mico::o sigui	7	0.1644	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::bé	lead-rtva-004-joan-mico::per tant	7	0.8473	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::bé	lead-rtva-004-joan-mico::perquè	6	0.4388	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::bé	lead-rtva-004-joan-mico::vull dir	7	0.5871	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::bé	lead-cg-001-xavier-espot::andorrana	6	0.7522	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::bé	lead-cg-001-xavier-espot::per tant	6	1.2450	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::bé	lead-cg-001-xavier-espot::perquè	6	1.2743	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::bueno	lead-rtva-004-joan-mico::clar	7	0.6640	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::bueno	lead-rtva-004-joan-mico::comuns	7	0.8913	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::bueno	lead-rtva-004-joan-mico::de fet	6	0.9620	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::bueno	lead-rtva-004-joan-mico::doncs	7	0.5831	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::bueno	lead-rtva-004-joan-mico::llavors	7	1.0319	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::bueno	lead-rtva-004-joan-mico::no?	7	0.8156	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::bueno	lead-rtva-004-joan-mico::o sigui	7	0.7178	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::bueno	lead-rtva-004-joan-mico::per tant	7	0.9855	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::bueno	lead-rtva-004-joan-mico::perquè	6	0.7393	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::bueno	lead-rtva-004-joan-mico::vull dir	7	0.7160	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::bueno	lead-cg-001-xavier-espot::andorrana	6	0.7326	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::bueno	lead-cg-001-xavier-espot::perquè	6	1.1230	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::clar	lead-rtva-004-joan-mico::comuns	7	0.8911	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::clar	lead-rtva-004-joan-mico::de fet	6	0.6943	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::clar	lead-rtva-004-joan-mico::doncs	7	0.4552	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::clar	lead-rtva-004-joan-mico::llavors	7	0.9358	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::clar	lead-rtva-004-joan-mico::no?	7	1.0676	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::clar	lead-rtva-004-joan-mico::o sigui	7	0.7654	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::clar	lead-rtva-004-joan-mico::per tant	7	1.0706	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::clar	lead-rtva-004-joan-mico::perquè	6	0.7069	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::clar	lead-rtva-004-joan-mico::vull dir	7	1.0527	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::clar	lead-cg-001-xavier-espot::andorrana	6	0.8291	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::clar	lead-cg-001-xavier-espot::per tant	6	1.1175	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::clar	lead-cg-001-xavier-espot::perquè	6	1.2628	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::comuns	lead-rtva-004-joan-mico::de fet	6	0.7278	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::comuns	lead-rtva-004-joan-mico::doncs	7	0.5510	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::comuns	lead-rtva-004-joan-mico::llavors	7	1.2537	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::comuns	lead-rtva-004-joan-mico::no?	7	0.5329	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::comuns	lead-rtva-004-joan-mico::o sigui	7	0.3758	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::comuns	lead-rtva-004-joan-mico::per tant	7	0.8626	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::comuns	lead-rtva-004-joan-mico::perquè	6	0.4888	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::comuns	lead-rtva-004-joan-mico::vull dir	7	0.6224	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::comuns	lead-cg-001-xavier-espot::andorrana	6	0.7252	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::comuns	lead-cg-001-xavier-espot::per tant	6	1.3143	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::comuns	lead-cg-001-xavier-espot::perquè	6	1.2449	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::de fet	lead-rtva-004-joan-mico::doncs	6	0.5341	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::de fet	lead-rtva-004-joan-mico::llavors	6	0.6300	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::de fet	lead-rtva-004-joan-mico::no?	6	1.1478	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::de fet	lead-rtva-004-joan-mico::o sigui	6	0.7151	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::de fet	lead-rtva-004-joan-mico::per tant	6	0.8065	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::de fet	lead-rtva-004-joan-mico::perquè	6	0.5354	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::de fet	lead-rtva-004-joan-mico::vull dir	6	1.1382	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::de fet	lead-cg-001-xavier-espot::andorrana	6	0.7011	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::de fet	lead-cg-001-xavier-espot::per tant	6	0.8797	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::de fet	lead-cg-001-xavier-espot::perquè	6	1.1291	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::doncs	lead-rtva-004-joan-mico::llavors	7	0.9647	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::doncs	lead-rtva-004-joan-mico::no?	7	0.7136	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::doncs	lead-rtva-004-joan-mico::o sigui	7	0.4354	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::doncs	lead-rtva-004-joan-mico::per tant	7	0.7894	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::doncs	lead-rtva-004-joan-mico::perquè	6	0.4861	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::doncs	lead-rtva-004-joan-mico::vull dir	7	0.6978	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::doncs	lead-cg-001-xavier-espot::andorrana	6	0.6790	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::doncs	lead-cg-001-xavier-espot::per tant	6	1.1731	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::doncs	lead-cg-001-xavier-espot::perquè	6	1.2018	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::llavors	lead-rtva-004-joan-mico::o sigui	7	1.0028	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::llavors	lead-rtva-004-joan-mico::per tant	7	1.2623	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::llavors	lead-rtva-004-joan-mico::perquè	6	0.6657	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::llavors	lead-cg-001-xavier-espot::andorrana	6	0.9795	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::llavors	lead-cg-001-xavier-espot::per tant	6	0.6054	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::llavors	lead-cg-001-xavier-espot::perquè	6	1.3286	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::no?	lead-rtva-004-joan-mico::o sigui	7	0.5096	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::no?	lead-rtva-004-joan-mico::per tant	7	0.9838	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::no?	lead-rtva-004-joan-mico::perquè	6	0.8286	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::no?	lead-rtva-004-joan-mico::vull dir	7	0.2650	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::no?	lead-cg-001-xavier-espot::andorrana	6	0.8933	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::no?	lead-cg-001-xavier-espot::perquè	6	1.3448	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::o sigui	lead-rtva-004-joan-mico::per tant	7	0.8365	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::o sigui	lead-rtva-004-joan-mico::perquè	6	0.3753	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::o sigui	lead-rtva-004-joan-mico::vull dir	7	0.5786	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::o sigui	lead-cg-001-xavier-espot::andorrana	6	0.6430	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::o sigui	lead-cg-001-xavier-espot::per tant	6	1.2058	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::o sigui	lead-cg-001-xavier-espot::perquè	6	1.1656	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::per tant	lead-rtva-004-joan-mico::perquè	6	0.7118	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::per tant	lead-rtva-004-joan-mico::vull dir	7	1.0462	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::per tant	lead-cg-001-xavier-espot::andorrana	6	0.6987	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::per tant	lead-cg-001-xavier-espot::comú	7	1.2867	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::per tant	lead-cg-001-xavier-espot::per tant	6	1.0715	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::per tant	lead-cg-001-xavier-espot::perquè	6	0.8998	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::perquè	lead-rtva-004-joan-mico::vull dir	6	0.8969	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::perquè	lead-cg-001-xavier-espot::andorrana	6	0.5006	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::perquè	lead-cg-001-xavier-espot::per tant	6	0.8826	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::perquè	lead-cg-001-xavier-espot::perquè	6	0.9832	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-004-joan-mico::vull dir	lead-cg-001-xavier-espot::andorrana	6	0.9269	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-cg-001-xavier-espot::andorrana	lead-cg-001-xavier-espot::comú	6	1.1643	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-cg-001-xavier-espot::andorrana	lead-cg-001-xavier-espot::per tant	6	1.0915	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-cg-001-xavier-espot::andorrana	lead-cg-001-xavier-espot::perquè	6	0.5581	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-cg-001-xavier-espot::comú	lead-cg-001-xavier-espot::perquè	6	0.6753	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-cg-001-xavier-espot::per tant	lead-cg-001-xavier-espot::perquè	6	1.2353	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
