id_persona	categoria	forma	recompte_asr	clip_qa	forma_en_qa	estat
pa-011	discurs	o sigui	0		no-clip	ASR; pendent d'audicio
pa-011	discurs	per tant	1		no-clip	ASR; pendent d'audicio
pa-011	discurs	perquè	8	clips/pa-011__perqu__27.61.wav	sí	ASR; pendent d'audicio
pa-011	discurs	vull dir	0		no-clip	ASR; pendent d'audicio
pa-011	discurs	és a dir	1	clips/pa-011__s-a-dir__48.09.wav	sí	ASR; pendent d'audicio
pa-011	territorial	Canillo	0		no-clip	ASR; pendent d'audicio
pa-011	territorial	Escaldes	0		no-clip	ASR; pendent d'audicio
pa-011	territorial	Massana	0		no-clip	ASR; pendent d'audicio
pa-011	territorial	Ordino	1		no-clip	ASR; pendent d'audicio
pa-011	territorial	Sant Julià	0		no-clip	ASR; pendent d'audicio
pa-011	territorial	aiguats	0		no-clip	ASR; pendent d'audicio
pa-011	territorial	andorrana	0		no-clip	ASR; pendent d'audicio
pa-011	territorial	comunal	0		no-clip	ASR; pendent d'audicio
pa-011	territorial	comunals	0		no-clip	ASR; pendent d'audicio
pa-011	territorial	comuns	0		no-clip	ASR; pendent d'audicio
pa-011	territorial	comú	0		no-clip	ASR; pendent d'audicio
pa-011	territorial	copríncep	0		no-clip	ASR; pendent d'audicio
pa-011	territorial	coprínceps	0		no-clip	ASR; pendent d'audicio
pa-011	territorial	padrí	0		no-clip	ASR; pendent d'audicio
pa-011	territorial	parròquia	0		no-clip	ASR; pendent d'audicio
pa-011	territorial	santuari	0		no-clip	ASR; pendent d'audicio
pa-011	territorial	veguer	0		no-clip	ASR; pendent d'audicio
pa-012	discurs	a nivell	0		no-clip	ASR; pendent d'audicio
pa-012	discurs	a veure	0		no-clip	ASR; pendent d'audicio
pa-012	discurs	aleshores	3	clips/pa-012__aleshores__246.25.wav	sí	ASR; pendent d'audicio
pa-012	discurs	aviam	0		no-clip	ASR; pendent d'audicio
pa-012	discurs	bueno	0		no-clip	ASR; pendent d'audicio
pa-012	discurs	bé	12	clips/pa-012__b__160.25.wav	sí	ASR; pendent d'audicio
pa-012	discurs	clar	0		no-clip	ASR; pendent d'audicio
pa-012	discurs	de fet	0		no-clip	ASR; pendent d'audicio
pa-012	discurs	diguem	0		no-clip	ASR; pendent d'audicio
pa-012	discurs	doncs	2	clips/pa-012__doncs__411.25.wav	no	ASR; pendent d'audicio
pa-012	discurs	evidentment	0		no-clip	ASR; pendent d'audicio
pa-012	discurs	llavors	0		no-clip	ASR; pendent d'audicio
pa-012	discurs	no?	0		no-clip	ASR; pendent d'audicio
pa-012	discurs	o sigui	0		no-clip	ASR; pendent d'audicio
pa-012	discurs	per tant	1		no-clip	ASR; pendent d'audicio
pa-012	discurs	perquè	2	clips/pa-012__perqu__369.25.wav	sí	ASR; pendent d'audicio
pa-012	discurs	vull dir	0		no-clip	ASR; pendent d'audicio
pa-012	discurs	és a dir	0		no-clip	ASR; pendent d'audicio
pa-012	territorial	Canillo	0		no-clip	ASR; pendent d'audicio
pa-012	territorial	Escaldes	0		no-clip	ASR; pendent d'audicio
pa-012	territorial	Massana	0		no-clip	ASR; pendent d'audicio
pa-012	territorial	Ordino	0		no-clip	ASR; pendent d'audicio
pa-012	territorial	Sant Julià	0		no-clip	ASR; pendent d'audicio
pa-012	territorial	aiguats	0		no-clip	ASR; pendent d'audicio
pa-012	territorial	andorrana	0		no-clip	ASR; pendent d'audicio
pa-012	territorial	comunal	0		no-clip	ASR; pendent d'audicio
pa-012	territorial	comunals	0		no-clip	ASR; pendent d'audicio
pa-012	territorial	comuns	0		no-clip	ASR; pendent d'audicio
pa-012	territorial	comú	0		no-clip	ASR; pendent d'audicio
pa-012	territorial	copríncep	0		no-clip	ASR; pendent d'audicio
pa-012	territorial	coprínceps	0		no-clip	ASR; pendent d'audicio
pa-012	territorial	padrí	0		no-clip	ASR; pendent d'audicio
pa-012	territorial	parròquia	0		no-clip	ASR; pendent d'audicio
pa-012	territorial	santuari	0		no-clip	ASR; pendent d'audicio
pa-012	territorial	veguer	0		no-clip	ASR; pendent d'audicio
pa-013	discurs	a nivell	0		no-clip	ASR; pendent d'audicio
pa-013	discurs	a veure	0		no-clip	ASR; pendent d'audicio
pa-013	discurs	aleshores	0		no-clip	ASR; pendent d'audicio
pa-013	discurs	aviam	0		no-clip	ASR; pendent d'audicio
pa-013	discurs	bueno	0		no-clip	ASR; pendent d'audicio
pa-013	discurs	bé	1	clips/pa-013__b__196.65.wav	sí	ASR; pendent d'audicio
pa-013	discurs	clar	0		no-clip	ASR; pendent d'audicio
pa-013	discurs	de fet	0		no-clip	ASR; pendent d'audicio
pa-013	discurs	diguem	0		no-clip	ASR; pendent d'audicio
pa-013	discurs	doncs	6	clips/pa-013__doncs__56.85.wav	sí	ASR; pendent d'audicio
pa-013	discurs	evidentment	1	clips/pa-013__evidentment__530.29.wav	no	ASR; pendent d'audicio
pa-013	discurs	llavors	0		no-clip	ASR; pendent d'audicio
pa-013	discurs	no?	0		no-clip	ASR; pendent d'audicio
pa-013	discurs	o sigui	0		no-clip	ASR; pendent d'audicio
pa-013	discurs	per tant	1		no-clip	ASR; pendent d'audicio
pa-013	discurs	perquè	3	clips/pa-013__perqu__433.89.wav	sí	ASR; pendent d'audicio
pa-013	discurs	vull dir	0		no-clip	ASR; pendent d'audicio
pa-013	discurs	és a dir	2	clips/pa-013__s-a-dir__579.17.wav	sí	ASR; pendent d'audicio
pa-013	territorial	Canillo	0		no-clip	ASR; pendent d'audicio
pa-013	territorial	Escaldes	25		no-clip	ASR; pendent d'audicio
pa-013	territorial	Massana	0		no-clip	ASR; pendent d'audicio
pa-013	territorial	Ordino	0		no-clip	ASR; pendent d'audicio
pa-013	territorial	Sant Julià	0		no-clip	ASR; pendent d'audicio
pa-013	territorial	aiguats	0		no-clip	ASR; pendent d'audicio
pa-013	territorial	andorrana	0		no-clip	ASR; pendent d'audicio
pa-013	territorial	comunal	0		no-clip	ASR; pendent d'audicio
pa-013	territorial	comunals	0		no-clip	ASR; pendent d'audicio
pa-013	territorial	comuns	0		no-clip	ASR; pendent d'audicio
pa-013	territorial	comú	0		no-clip	ASR; pendent d'audicio
pa-013	territorial	copríncep	0		no-clip	ASR; pendent d'audicio
pa-013	territorial	coprínceps	0		no-clip	ASR; pendent d'audicio
pa-013	territorial	padrí	0		no-clip	ASR; pendent d'audicio
pa-013	territorial	parròquia	0		no-clip	ASR; pendent d'audicio
pa-013	territorial	santuari	0		no-clip	ASR; pendent d'audicio
pa-013	territorial	veguer	0		no-clip	ASR; pendent d'audicio
pa-014	discurs	a nivell	0		no-clip	ASR; pendent d'audicio
pa-014	discurs	a veure	1	clips/pa-014__a-veure__617.45.wav	sí	ASR; pendent d'audicio
pa-014	discurs	aleshores	2	clips/pa-014__aleshores__119.85.wav	no	ASR; pendent d'audicio
pa-014	discurs	aviam	1	clips/pa-014__aviam__875.45.wav	sí	ASR; pendent d'audicio
pa-014	discurs	bueno	0		no-clip	ASR; pendent d'audicio
pa-014	discurs	bé	8	clips/pa-014__b__165.65.wav	sí	ASR; pendent d'audicio
pa-014	discurs	clar	1	clips/pa-014__clar__978.45.wav	sí	ASR; pendent d'audicio
pa-014	discurs	de fet	0		no-clip	ASR; pendent d'audicio
pa-014	discurs	diguem	0		no-clip	ASR; pendent d'audicio
pa-014	discurs	doncs	10	clips/pa-014__doncs__180.05.wav	no	ASR; pendent d'audicio
pa-014	discurs	evidentment	7	clips/pa-014__evidentment__28.65.wav	sí	ASR; pendent d'audicio
pa-014	discurs	llavors	4	clips/pa-014__llavors__228.25.wav	no	ASR; pendent d'audicio
pa-014	discurs	no?	0		no-clip	ASR; pendent d'audicio
pa-014	discurs	o sigui	1	clips/pa-014__o-sigui__658.45.wav	sí	ASR; pendent d'audicio
pa-014	discurs	per tant	0		no-clip	ASR; pendent d'audicio
pa-014	discurs	perquè	11	clips/pa-014__perqu__105.85.wav	sí	ASR; pendent d'audicio
pa-014	discurs	vull dir	8	clips/pa-014__vull-dir__19.65.wav	sí	ASR; pendent d'audicio
pa-014	discurs	és a dir	10	clips/pa-014__s-a-dir__95.45.wav	no	ASR; pendent d'audicio
pa-014	territorial	Canillo	0		no-clip	ASR; pendent d'audicio
pa-014	territorial	Escaldes	3		no-clip	ASR; pendent d'audicio
pa-014	territorial	Massana	0		no-clip	ASR; pendent d'audicio
pa-014	territorial	Ordino	1		no-clip	ASR; pendent d'audicio
pa-014	territorial	Sant Julià	3		no-clip	ASR; pendent d'audicio
pa-014	territorial	aiguats	0		no-clip	ASR; pendent d'audicio
pa-014	territorial	andorrana	0		no-clip	ASR; pendent d'audicio
pa-014	territorial	comunal	0		no-clip	ASR; pendent d'audicio
pa-014	territorial	comunals	0		no-clip	ASR; pendent d'audicio
pa-014	territorial	comuns	0		no-clip	ASR; pendent d'audicio
pa-014	territorial	comú	1		no-clip	ASR; pendent d'audicio
pa-014	territorial	copríncep	0		no-clip	ASR; pendent d'audicio
pa-014	territorial	coprínceps	0		no-clip	ASR; pendent d'audicio
pa-014	territorial	padrí	1		no-clip	ASR; pendent d'audicio
pa-014	territorial	parròquia	0		no-clip	ASR; pendent d'audicio
pa-014	territorial	santuari	0		no-clip	ASR; pendent d'audicio
pa-014	territorial	veguer	0		no-clip	ASR; pendent d'audicio
pa-015	discurs	a nivell	0		no-clip	ASR; pendent d'audicio
pa-015	discurs	a veure	0		no-clip	ASR; pendent d'audicio
pa-015	discurs	aleshores	0		no-clip	ASR; pendent d'audicio
pa-015	discurs	aviam	0		no-clip	ASR; pendent d'audicio
pa-015	discurs	bueno	0		no-clip	ASR; pendent d'audicio
pa-015	discurs	bé	3	clips/pa-015__b__42.25.wav	sí	ASR; pendent d'audicio
pa-015	discurs	clar	0		no-clip	ASR; pendent d'audicio
pa-015	discurs	de fet	0		no-clip	ASR; pendent d'audicio
pa-015	discurs	diguem	0		no-clip	ASR; pendent d'audicio
pa-015	discurs	doncs	7	clips/pa-015__doncs__83.25.wav	sí	ASR; pendent d'audicio
pa-015	discurs	evidentment	0		no-clip	ASR; pendent d'audicio
pa-015	discurs	llavors	1	clips/pa-015__llavors__197.25.wav	sí	ASR; pendent d'audicio
pa-015	discurs	no?	0		no-clip	ASR; pendent d'audicio
pa-015	discurs	o sigui	1	clips/pa-015__o-sigui__104.25.wav	no	ASR; pendent d'audicio
pa-015	discurs	per tant	0		no-clip	ASR; pendent d'audicio
pa-015	discurs	perquè	2	clips/pa-015__perqu__86.25.wav	sí	ASR; pendent d'audicio
pa-015	discurs	vull dir	0		no-clip	ASR; pendent d'audicio
pa-015	discurs	és a dir	0		no-clip	ASR; pendent d'audicio
pa-015	territorial	Canillo	0		no-clip	ASR; pendent d'audicio
pa-015	territorial	Escaldes	0		no-clip	ASR; pendent d'audicio
pa-015	territorial	Massana	0		no-clip	ASR; pendent d'audicio
pa-015	territorial	Ordino	0		no-clip	ASR; pendent d'audicio
pa-015	territorial	Sant Julià	0		no-clip	ASR; pendent d'audicio
pa-015	territorial	aiguats	0		no-clip	ASR; pendent d'audicio
pa-015	territorial	andorrana	0		no-clip	ASR; pendent d'audicio
pa-015	territorial	comunal	0		no-clip	ASR; pendent d'audicio
pa-015	territorial	comunals	0		no-clip	ASR; pendent d'audicio
pa-015	territorial	comuns	0		no-clip	ASR; pendent d'audicio
pa-015	territorial	comú	0		no-clip	ASR; pendent d'audicio
pa-015	territorial	copríncep	0		no-clip	ASR; pendent d'audicio
pa-015	territorial	coprínceps	0		no-clip	ASR; pendent d'audicio
pa-015	territorial	padrí	0		no-clip	ASR; pendent d'audicio
pa-015	territorial	parròquia	5		no-clip	ASR; pendent d'audicio
pa-015	territorial	santuari	0		no-clip	ASR; pendent d'audicio
pa-015	territorial	veguer	0		no-clip	ASR; pendent d'audicio
pa-016	discurs	a nivell	4	clips/pa-016__a-nivell__333.81.wav	sí	ASR; pendent d'audicio
pa-016	discurs	a veure	4	clips/pa-016__a-veure__369.73.wav	sí	ASR; pendent d'audicio
pa-016	discurs	aleshores	0		no-clip	ASR; pendent d'audicio
pa-016	discurs	aviam	1	clips/pa-016__aviam__729.65.wav	no	ASR; pendent d'audicio
pa-016	discurs	bueno	4	clips/pa-016__bueno__93.17.wav	no	ASR; pendent d'audicio
pa-016	discurs	bé	5	clips/pa-016__b__170.05.wav	sí	ASR; pendent d'audicio
pa-016	discurs	clar	12	clips/pa-016__clar__175.69.wav	sí	ASR; pendent d'audicio
pa-016	discurs	de fet	2	clips/pa-016__de-fet__318.53.wav	sí	ASR; pendent d'audicio
pa-016	discurs	diguem	0		no-clip	ASR; pendent d'audicio
pa-016	discurs	doncs	10	clips/pa-016__doncs__62.33.wav	sí	ASR; pendent d'audicio
pa-016	discurs	evidentment	3	clips/pa-016__evidentment__456.85.wav	sí	ASR; pendent d'audicio
pa-016	discurs	llavors	10	clips/pa-016__llavors__15.05.wav	sí	ASR; pendent d'audicio
pa-016	discurs	no?	4		no-clip	ASR; pendent d'audicio
pa-016	discurs	o sigui	2	clips/pa-016__o-sigui__311.25.wav	sí	ASR; pendent d'audicio
pa-016	discurs	per tant	2		no-clip	ASR; pendent d'audicio
pa-016	discurs	perquè	18	clips/pa-016__perqu__79.77.wav	sí	ASR; pendent d'audicio
pa-016	discurs	vull dir	2	clips/pa-016__vull-dir__322.53.wav	sí	ASR; pendent d'audicio
pa-016	discurs	és a dir	2	clips/pa-016__s-a-dir__85.97.wav	sí	ASR; pendent d'audicio
pa-016	territorial	Canillo	1		no-clip	ASR; pendent d'audicio
pa-016	territorial	Escaldes	0		no-clip	ASR; pendent d'audicio
pa-016	territorial	Massana	0		no-clip	ASR; pendent d'audicio
pa-016	territorial	Ordino	3		no-clip	ASR; pendent d'audicio
pa-016	territorial	Sant Julià	0		no-clip	ASR; pendent d'audicio
pa-016	territorial	aiguats	0		no-clip	ASR; pendent d'audicio
pa-016	territorial	andorrana	0		no-clip	ASR; pendent d'audicio
pa-016	territorial	comunal	0		no-clip	ASR; pendent d'audicio
pa-016	territorial	comunals	1		no-clip	ASR; pendent d'audicio
pa-016	territorial	comuns	0		no-clip	ASR; pendent d'audicio
pa-016	territorial	comú	0		no-clip	ASR; pendent d'audicio
pa-016	territorial	copríncep	0		no-clip	ASR; pendent d'audicio
pa-016	territorial	coprínceps	0		no-clip	ASR; pendent d'audicio
pa-016	territorial	padrí	0		no-clip	ASR; pendent d'audicio
pa-016	territorial	parròquia	2		no-clip	ASR; pendent d'audicio
pa-016	territorial	santuari	0		no-clip	ASR; pendent d'audicio
pa-016	territorial	veguer	0		no-clip	ASR; pendent d'audicio
pa-017	discurs	a nivell	9	clips/pa-017__a-nivell__143.25.wav	sí	ASR; pendent d'audicio
pa-017	discurs	a veure	0		no-clip	ASR; pendent d'audicio
pa-017	discurs	aleshores	0		no-clip	ASR; pendent d'audicio
pa-017	discurs	aviam	0		no-clip	ASR; pendent d'audicio
pa-017	discurs	bueno	2	clips/pa-017__bueno__823.25.wav	no	ASR; pendent d'audicio
pa-017	discurs	bé	4	clips/pa-017__b__112.25.wav	no	ASR; pendent d'audicio
pa-017	discurs	clar	5	clips/pa-017__clar__34.45.wav	sí	ASR; pendent d'audicio
pa-017	discurs	de fet	0		no-clip	ASR; pendent d'audicio
pa-017	discurs	diguem	0		no-clip	ASR; pendent d'audicio
pa-017	discurs	doncs	3	clips/pa-017__doncs__459.25.wav	sí	ASR; pendent d'audicio
pa-017	discurs	evidentment	3	clips/pa-017__evidentment__152.25.wav	sí	ASR; pendent d'audicio
pa-017	discurs	llavors	2	clips/pa-017__llavors__361.25.wav	sí	ASR; pendent d'audicio
pa-017	discurs	no?	0		no-clip	ASR; pendent d'audicio
pa-017	discurs	o sigui	0		no-clip	ASR; pendent d'audicio
pa-017	discurs	per tant	1		no-clip	ASR; pendent d'audicio
pa-017	discurs	perquè	23	clips/pa-017__perqu__4.25.wav	sí	ASR; pendent d'audicio
pa-017	discurs	vull dir	5	clips/pa-017__vull-dir__272.25.wav	sí	ASR; pendent d'audicio
pa-017	discurs	és a dir	1	clips/pa-017__s-a-dir__487.25.wav	sí	ASR; pendent d'audicio
pa-017	territorial	Canillo	0		no-clip	ASR; pendent d'audicio
pa-017	territorial	Escaldes	5		no-clip	ASR; pendent d'audicio
pa-017	territorial	Massana	0		no-clip	ASR; pendent d'audicio
pa-017	territorial	Ordino	0		no-clip	ASR; pendent d'audicio
pa-017	territorial	Sant Julià	1		no-clip	ASR; pendent d'audicio
pa-017	territorial	aiguats	0		no-clip	ASR; pendent d'audicio
pa-017	territorial	andorrana	0		no-clip	ASR; pendent d'audicio
pa-017	territorial	comunal	0		no-clip	ASR; pendent d'audicio
pa-017	territorial	comunals	0		no-clip	ASR; pendent d'audicio
pa-017	territorial	comuns	0		no-clip	ASR; pendent d'audicio
pa-017	territorial	comú	1		no-clip	ASR; pendent d'audicio
pa-017	territorial	copríncep	1		no-clip	ASR; pendent d'audicio
pa-017	territorial	coprínceps	2		no-clip	ASR; pendent d'audicio
pa-017	territorial	padrí	0		no-clip	ASR; pendent d'audicio
pa-017	territorial	parròquia	0		no-clip	ASR; pendent d'audicio
pa-017	territorial	santuari	0		no-clip	ASR; pendent d'audicio
pa-017	territorial	veguer	0		no-clip	ASR; pendent d'audicio
pa-018	discurs	a nivell	15	clips/pa-018__a-nivell__188.45.wav	sí	ASR; pendent d'audicio
pa-018	discurs	a veure	4	clips/pa-018__a-veure__825.61.wav	no	ASR; pendent d'audicio
pa-018	discurs	aleshores	0		no-clip	ASR; pendent d'audicio
pa-018	discurs	aviam	0		no-clip	ASR; pendent d'audicio
pa-018	discurs	bueno	49	clips/pa-018__bueno__23.21.wav	no	ASR; pendent d'audicio
pa-018	discurs	bé	6	clips/pa-018__b__210.65.wav	no	ASR; pendent d'audicio
pa-018	discurs	clar	12	clips/pa-018__clar__112.73.wav	no	ASR; pendent d'audicio
pa-018	discurs	de fet	0		no-clip	ASR; pendent d'audicio
pa-018	discurs	diguem	2	clips/pa-018__diguem__715.49.wav	sí	ASR; pendent d'audicio
pa-018	discurs	doncs	34	clips/pa-018__doncs__33.53.wav	no	ASR; pendent d'audicio
pa-018	discurs	evidentment	0		no-clip	ASR; pendent d'audicio
pa-018	discurs	llavors	2	clips/pa-018__llavors__1055.09.wav	sí	ASR; pendent d'audicio
pa-018	discurs	no?	0		no-clip	ASR; pendent d'audicio
pa-018	discurs	o sigui	0		no-clip	ASR; pendent d'audicio
pa-018	discurs	per tant	0		no-clip	ASR; pendent d'audicio
pa-018	discurs	perquè	49	clips/pa-018__perqu__91.09.wav	sí	ASR; pendent d'audicio
pa-018	discurs	vull dir	0		no-clip	ASR; pendent d'audicio
pa-018	discurs	és a dir	3	clips/pa-018__s-a-dir__74.49.wav	no	ASR; pendent d'audicio
pa-018	territorial	Canillo	1		no-clip	ASR; pendent d'audicio
pa-018	territorial	Escaldes	4		no-clip	ASR; pendent d'audicio
pa-018	territorial	Massana	0		no-clip	ASR; pendent d'audicio
pa-018	territorial	Ordino	0		no-clip	ASR; pendent d'audicio
pa-018	territorial	Sant Julià	1		no-clip	ASR; pendent d'audicio
pa-018	territorial	aiguats	0		no-clip	ASR; pendent d'audicio
pa-018	territorial	andorrana	1		no-clip	ASR; pendent d'audicio
pa-018	territorial	comunal	0		no-clip	ASR; pendent d'audicio
pa-018	territorial	comunals	0		no-clip	ASR; pendent d'audicio
pa-018	territorial	comuns	1		no-clip	ASR; pendent d'audicio
pa-018	territorial	comú	1		no-clip	ASR; pendent d'audicio
pa-018	territorial	copríncep	3		no-clip	ASR; pendent d'audicio
pa-018	territorial	coprínceps	0		no-clip	ASR; pendent d'audicio
pa-018	territorial	padrí	0		no-clip	ASR; pendent d'audicio
pa-018	territorial	parròquia	3		no-clip	ASR; pendent d'audicio
pa-018	territorial	santuari	0		no-clip	ASR; pendent d'audicio
pa-018	territorial	veguer	0		no-clip	ASR; pendent d'audicio
pa-019	discurs	a nivell	3	clips/pa-019__a-nivell__122.25.wav	sí	ASR; pendent d'audicio
pa-019	discurs	a veure	0		no-clip	ASR; pendent d'audicio
pa-019	discurs	aleshores	0		no-clip	ASR; pendent d'audicio
pa-019	discurs	aviam	0		no-clip	ASR; pendent d'audicio
pa-019	discurs	bueno	3	clips/pa-019__bueno__328.25.wav	sí	ASR; pendent d'audicio
pa-019	discurs	bé	6	clips/pa-019__b__195.25.wav	sí	ASR; pendent d'audicio
pa-019	discurs	clar	1	clips/pa-019__clar__415.25.wav	sí	ASR; pendent d'audicio
pa-019	discurs	de fet	0		no-clip	ASR; pendent d'audicio
pa-019	discurs	diguem	4	clips/pa-019__diguem__109.25.wav	sí	ASR; pendent d'audicio
pa-019	discurs	doncs	1	clips/pa-019__doncs__46.25.wav	no	ASR; pendent d'audicio
pa-019	discurs	evidentment	4	clips/pa-019__evidentment__93.25.wav	sí	ASR; pendent d'audicio
pa-019	discurs	llavors	1	clips/pa-019__llavors__422.25.wav	sí	ASR; pendent d'audicio
pa-019	discurs	no?	3		no-clip	ASR; pendent d'audicio
pa-019	discurs	o sigui	0		no-clip	ASR; pendent d'audicio
pa-019	discurs	per tant	2		no-clip	ASR; pendent d'audicio
pa-019	discurs	perquè	15	clips/pa-019__perqu__101.25.wav	sí	ASR; pendent d'audicio
pa-019	discurs	vull dir	0		no-clip	ASR; pendent d'audicio
pa-019	discurs	és a dir	6	clips/pa-019__s-a-dir__56.25.wav	no	ASR; pendent d'audicio
pa-019	territorial	Canillo	0		no-clip	ASR; pendent d'audicio
pa-019	territorial	Escaldes	0		no-clip	ASR; pendent d'audicio
pa-019	territorial	Massana	0		no-clip	ASR; pendent d'audicio
pa-019	territorial	Ordino	0		no-clip	ASR; pendent d'audicio
pa-019	territorial	Sant Julià	0		no-clip	ASR; pendent d'audicio
pa-019	territorial	aiguats	0		no-clip	ASR; pendent d'audicio
pa-019	territorial	andorrana	0		no-clip	ASR; pendent d'audicio
pa-019	territorial	comunal	0		no-clip	ASR; pendent d'audicio
pa-019	territorial	comunals	0		no-clip	ASR; pendent d'audicio
pa-019	territorial	comuns	2		no-clip	ASR; pendent d'audicio
pa-019	territorial	comú	0		no-clip	ASR; pendent d'audicio
pa-019	territorial	copríncep	0		no-clip	ASR; pendent d'audicio
pa-019	territorial	coprínceps	0		no-clip	ASR; pendent d'audicio
pa-019	territorial	padrí	0		no-clip	ASR; pendent d'audicio
pa-019	territorial	parròquia	0		no-clip	ASR; pendent d'audicio
pa-019	territorial	santuari	0		no-clip	ASR; pendent d'audicio
pa-019	territorial	veguer	0		no-clip	ASR; pendent d'audicio
pa-020	discurs	a nivell	2	clips/pa-020__a-nivell__409.37.wav	sí	ASR; pendent d'audicio
pa-020	discurs	a veure	0		no-clip	ASR; pendent d'audicio
pa-020	discurs	aleshores	0		no-clip	ASR; pendent d'audicio
pa-020	discurs	aviam	2	clips/pa-020__aviam__252.21.wav	sí	ASR; pendent d'audicio
pa-020	discurs	bueno	22	clips/pa-020__bueno__13.57.wav	no	ASR; pendent d'audicio
pa-020	discurs	bé	24	clips/pa-020__b__146.37.wav	sí	ASR; pendent d'audicio
pa-020	discurs	clar	29	clips/pa-020__clar__89.81.wav	sí	ASR; pendent d'audicio
pa-020	discurs	de fet	0		no-clip	ASR; pendent d'audicio
pa-020	discurs	diguem	1	clips/pa-020__diguem__1459.77.wav	sí	ASR; pendent d'audicio
pa-020	discurs	doncs	3	clips/pa-020__doncs__247.37.wav	sí	ASR; pendent d'audicio
pa-020	discurs	evidentment	7	clips/pa-020__evidentment__117.57.wav	no	ASR; pendent d'audicio
pa-020	discurs	llavors	0		no-clip	ASR; pendent d'audicio
pa-020	discurs	no?	8		no-clip	ASR; pendent d'audicio
pa-020	discurs	o sigui	0		no-clip	ASR; pendent d'audicio
pa-020	discurs	per tant	0		no-clip	ASR; pendent d'audicio
pa-020	discurs	perquè	22	clips/pa-020__perqu__9.41.wav	sí	ASR; pendent d'audicio
pa-020	discurs	vull dir	12	clips/pa-020__vull-dir__165.45.wav	no	ASR; pendent d'audicio
pa-020	discurs	és a dir	0		no-clip	ASR; pendent d'audicio
pa-020	territorial	Canillo	0		no-clip	ASR; pendent d'audicio
pa-020	territorial	Escaldes	0		no-clip	ASR; pendent d'audicio
pa-020	territorial	Massana	4		no-clip	ASR; pendent d'audicio
pa-020	territorial	Ordino	1		no-clip	ASR; pendent d'audicio
pa-020	territorial	Sant Julià	3		no-clip	ASR; pendent d'audicio
pa-020	territorial	aiguats	0		no-clip	ASR; pendent d'audicio
pa-020	territorial	andorrana	0		no-clip	ASR; pendent d'audicio
pa-020	territorial	comunal	1		no-clip	ASR; pendent d'audicio
pa-020	territorial	comunals	1		no-clip	ASR; pendent d'audicio
pa-020	territorial	comuns	4		no-clip	ASR; pendent d'audicio
pa-020	territorial	comú	2		no-clip	ASR; pendent d'audicio
pa-020	territorial	copríncep	5		no-clip	ASR; pendent d'audicio
pa-020	territorial	coprínceps	0		no-clip	ASR; pendent d'audicio
pa-020	territorial	padrí	0		no-clip	ASR; pendent d'audicio
pa-020	territorial	parròquia	0		no-clip	ASR; pendent d'audicio
pa-020	territorial	santuari	0		no-clip	ASR; pendent d'audicio
pa-020	territorial	veguer	0		no-clip	ASR; pendent d'audicio
pa-021	discurs	a nivell	0		no-clip	ASR; pendent d'audicio
pa-021	discurs	a veure	4	clips/pa-021__a-veure__108.77.wav	sí	ASR; pendent d'audicio
pa-021	discurs	aleshores	2	clips/pa-021__aleshores__12.25.wav	no	ASR; pendent d'audicio
pa-021	discurs	aviam	0		no-clip	ASR; pendent d'audicio
pa-021	discurs	bueno	11	clips/pa-021__bueno__12.25.wav	sí	ASR; pendent d'audicio
pa-021	discurs	bé	16	clips/pa-021__b__257.61.wav	sí	ASR; pendent d'audicio
pa-021	discurs	clar	9	clips/pa-021__clar__125.89.wav	no	ASR; pendent d'audicio
pa-021	discurs	de fet	0		no-clip	ASR; pendent d'audicio
pa-021	discurs	diguem	0		no-clip	ASR; pendent d'audicio
pa-021	discurs	doncs	26	clips/pa-021__doncs__12.25.wav	sí	ASR; pendent d'audicio
pa-021	discurs	evidentment	6	clips/pa-021__evidentment__211.41.wav	sí	ASR; pendent d'audicio
pa-021	discurs	llavors	0		no-clip	ASR; pendent d'audicio
pa-021	discurs	no?	9		no-clip	ASR; pendent d'audicio
pa-021	discurs	o sigui	0		no-clip	ASR; pendent d'audicio
pa-021	discurs	per tant	0		no-clip	ASR; pendent d'audicio
pa-021	discurs	perquè	20	clips/pa-021__perqu__15.45.wav	sí	ASR; pendent d'audicio
pa-021	discurs	vull dir	2	clips/pa-021__vull-dir__314.29.wav	sí	ASR; pendent d'audicio
pa-021	discurs	és a dir	10	clips/pa-021__s-a-dir__32.29.wav	sí	ASR; pendent d'audicio
pa-021	territorial	Canillo	11		no-clip	ASR; pendent d'audicio
pa-021	territorial	Escaldes	0		no-clip	ASR; pendent d'audicio
pa-021	territorial	Massana	0		no-clip	ASR; pendent d'audicio
pa-021	territorial	Ordino	0		no-clip	ASR; pendent d'audicio
pa-021	territorial	Sant Julià	0		no-clip	ASR; pendent d'audicio
pa-021	territorial	aiguats	0		no-clip	ASR; pendent d'audicio
pa-021	territorial	andorrana	0		no-clip	ASR; pendent d'audicio
pa-021	territorial	comunal	0		no-clip	ASR; pendent d'audicio
pa-021	territorial	comunals	0		no-clip	ASR; pendent d'audicio
pa-021	territorial	comuns	0		no-clip	ASR; pendent d'audicio
pa-021	territorial	comú	0		no-clip	ASR; pendent d'audicio
pa-021	territorial	copríncep	0		no-clip	ASR; pendent d'audicio
pa-021	territorial	coprínceps	0		no-clip	ASR; pendent d'audicio
pa-021	territorial	padrí	0		no-clip	ASR; pendent d'audicio
pa-021	territorial	parròquia	3		no-clip	ASR; pendent d'audicio
