candidat	forma	present	small	base	estat
lead-rtva-009-isidre-bartumeu	AndoFlora	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Andorra	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Andorrita	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Arnau	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Banc Mundial	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Barcelona	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Bosc	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Burgos	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Canillo	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Cap de Govern	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Catalunya	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Comú	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Consell General	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Constitució	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Demòcrates	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Escaldes	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Espanya	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Eurovisió	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	França	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Gabriel	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Galícia	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Govern	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Guerra Civil	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Istanbul	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Jocs Paralímpics	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	La Massana	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	La Vida	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Lliga Andorrana	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Massana	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Meritxell	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Ministeri	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Museu Nacional	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Nacions Unides	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Núria	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Ordino	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Palència	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Pirineus	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Portugal	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Sant Julià	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Santa Coloma	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Santa Seu	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Segona Guerra Mundial	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Sierra Leone	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Sindicatura General	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Soldeu	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Sonia	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Suècia	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Suïssa	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	TDT	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	TV3	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Toni Martí	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Tribunal Constitucional	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Turquia	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	Unió Europea	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	a l'estiu	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	a nivell	sí	1	1	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	a veure	sí	4	3	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	activa	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	administració	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	advocat	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	advocats	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	aeroport	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	aigua	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	ajuda	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	aleshores	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	alimentació	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	ambaixador	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	andorrana	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	anglès	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	arquitecte	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	arquitectura	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	art	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	artista	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	associacions	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	associació	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	aviam	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	barbarismes	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	benestar	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	biblioteca	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	boleros	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	bolets	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	borda	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	bosc	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	boscos	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	bueno	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	bàsquet	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	bé	sí	9	10	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	calçots	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	camp	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	canalla	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	cantant	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	canvi climàtic	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	cançó	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	capellà	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	casa	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	castellà	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	català	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	celiaquia	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	cineasta	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	cinema	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	ciutadans	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	ciutadà	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	ciència política	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	clar	sí	1	3	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	climatologia	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	col·lectiu	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	comerç	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	competició	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	comprar	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	comunal	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	comunals	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	comunicacions	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	comunicació	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	comunitat	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	comunitat internacional	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	comuns	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	comú	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	concessió	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	consell	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	conseller	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	conseller de Cultura	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	conseller general	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	conservació	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	constitució	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	construcció	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	contes	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	cor	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	cos	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	costums	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	creativitat	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	creixement urbanístic	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	cultura	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	cursos	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	dades	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	de fet	sí	2	1	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	delegat permanent	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	despesa	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	deute	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	diagnòstic	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	dieta	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	digital	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	diguem	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	diners	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	disseny	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	doncs	sí	31	43	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	dret	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	drets	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	drets humans	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	drets i llibertats	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	ecologista	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	economia	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	editorial	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	educació	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	eleccions	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	emigració	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	empresa	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	empresari	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	empresarial	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	empreses	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	endeutament	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	energia	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	ensenyament	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	equip	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	escola	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	escola francesa	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	escoles	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	escriptor	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	escriure	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	esdeveniment	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	església	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	esport	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	esportista	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	esports	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	esquí	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	estabilitat	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	estadi	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	estudiant	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	estudis	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	evidentment	sí	5	4	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	exili	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	expedient	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	exposició	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	família	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	farina	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	federació	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	feina	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	festa	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	festival	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	filigranes	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	fills	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	fira	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	fiscal	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	floral	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	flors	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	formació	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	formatges	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	fotografia	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	fotògraf	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	francès	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	frontera	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	fronteres	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	fundació	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	fusta	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	futbol	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	futur	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	gallec	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	gent gran	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	germans	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	gluten	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	govern	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	grup parlamentari	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	habitants	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	habitatge	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	historiador	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	història	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	honorari	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	hostal	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	hotel	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	hotels	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	idioma	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	immigració	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	immobiliari	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	impostos	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	informació	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	infraestructures	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	inscripció	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	institucions	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	internet	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	interventors	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	inversions	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	inversió	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	jocs	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	jocs olímpics	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	jove	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	joventut	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	joves	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	jugadors	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	jurista	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	justícia	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	lectura	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	llavors	sí	6	3	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	llei	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	llengua	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	llengua catalana	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	lletres	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	lleure	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	llibertat	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	llibre	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	llibres	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	lliga	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	lloguer	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	magistrat	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	matança	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	materials	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	medalla	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	medi ambient	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	meditació	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	memòria	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	mercat	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	mestre	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	ministeri	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	ministra	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	ministre	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	ministres	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	mos	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	muntanya	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	museu	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	mòbil	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	músic	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	música	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	nacionalitat	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	natura	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	negoci	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	nens	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	neu	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	no?	sí	31	24	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	novel·la	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	o sigui	sí	8	5	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	obertura econòmica	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	obra	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	olimpisme	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	olímpic	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	olímpica	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	oportunitat	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	pa	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	padrí	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	paisatge	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	pandèmia	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	parella lingüística	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	parròquia	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	participació	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	partit	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	patrimoni	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	països	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	per tant	sí	9	9	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	perquè	sí	21	18	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	personatges	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	persones	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	planeta	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	població	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	poble	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	poder adquisitiu	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	poesia	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	poeta	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	policia	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	política	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	pont	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	prats	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	premi	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	premis	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	present	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	president	no	0	0	ASR consensual; pendent d'audició
lead-rtva-009-isidre-bartumeu	presidenta	no	0	0	ASR consensual; pendent d'audició
