id_a	id_b	n_dimensions	distancia_z	dimensions	formes_compartides_asr	estat
spk-029	spk-057	6	0.8632	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-029	spk-058	6	1.2373	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	2	semblança acústica exploratòria; pendent d'audició
spk-029	spk-059	6	0.6513	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-030	spk-031	6	0.6196	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-030	spk-032	6	0.8664	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-030	spk-033	6	0.8736	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-030	spk-035	6	1.1555	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-030	spk-037	6	1.1353	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-030	spk-038	6	1.0200	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-030	spk-039	6	0.9557	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-030	spk-040	6	1.1477	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-030	spk-041	6	1.0076	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-030	spk-042	6	1.0829	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-030	spk-043	6	0.8345	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-030	spk-044	6	0.6571	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-030	spk-045	6	1.1510	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-030	spk-046	6	0.5701	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-030	spk-048	6	1.0307	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-030	spk-049	6	1.2703	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-030	spk-050	6	0.8685	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-030	spk-051	6	0.5673	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-030	spk-052	6	1.0400	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-030	spk-053	6	1.0553	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-030	spk-054	6	0.8769	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-030	spk-055	6	1.0628	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-030	spk-057	6	1.2467	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-030	spk-058	6	1.1833	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-030	spk-059	6	1.1825	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	6	semblança acústica exploratòria; pendent d'audició
spk-031	spk-032	6	0.8187	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-031	spk-033	6	1.1069	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-031	spk-035	6	1.3242	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-031	spk-037	6	1.2675	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-031	spk-038	6	1.1328	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-031	spk-039	6	0.9050	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-031	spk-041	6	1.1721	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-031	spk-042	6	0.9780	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-031	spk-043	6	0.6018	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-031	spk-044	6	0.6915	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	12	semblança acústica exploratòria; pendent d'audició
spk-031	spk-045	6	1.2078	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-031	spk-046	6	0.6060	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-031	spk-048	6	0.9782	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-031	spk-049	6	1.2677	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	6	semblança acústica exploratòria; pendent d'audició
spk-031	spk-050	6	0.7753	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-031	spk-051	6	0.6993	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-031	spk-052	6	0.9501	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-031	spk-053	6	0.7338	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-031	spk-054	6	0.7963	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-031	spk-055	6	1.0035	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-031	spk-058	6	0.9004	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-031	spk-059	6	1.2334	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-032	spk-033	6	0.5692	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-032	spk-034	6	1.2839	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-032	spk-035	6	0.8632	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-032	spk-037	6	1.3341	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-032	spk-038	6	0.7126	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-032	spk-039	6	0.2932	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-032	spk-040	6	1.1025	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-032	spk-041	6	0.9070	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-032	spk-042	6	1.1386	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	6	semblança acústica exploratòria; pendent d'audició
spk-032	spk-043	6	0.7782	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-032	spk-044	6	0.6293	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	6	semblança acústica exploratòria; pendent d'audició
spk-032	spk-045	6	0.9444	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-032	spk-046	6	0.7375	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-032	spk-047	6	1.1636	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	2	semblança acústica exploratòria; pendent d'audició
spk-032	spk-048	6	0.8494	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-032	spk-049	6	0.9047	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-032	spk-050	6	0.9198	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-032	spk-051	6	0.8494	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-032	spk-052	6	1.0214	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-032	spk-053	6	1.0395	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-032	spk-054	6	0.5983	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-032	spk-055	6	0.7894	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	1	semblança acústica exploratòria; pendent d'audició
spk-032	spk-056	6	1.2990	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	2	semblança acústica exploratòria; pendent d'audició
spk-032	spk-057	6	0.9146	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-032	spk-058	6	0.9291	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-032	spk-059	6	0.6367	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-033	spk-034	6	0.9545	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	6	semblança acústica exploratòria; pendent d'audició
spk-033	spk-035	6	0.6267	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-033	spk-037	6	1.2587	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-033	spk-038	6	0.6456	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-033	spk-039	6	0.6276	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-033	spk-040	6	0.6906	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-033	spk-041	6	0.5981	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-033	spk-042	6	1.0251	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-033	spk-043	6	1.0160	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	6	semblança acústica exploratòria; pendent d'audició
spk-033	spk-044	6	0.7359	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-033	spk-045	6	0.8433	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-033	spk-046	6	0.8305	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-033	spk-047	6	0.7520	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	2	semblança acústica exploratòria; pendent d'audició
spk-033	spk-048	6	0.7677	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-033	spk-049	6	0.9659	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	6	semblança acústica exploratòria; pendent d'audició
spk-033	spk-050	6	0.8779	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-033	spk-051	6	0.9696	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-033	spk-052	6	1.2997	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-033	spk-054	6	0.7681	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-033	spk-055	6	0.9869	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-033	spk-057	6	0.6749	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-033	spk-059	6	0.5026	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-034	spk-037	6	1.1233	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-034	spk-038	6	1.2384	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-034	spk-039	6	1.1765	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-034	spk-040	6	1.2897	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-034	spk-041	6	0.8670	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-034	spk-042	6	1.0141	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-034	spk-043	6	1.1962	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-034	spk-044	6	1.2378	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-034	spk-047	6	1.3415	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-034	spk-048	6	0.8672	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-034	spk-049	6	1.1674	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-034	spk-050	6	1.1658	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-034	spk-051	6	1.2707	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-034	spk-054	6	1.1380	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	6	semblança acústica exploratòria; pendent d'audició
spk-034	spk-057	6	1.2101	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-034	spk-059	6	1.1774	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-035	spk-038	6	0.5995	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-035	spk-039	6	0.9301	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	13	semblança acústica exploratòria; pendent d'audició
spk-035	spk-040	6	0.6070	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	12	semblança acústica exploratòria; pendent d'audició
spk-035	spk-041	6	0.6601	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-035	spk-042	6	1.2590	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	12	semblança acústica exploratòria; pendent d'audició
spk-035	spk-044	6	0.9038	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	15	semblança acústica exploratòria; pendent d'audició
spk-035	spk-045	6	0.8432	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-035	spk-046	6	0.9360	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-035	spk-047	6	0.6902	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-035	spk-048	6	1.0387	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	15	semblança acústica exploratòria; pendent d'audició
spk-035	spk-049	6	1.2337	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-035	spk-050	6	1.0339	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-035	spk-054	6	1.0477	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-035	spk-055	6	1.0988	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-035	spk-057	6	0.5299	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-035	spk-059	6	0.4859	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-037	spk-038	6	1.1438	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-037	spk-039	6	1.2477	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	17	semblança acústica exploratòria; pendent d'audició
spk-037	spk-041	6	1.0923	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-037	spk-042	6	1.2601	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-037	spk-043	6	1.0662	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	12	semblança acústica exploratòria; pendent d'audició
spk-037	spk-044	6	0.9019	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	13	semblança acústica exploratòria; pendent d'audició
spk-037	spk-045	6	1.3230	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-037	spk-048	6	1.3307	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	14	semblança acústica exploratòria; pendent d'audició
spk-037	spk-050	6	1.1294	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-037	spk-051	6	0.9300	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	14	semblança acústica exploratòria; pendent d'audició
spk-037	spk-052	6	1.1496	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-037	spk-053	6	1.1166	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	6	semblança acústica exploratòria; pendent d'audició
spk-037	spk-054	6	0.8457	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-037	spk-055	6	1.0595	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-038	spk-039	6	0.7118	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-038	spk-040	6	0.6673	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-038	spk-041	6	0.5603	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-038	spk-042	6	1.2018	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-038	spk-043	6	1.1925	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-038	spk-044	6	0.5012	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-038	spk-045	6	0.6701	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-038	spk-046	6	1.0250	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-038	spk-047	6	0.8829	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-038	spk-048	6	1.0540	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-038	spk-049	6	1.1979	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	6	semblança acústica exploratòria; pendent d'audició
spk-038	spk-050	6	0.8878	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-038	spk-051	6	1.1379	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-038	spk-052	6	0.9546	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-038	spk-053	6	1.3325	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	6	semblança acústica exploratòria; pendent d'audició
spk-038	spk-054	6	0.5876	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-038	spk-055	6	0.5938	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	6	semblança acústica exploratòria; pendent d'audició
spk-038	spk-057	6	0.5102	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-038	spk-058	6	1.3161	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-038	spk-059	6	0.5439	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-039	spk-040	6	1.1775	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-039	spk-041	6	0.8404	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-039	spk-042	6	1.1910	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	12	semblança acústica exploratòria; pendent d'audició
spk-039	spk-043	6	0.7414	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	14	semblança acústica exploratòria; pendent d'audició
spk-039	spk-044	6	0.6264	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	13	semblança acústica exploratòria; pendent d'audició
spk-039	spk-045	6	1.0986	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-039	spk-046	6	0.8574	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-039	spk-047	6	1.2660	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
