id_a	id_b	n_dimensions	distancia_z	dimensions	formes_compartides_asr	estat
spk-023	spk-028	6	1.2632	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	2	semblança acústica exploratòria; pendent d'audició
spk-023	spk-029	6	0.9316	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	1	semblança acústica exploratòria; pendent d'audició
spk-023	spk-030	6	0.5640	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-023	spk-031	6	0.6084	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-023	spk-032	6	0.9193	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	1	semblança acústica exploratòria; pendent d'audició
spk-023	spk-033	6	0.9186	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	2	semblança acústica exploratòria; pendent d'audició
spk-023	spk-035	6	1.0882	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-023	spk-037	6	1.0485	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	2	semblança acústica exploratòria; pendent d'audició
spk-023	spk-038	6	0.8907	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-023	spk-039	6	1.0345	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-023	spk-040	6	1.0648	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-023	spk-041	6	0.8849	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	2	semblança acústica exploratòria; pendent d'audició
spk-023	spk-042	6	0.7385	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-023	spk-043	6	0.8983	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-023	spk-044	6	0.5639	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-023	spk-045	6	0.7900	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	2	semblança acústica exploratòria; pendent d'audició
spk-023	spk-046	6	0.7207	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-023	spk-047	6	1.3317	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	0	semblança acústica exploratòria; pendent d'audició
spk-023	spk-048	6	1.0058	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-023	spk-050	6	0.3956	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	1	semblança acústica exploratòria; pendent d'audició
spk-023	spk-051	6	0.8765	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-023	spk-052	6	0.9124	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	1	semblança acústica exploratòria; pendent d'audició
spk-023	spk-053	6	1.1308	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	2	semblança acústica exploratòria; pendent d'audició
spk-023	spk-054	6	0.6934	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	2	semblança acústica exploratòria; pendent d'audició
spk-023	spk-055	6	0.8372	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	2	semblança acústica exploratòria; pendent d'audició
spk-023	spk-057	6	0.9937	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	2	semblança acústica exploratòria; pendent d'audició
spk-023	spk-058	6	1.3374	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	1	semblança acústica exploratòria; pendent d'audició
spk-023	spk-059	6	1.0282	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	2	semblança acústica exploratòria; pendent d'audició
spk-024	spk-026	6	1.1073	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	18	semblança acústica exploratòria; pendent d'audició
spk-024	spk-028	6	1.3028	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	13	semblança acústica exploratòria; pendent d'audició
spk-024	spk-029	6	0.8938	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-024	spk-030	6	1.1748	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-024	spk-031	6	0.9622	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	12	semblança acústica exploratòria; pendent d'audició
spk-024	spk-032	6	0.5216	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-024	spk-033	6	0.8884	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-024	spk-034	6	1.2985	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-024	spk-035	6	1.2264	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	15	semblança acústica exploratòria; pendent d'audició
spk-024	spk-038	6	1.1473	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-024	spk-039	6	0.5131	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	16	semblança acústica exploratòria; pendent d'audició
spk-024	spk-041	6	1.1799	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-024	spk-042	6	1.1887	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	12	semblança acústica exploratòria; pendent d'audició
spk-024	spk-043	6	0.7130	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	14	semblança acústica exploratòria; pendent d'audició
spk-024	spk-044	6	1.0097	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	16	semblança acústica exploratòria; pendent d'audició
spk-024	spk-045	6	1.3311	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-024	spk-046	6	0.9493	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-024	spk-048	6	0.7845	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	18	semblança acústica exploratòria; pendent d'audició
spk-024	spk-049	6	0.7744	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-024	spk-050	6	1.1380	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-024	spk-051	6	0.9881	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	14	semblança acústica exploratòria; pendent d'audició
spk-024	spk-053	6	1.0684	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-024	spk-054	6	0.9080	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-024	spk-055	6	1.1937	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-024	spk-056	6	1.2395	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-024	spk-057	6	1.2807	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	13	semblança acústica exploratòria; pendent d'audició
spk-024	spk-058	6	0.8797	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	6	semblança acústica exploratòria; pendent d'audició
spk-024	spk-059	6	0.9601	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-025	spk-026	6	0.8172	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	12	semblança acústica exploratòria; pendent d'audició
spk-025	spk-027	6	0.5776	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-025	spk-028	6	1.0526	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-025	spk-029	6	1.1812	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-025	spk-030	6	1.1029	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-025	spk-031	6	1.3093	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-025	spk-032	6	1.0739	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-025	spk-033	6	0.6880	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	6	semblança acústica exploratòria; pendent d'audició
spk-025	spk-034	6	0.8254	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-025	spk-035	6	0.8341	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-025	spk-037	6	1.0366	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-025	spk-038	6	0.6981	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-025	spk-039	6	1.0830	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-025	spk-040	6	0.6175	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-025	spk-041	6	0.4406	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-025	spk-042	6	0.8543	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-025	spk-043	6	1.2664	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-025	spk-044	6	0.8245	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-025	spk-045	6	0.7062	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-025	spk-046	6	1.1727	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-025	spk-047	6	0.8255	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	2	semblança acústica exploratòria; pendent d'audició
spk-025	spk-048	6	0.9592	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	12	semblança acústica exploratòria; pendent d'audició
spk-025	spk-050	6	0.7206	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-025	spk-051	6	1.2432	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-025	spk-054	6	0.8406	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-025	spk-055	6	1.0151	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	6	semblança acústica exploratòria; pendent d'audició
spk-025	spk-057	6	0.5729	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-025	spk-059	6	0.7585	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-026	spk-027	6	0.9231	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-026	spk-028	6	0.8723	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	16	semblança acústica exploratòria; pendent d'audició
spk-026	spk-029	6	0.9919	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-026	spk-030	6	1.2794	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-026	spk-032	6	0.9472	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	6	semblança acústica exploratòria; pendent d'audició
spk-026	spk-033	6	0.5629	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-026	spk-034	6	1.0353	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-026	spk-035	6	0.5546	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	15	semblança acústica exploratòria; pendent d'audició
spk-026	spk-038	6	0.9185	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-026	spk-039	6	0.9701	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	16	semblança acústica exploratòria; pendent d'audició
spk-026	spk-040	6	0.8467	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-026	spk-041	6	0.6790	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-026	spk-042	6	1.0947	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	13	semblança acústica exploratòria; pendent d'audició
spk-026	spk-044	6	1.1161	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	16	semblança acústica exploratòria; pendent d'audició
spk-026	spk-045	6	1.0575	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-026	spk-046	6	1.0280	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-026	spk-047	6	0.7826	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-026	spk-048	6	0.7865	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	18	semblança acústica exploratòria; pendent d'audició
spk-026	spk-049	6	1.0701	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-026	spk-050	6	1.0661	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-026	spk-054	6	1.1708	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-026	spk-057	6	0.7364	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	12	semblança acústica exploratòria; pendent d'audició
spk-026	spk-059	6	0.5929	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-027	spk-028	6	0.8332	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-027	spk-029	6	1.1417	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-027	spk-030	6	1.1030	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-027	spk-032	6	1.1688	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-027	spk-033	6	0.7454	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-027	spk-034	6	1.2642	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-027	spk-035	6	0.7105	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-027	spk-037	6	1.3076	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-027	spk-038	6	0.7149	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-027	spk-039	6	1.2277	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-027	spk-040	6	0.1687	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-027	spk-041	6	0.7094	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-027	spk-042	6	1.3014	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-027	spk-044	6	0.9581	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	12	semblança acústica exploratòria; pendent d'audició
spk-027	spk-045	6	0.8007	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-027	spk-046	6	1.2184	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-027	spk-047	6	0.5875	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	2	semblança acústica exploratòria; pendent d'audició
spk-027	spk-048	6	1.2997	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	12	semblança acústica exploratòria; pendent d'audició
spk-027	spk-050	6	1.0657	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-027	spk-054	6	1.0870	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-027	spk-055	6	1.1089	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	6	semblança acústica exploratòria; pendent d'audició
spk-027	spk-057	6	0.6444	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-027	spk-059	6	0.8519	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	6	semblança acústica exploratòria; pendent d'audició
spk-028	spk-029	6	0.6881	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-028	spk-030	6	1.3251	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-028	spk-032	6	0.8799	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-028	spk-033	6	0.7734	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-028	spk-035	6	0.4746	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	12	semblança acústica exploratòria; pendent d'audició
spk-028	spk-038	6	0.6505	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-028	spk-039	6	1.0011	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	14	semblança acústica exploratòria; pendent d'audició
spk-028	spk-040	6	0.6815	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-028	spk-041	6	0.9875	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-028	spk-044	6	1.0355	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	13	semblança acústica exploratòria; pendent d'audició
spk-028	spk-045	6	0.8021	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-028	spk-046	6	1.1853	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-028	spk-047	6	0.6194	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-028	spk-050	6	1.2403	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-028	spk-052	6	1.3293	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-028	spk-054	6	1.0915	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-028	spk-055	6	1.0012	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	6	semblança acústica exploratòria; pendent d'audició
spk-028	spk-057	6	0.5773	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	12	semblança acústica exploratòria; pendent d'audició
spk-028	spk-059	6	0.5139	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-029	spk-030	6	0.9530	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-029	spk-031	6	0.9059	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-029	spk-032	6	0.4991	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	2	semblança acústica exploratòria; pendent d'audició
spk-029	spk-033	6	0.7752	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-029	spk-035	6	0.6965	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-029	spk-038	6	0.7426	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-029	spk-039	6	0.7112	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-029	spk-040	6	1.0534	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	6	semblança acústica exploratòria; pendent d'audició
spk-029	spk-041	6	1.0204	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-029	spk-042	6	1.2677	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-029	spk-043	6	1.1467	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-029	spk-044	6	0.7624	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-029	spk-045	6	0.8733	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-029	spk-046	6	0.6769	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-029	spk-047	6	1.1259	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	2	semblança acústica exploratòria; pendent d'audició
spk-029	spk-048	6	1.0897	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-029	spk-049	6	1.2277	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-029	spk-050	6	0.9668	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	6	semblança acústica exploratòria; pendent d'audició
spk-029	spk-051	6	1.1775	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-029	spk-052	6	1.0464	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	1	semblança acústica exploratòria; pendent d'audició
spk-029	spk-053	6	1.3275	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-029	spk-054	6	0.8601	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-029	spk-055	6	0.8616	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
