expedient	model	tokens	tipus_lexics	type_token_ratio	repeticio_3gram	marcadors_discursius	formes_territorials	formes_contacte	pronoms_clitics	perifrasi_past_aparent	primera_persona	negacio	nota	estat
lead-rtva-023-josep-maria-cases	small	8177	1616	0.1976	0.0779	bé=40;bueno=20;clar=13;doncs=9;llavors=6;de fet=2;o sigui=8;vull dir=3;a veure=8;aviam=2;diguem=5;per tant=12;a nivell=4;no?=45	comú=1;Ordino=1;principat=1	anglès=1	851	177	78	276	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
lead-rtva-023-josep-maria-cases	base	8862	1605	0.1811	0.2934	bé=31;bueno=16;clar=11;doncs=2;llavors=2;o sigui=3;vull dir=1;a veure=33;diguem=5;per tant=9;a nivell=1;no?=38	comú=1;Ordino=1	espanyol=1	964	169	68	314	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
