clip	durada_s	rms_db	zcr	centroid_hz	f0_median_hz	veu_activa	estat
clips/lead-yt-036__02__a-veure.wav	6.920	-26.81	0.0627	1006.7	112.7	0.7522	descriptor instrumental; pendent d'audició
clips/lead-yt-036__06__b.wav	7.400	-21.83	0.0852	1540.1	210.5	0.8713	descriptor instrumental; pendent d'audició
clips/lead-yt-036__07__clar.wav	6.880	-31.82	0.0589	1043.1	101.9	0.6531	descriptor instrumental; pendent d'audició
clips/lead-yt-036__08__de-fet.wav	8.720	-26.59	0.0652	1099.1	103.2	0.7276	descriptor instrumental; pendent d'audició
clips/lead-yt-036__09__diguem.wav	8.240	-30.23	0.0627	1079.5	95.2	0.6849	descriptor instrumental; pendent d'audició
clips/lead-yt-036__10__doncs.wav	6.440	-30.02	0.0702	1158.4	95.8	0.6231	descriptor instrumental; pendent d'audició
clips/lead-yt-036__11__evidentment.wav	7.400	-28.08	0.0614	1039.3	96.4	0.7209	descriptor instrumental; pendent d'audició
clips/lead-yt-036__13__no.wav	9.600	-32.37	0.0627	1123.2	87.9	0.7025	descriptor instrumental; pendent d'audició
clips/lead-yt-036__14__o-sigui.wav	6.680	-30.24	0.0602	1067.0	93.0	0.7477	descriptor instrumental; pendent d'audició
clips/lead-yt-036__15__per-tant.wav	6.440	-28.01	0.0551	1007.0	93.6	0.7648	descriptor instrumental; pendent d'audició
clips/lead-yt-036__16__perqu.wav	7.200	-32.35	0.0576	990.9	90.9	0.7075	descriptor instrumental; pendent d'audició
clips/lead-yt-036__18__s-a-dir.wav	5.840	-29.55	0.0551	996.3	93.0	0.7990	descriptor instrumental; pendent d'audició
clips/lead-yt-036__22__ordino.wav	5.800	-28.16	0.0551	938.8	100.3	0.7682	descriptor instrumental; pendent d'audició
clips/lead-yt-036__23__sant-juli.wav	8.880	-25.26	0.0476	716.3	103.2	0.7980	descriptor instrumental; pendent d'audició
clips/lead-yt-036__28__comuns.wav	6.600	-27.91	0.0576	1039.0	115.1	0.7903	descriptor instrumental; pendent d'audició
clips/lead-yt-036__29__com.wav	9.000	-28.40	0.0539	930.9	106.0	0.7294	descriptor instrumental; pendent d'audició
clips/lead-yt-036__33__parr-quia.wav	8.160	-28.88	0.0551	782.1	101.9	0.6634	descriptor instrumental; pendent d'audició
clips/lead-yt-036__36__dem-crates.wav	7.800	-25.01	0.0827	1436.8	202.5	0.8252	descriptor instrumental; pendent d'audició
clips/lead-yt-036__37__habitatge.wav	9.000	-28.12	0.0576	758.8	98.8	0.6982	descriptor instrumental; pendent d'audició
clips/lead-yt-036__39__lloguer.wav	7.960	-30.03	0.0627	1131.1	105.3	0.6751	descriptor instrumental; pendent d'audició
clips/lead-yt-036__40__poder-adquisitiu.wav	7.000	-32.97	0.0702	1247.7	115.1	0.5974	descriptor instrumental; pendent d'audició
clips/lead-yt-036__41__creixement-urban-stic.wav	6.200	-28.57	0.0526	917.9	107.4	0.7702	descriptor instrumental; pendent d'audició
clips/lead-yt-036__42__museu-nacional.wav	8.480	-27.00	0.0902	1384.6	195.1	0.8487	descriptor instrumental; pendent d'audició
clips/lead-yt-036__43__cultura.wav	10.080	-22.12	0.0727	1438.0	186.0	0.8618	descriptor instrumental; pendent d'audició
clips/lead-yt-036__44__just-cia.wav	6.640	-23.78	0.0501	696.9	98.2	0.8731	descriptor instrumental; pendent d'audició
clips/lead-yt-036__45__medi-ambient.wav	6.320	-31.57	0.0627	1189.3	94.7	0.7254	descriptor instrumental; pendent d'audició
clips/lead-yt-036__47__uni-europea.wav	6.520	-32.51	0.0627	1104.4	95.0	0.6708	descriptor instrumental; pendent d'audició
clips/lead-yt-036__48__acord-d-associaci.wav	6.520	-32.51	0.0627	1104.4	95.0	0.6708	descriptor instrumental; pendent d'audició
clips/lead-yt-036__49__fran-a.wav	7.960	-29.62	0.0652	1100.3	100.3	0.7280	descriptor instrumental; pendent d'audició
clips/lead-yt-036__50__espanya.wav	6.800	-26.81	0.0551	1025.8	101.9	0.7640	descriptor instrumental; pendent d'audició
clips/lead-yt-036__51__pand-mia.wav	6.000	-28.79	0.0576	896.9	88.9	0.8211	descriptor instrumental; pendent d'audició
clips/lead-yt-036__52__inversions.wav	8.200	-28.19	0.0627	1030.1	97.6	0.7262	descriptor instrumental; pendent d'audició
clips/lead-yt-036__53__ciutadans.wav	6.160	-29.67	0.0602	1065.9	94.7	0.7166	descriptor instrumental; pendent d'audició
clips/lead-yt-036__54__andorra.wav	7.120	-30.62	0.0476	698.2	96.4	0.6873	descriptor instrumental; pendent d'audició
clips/lead-yt-036__63__construcci.wav	6.000	-28.19	0.0576	1005.3	97.0	0.7826	descriptor instrumental; pendent d'audició
clips/lead-yt-036__64__sostenibilitat.wav	6.720	-29.86	0.0539	1013.8	99.4	0.7493	descriptor instrumental; pendent d'audició
clips/lead-yt-036__66__fiscal.wav	6.520	-31.35	0.0627	1080.7	86.5	0.6923	descriptor instrumental; pendent d'audició
clips/lead-yt-036__68__relat-nacional.wav	5.880	-28.38	0.0602	1021.7	101.9	0.7850	descriptor instrumental; pendent d'audició
clips/lead-yt-036__69__serveis.wav	9.440	-31.59	0.0702	1240.1	113.5	0.6136	descriptor instrumental; pendent d'audició
