expedient	model	tokens	tipus_lexics	type_token_ratio	repeticio_3gram	marcadors_discursius	formes_territorials	formes_contacte	pronoms_clitics	perifrasi_past_aparent	primera_persona	negacio	nota	estat
lead-yt-056-arnau-fortuny	small	5104	1157	0.2267	0.0732	bé=22;bueno=20;clar=41;doncs=3;llavors=7;aleshores=2;de fet=6;és a dir=4;o sigui=19;vull dir=1;a veure=7;diguem=7;evidentment=5;per tant=8;no?=14		anglès=2	441	56	48	213	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
lead-yt-056-arnau-fortuny	base	5212	1214	0.2329	0.1128	bé=27;bueno=16;clar=38;doncs=4;llavors=1;de fet=4;és a dir=5;o sigui=10;vull dir=1;a veure=5;diguem=4;evidentment=2;per tant=5;a nivell=1;no?=10		espanyol=1;anglès=2	451	58	46	413	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
