expedient	model	tokens	tipus_lexics	type_token_ratio	repeticio_3gram	marcadors_discursius	formes_territorials	formes_contacte	pronoms_clitics	perifrasi_past_aparent	primera_persona	negacio	nota	estat
lead-rtva-028-pere-besoli	small	9194	1682	0.1829	0.0964	bé=25;bueno=20;clar=10;doncs=10;llavors=73;de fet=1;és a dir=1;o sigui=10;vull dir=4;a veure=7;diguem=2;evidentment=5;per tant=3;no?=26	andorrana=1;comú=3;copríncep=4;Escaldes=1	castellà=2;espanyol=1;espanyola=4;francès=9;francesa=6	1014	261	84	234	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
lead-rtva-028-pere-besoli	base	9953	1813	0.1822	0.1947	bé=27;bueno=18;clar=11;doncs=5;llavors=36;de fet=3;és a dir=1;o sigui=7;vull dir=6;a veure=5;diguem=1;evidentment=5;per tant=65;no?=23	comú=1;Escaldes=1	castellà=2;espanyol=2;espanyola=3;francès=5;francesa=7	1115	274	72	566	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
