clip	durada_s	rms_db	zcr	centroid_hz	f0_median_hz	veu_activa	estat
clips/lead-rtva-028__02__a-veure.wav	7.200	-24.52	0.0476	798.1	144.1	0.6532	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__05__bueno.wav	5.640	-30.01	0.0602	1035.7	140.4	0.5854	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__06__b.wav	9.120	-34.00	0.0702	1336.2	135.6	0.5582	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__07__clar.wav	7.240	-23.02	0.0451	779.8	161.6	0.7161	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__08__de-fet.wav	10.080	-27.58	0.0501	896.4	126.0	0.6233	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__09__diguem.wav	5.520	-24.54	0.0476	886.2	113.5	0.7491	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__10__doncs.wav	6.160	-31.15	0.0602	1014.0	139.1	0.5733	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__11__evidentment.wav	5.520	-26.94	0.0627	867.4	105.3	0.7145	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__12__llavors.wav	5.640	-36.52	0.0827	1504.7	114.3	0.5000	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__13__no.wav	7.160	-26.88	0.0539	882.0	117.6	0.6723	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__14__o-sigui.wav	7.360	-33.57	0.0652	1259.5	123.1	0.5341	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__15__per-tant.wav	8.000	-26.02	0.0426	788.2	110.3	0.7155	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__16__perqu.wav	5.000	-44.77	0.1015	1802.5	126.0	0.4277	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__17__vull-dir.wav	7.360	-33.57	0.0652	1259.5	123.1	0.5341	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__18__s-a-dir.wav	11.600	-30.01	0.0526	982.0	125.0	0.5691	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__20__escaldes.wav	8.600	-26.45	0.0526	776.9	112.7	0.6923	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__25__andorrana.wav	6.840	-24.28	0.0501	790.5	108.1	0.8079	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__29__com.wav	7.760	-25.53	0.0426	811.2	117.6	0.7313	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__30__copr-ncep.wav	7.840	-28.94	0.0526	889.1	140.4	0.6036	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__37__escola.wav	6.840	-24.30	0.0551	915.7	129.0	0.7243	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__38__hist-ria.wav	7.480	-25.67	0.0426	889.9	131.1	0.6877	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__41__empresa.wav	7.200	-23.89	0.0526	893.8	120.3	0.8858	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__42__empresari.wav	5.880	-25.05	0.0501	901.5	115.1	0.6706	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__43__comer.wav	7.720	-24.46	0.0551	934.9	118.5	0.7922	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__46__fam-lia.wav	9.800	-30.16	0.0576	964.3	128.5	0.5798	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__48__andorra.wav	7.720	-24.46	0.0551	934.9	118.5	0.7922	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__49__joventut.wav	10.600	-22.43	0.0476	839.1	137.9	0.6626	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__56__govern.wav	6.760	-25.98	0.0501	809.5	121.2	0.7062	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__69__andorrans.wav	7.040	-27.12	0.0526	926.3	134.5	0.6197	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__70__projecte.wav	8.200	-28.23	0.0476	913.7	123.1	0.5929	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__73__esdeveniment.wav	8.960	-28.37	0.0476	853.2	129.0	0.6007	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__74__premis.wav	8.680	-24.07	0.0489	769.7	109.6	0.8152	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__76__jocs.wav	6.920	-29.89	0.0526	937.4	116.4	0.6449	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__77__festa.wav	7.840	-27.02	0.0526	964.8	115.9	0.6458	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__78__equip.wav	6.000	-31.61	0.0576	1029.0	142.9	0.5569	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__79__catal.wav	9.320	-39.41	0.0902	1561.3	111.9	0.4559	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__80__franc-s.wav	6.760	-25.98	0.0501	809.5	121.2	0.7062	descriptor instrumental; pendent d'audició
clips/lead-rtva-028__81__castell.wav	7.160	-35.15	0.0727	1321.1	129.0	0.5266	descriptor instrumental; pendent d'audició
