clip	durada_s	rms_db	zcr	centroid_hz	f0_median_hz	veu_activa	estat
clips/lead-yt-047__02__a-veure.wav	9.920	-29.35	0.1805	2276.6	222.2	0.6232	descriptor instrumental; pendent d'audició
clips/lead-yt-047__03__aleshores.wav	6.960	-29.80	0.1429	1763.9	175.8	0.6427	descriptor instrumental; pendent d'audició
clips/lead-yt-047__04__aviam.wav	7.240	-24.70	0.1078	1642.6	231.9	0.7825	descriptor instrumental; pendent d'audició
clips/lead-yt-047__05__bueno.wav	8.680	-26.15	0.0977	1573.4	231.9	0.6813	descriptor instrumental; pendent d'audició
clips/lead-yt-047__06__b.wav	6.160	-28.40	0.1441	1757.6	171.1	0.6743	descriptor instrumental; pendent d'audició
clips/lead-yt-047__07__clar.wav	8.000	-23.23	0.1078	1722.9	238.8	0.8409	descriptor instrumental; pendent d'audició
clips/lead-yt-047__08__de-fet.wav	6.000	-27.37	0.1078	1687.0	205.1	0.7291	descriptor instrumental; pendent d'audició
clips/lead-yt-047__10__doncs.wav	8.000	-23.73	0.1040	1745.8	228.6	0.7607	descriptor instrumental; pendent d'audició
clips/lead-yt-047__12__llavors.wav	6.800	-37.17	0.1729	1977.1	117.2	0.4690	descriptor instrumental; pendent d'audició
clips/lead-yt-047__13__no.wav	8.000	-22.16	0.1003	1689.8	242.4	0.8747	descriptor instrumental; pendent d'audició
clips/lead-yt-047__14__o-sigui.wav	6.000	-23.91	0.1053	1645.0	238.8	0.7759	descriptor instrumental; pendent d'audició
clips/lead-yt-047__15__per-tant.wav	6.800	-29.78	0.1491	1786.0	166.7	0.6770	descriptor instrumental; pendent d'audició
clips/lead-yt-047__16__perqu.wav	6.800	-24.69	0.1554	1787.6	181.8	0.8024	descriptor instrumental; pendent d'audició
clips/lead-yt-047__17__vull-dir.wav	5.280	-21.78	0.1253	1611.2	200.0	0.8669	descriptor instrumental; pendent d'audició
clips/lead-yt-047__18__s-a-dir.wav	8.200	-31.65	0.1554	1707.6	105.3	0.6308	descriptor instrumental; pendent d'audició
clips/lead-yt-047__20__escaldes.wav	9.240	-28.78	0.1028	1630.6	179.8	0.7614	descriptor instrumental; pendent d'audició
clips/lead-yt-047__36__n-ria.wav	7.280	-25.57	0.1629	1759.8	192.8	0.7741	descriptor instrumental; pendent d'audició
clips/lead-yt-047__37__cel-ac.wav	6.640	-22.83	0.0927	1565.4	246.2	0.7538	descriptor instrumental; pendent d'audició
clips/lead-yt-047__38__celiaquia.wav	6.000	-24.42	0.1103	1609.7	231.9	0.7324	descriptor instrumental; pendent d'audició
clips/lead-yt-047__39__gluten.wav	10.600	-24.77	0.0877	1372.9	210.5	0.7883	descriptor instrumental; pendent d'audició
clips/lead-yt-047__40__dieta.wav	6.000	-23.07	0.0902	1513.1	223.8	0.8244	descriptor instrumental; pendent d'audició
clips/lead-yt-047__41__alimentaci.wav	8.200	-31.65	0.1554	1707.6	105.3	0.6308	descriptor instrumental; pendent d'audició
clips/lead-yt-047__42__escoles.wav	6.720	-24.87	0.1604	1837.0	195.1	0.7970	descriptor instrumental; pendent d'audició
clips/lead-yt-047__43__ministeri.wav	8.640	-23.39	0.0927	1424.4	195.1	0.8318	descriptor instrumental; pendent d'audició
clips/lead-yt-047__44__associaci.wav	7.280	-25.57	0.1629	1759.8	192.8	0.7741	descriptor instrumental; pendent d'audició
clips/lead-yt-047__45__andorra.wav	7.280	-25.57	0.1629	1759.8	192.8	0.7741	descriptor instrumental; pendent d'audició
clips/lead-yt-047__47__pa.wav	6.640	-22.83	0.0927	1565.4	246.2	0.7538	descriptor instrumental; pendent d'audició
clips/lead-yt-047__48__farina.wav	9.600	-26.72	0.1128	1700.7	216.2	0.7223	descriptor instrumental; pendent d'audició
clips/lead-yt-047__49__restaurants.wav	9.760	-28.87	0.0927	1577.0	213.3	0.7423	descriptor instrumental; pendent d'audició
clips/lead-yt-047__51__salut.wav	6.000	-22.45	0.0902	1609.8	225.4	0.8712	descriptor instrumental; pendent d'audició
clips/lead-yt-047__52__diagn-stic.wav	7.160	-24.73	0.0977	1635.2	240.6	0.7563	descriptor instrumental; pendent d'audició
