expedient	model	tokens	tipus_lexics	type_token_ratio	repeticio_3gram	marcadors_discursius	formes_territorials	formes_contacte	pronoms_clitics	perifrasi_past_aparent	primera_persona	negacio	nota	estat
lead-yt-050-pau-chica	small	6306	1399	0.2219	0.0665	bé=17;bueno=7;clar=19;doncs=21;llavors=9;és a dir=13;vull dir=2;a veure=3;evidentment=22;per tant=18;a nivell=3;no?=22	parròquia=1;comuns=1;comunal=1;Canillo=1;Ordino=1	espanyol=2;espanyola=6;francès=3;francesa=1	651	57	38	142	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
lead-yt-050-pau-chica	base	6282	1469	0.2338	0.0606	bé=19;bueno=6;clar=14;doncs=26;llavors=4;de fet=2;és a dir=9;vull dir=1;a veure=4;evidentment=21;per tant=11;a nivell=3;no?=20	andorrana=1;parròquia=1;comunals=1;principat=2	espanyol=2;espanyola=6;francès=1;francesa=1	697	58	39	138	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
