expedient	model	tokens	tipus_lexics	type_token_ratio	repeticio_3gram	marcadors_discursius	formes_territorials	formes_contacte	pronoms_clitics	perifrasi_past_aparent	primera_persona	negacio	nota	estat
lead-rtva-010-lurdes-riba	small	6518	1435	0.2202	0.0593	bé=25;bueno=15;clar=3;doncs=10;llavors=4;de fet=1;o sigui=4;vull dir=5;a veure=5;diguem=2;evidentment=14;per tant=2;a nivell=1;no?=36	andorrana=1;parròquia=2;comú=1;comunals=1;pagesia=2;Ordino=19;Escaldes=1;Sant Julià=4;principat=1	castellà=8;espanyol=1;espanyola=5;francès=2;francesa=3;anglès=2;barbarismes=2	737	130	66	169	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
lead-rtva-010-lurdes-riba	base	6590	1489	0.2259	0.0700	bé=27;bueno=14;clar=3;doncs=9;llavors=1;de fet=1;o sigui=3;vull dir=5;a veure=7;diguem=2;evidentment=12;per tant=3;a nivell=1;no?=24	parròquia=2;comú=1;comunals=1;Ordino=10;Sant Julià=3	castellà=6;espanyol=1;espanyola=5;francesa=3;anglès=2;barbarismes=2	756	133	57	185	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
