expedient	model	tokens	tipus_lexics	type_token_ratio	repeticio_3gram	marcadors_discursius	formes_territorials	formes_contacte	pronoms_clitics	perifrasi_past_aparent	primera_persona	negacio	nota	estat
lead-yt-040-guillem-forne	small	6151	1471	0.2391	0.0742	bé=24;bueno=11;clar=7;doncs=2;llavors=1;de fet=6;és a dir=12;o sigui=2;vull dir=2;a veure=3;aviam=3;diguem=1;a nivell=6;no?=1	parròquia=3;comú=1;Ordino=1;Massana=20;Sant Julià=4	francesa=1	674	43	35	130	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
lead-yt-040-guillem-forne	base	6256	1534	0.2452	0.0858	bé=21;bueno=18;clar=6;doncs=4;de fet=6;és a dir=10;o sigui=1;vull dir=2;a veure=4;aviam=4;diguem=1;a nivell=6;no?=5	parròquia=3;Ordino=1;Massana=7;Sant Julià=1	francesa=1	670	39	42	238	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
