clip	durada_s	rms_db	zcr	centroid_hz	f0_median_hz	veu_activa	estat
clips/lead-yt-040__01__a-nivell.wav	6.000	-26.04	0.1003	1334.8	363.6	0.7876	descriptor instrumental; pendent d'audició
clips/lead-yt-040__02__a-veure.wav	10.040	-27.55	0.1078	1463.7	177.8	0.6756	descriptor instrumental; pendent d'audició
clips/lead-yt-040__04__aviam.wav	7.560	-26.79	0.1015	1385.0	156.9	0.7719	descriptor instrumental; pendent d'audició
clips/lead-yt-040__05__bueno.wav	8.400	-24.11	0.1353	1627.3	177.8	0.9069	descriptor instrumental; pendent d'audició
clips/lead-yt-040__06__b.wav	6.560	-28.63	0.1604	1815.2	139.1	0.6697	descriptor instrumental; pendent d'audició
clips/lead-yt-040__07__clar.wav	7.160	-30.65	0.1328	1525.9	121.2	0.7199	descriptor instrumental; pendent d'audició
clips/lead-yt-040__08__de-fet.wav	6.280	-24.80	0.1053	1458.2	157.6	0.8466	descriptor instrumental; pendent d'audició
clips/lead-yt-040__09__diguem.wav	8.960	-31.39	0.1328	1566.8	117.2	0.5872	descriptor instrumental; pendent d'audició
clips/lead-yt-040__10__doncs.wav	6.280	-19.99	0.1366	1702.1	177.8	0.9281	descriptor instrumental; pendent d'audició
clips/lead-yt-040__12__llavors.wav	6.760	-26.57	0.1203	1477.1	166.7	0.8398	descriptor instrumental; pendent d'audició
clips/lead-yt-040__13__no.wav	7.160	-25.82	0.1178	1526.7	160.8	0.8095	descriptor instrumental; pendent d'audició
clips/lead-yt-040__14__o-sigui.wav	10.880	-29.26	0.1115	1476.3	320.0	0.7044	descriptor instrumental; pendent d'audició
clips/lead-yt-040__16__perqu.wav	5.520	-26.75	0.1554	1743.6	155.3	0.7800	descriptor instrumental; pendent d'audició
clips/lead-yt-040__17__vull-dir.wav	10.760	-25.90	0.0902	1262.1	119.4	0.8613	descriptor instrumental; pendent d'audició
clips/lead-yt-040__18__s-a-dir.wav	6.800	-24.10	0.0902	1282.4	137.3	0.8525	descriptor instrumental; pendent d'audició
clips/lead-yt-040__21__massana.wav	6.360	-24.12	0.1529	1810.7	173.9	0.7729	descriptor instrumental; pendent d'audició
clips/lead-yt-040__22__ordino.wav	7.040	-29.73	0.1028	1283.2	164.9	0.7578	descriptor instrumental; pendent d'audició
clips/lead-yt-040__23__sant-juli.wav	9.920	-30.45	0.0927	1225.9	125.5	0.7273	descriptor instrumental; pendent d'audició
clips/lead-yt-040__29__com.wav	9.400	-25.06	0.1053	1383.4	138.5	0.8443	descriptor instrumental; pendent d'audició
clips/lead-yt-040__33__parr-quia.wav	6.920	-29.67	0.1654	1741.7	136.8	0.6725	descriptor instrumental; pendent d'audició
clips/lead-yt-040__36__guillem-forn.wav	6.360	-24.12	0.1529	1810.7	173.9	0.7729	descriptor instrumental; pendent d'audició
clips/lead-yt-040__37__la-massana.wav	6.360	-24.12	0.1529	1810.7	173.9	0.7729	descriptor instrumental; pendent d'audició
clips/lead-yt-040__38__conseller.wav	6.360	-24.12	0.1529	1810.7	173.9	0.7729	descriptor instrumental; pendent d'audició
clips/lead-yt-040__39__conseller-de-cultura.wav	6.360	-24.12	0.1529	1810.7	173.9	0.7729	descriptor instrumental; pendent d'audició
clips/lead-yt-040__40__cultura.wav	6.360	-24.12	0.1529	1810.7	173.9	0.7729	descriptor instrumental; pendent d'audició
clips/lead-yt-040__41__andorra.wav	5.600	-26.56	0.0965	1220.5	432.4	0.7832	descriptor instrumental; pendent d'audició
clips/lead-yt-040__45__la-vida.wav	9.000	-28.33	0.1654	1804.3	121.2	0.7294	descriptor instrumental; pendent d'audició
clips/lead-yt-040__46__andoflora.wav	7.040	-27.24	0.1003	1342.0	271.2	0.7564	descriptor instrumental; pendent d'audició
clips/lead-yt-040__47__flors.wav	6.920	-29.67	0.1654	1741.7	136.8	0.6725	descriptor instrumental; pendent d'audició
clips/lead-yt-040__48__floral.wav	9.120	-27.54	0.0977	1313.9	133.3	0.8154	descriptor instrumental; pendent d'audició
clips/lead-yt-040__49__fira.wav	13.480	-29.66	0.1103	1475.2	166.7	0.8009	descriptor instrumental; pendent d'audició
clips/lead-yt-040__50__mercat.wav	13.480	-29.66	0.1103	1475.2	166.7	0.8009	descriptor instrumental; pendent d'audició
clips/lead-yt-040__51__tradici.wav	6.800	-27.10	0.0902	1243.6	145.5	0.7773	descriptor instrumental; pendent d'audició
clips/lead-yt-040__52__viles-florides.wav	8.400	-26.24	0.1078	1497.7	258.1	0.8413	descriptor instrumental; pendent d'audició
clips/lead-yt-040__53__catalunya.wav	5.760	-27.01	0.1178	1595.9	333.3	0.8293	descriptor instrumental; pendent d'audició
clips/lead-yt-040__54__canalla.wav	5.520	-20.66	0.1566	1809.0	173.9	0.9382	descriptor instrumental; pendent d'audició
clips/lead-yt-040__56__nens.wav	6.800	-26.64	0.1303	1559.7	137.3	0.8496	descriptor instrumental; pendent d'audició
clips/lead-yt-040__57__teatre.wav	8.480	-27.03	0.1178	1559.5	177.8	0.6962	descriptor instrumental; pendent d'audició
clips/lead-yt-040__59__llibres.wav	8.000	-29.20	0.0977	1310.7	190.5	0.7707	descriptor instrumental; pendent d'audició
clips/lead-yt-040__60__lectura.wav	9.160	-27.96	0.1053	1302.3	135.0	0.7976	descriptor instrumental; pendent d'audició
clips/lead-yt-040__61__dansa.wav	7.880	-22.12	0.1253	1582.1	152.4	0.8588	descriptor instrumental; pendent d'audició
clips/lead-yt-040__62__escena-nacional.wav	10.200	-30.69	0.0927	1190.6	183.9	0.7161	descriptor instrumental; pendent d'audició
clips/lead-yt-040__63__restauradors.wav	9.000	-29.03	0.1078	1426.4	127.0	0.7606	descriptor instrumental; pendent d'audició
clips/lead-yt-040__65__producte.wav	7.480	-26.15	0.0927	1355.1	186.0	0.7681	descriptor instrumental; pendent d'audició
clips/lead-yt-040__66__cal-ots.wav	7.000	-28.27	0.1053	1389.7	210.5	0.7722	descriptor instrumental; pendent d'audició
clips/lead-yt-040__67__bolets.wav	9.000	-24.27	0.1053	1399.2	125.0	0.7595	descriptor instrumental; pendent d'audició
clips/lead-yt-040__68__boleros.wav	7.800	-29.31	0.1053	1323.6	115.1	0.7134	descriptor instrumental; pendent d'audició
clips/lead-yt-040__69__climatologia.wav	7.600	-26.54	0.1291	1531.8	135.6	0.8654	descriptor instrumental; pendent d'audició
clips/lead-yt-040__70__hotels.wav	6.680	-26.41	0.1053	1402.9	160.0	0.8198	descriptor instrumental; pendent d'audició
