expedient	model	tokens	tipus_lexics	type_token_ratio	repeticio_3gram	marcadors_discursius	formes_territorials	formes_contacte	pronoms_clitics	perifrasi_past_aparent	primera_persona	negacio	nota	estat
lead-rtva-016-josep-areny	small	9233	1502	0.1627	0.1767	bé=35;bueno=42;clar=22;doncs=50;llavors=2;aleshores=12;de fet=1;és a dir=31;o sigui=1;a veure=22;aviam=1;diguem=2;evidentment=5;per tant=2;a nivell=1;no?=42	parròquia=1;comú=7;copríncep=1;padrí=8;Canillo=9;Escaldes=1;Constitució=6	espanyol=11;espanyola=1;francès=2	1092	191	92	202	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
lead-rtva-016-josep-areny	base	10054	1579	0.1571	0.2972	bé=32;bueno=42;clar=18;doncs=62;llavors=3;aleshores=3;de fet=1;és a dir=28;o sigui=1;a veure=15;diguem=1;evidentment=7;per tant=3;a nivell=1;no?=32	parròquia=4;comú=6;padrí=1;Escaldes=1;Constitució=5	espanyola=1;francès=2	1422	167	89	239	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
