expedient	model	tokens	tipus_lexics	type_token_ratio	repeticio_3gram	marcadors_discursius	formes_territorials	formes_contacte	pronoms_clitics	perifrasi_past_aparent	primera_persona	negacio	nota	estat
lead-rtva-017-simo-duro	small	8693	1844	0.2121	0.0736	bé=25;bueno=3;clar=12;doncs=51;llavors=12;de fet=2;és a dir=11;o sigui=2;vull dir=3;a veure=1;diguem=5;evidentment=6;per tant=6;a nivell=14;no?=7	andorrana=1;parròquia=3;copríncep=2;bordes=4;aiguat=2;padrí=3;Ordino=10;Escaldes=2;Sant Julià=5;Constitució=2;principat=1	francès=4;francesa=1	1127	160	43	205	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
lead-rtva-017-simo-duro	base	10201	1734	0.1700	0.4335	bé=19;bueno=4;clar=7;doncs=52;llavors=1;de fet=1;és a dir=8;o sigui=1;vull dir=3;a veure=1;diguem=4;evidentment=5;per tant=5;a nivell=12;no?=10	andorrana=1;parròquia=1;bordes=4;Encamp=1;Ordino=5;Sant Julià=2;Constitució=2	francesa=1	1548	111	53	374	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
