expedient	model	tokens	tipus_lexics	type_token_ratio	repeticio_3gram	marcadors_discursius	formes_territorials	formes_contacte	pronoms_clitics	perifrasi_past_aparent	primera_persona	negacio	nota	estat
lead-yt-053-sonia-andorrita	small	2662	723	0.2716	0.0704	bé=16;bueno=5;clar=5;doncs=1;llavors=4;aleshores=1;de fet=1;és a dir=2;a veure=5;aviam=1;per tant=1;no?=17	comú=1;Escaldes=1	castellà=1	212	42	39	96	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
lead-yt-053-sonia-andorrita	base	2857	748	0.2618	0.1356	bé=19;bueno=5;clar=6;doncs=1;llavors=2;de fet=1;és a dir=1;a veure=2;per tant=1;no?=18	comú=1;Escaldes=1	castellà=1	213	43	41	110	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
