clip	durada_s	rms_db	zcr	centroid_hz	f0_median_hz	veu_activa	estat
clips/lead-yt-053-sonia-andorrita__02__a-veure.wav	6.320	-28.01	0.1028	1497.0	181.8	0.7492	descriptor instrumental; pendent d'audició
clips/lead-yt-053-sonia-andorrita__03__aleshores.wav	6.080	-24.06	0.0977	1536.9	192.8	0.8102	descriptor instrumental; pendent d'audició
clips/lead-yt-053-sonia-andorrita__04__aviam.wav	8.000	-17.88	0.1429	1740.6	213.3	0.9185	descriptor instrumental; pendent d'audició
clips/lead-yt-053-sonia-andorrita__05__bueno.wav	6.000	-23.73	0.1028	1539.2	207.8	0.7742	descriptor instrumental; pendent d'audició
clips/lead-yt-053-sonia-andorrita__06__b.wav	8.400	-30.25	0.0902	1368.7	197.5	0.7017	descriptor instrumental; pendent d'audició
clips/lead-yt-053-sonia-andorrita__07__clar.wav	11.000	-33.66	0.1178	1517.3	166.7	0.6284	descriptor instrumental; pendent d'audició
clips/lead-yt-053-sonia-andorrita__08__de-fet.wav	7.200	-30.37	0.1003	1373.5	146.1	0.7214	descriptor instrumental; pendent d'audició
clips/lead-yt-053-sonia-andorrita__10__doncs.wav	11.960	-27.26	0.0827	1334.7	222.2	0.7169	descriptor instrumental; pendent d'audició
clips/lead-yt-053-sonia-andorrita__12__llavors.wav	10.000	-31.01	0.0977	1402.1	195.1	0.6693	descriptor instrumental; pendent d'audició
clips/lead-yt-053-sonia-andorrita__13__no.wav	6.000	-31.72	0.1015	1477.0	113.5	0.6555	descriptor instrumental; pendent d'audició
clips/lead-yt-053-sonia-andorrita__15__per-tant.wav	9.280	-31.47	0.1253	1642.2	186.0	0.6479	descriptor instrumental; pendent d'audició
clips/lead-yt-053-sonia-andorrita__16__perqu.wav	7.920	-28.77	0.0952	1549.8	238.8	0.7291	descriptor instrumental; pendent d'audició
clips/lead-yt-053-sonia-andorrita__18__s-a-dir.wav	8.880	-28.98	0.1153	1608.2	152.4	0.6975	descriptor instrumental; pendent d'audició
clips/lead-yt-053-sonia-andorrita__20__escaldes.wav	8.880	-28.98	0.1153	1608.2	152.4	0.6975	descriptor instrumental; pendent d'audició
clips/lead-yt-053-sonia-andorrita__29__com.wav	8.880	-28.98	0.1153	1608.2	152.4	0.6975	descriptor instrumental; pendent d'audició
clips/lead-yt-053-sonia-andorrita__36__sonia.wav	8.000	-17.88	0.1429	1740.6	213.3	0.9185	descriptor instrumental; pendent d'audició
clips/lead-yt-053-sonia-andorrita__37__andorrita.wav	7.000	-25.27	0.1153	1634.2	142.9	0.7951	descriptor instrumental; pendent d'audició
clips/lead-yt-053-sonia-andorrita__39__botiga.wav	8.200	-40.09	0.1228	1604.0	149.5	0.3606	descriptor instrumental; pendent d'audició
clips/lead-yt-053-sonia-andorrita__43__andorra.wav	10.400	-28.81	0.1128	1481.9	207.8	0.7312	descriptor instrumental; pendent d'audició
clips/lead-yt-053-sonia-andorrita__48__comunitat.wav	10.600	-28.03	0.0952	1400.0	213.3	0.7533	descriptor instrumental; pendent d'audició
clips/lead-yt-053-sonia-andorrita__49__persones.wav	10.360	-30.33	0.1003	1482.0	213.3	0.6896	descriptor instrumental; pendent d'audició
clips/lead-yt-053-sonia-andorrita__50__solid-ria.wav	10.240	-28.51	0.1003	1501.5	210.5	0.7065	descriptor instrumental; pendent d'audició
clips/lead-yt-053-sonia-andorrita__51__associacions.wav	18.320	-31.52	0.0977	1403.1	200.0	0.6514	descriptor instrumental; pendent d'audició
clips/lead-yt-053-sonia-andorrita__52__inscripci.wav	6.400	-30.07	0.1178	1418.3	136.8	0.6740	descriptor instrumental; pendent d'audició
