idDivision	taula	serie	periode	valor	font	actualitzat
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2004-01	107.09	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2004-02	106.9	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2004-03	107.19	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2004-04	108.13	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2004-05	109.04	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2004-06	109.43	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2004-07	109.39	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2004-08	109.36	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2004-09	109.72	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2004-10	110.48	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2004-11	110.99	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2004-12	111.13	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2005-01	110.88	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2005-02	111.06	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2005-03	111.7	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2005-04	112.71	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2005-05	113.32	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2005-06	113.45	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2005-07	113.04	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2005-08	112.84	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2005-09	113.18	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2005-10	114.0	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2005-11	114.47	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2005-12	114.57	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2006-01	114.61	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2006-02	115.04	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2006-03	115.83	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2006-04	116.81	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2006-05	117.66	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2006-06	117.88	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2006-07	117.56	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2006-08	117.35	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2006-09	117.65	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2006-10	118.15	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2006-11	118.4	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2006-12	118.24	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2007-01	118.15	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2007-02	118.14	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2007-03	118.73	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2007-04	119.54	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2007-05	120.22	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2007-06	120.3	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2007-07	119.87	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2007-08	119.8	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2007-09	120.22	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2007-10	121.31	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2007-11	122.31	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2007-12	122.83	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2008-01	123.05	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2008-02	123.31	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2008-03	124.22	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2008-04	125.29	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2008-05	126.34	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2008-06	126.93	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2008-07	126.96	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2008-08	126.73	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2008-09	126.62	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2008-10	126.64	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2008-11	126.28	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2008-12	125.26	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2009-01	123.92	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2009-02	123.21	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2009-03	123.2	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2009-04	123.87	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2009-05	124.33	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2009-06	124.41	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2009-07	123.98	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2009-08	123.8	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2009-09	124.04	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2009-10	124.69	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2009-11	125.15	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2009-12	125.27	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2010-01	125.24	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2010-02	125.15	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2010-03	125.48	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2010-04	126.08	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2010-05	126.72	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2010-06	126.81	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2010-07	126.37	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2010-08	125.85	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2010-09	125.86	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2010-10	126.4	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2010-11	126.96	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2010-12	127.24	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2011-01	127.27	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2011-02	127.5	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2011-03	128.29	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2011-04	129.35	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2011-05	130.17	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2011-06	130.04	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2011-07	129.56	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2011-08	129.28	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2011-09	129.52	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2011-10	130.03	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2011-11	130.42	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2011-12	130.44	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2012-01	130.32	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2012-02	130.37	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2012-03	130.92	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2012-04	131.67	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2012-05	132.11	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2012-06	131.72	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2012-07	131.06	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2012-08	130.85	Departament d'Estadística	2018-01-18
54	ÍNDEX GENERAL D'ANDORRA. BASE 2001	ANDORRAN CPI INDEX. BASE 2001	2012-09	131.42	Departament d'Estadística	2018-01-18
