expedient	model	tokens	tipus_lexics	type_token_ratio	repeticio_3gram	marcadors_discursius	formes_territorials	formes_contacte	pronoms_clitics	perifrasi_past_aparent	primera_persona	negacio	nota	estat
lead-rtva-026-rosa-maria-mandico	small	8202	1409	0.1718	0.2016	bé=57;bueno=26;clar=39;doncs=22;llavors=15;de fet=1;és a dir=21;vull dir=85;a veure=6;diguem=9;per tant=38;a nivell=6;no?=85	andorrana=3;parròquia=2;comú=5;comunal=2;Canillo=14;Sant Julià=1;Constitució=3	espanyol=2;espanyola=1;francès=3;francesa=5	848	168	53	456	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
lead-rtva-026-rosa-maria-mandico	base	8395	1568	0.1868	0.1380	bé=53;bueno=26;clar=37;doncs=7;llavors=8;de fet=2;és a dir=15;vull dir=64;a veure=3;diguem=6;per tant=43;a nivell=8;no?=87	parròquia=1;comú=6;comunal=2;Canillo=4;Sant Julià=1;Constitució=3	espanyol=2;espanyola=1;francesa=6	898	186	57	278	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
