expedient	model	tokens	tipus_lexics	type_token_ratio	repeticio_3gram	marcadors_discursius	formes_territorials	formes_contacte	pronoms_clitics	perifrasi_past_aparent	primera_persona	negacio	nota	estat
lead-rtva-025-albert-gelabert	small	8731	1803	0.2065	0.1511	bé=17;bueno=5;clar=15;doncs=8;llavors=2;aleshores=28;de fet=2;és a dir=1;o sigui=33;vull dir=9;a veure=30;diguem=3;evidentment=3;per tant=14;a nivell=17;no?=28	andorrana=1;parròquia=5;comú=1;comuns=1;comunals=1;Escaldes=2;Massana=4;Sant Julià=1;Constitució=20;principat=3	espanyol=4;espanyola=3;francès=5;francesa=3	1062	200	31	263	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
lead-rtva-025-albert-gelabert	base	9230	1952	0.2115	0.1532	bé=20;bueno=2;clar=14;doncs=4;llavors=4;aleshores=10;de fet=1;és a dir=1;o sigui=31;a veure=27;diguem=3;evidentment=3;per tant=18;a nivell=13;no?=32	andorrana=1;parròquia=5;comú=1;comuns=1;comunals=1;Ordino=1;Escaldes=3;Massana=2;Constitució=20	espanyol=2;espanyola=1	1224	126	22	334	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
