expedient	model	tokens	tipus_lexics	type_token_ratio	repeticio_3gram	marcadors_discursius	formes_territorials	formes_contacte	pronoms_clitics	perifrasi_past_aparent	primera_persona	negacio	nota	estat
lead-yt-055-enric-flix	small	6835	1442	0.2110	0.1132	bé=16;bueno=24;clar=37;doncs=26;llavors=11;aleshores=2;és a dir=21;vull dir=2;a veure=6;aviam=11;evidentment=8;per tant=7;no?=19	bordes=1;Ordino=1;Sant Julià=1	espanyol=3;espanyola=1	712	87	78	228	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
lead-yt-055-enric-flix	base	7546	1486	0.1969	0.2482	bé=13;bueno=25;clar=29;doncs=19;llavors=5;aleshores=1;és a dir=13;o sigui=1;vull dir=1;a veure=5;aviam=9;evidentment=8;per tant=8;no?=17	bordes=1;Ordino=1	espanyol=2;espanyola=2	716	96	53	672	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
