expedient	model	tokens	tipus_lexics	type_token_ratio	repeticio_3gram	marcadors_discursius	formes_territorials	formes_contacte	pronoms_clitics	perifrasi_past_aparent	primera_persona	negacio	nota	estat
lead-rtva-015-isidre-baro	small	6873	1540	0.2241	0.0915	bé=15;bueno=15;clar=3;doncs=11;llavors=3;aleshores=12;o sigui=10;vull dir=1;a veure=1;diguem=1;evidentment=1;a nivell=2;no?=17	comú=1;comuns=1;Ordino=4;Escaldes=1;Constitució=1;principat=1	espanyol=4;espanyola=3;francès=3;francesa=4	841	238	30	143	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
lead-rtva-015-isidre-baro	base	7035	1656	0.2354	0.1049	bé=26;bueno=10;clar=5;doncs=3;llavors=5;aleshores=3;o sigui=5;vull dir=1;diguem=1;evidentment=1;per tant=3;a nivell=3;no?=17	comú=2;comuns=1;Ordino=2;Constitució=1	espanyol=6;espanyola=1;francesa=4	874	187	30	188	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
