expedient	model	tokens	tipus_lexics	type_token_ratio	repeticio_3gram	marcadors_discursius	formes_territorials	formes_contacte	pronoms_clitics	perifrasi_past_aparent	primera_persona	negacio	nota	estat
lead-rtva-024-denisa-font	small	8418	1677	0.1992	0.0958	bé=26;bueno=9;clar=12;doncs=5;llavors=1;aleshores=9;de fet=1;és a dir=2;o sigui=2;vull dir=4;a veure=7;diguem=1;per tant=2;a nivell=1;no?=25	parròquia=2;comú=11;vegueria=1;comunal=1;comunals=1;bordes=1;ramat=1;pastura=1;padrí=7;Canillo=26	espanyol=3;espanyola=2;francès=13;francesa=15;anglès=2;barbarisme=2	906	201	57	459	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
lead-rtva-024-denisa-font	base	9114	1864	0.2045	0.1729	bé=23;bueno=10;clar=8;doncs=7;llavors=1;de fet=1;és a dir=2;o sigui=1;vull dir=3;a veure=6;per tant=7;a nivell=3;no?=32	comú=9;vegueria=1;comunal=1;comunals=1;bordes=2;pastura=1;Canillo=8	espanyol=3;espanyola=2;francesa=13;anglès=1;barbarisme=2	1221	169	46	496	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
