candidate	forma	clip	veu_confirmada	forma_confirmada	variant_transcrita	trets_fonetica	prosodia	nota_audicio	estat_audicio
lead-rtva-011-josep-dalleres	a nivell	clips/lead-rtva-011__01__a-nivell.wav	pendent	pendent	pendent	pendent	pendent	pendent	pendent
lead-rtva-011-josep-dalleres	a veure	clips/lead-rtva-011__02__a-veure.wav	pendent	pendent	pendent	pendent	pendent	pendent	pendent
lead-rtva-011-josep-dalleres	bueno	clips/lead-rtva-011__05__bueno.wav	pendent	pendent	pendent	pendent	pendent	pendent	pendent
lead-rtva-011-josep-dalleres	bé	clips/lead-rtva-011__06__b.wav	pendent	pendent	pendent	pendent	pendent	pendent	pendent
lead-rtva-011-josep-dalleres	clar	clips/lead-rtva-011__07__clar.wav	pendent	pendent	pendent	pendent	pendent	pendent	pendent
lead-rtva-011-josep-dalleres	de fet	clips/lead-rtva-011__08__de-fet.wav	pendent	pendent	pendent	pendent	pendent	pendent	pendent
lead-rtva-011-josep-dalleres	diguem	clips/lead-rtva-011__09__diguem.wav	pendent	pendent	pendent	pendent	pendent	pendent	pendent
lead-rtva-011-josep-dalleres	doncs	clips/lead-rtva-011__10__doncs.wav	pendent	pendent	pendent	pendent	pendent	pendent	pendent
lead-rtva-011-josep-dalleres	evidentment	clips/lead-rtva-011__11__evidentment.wav	pendent	pendent	pendent	pendent	pendent	pendent	pendent
lead-rtva-011-josep-dalleres	llavors	clips/lead-rtva-011__12__llavors.wav	pendent	pendent	pendent	pendent	pendent	pendent	pendent
lead-rtva-011-josep-dalleres	no?	clips/lead-rtva-011__13__no.wav	pendent	pendent	pendent	pendent	pendent	pendent	pendent
lead-rtva-011-josep-dalleres	o sigui	clips/lead-rtva-011__14__o-sigui.wav	pendent	pendent	pendent	pendent	pendent	pendent	pendent
lead-rtva-011-josep-dalleres	per tant	clips/lead-rtva-011__15__per-tant.wav	pendent	pendent	pendent	pendent	pendent	pendent	pendent
lead-rtva-011-josep-dalleres	perquè	clips/lead-rtva-011__16__perqu.wav	pendent	pendent	pendent	pendent	pendent	pendent	pendent
lead-rtva-011-josep-dalleres	vull dir	clips/lead-rtva-011__17__vull-dir.wav	pendent	pendent	pendent	pendent	pendent	pendent	pendent
lead-rtva-011-josep-dalleres	és a dir	clips/lead-rtva-011__18__s-a-dir.wav	pendent	pendent	pendent	pendent	pendent	pendent	pendent
lead-rtva-011-josep-dalleres	Escaldes	clips/lead-rtva-011__20__escaldes.wav	pendent	pendent	pendent	pendent	pendent	pendent	pendent
lead-rtva-011-josep-dalleres	andorrana	clips/lead-rtva-011__25__andorrana.wav	pendent	pendent	pendent	pendent	pendent	pendent	pendent
lead-rtva-011-josep-dalleres	comú	clips/lead-rtva-011__29__com.wav	pendent	pendent	pendent	pendent	pendent	pendent	pendent
lead-rtva-011-josep-dalleres	síndic general	clips/lead-rtva-011__36__s-ndic-general.wav	pendent	pendent	pendent	pendent	pendent	pendent	pendent
lead-rtva-011-josep-dalleres	conseller	clips/lead-rtva-011__37__conseller.wav	pendent	pendent	pendent	pendent	pendent	pendent	pendent
lead-rtva-011-josep-dalleres	ministre	clips/lead-rtva-011__40__ministre.wav	pendent	pendent	pendent	pendent	pendent	pendent	pendent
lead-rtva-011-josep-dalleres	Consell General	clips/lead-rtva-011__42__consell-general.wav	pendent	pendent	pendent	pendent	pendent	pendent	pendent
lead-rtva-011-josep-dalleres	Constitució	clips/lead-rtva-011__43__constituci.wav	pendent	pendent	pendent	pendent	pendent	pendent	pendent
lead-rtva-011-josep-dalleres	Andorra	clips/lead-rtva-011__44__andorra.wav	pendent	pendent	pendent	pendent	pendent	pendent	pendent
lead-rtva-011-josep-dalleres	poesia	clips/lead-rtva-011__48__poesia.wav	pendent	pendent	pendent	pendent	pendent	pendent	pendent
lead-rtva-011-josep-dalleres	poeta	clips/lead-rtva-011__49__poeta.wav	pendent	pendent	pendent	pendent	pendent	pendent	pendent
lead-rtva-011-josep-dalleres	novel·la	clips/lead-rtva-011__50__novel-la.wav	pendent	pendent	pendent	pendent	pendent	pendent	pendent
lead-rtva-011-josep-dalleres	Frontera endins	clips/lead-rtva-011__51__frontera-endins.wav	pendent	pendent	pendent	pendent	pendent	pendent	pendent
lead-rtva-011-josep-dalleres	llengua	clips/lead-rtva-011__52__llengua.wav	pendent	pendent	pendent	pendent	pendent	pendent	pendent
lead-rtva-011-josep-dalleres	català	clips/lead-rtva-011__53__catal.wav	pendent	pendent	pendent	pendent	pendent	pendent	pendent
lead-rtva-011-josep-dalleres	francès	clips/lead-rtva-011__54__franc-s.wav	pendent	pendent	pendent	pendent	pendent	pendent	pendent
lead-rtva-011-josep-dalleres	castellà	clips/lead-rtva-011__55__castell.wav	pendent	pendent	pendent	pendent	pendent	pendent	pendent
lead-rtva-011-josep-dalleres	principat	clips/lead-rtva-011__57__principat.wav	pendent	pendent	pendent	pendent	pendent	pendent	pendent
