expedient	model	tokens	tipus_lexics	type_token_ratio	repeticio_3gram	marcadors_discursius	formes_territorials	formes_contacte	pronoms_clitics	perifrasi_past_aparent	primera_persona	negacio	nota	estat
lead-rtva-032-anna-riberaygua	small	9669	1891	0.1956	0.0856	bé=19;bueno=7;clar=12;doncs=15;llavors=20;de fet=3;o sigui=16;vull dir=4;a veure=1;aviam=4;evidentment=1;per tant=9;no?=45	andorrana=6;comú=1;comuns=1;Canillo=1;Constitució=2	espanyol=3;espanyola=1;francès=3;francesa=3	1080	150	89	306	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
lead-rtva-032-anna-riberaygua	base	10782	1824	0.1692	0.3620	bé=19;bueno=3;clar=7;doncs=10;llavors=7;de fet=1;o sigui=12;vull dir=2;a veure=19;aviam=3;diguem=1;evidentment=2;per tant=11;no?=33	andorrana=3;comú=2;Escaldes=1;Constitució=2	espanyol=3;espanyola=1;francès=1;francesa=3	1384	192	72	422	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
