expedient	model	tokens	tipus_lexics	type_token_ratio	repeticio_3gram	marcadors_discursius	formes_territorials	formes_contacte	pronoms_clitics	perifrasi_past_aparent	primera_persona	negacio	nota	estat
lead-rtva-060-xavier-espot-actual	small	408	217	0.5319	0.0278	per tant=1	santuari=2		51	0	1	5	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
lead-rtva-060-xavier-espot-actual	base	414	216	0.5217	0.0223	per tant=1;no?=1	santuari=2		54	0	1	6	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
