clip	durada_s	rms_db	zcr	centroid_hz	f0_median_hz	veu_activa	estat
clips/lead-yt-042__01__a-nivell.wav	9.880	-27.62	0.0777	910.2	130.1	0.7444	descriptor instrumental; pendent d'audició
clips/lead-yt-042__02__a-veure.wav	11.280	-24.25	0.0727	890.3	142.9	0.7860	descriptor instrumental; pendent d'audició
clips/lead-yt-042__05__bueno.wav	10.000	-22.70	0.0777	962.3	168.4	0.8868	descriptor instrumental; pendent d'audició
clips/lead-yt-042__06__b.wav	9.000	-33.08	0.0827	1047.1	118.5	0.5735	descriptor instrumental; pendent d'audició
clips/lead-yt-042__07__clar.wav	10.000	-32.20	0.0739	958.4	164.9	0.6363	descriptor instrumental; pendent d'audició
clips/lead-yt-042__08__de-fet.wav	10.160	-33.69	0.1228	1422.9	124.0	0.5700	descriptor instrumental; pendent d'audició
clips/lead-yt-042__10__doncs.wav	8.440	-31.04	0.0752	911.7	131.1	0.7031	descriptor instrumental; pendent d'audició
clips/lead-yt-042__11__evidentment.wav	9.000	-30.84	0.1128	1395.8	113.5	0.6192	descriptor instrumental; pendent d'audició
clips/lead-yt-042__12__llavors.wav	6.000	-46.88	0.0627	1013.2	144.1	0.0251	descriptor instrumental; pendent d'audició
clips/lead-yt-042__13__no.wav	8.280	-23.97	0.0727	893.7	131.1	0.7337	descriptor instrumental; pendent d'audició
clips/lead-yt-042__14__o-sigui.wav	11.300	-24.57	0.0677	861.6	141.6	0.7837	descriptor instrumental; pendent d'audició
clips/lead-yt-042__15__per-tant.wav	8.560	-47.35	0.0551	1119.5	162.4	0.0433	descriptor instrumental; pendent d'audició
clips/lead-yt-042__16__perqu.wav	10.200	-45.08	0.0576	1073.9	202.5	0.1336	descriptor instrumental; pendent d'audició
clips/lead-yt-042__18__s-a-dir.wav	8.520	-31.53	0.0827	1054.3	122.1	0.5753	descriptor instrumental; pendent d'audició
clips/lead-yt-042__37__natura.wav	8.840	-26.43	0.0677	834.2	148.1	0.7585	descriptor instrumental; pendent d'audició
clips/lead-yt-042__38__ecologista.wav	9.040	-23.56	0.0714	863.3	166.7	0.8404	descriptor instrumental; pendent d'audició
clips/lead-yt-042__39__planeta.wav	12.880	-37.92	0.1153	1484.3	140.4	0.4720	descriptor instrumental; pendent d'audició
clips/lead-yt-042__40__bosc.wav	7.800	-33.72	0.0677	962.5	124.0	0.6015	descriptor instrumental; pendent d'audició
clips/lead-yt-042__41__boscos.wav	13.000	-33.84	0.0714	1323.7	200.0	0.5840	descriptor instrumental; pendent d'audició
clips/lead-yt-042__42__muntanya.wav	6.800	-44.39	0.0702	1060.3	149.5	0.0737	descriptor instrumental; pendent d'audició
clips/lead-yt-042__46__andorra.wav	9.760	-34.83	0.0727	921.0	140.4	0.5462	descriptor instrumental; pendent d'audició
clips/lead-yt-042__49__bosc.wav	7.800	-33.72	0.0677	962.5	124.0	0.6015	descriptor instrumental; pendent d'audició
clips/lead-yt-042__50__conservaci.wav	7.240	-43.68	0.0702	1037.2	150.9	0.1066	descriptor instrumental; pendent d'audició
clips/lead-yt-042__52__canvi-clim-tic.wav	6.880	-31.14	0.0702	855.5	135.6	0.6414	descriptor instrumental; pendent d'audició
clips/lead-yt-042__56__pirineus.wav	7.080	-34.38	0.1053	1288.1	106.0	0.5637	descriptor instrumental; pendent d'audició
