clip	durada_s	rms_db	zcr	centroid_hz	f0_median_hz	veu_activa	estat
clips/lead-rtva-021__01__a-nivell.wav	6.960	-25.80	0.0501	730.5	120.3	0.8285	descriptor instrumental; pendent d'audició
clips/lead-rtva-021__02__a-veure.wav	7.040	-28.09	0.0551	860.2	120.3	0.6838	descriptor instrumental; pendent d'audició
clips/lead-rtva-021__03__aleshores.wav	10.160	-40.64	0.1704	2254.8	155.3	0.4536	descriptor instrumental; pendent d'audició
clips/lead-rtva-021__05__bueno.wav	6.000	-29.44	0.0677	1122.6	131.1	0.6271	descriptor instrumental; pendent d'audició
clips/lead-rtva-021__06__b.wav	8.760	-28.14	0.0602	916.3	133.3	0.6579	descriptor instrumental; pendent d'audició
clips/lead-rtva-021__07__clar.wav	6.760	-27.41	0.0627	896.6	136.8	0.6602	descriptor instrumental; pendent d'audició
clips/lead-rtva-021__08__de-fet.wav	7.280	-29.97	0.0551	1049.4	112.7	0.5895	descriptor instrumental; pendent d'audició
clips/lead-rtva-021__09__diguem.wav	7.080	-27.14	0.0576	901.4	111.1	0.8017	descriptor instrumental; pendent d'audició
clips/lead-rtva-021__10__doncs.wav	6.160	-24.14	0.0526	758.4	150.9	0.7752	descriptor instrumental; pendent d'audició
clips/lead-rtva-021__11__evidentment.wav	8.680	-33.27	0.0827	1213.7	142.9	0.5289	descriptor instrumental; pendent d'audició
clips/lead-rtva-021__12__llavors.wav	7.680	-36.01	0.0802	1331.2	141.6	0.5039	descriptor instrumental; pendent d'audició
clips/lead-rtva-021__13__no.wav	9.720	-28.77	0.0602	948.5	112.7	0.6536	descriptor instrumental; pendent d'audició
clips/lead-rtva-021__14__o-sigui.wav	6.800	-23.67	0.0551	899.0	159.2	0.8274	descriptor instrumental; pendent d'audició
clips/lead-rtva-021__15__per-tant.wav	5.800	-26.49	0.0526	851.5	124.0	0.8235	descriptor instrumental; pendent d'audició
clips/lead-rtva-021__16__perqu.wav	8.040	-35.26	0.0727	1251.4	133.3	0.5112	descriptor instrumental; pendent d'audició
clips/lead-rtva-021__17__vull-dir.wav	8.000	-27.70	0.0526	711.6	149.5	0.6830	descriptor instrumental; pendent d'audició
clips/lead-rtva-021__18__s-a-dir.wav	9.720	-26.48	0.0526	840.9	158.4	0.6825	descriptor instrumental; pendent d'audició
clips/lead-rtva-021__20__escaldes.wav	9.560	-47.36	0.1504	2241.8	173.9	0.4361	descriptor instrumental; pendent d'audició
clips/lead-rtva-021__36__empresari.wav	6.200	-24.71	0.0602	951.7	122.1	0.8350	descriptor instrumental; pendent d'audició
clips/lead-rtva-021__37__empresa.wav	6.760	-28.40	0.0614	919.1	129.0	0.6246	descriptor instrumental; pendent d'audició
clips/lead-rtva-021__38__ministre.wav	7.400	-27.56	0.0702	1096.8	125.0	0.7602	descriptor instrumental; pendent d'audició
clips/lead-rtva-021__39__ministeri.wav	7.520	-34.35	0.0727	1303.7	106.7	0.5227	descriptor instrumental; pendent d'audició
clips/lead-rtva-021__41__comer.wav	7.800	-26.43	0.0627	822.7	111.1	0.7442	descriptor instrumental; pendent d'audició
clips/lead-rtva-021__42__negoci.wav	9.360	-25.98	0.0576	971.8	130.1	0.6713	descriptor instrumental; pendent d'audició
clips/lead-rtva-021__47__cultura.wav	5.720	-54.10	0.1378	2035.2	131.1	0.3965	descriptor instrumental; pendent d'audició
clips/lead-rtva-021__49__esports.wav	9.280	-27.63	0.0576	845.6	114.3	0.6944	descriptor instrumental; pendent d'audició
clips/lead-rtva-021__55__ministres.wav	10.200	-43.30	0.1228	1786.8	149.5	0.4460	descriptor instrumental; pendent d'audició
clips/lead-rtva-021__56__govern.wav	6.840	-27.46	0.0602	923.8	106.7	0.6906	descriptor instrumental; pendent d'audició
clips/lead-rtva-021__57__conseller.wav	7.440	-26.76	0.0576	834.1	105.3	0.7561	descriptor instrumental; pendent d'audició
clips/lead-rtva-021__58__consell.wav	9.120	-26.53	0.0602	864.9	117.6	0.7165	descriptor instrumental; pendent d'audició
clips/lead-rtva-021__59__futbol.wav	8.200	-35.37	0.0677	931.4	140.4	0.5171	descriptor instrumental; pendent d'audició
clips/lead-rtva-021__68__andorra.wav	8.240	-26.47	0.0652	1034.5	124.0	0.6192	descriptor instrumental; pendent d'audició
clips/lead-rtva-021__69__fam-lia.wav	6.360	-29.13	0.0551	965.5	158.4	0.5883	descriptor instrumental; pendent d'audició
clips/lead-rtva-021__71__andorrans.wav	7.920	-28.29	0.0602	933.5	161.6	0.6582	descriptor instrumental; pendent d'audició
clips/lead-rtva-021__81__catal.wav	13.000	-33.67	0.0702	1071.9	158.4	0.5285	descriptor instrumental; pendent d'audició
clips/lead-rtva-021__82__franc-s.wav	9.720	-34.28	0.0827	1183.8	152.4	0.5443	descriptor instrumental; pendent d'audició
