expedient	model	tokens	tipus_lexics	type_token_ratio	repeticio_3gram	marcadors_discursius	formes_territorials	formes_contacte	pronoms_clitics	perifrasi_past_aparent	primera_persona	negacio	nota	estat
lead-rtva-021-bonaventura-riberaygua	small	6310	1273	0.2017	0.1366	bé=24;bueno=7;clar=9;doncs=6;llavors=10;de fet=3;és a dir=6;o sigui=3;vull dir=1;a veure=2;diguem=6;evidentment=6;per tant=3;a nivell=1;no?=30	Escaldes=2;Constitució=4	espanyol=1;espanyola=1;francès=3	678	94	39	293	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
lead-rtva-021-bonaventura-riberaygua	base	6554	1373	0.2095	0.1596	bé=22;bueno=5;clar=8;doncs=7;llavors=2;aleshores=1;de fet=4;és a dir=6;o sigui=3;vull dir=2;a veure=3;diguem=5;evidentment=6;per tant=4;a nivell=1;no?=35	Escaldes=1;Constitució=2	espanyol=1;espanyola=1;francès=1	764	141	40	285	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
