expedient	model	tokens	tipus_lexics	type_token_ratio	repeticio_3gram	marcadors_discursius	formes_territorials	formes_contacte	pronoms_clitics	perifrasi_past_aparent	primera_persona	negacio	nota	estat
lead-yt-034-antoni-marti	small	4245	772	0.1819	0.6797	bé=2;és a dir=1;a veure=1;evidentment=1;per tant=6;a nivell=8	andorrana=2;copríncep=2;Constitució=4	espanyol=37;francès=2	560	22	15	156	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
lead-yt-034-antoni-marti	base	4593	960	0.2090	0.4383	bé=8;clar=3;doncs=3;és a dir=1;a veure=1;evidentment=4;per tant=3;a nivell=11;no?=4	Constitució=5	espanyol=8	544	15	24	250	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
