expedient	model	tokens	tipus_lexics	type_token_ratio	repeticio_3gram	marcadors_discursius	formes_territorials	formes_contacte	pronoms_clitics	perifrasi_past_aparent	primera_persona	negacio	nota	estat
lead-yt-037-oscar-ribas	small	2587	740	0.2860	0.0590	bé=4;bueno=4;doncs=1;llavors=1;o sigui=3;a veure=3;evidentment=3;per tant=1;a nivell=1	comú=4	espanyol=2;francès=1;francesa=3	344	114	28	57	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
lead-yt-037-oscar-ribas	base	2695	793	0.2942	0.0475	bé=9;bueno=2;doncs=3;llavors=1;és a dir=1;o sigui=2;a veure=5;evidentment=2;per tant=1	comú=2	espanyol=1;francesa=1	382	123	16	64	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
