expedient	model	tokens	tipus_lexics	type_token_ratio	repeticio_3gram	marcadors_discursius	formes_territorials	formes_contacte	pronoms_clitics	perifrasi_past_aparent	primera_persona	negacio	nota	estat
lead-rtva-031-ramon-rossell	small	9418	1983	0.2106	0.1109	bé=11;bueno=1;clar=3;doncs=37;llavors=27;aleshores=12;de fet=2;és a dir=14;o sigui=2;vull dir=5;a veure=8;diguem=1;evidentment=1;per tant=5;no?=19	andorrana=1;parròquia=1;bordes=1;santuari=3;Canillo=20;Escaldes=1;Sant Julià=1	espanyol=1;francès=7;francesa=1	1074	232	85	128	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
lead-rtva-031-ramon-rossell	base	10047	2165	0.2155	0.1419	bé=20;bueno=5;clar=2;doncs=53;llavors=16;aleshores=3;de fet=1;és a dir=3;o sigui=1;vull dir=3;a veure=3;aviam=2;diguem=4;evidentment=1;per tant=8;no?=22	parròquia=1;comú=2;santuari=1;Canillo=3;Escaldes=1;Sant Julià=1	castellà=1;espanyol=2;francesa=3	1253	167	89	402	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
