expedient	model	tokens	tipus_lexics	type_token_ratio	repeticio_3gram	marcadors_discursius	formes_territorials	formes_contacte	pronoms_clitics	perifrasi_past_aparent	primera_persona	negacio	nota	estat
lead-rtva-018-ricard-fiter	small	7106	1541	0.2169	0.1368	bé=20;bueno=15;clar=20;doncs=3;llavors=10;de fet=2;és a dir=20;o sigui=1;a veure=4;diguem=2;per tant=5;a nivell=3;no?=28	andorrana=1;comú=4;Sant Julià=7;Constitució=2	espanyol=1;espanyola=2;francès=1;francesa=2	830	153	62	167	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
lead-rtva-018-ricard-fiter	base	7689	1567	0.2038	0.2744	bé=33;bueno=9;clar=19;doncs=4;llavors=2;de fet=4;és a dir=5;a veure=4;diguem=1;per tant=6;a nivell=2;no?=21	andorrana=1;comú=4;Sant Julià=1;Constitució=1	espanyol=2;espanyola=1;francès=1;francesa=2	1077	113	42	327	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
