clip	durada_s	rms_db	zcr	centroid_hz	f0_median_hz	veu_activa	estat
clips/lead-rtva-018__01__a-nivell.wav	9.120	-25.16	0.0576	752.9	115.5	0.7077	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__02__a-veure.wav	7.520	-26.60	0.0727	857.7	115.9	0.7120	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__05__bueno.wav	8.400	-30.08	0.0777	1004.0	106.0	0.5955	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__06__b.wav	6.560	-27.01	0.0602	884.0	125.0	0.6972	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__07__clar.wav	5.400	-30.35	0.0627	803.9	121.2	0.5874	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__08__de-fet.wav	7.120	-24.50	0.0551	776.1	113.5	0.8761	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__09__diguem.wav	7.080	-28.54	0.0602	912.8	137.9	0.6572	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__10__doncs.wav	7.280	-29.36	0.1003	1613.4	120.3	0.7066	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__12__llavors.wav	8.840	-25.57	0.0652	838.2	115.1	0.7834	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__13__no.wav	6.800	-25.51	0.0652	888.2	106.7	0.8142	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__14__o-sigui.wav	6.480	-25.36	0.0576	764.4	113.5	0.7214	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__15__per-tant.wav	8.120	-28.17	0.0627	759.7	111.9	0.7309	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__16__perqu.wav	7.920	-24.55	0.0576	813.9	116.8	0.8013	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__18__s-a-dir.wav	12.440	-27.75	0.0652	945.9	124.0	0.7101	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__23__sant-juli.wav	7.040	-24.13	0.0576	866.7	119.4	0.8276	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__25__andorrana.wav	7.320	-25.00	0.0614	854.5	119.4	0.7959	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__29__com.wav	10.200	-25.52	0.0526	776.2	118.5	0.7819	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__36__advocat.wav	7.040	-24.13	0.0576	866.7	119.4	0.8276	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__37__dret.wav	9.160	-26.84	0.0702	934.8	114.7	0.7210	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__38__drets-humans.wav	6.800	-24.53	0.0627	749.2	120.3	0.9027	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__39__drets-i-llibertats.wav	6.000	-26.51	0.0652	820.1	220.8	0.7007	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__41__lliga-andorrana.wav	7.320	-25.00	0.0614	854.5	119.4	0.7959	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__42__raonador-del-ciutad.wav	7.080	-30.70	0.0627	859.5	115.9	0.5609	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__43__ciutad.wav	7.240	-24.92	0.0627	843.2	117.6	0.8338	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__44__administraci.wav	7.280	-24.99	0.0627	826.1	115.9	0.7810	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__47__secretari-general.wav	8.040	-24.21	0.0602	770.4	111.1	0.8454	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__48__consell-general.wav	9.640	-25.98	0.0551	772.4	110.3	0.7048	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__49__conseller-general.wav	6.720	-25.44	0.0627	825.3	112.7	0.7493	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__50__ambaixador.wav	6.880	-24.48	0.0627	875.6	118.5	0.8280	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__52__cro-cia.wav	9.000	-24.91	0.0602	869.9	119.4	0.8363	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__54__andorra.wav	6.840	-28.23	0.0551	895.2	125.0	0.6100	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__57__immigraci.wav	10.720	-27.85	0.0627	871.7	116.8	0.6766	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__58__emigraci.wav	11.000	-26.92	0.0602	734.3	108.5	0.7413	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__60__refugiats.wav	8.080	-25.01	0.0627	781.3	116.8	0.7010	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__61__guerra-civil.wav	6.960	-29.39	0.0602	744.7	101.3	0.6167	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__62__drets-dels-infants.wav	6.240	-27.37	0.0752	835.8	95.0	0.7444	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__63__drets-de-les-dones.wav	6.240	-27.37	0.0752	835.8	95.0	0.7444	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__65__administratiu.wav	7.440	-27.02	0.0652	846.9	113.5	0.7480	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__66__expedient.wav	7.800	-25.35	0.0627	859.0	108.1	0.7339	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__67__llibertat.wav	8.400	-30.35	0.0714	963.0	122.1	0.5943	descriptor instrumental; pendent d'audició
clips/lead-rtva-018__68__catal.wav	9.040	-29.14	0.0602	881.8	105.3	0.6619	descriptor instrumental; pendent d'audició
