expedient	model	tokens	tipus_lexics	type_token_ratio	repeticio_3gram	marcadors_discursius	formes_territorials	formes_contacte	pronoms_clitics	perifrasi_past_aparent	primera_persona	negacio	nota	estat
lead-rtva-022-josep-marsal	small	7306	1461	0.2000	0.1701	bé=15;bueno=9;clar=7;doncs=1;llavors=9;aleshores=1;de fet=1;és a dir=2;o sigui=3;a veure=5;diguem=1;evidentment=1;per tant=4;no?=23	comú=3;comuns=1;bordes=3;padrí=3;Massana=2;Constitució=7	espanyol=3;espanyola=3;francès=12;francesa=10	902	210	44	231	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
lead-rtva-022-josep-marsal	base	8117	1575	0.1940	0.2873	bé=21;bueno=12;clar=9;doncs=2;llavors=10;aleshores=2;de fet=3;és a dir=2;o sigui=2;a veure=4;diguem=2;evidentment=2;per tant=5;no?=20	parròquia=5;comú=1;comuns=2;bordes=3;padrí=3;Constitució=7	espanyol=4;espanyola=3;francès=3;francesa=10	950	172	40	800	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
