clip	durada_s	rms_db	zcr	centroid_hz	f0_median_hz	veu_activa	estat
clips/lead-yt-044__02__a-veure.wav	9.040	-28.26	0.0752	1007.1	200.0	0.6896	descriptor instrumental; pendent d'audició
clips/lead-yt-044__05__bueno.wav	5.480	-30.61	0.0677	1047.6	146.8	0.7271	descriptor instrumental; pendent d'audició
clips/lead-yt-044__06__b.wav	5.640	-31.71	0.0815	1090.2	160.0	0.6851	descriptor instrumental; pendent d'audició
clips/lead-yt-044__07__clar.wav	7.440	-27.80	0.0752	1087.3	192.8	0.7965	descriptor instrumental; pendent d'audició
clips/lead-yt-044__08__de-fet.wav	10.120	-27.32	0.0852	1187.4	228.6	0.7941	descriptor instrumental; pendent d'audició
clips/lead-yt-044__09__diguem.wav	8.960	-24.57	0.0802	1176.5	205.1	0.8266	descriptor instrumental; pendent d'audició
clips/lead-yt-044__10__doncs.wav	5.360	-23.01	0.0677	1089.4	173.9	0.9419	descriptor instrumental; pendent d'audició
clips/lead-yt-044__12__llavors.wav	8.440	-30.58	0.0752	1144.7	195.1	0.6817	descriptor instrumental; pendent d'audició
clips/lead-yt-044__13__no.wav	13.240	-24.06	0.0802	1282.9	213.3	0.8094	descriptor instrumental; pendent d'audició
clips/lead-yt-044__15__per-tant.wav	6.360	-24.19	0.0627	1045.9	141.6	0.8344	descriptor instrumental; pendent d'audició
clips/lead-yt-044__16__perqu.wav	7.000	-31.03	0.0652	971.2	140.4	0.6877	descriptor instrumental; pendent d'audició
clips/lead-yt-044__17__vull-dir.wav	5.720	-22.63	0.0777	1304.7	280.7	0.8333	descriptor instrumental; pendent d'audició
clips/lead-yt-044__18__s-a-dir.wav	7.240	-23.91	0.0777	1300.4	238.8	0.7645	descriptor instrumental; pendent d'audició
clips/lead-yt-044__19__canillo.wav	6.360	-29.30	0.0802	1127.1	173.9	0.7571	descriptor instrumental; pendent d'audició
clips/lead-yt-044__20__escaldes.wav	7.800	-22.83	0.0802	1212.1	254.0	0.8380	descriptor instrumental; pendent d'audició
clips/lead-yt-044__33__parr-quia.wav	6.760	-25.12	0.0802	1194.9	242.4	0.8264	descriptor instrumental; pendent d'audició
clips/lead-yt-044__36__escriptora.wav	8.240	-28.52	0.0852	1217.9	200.0	0.7445	descriptor instrumental; pendent d'audició
clips/lead-yt-044__37__escriure.wav	7.520	-24.50	0.0902	1406.4	235.3	0.8293	descriptor instrumental; pendent d'audició
clips/lead-yt-044__39__contes.wav	8.600	-28.11	0.0827	1242.1	213.3	0.7203	descriptor instrumental; pendent d'audició
clips/lead-yt-044__40__novel-la.wav	8.960	-24.57	0.0802	1176.5	205.1	0.8266	descriptor instrumental; pendent d'audició
clips/lead-yt-044__41__llibres.wav	11.240	-25.40	0.0877	1361.1	222.2	0.7781	descriptor instrumental; pendent d'audició
clips/lead-yt-044__42__lectura.wav	6.760	-26.62	0.0602	1071.5	148.1	0.7478	descriptor instrumental; pendent d'audició
clips/lead-yt-044__44__premi.wav	6.480	-30.31	0.0627	1022.1	144.1	0.6610	descriptor instrumental; pendent d'audició
clips/lead-yt-044__46__personatges.wav	8.000	-27.87	0.0852	1252.9	238.8	0.7569	descriptor instrumental; pendent d'audició
clips/lead-yt-044__48__andorra.wav	21.000	-27.17	0.0827	1213.7	219.2	0.7836	descriptor instrumental; pendent d'audició
clips/lead-yt-044__50__pirineus.wav	7.960	-26.73	0.0777	1145.9	202.5	0.8023	descriptor instrumental; pendent d'audició
clips/lead-yt-044__51__editorial.wav	7.840	-30.87	0.0627	966.8	149.5	0.6343	descriptor instrumental; pendent d'audició
clips/lead-yt-044__55__catal.wav	13.560	-19.95	0.0852	1363.8	242.4	0.8900	descriptor instrumental; pendent d'audició
