clip	durada_s	rms_db	zcr	centroid_hz	f0_median_hz	veu_activa	estat
clips/lead-yt-048__01__a-nivell.wav	6.560	-26.63	0.0777	1041.6	124.0	0.7416	descriptor instrumental; pendent d'audició
clips/lead-yt-048__02__a-veure.wav	8.000	-28.37	0.0802	1071.3	130.1	0.7419	descriptor instrumental; pendent d'audició
clips/lead-yt-048__05__bueno.wav	9.000	-24.35	0.1228	1501.2	161.6	0.7851	descriptor instrumental; pendent d'audició
clips/lead-yt-048__06__b.wav	8.000	-28.33	0.0827	1153.7	130.1	0.7231	descriptor instrumental; pendent d'audició
clips/lead-yt-048__07__clar.wav	7.520	-27.47	0.0877	1075.5	139.1	0.7760	descriptor instrumental; pendent d'audició
clips/lead-yt-048__10__doncs.wav	6.080	-30.87	0.0902	1063.7	111.1	0.6634	descriptor instrumental; pendent d'audició
clips/lead-yt-048__12__llavors.wav	6.840	-36.79	0.0752	1064.5	134.5	0.4839	descriptor instrumental; pendent d'audició
clips/lead-yt-048__13__no.wav	6.200	-36.29	0.1103	1478.6	108.8	0.5032	descriptor instrumental; pendent d'audició
clips/lead-yt-048__14__o-sigui.wav	5.720	-31.98	0.0652	969.3	161.6	0.5509	descriptor instrumental; pendent d'audició
clips/lead-yt-048__15__per-tant.wav	6.160	-30.18	0.0652	1001.9	114.3	0.6482	descriptor instrumental; pendent d'audició
clips/lead-yt-048__16__perqu.wav	8.800	-31.55	0.1303	1517.1	128.0	0.6526	descriptor instrumental; pendent d'audició
clips/lead-yt-048__18__s-a-dir.wav	7.760	-31.56	0.0627	968.6	135.6	0.6176	descriptor instrumental; pendent d'audició
clips/lead-yt-048__29__com.wav	11.480	-27.87	0.1103	1404.7	129.0	0.6972	descriptor instrumental; pendent d'audició
clips/lead-yt-048__36__esport.wav	6.840	-28.93	0.0777	990.2	123.1	0.6730	descriptor instrumental; pendent d'audició
clips/lead-yt-048__37__esports.wav	6.320	-33.16	0.0827	1073.4	115.9	0.6381	descriptor instrumental; pendent d'audició
clips/lead-yt-048__38__esportista.wav	7.840	-32.24	0.0627	924.9	130.1	0.6228	descriptor instrumental; pendent d'audició
clips/lead-yt-048__40__atleta.wav	13.760	-30.83	0.1128	1409.1	118.5	0.6594	descriptor instrumental; pendent d'audició
clips/lead-yt-048__41__jocs-ol-mpics.wav	5.560	-27.55	0.0852	1042.9	106.7	0.6679	descriptor instrumental; pendent d'audició
clips/lead-yt-048__42__jocs-paral-mpics.wav	7.840	-30.95	0.0802	1142.1	128.5	0.6164	descriptor instrumental; pendent d'audició
clips/lead-yt-048__43__medalla.wav	10.720	-34.35	0.0977	1326.0	123.1	0.5822	descriptor instrumental; pendent d'audició
clips/lead-yt-048__44__competici.wav	6.000	-27.95	0.0677	984.5	140.4	0.6873	descriptor instrumental; pendent d'audició
clips/lead-yt-048__45__entrenament.wav	6.800	-32.04	0.0677	954.2	111.1	0.6327	descriptor instrumental; pendent d'audició
clips/lead-yt-048__46__andorra.wav	10.720	-34.35	0.0977	1326.0	123.1	0.5822	descriptor instrumental; pendent d'audició
clips/lead-yt-048__49__fam-lia.wav	6.880	-30.71	0.0727	929.5	121.2	0.7522	descriptor instrumental; pendent d'audició
clips/lead-yt-048__50__fundaci.wav	6.800	-28.00	0.0777	1101.8	129.0	0.6888	descriptor instrumental; pendent d'audició
clips/lead-yt-048__51__joves.wav	8.640	-32.05	0.0752	1015.0	115.5	0.6125	descriptor instrumental; pendent d'audició
clips/lead-yt-048__52__neu.wav	7.640	-28.80	0.0802	1166.4	133.3	0.6325	descriptor instrumental; pendent d'audició
