clip	durada_s	rms_db	zcr	centroid_hz	f0_median_hz	veu_activa	estat
clips/lead-yt-043__02__a-veure.wav	9.240	-33.95	0.0890	1340.6	142.9	0.5477	descriptor instrumental; pendent d'audició
clips/lead-yt-043__05__bueno.wav	13.000	-28.89	0.0802	1200.1	139.1	0.6880	descriptor instrumental; pendent d'audició
clips/lead-yt-043__06__b.wav	9.240	-33.95	0.0890	1340.6	142.9	0.5477	descriptor instrumental; pendent d'audició
clips/lead-yt-043__07__clar.wav	9.760	-32.14	0.0952	1310.2	115.1	0.6181	descriptor instrumental; pendent d'audició
clips/lead-yt-043__08__de-fet.wav	6.920	-27.32	0.0752	1083.1	170.2	0.7217	descriptor instrumental; pendent d'audició
clips/lead-yt-043__09__diguem.wav	9.000	-43.44	0.1103	1587.0	135.6	0.3653	descriptor instrumental; pendent d'audició
clips/lead-yt-043__10__doncs.wav	13.000	-28.89	0.0802	1200.1	139.1	0.6880	descriptor instrumental; pendent d'audició
clips/lead-yt-043__11__evidentment.wav	9.280	-29.22	0.0752	1096.7	126.0	0.6760	descriptor instrumental; pendent d'audició
clips/lead-yt-043__12__llavors.wav	8.800	-29.56	0.0752	1214.6	134.5	0.6572	descriptor instrumental; pendent d'audició
clips/lead-yt-043__13__no.wav	6.960	-29.46	0.0940	1322.7	144.1	0.6931	descriptor instrumental; pendent d'audició
clips/lead-yt-043__15__per-tant.wav	11.000	-29.86	0.0777	1224.8	130.1	0.6339	descriptor instrumental; pendent d'audició
clips/lead-yt-043__16__perqu.wav	8.200	-28.79	0.0727	1129.4	155.3	0.7506	descriptor instrumental; pendent d'audició
clips/lead-yt-043__18__s-a-dir.wav	9.880	-36.50	0.1103	1551.9	126.0	0.4990	descriptor instrumental; pendent d'audició
clips/lead-yt-043__36__joier.wav	13.000	-29.60	0.0777	1178.3	142.9	0.6895	descriptor instrumental; pendent d'audició
clips/lead-yt-043__37__pera.wav	8.840	-26.30	0.0727	1079.2	160.8	0.7562	descriptor instrumental; pendent d'audició
clips/lead-yt-043__39__contes.wav	5.840	-37.94	0.0977	1451.3	152.4	0.4777	descriptor instrumental; pendent d'audició
clips/lead-yt-043__40__escriure.wav	13.000	-28.89	0.0802	1200.1	139.1	0.6880	descriptor instrumental; pendent d'audició
clips/lead-yt-043__41__escriptor.wav	7.440	-44.26	0.1128	1588.8	161.6	0.3976	descriptor instrumental; pendent d'audició
clips/lead-yt-043__42__m-sica.wav	9.280	-32.01	0.0927	1243.0	126.0	0.6220	descriptor instrumental; pendent d'audició
clips/lead-yt-043__43__teatre.wav	7.040	-29.45	0.0877	1147.9	111.9	0.7479	descriptor instrumental; pendent d'audició
clips/lead-yt-043__44__art.wav	9.000	-26.11	0.0652	924.8	135.6	0.7762	descriptor instrumental; pendent d'audició
clips/lead-yt-043__48__andorra.wav	8.840	-26.30	0.0727	1079.2	160.8	0.7562	descriptor instrumental; pendent d'audició
clips/lead-yt-043__55__creativitat.wav	13.000	-29.60	0.0777	1178.3	142.9	0.6895	descriptor instrumental; pendent d'audició
