clip	durada_s	rms_db	zcr	centroid_hz	f0_median_hz	veu_activa	estat
clips/lead-rtva-014__02__a-veure.wav	6.480	-35.49	0.0627	850.8	131.1	0.5464	descriptor instrumental; pendent d'audició
clips/lead-rtva-014__03__aleshores.wav	7.640	-28.33	0.0376	564.9	141.6	0.8373	descriptor instrumental; pendent d'audició
clips/lead-rtva-014__05__bueno.wav	9.600	-34.40	0.0627	876.0	158.4	0.5459	descriptor instrumental; pendent d'audició
clips/lead-rtva-014__06__b.wav	8.920	-30.50	0.0501	732.2	125.0	0.6820	descriptor instrumental; pendent d'audició
clips/lead-rtva-014__07__clar.wav	6.960	-27.01	0.0476	747.8	149.5	0.8184	descriptor instrumental; pendent d'audició
clips/lead-rtva-014__08__de-fet.wav	7.720	-30.99	0.0476	752.2	125.0	0.6987	descriptor instrumental; pendent d'audició
clips/lead-rtva-014__09__diguem.wav	7.640	-26.35	0.0426	613.8	137.9	0.7690	descriptor instrumental; pendent d'audició
clips/lead-rtva-014__10__doncs.wav	5.640	-31.58	0.0526	790.8	153.8	0.6139	descriptor instrumental; pendent d'audició
clips/lead-rtva-014__12__llavors.wav	6.000	-29.31	0.0501	871.1	152.4	0.6923	descriptor instrumental; pendent d'audició
clips/lead-rtva-014__13__no.wav	7.640	-26.35	0.0426	613.8	137.9	0.7690	descriptor instrumental; pendent d'audició
clips/lead-rtva-014__14__o-sigui.wav	6.560	-35.15	0.0576	954.5	153.8	0.5153	descriptor instrumental; pendent d'audició
clips/lead-rtva-014__15__per-tant.wav	5.440	-27.17	0.0501	657.1	135.6	0.7841	descriptor instrumental; pendent d'audició
clips/lead-rtva-014__16__perqu.wav	7.040	-24.32	0.0401	537.0	155.3	0.9245	descriptor instrumental; pendent d'audició
clips/lead-rtva-014__17__vull-dir.wav	6.440	-24.36	0.0376	524.5	156.9	0.8925	descriptor instrumental; pendent d'audició
clips/lead-rtva-014__18__s-a-dir.wav	8.160	-28.71	0.0426	654.6	134.5	0.7482	descriptor instrumental; pendent d'audició
clips/lead-rtva-014__20__escaldes.wav	7.880	-25.61	0.0576	937.4	125.0	0.8537	descriptor instrumental; pendent d'audició
clips/lead-rtva-014__36__fotografia.wav	7.960	-24.81	0.0526	787.4	134.5	0.8136	descriptor instrumental; pendent d'audició
clips/lead-rtva-014__37__fot-graf.wav	9.000	-30.55	0.0501	805.4	134.5	0.6637	descriptor instrumental; pendent d'audició
clips/lead-rtva-014__38__cineasta.wav	7.280	-28.04	0.0526	886.7	118.5	0.6749	descriptor instrumental; pendent d'audició
clips/lead-rtva-014__39__cinema.wav	7.960	-24.81	0.0526	787.4	134.5	0.8136	descriptor instrumental; pendent d'audició
clips/lead-rtva-014__41__lletres.wav	6.600	-26.21	0.0576	955.8	128.5	0.8283	descriptor instrumental; pendent d'audició
clips/lead-rtva-014__42__cultura.wav	7.760	-24.68	0.0501	780.0	125.0	0.8553	descriptor instrumental; pendent d'audició
clips/lead-rtva-014__44__andorra.wav	6.680	-27.30	0.0476	836.6	123.1	0.6156	descriptor instrumental; pendent d'audició
clips/lead-rtva-014__50__catal.wav	6.640	-30.16	0.0526	809.4	136.8	0.6390	descriptor instrumental; pendent d'audició
clips/lead-rtva-014__51__franc-s.wav	7.520	-26.08	0.0401	524.0	145.5	0.8293	descriptor instrumental; pendent d'audició
clips/lead-rtva-014__52__castell.wav	6.120	-22.75	0.0451	548.5	150.9	0.9656	descriptor instrumental; pendent d'audició
clips/lead-rtva-014__53__exposici.wav	6.680	-30.68	0.0576	953.4	134.5	0.6261	descriptor instrumental; pendent d'audició
