expedient	model	tokens	tipus_lexics	type_token_ratio	repeticio_3gram	marcadors_discursius	formes_territorials	formes_contacte	pronoms_clitics	perifrasi_past_aparent	primera_persona	negacio	nota	estat
lead-rtva-014-joan-burgues	small	6832	1463	0.2141	0.1177	bé=21;bueno=12;clar=4;doncs=4;llavors=1;aleshores=3;de fet=2;és a dir=12;vull dir=8;a veure=1;diguem=2;per tant=5;no?=30	Escaldes=2	castellà=1;espanyol=6;espanyola=1;francès=3;francesa=1	842	186	73	180	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
lead-rtva-014-joan-burgues	base	7138	1631	0.2285	0.0651	bé=27;bueno=11;clar=4;doncs=3;llavors=3;aleshores=2;de fet=3;és a dir=3;o sigui=1;vull dir=8;a veure=2;diguem=1;per tant=9;no?=36		castellà=1;espanyol=7;espanyola=1;francès=1;francesa=1	844	184	75	162	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
