expedient	model	tokens	tipus_lexics	type_token_ratio	repeticio_3gram	marcadors_discursius	formes_territorials	formes_contacte	pronoms_clitics	perifrasi_past_aparent	primera_persona	negacio	nota	estat
lead-yt-049-joan-piquet	small	3564	887	0.2489	0.1014	bé=1;bueno=9;clar=1;doncs=8;llavors=14;de fet=1;és a dir=2;o sigui=1;vull dir=1;a veure=3;aviam=4;diguem=5;evidentment=3;per tant=5;a nivell=1;no?=4			346	14	27	76	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
lead-yt-049-joan-piquet	base	3548	939	0.2647	0.0745	bé=2;bueno=10;clar=1;doncs=2;llavors=12;de fet=1;és a dir=2;o sigui=1;vull dir=2;a veure=4;aviam=2;diguem=4;evidentment=3;per tant=5;a nivell=1;no?=8			340	16	30	86	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
