expedient	model	tokens	tipus_lexics	type_token_ratio	repeticio_3gram	marcadors_discursius	formes_territorials	formes_contacte	pronoms_clitics	perifrasi_past_aparent	primera_persona	negacio	nota	estat
lead-yt-035-cerni-escale	small	8862	1794	0.2024	0.1743	bé=7;bueno=2;clar=3;doncs=23;llavors=7;aleshores=21;de fet=4;és a dir=10;vull dir=1;a veure=1;evidentment=4;per tant=23;a nivell=9;no?=5	andorrana=3;comú=7;copríncep=2;comunals=1;Escaldes=1;Constitució=2	castellà=2;espanyol=20;espanyola=3;francès=1;francesa=3	1102	56	45	127	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
lead-yt-035-cerni-escale	base	9209	2144	0.2328	0.0829	bé=12;bueno=1;doncs=48;llavors=6;aleshores=6;de fet=3;és a dir=12;evidentment=5;per tant=19;a nivell=13;no?=9	parròquia=1;comú=9;comuns=1;comunals=1;Constitució=2	castellà=2;espanyol=9;espanyola=1;francesa=2	1117	68	50	106	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
