clip	durada_s	rms_db	zcr	centroid_hz	f0_median_hz	veu_activa	estat
clips/lead-yt-047__02__a-veure.wav	15.520	-24.27	0.0752	1058.1	127.0	0.8110	descriptor instrumental; pendent d'audició
clips/lead-yt-047__05__bueno.wav	7.120	-23.84	0.0727	1200.2	120.3	0.8070	descriptor instrumental; pendent d'audició
clips/lead-yt-047__06__b.wav	7.080	-22.71	0.0877	1387.1	123.1	0.8130	descriptor instrumental; pendent d'audició
clips/lead-yt-047__07__clar.wav	9.120	-27.93	0.1028	1306.7	109.2	0.6659	descriptor instrumental; pendent d'audició
clips/lead-yt-047__09__diguem.wav	6.640	-28.62	0.0952	1377.7	122.1	0.7039	descriptor instrumental; pendent d'audició
clips/lead-yt-047__10__doncs.wav	10.480	-28.53	0.0727	1072.5	156.9	0.6635	descriptor instrumental; pendent d'audició
clips/lead-yt-047__11__evidentment.wav	7.040	-25.76	0.0827	1158.5	106.7	0.8291	descriptor instrumental; pendent d'audició
clips/lead-yt-047__12__llavors.wav	7.240	-24.36	0.0652	937.1	129.0	0.8698	descriptor instrumental; pendent d'audició
clips/lead-yt-047__13__no.wav	6.360	-21.64	0.0677	1145.4	115.9	0.8896	descriptor instrumental; pendent d'audició
clips/lead-yt-047__14__o-sigui.wav	6.800	-26.01	0.0677	1011.7	134.5	0.8378	descriptor instrumental; pendent d'audició
clips/lead-yt-047__15__per-tant.wav	11.440	-26.42	0.0752	1137.2	126.0	0.7312	descriptor instrumental; pendent d'audició
clips/lead-yt-047__16__perqu.wav	8.720	-25.42	0.0702	972.9	119.4	0.8080	descriptor instrumental; pendent d'audició
clips/lead-yt-047__17__vull-dir.wav	8.560	-23.46	0.0902	1221.4	112.7	0.8618	descriptor instrumental; pendent d'audició
clips/lead-yt-047__36__b-squet.wav	6.840	-23.05	0.0727	1165.7	100.0	0.8299	descriptor instrumental; pendent d'audició
clips/lead-yt-047__38__equip.wav	8.320	-30.17	0.0802	1130.2	117.6	0.6470	descriptor instrumental; pendent d'audició
clips/lead-yt-047__39__jugadors.wav	8.200	-24.81	0.0702	1144.0	118.5	0.7469	descriptor instrumental; pendent d'audició
clips/lead-yt-047__40__partit.wav	6.840	-23.05	0.0727	1165.7	100.0	0.8299	descriptor instrumental; pendent d'audició
clips/lead-yt-047__41__vict-ria.wav	9.200	-21.31	0.0764	1126.4	118.5	0.8497	descriptor instrumental; pendent d'audició
clips/lead-yt-047__42__lliga.wav	6.800	-23.61	0.0677	1002.5	133.9	0.7375	descriptor instrumental; pendent d'audició
clips/lead-yt-047__44__andorra.wav	7.000	-30.79	0.0940	1221.4	196.5	0.7020	descriptor instrumental; pendent d'audició
clips/lead-yt-047__46__joves.wav	8.000	-27.50	0.0777	1134.3	111.9	0.7569	descriptor instrumental; pendent d'audició
clips/lead-yt-047__48__pal-ncia.wav	16.240	-24.41	0.0802	1109.3	106.0	0.7996	descriptor instrumental; pendent d'audició
clips/lead-yt-047__49__burgos.wav	25.600	-25.87	0.0727	1000.2	122.1	0.7748	descriptor instrumental; pendent d'audició
clips/lead-yt-047__51__treball.wav	7.040	-25.76	0.0827	1158.5	106.7	0.8291	descriptor instrumental; pendent d'audició
