expedient	model	tokens	tipus_lexics	type_token_ratio	repeticio_3gram	marcadors_discursius	formes_territorials	formes_contacte	pronoms_clitics	perifrasi_past_aparent	primera_persona	negacio	nota	estat
lead-yt-054-francesc-solana	small	4980	1161	0.2331	0.0616	bé=35;bueno=17;clar=15;doncs=9;llavors=7;o sigui=6;vull dir=2;a veure=5;diguem=3;evidentment=1;per tant=1;no?=25		espanyol=12;espanyola=1	490	79	51	123	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
lead-yt-054-francesc-solana	base	5419	1215	0.2242	0.1921	bé=32;bueno=24;clar=15;doncs=16;llavors=1;o sigui=4;vull dir=1;a veure=6;diguem=3;evidentment=1;per tant=1;no?=29		espanyol=10;espanyola=1;francès=2	529	81	48	298	recompte ASR; validar contra àudio	inventari ASR; pendent d'audició
