clip	durada_s	rms_db	zcr	centroid_hz	f0_median_hz	veu_activa	estat
clips/lead-yt-038__05__bueno.wav	9.240	-36.22	0.1103	1615.1	290.9	0.5141	descriptor instrumental; pendent d'audició
clips/lead-yt-038__06__b.wav	6.000	-50.78	0.1253	1710.9	231.9	0.1037	descriptor instrumental; pendent d'audició
clips/lead-yt-038__10__doncs.wav	8.120	-44.37	0.0902	1453.6	149.5	0.1531	descriptor instrumental; pendent d'audició
clips/lead-yt-038__13__no.wav	6.000	-36.91	0.0952	1269.5	231.9	0.4833	descriptor instrumental; pendent d'audició
clips/lead-yt-038__15__per-tant.wav	7.600	-46.31	0.1980	1968.5	207.8	0.0422	descriptor instrumental; pendent d'audició
clips/lead-yt-038__16__perqu.wav	7.000	-33.00	0.1604	2007.9	372.1	0.6318	descriptor instrumental; pendent d'audició
clips/lead-yt-038__29__com.wav	6.000	-32.20	0.0752	855.1	164.9	0.6739	descriptor instrumental; pendent d'audició
clips/lead-yt-038__41__presidenta.wav	7.360	-32.59	0.0727	943.3	190.5	0.6730	descriptor instrumental; pendent d'audició
clips/lead-yt-038__43__ministra.wav	7.280	-32.32	0.0752	1014.3	188.2	0.7231	descriptor instrumental; pendent d'audició
clips/lead-yt-038__45__pol-tica.wav	6.000	-41.56	0.1015	1521.7	296.3	0.3813	descriptor instrumental; pendent d'audició
clips/lead-yt-038__53__fam-lia.wav	11.000	-43.13	0.1253	1533.9	197.5	0.1184	descriptor instrumental; pendent d'audició
clips/lead-yt-038__59__andorra.wav	11.320	-36.88	0.0827	1121.3	197.5	0.4832	descriptor instrumental; pendent d'audició
